Animal species binomial name,Animal genus,Animal subgenus,Animal species,Animal family,Animal subfamily,Animal common name,Animal class,Animal order,Pollinator match column,Pollinator match value
Megachile (Eutricharaea) chrysopyga,Megachile,Eutricharaea,chrysopyga,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Eutricharaea) macularis,Megachile,Eutricharaea,macularis,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Eutricharaea) obtusa,Megachile,Eutricharaea,obtusa,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Eutricharaea) serricauda,Megachile,Eutricharaea,serricauda,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Eutricharaea) simplex,Megachile,Eutricharaea,simplex,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Eutricharaea) sp. DBCAPerthHills_1,Megachile,Eutricharaea,"sp.""DBCAPerthHills_1""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Eutricharea) obtusa,Megachile,Eutricharea,obtusa,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Hackeriapis) apicata,Megachile,Hackeriapis,apicata,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Hackeriapis) atrella,Megachile,Hackeriapis,atrella,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Hackeriapis) canifrons,Megachile,Hackeriapis,canifrons,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Hackeriapis) oblonga,Megachile,Hackeriapis,oblonga,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Hackeriapis) oblonga,Megachile,Hackeriapia,oblonga,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Hackeriapis) oblonga 2,Megachile,Hackeriapia,oblonga,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Hackeriapis) semicandens,Megachile,Hackeriapis,semicandens,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Hackeriapis) semiluctuosa,Megachile,Hackeriapis,semiluctuosa,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Hackeriapis) sp.,Megachile,Hackeriapis,NA,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Hackeriapis) sp. 1,Megachile,Hackeriapis,"""sp. 1""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Hackeriapis) speluncarum,Megachile,Hackeriapis,speluncarum,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Hackeriapis) tosticauda,Megachile,Hackeriapis,tosticauda,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Hackeriapis) tosticauda species-group,Megachile,Hackeriapis,tosticauda,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Hackeriapis) tosticauda species-group,Megachile,Hackeriapis,tosticauda species-group,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile (Mitchellapis) ""KSP sp.62""",Megachile,Mitchellapis,"""KSP sp.62""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile (Mitchellapis) ""sp.62""",Megachile,Mitchellapis,"""sp.62""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Mitchellapis) fabricator,Megachile,Mitchellapis,fabricator,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Mitchellapis) vestitor,Megachile,Mitchellapis,vestitor,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Rozenapis) ignita,Megachile,Rozenapis,ignita,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Rozenapis) ignita,Megachile,Rozenapis,ignita,Megachilidae,NA,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Schizomegachile) monstrosa,Megachile,Schizomegachile,monstrosa,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile apicata,Megachile,NA,apicata,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile aurifrons,Megachile,NA,aurifrons,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile callura,Megachile,NA,callura,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile callura?,Megachile,NA,callura?,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile canifrons,Megachile,NA,canifrons,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile canifrons,Megachile,NA,canifrons,Megachilidae,NA,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile cf. ""houstoni""",Megachile,cf,"""houstoni""",Megachilidae,NA,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile cf. clypeata?,Megachile,NA,clypeata?,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile cf. ferox,Megachile,NA,ferox,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile fultoni,Megachile,NA,fultoni,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile latericauda,Megachile,NA,latericauda,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile leeuwinensis,Megachile,NA,leeuwinensis,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile leeuwinensis,Megachile,NA,leeuwinensis,Megachilidae,NA,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile nigrovittata,Megachile,NA,nigrovittata,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile nr.carnaua,Megachile,NA,carnaua,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile oblonga,Megachile,NA,oblonga,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile paracallida,Megachile,NA,paracallida,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile preissi,Megachile,NA,preissi,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile remotula,Megachile,NA,remotula,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile semiluctuosa,Megachile,NA,semiluctuosa,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile sp.,Megachile,NA,NA,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile sp. [syn. Chalcidoma sp.],Megachile,NA,NA,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile sp. KSP29,Megachile,NA,sp. KSP29,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile sp.Bayswater1,Megachile,NA,Bayswater1,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile speluncarum,Megachile,NA,speluncarum,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile speluncarum,Megachile,NA,speluncarum,Megachilidae,NA,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile subferox,Megachile,NA,subferox,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Meroglossa ""Purnululu1""",Meroglossa,NA,"""Purnululu1""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Neuroptera sp.,NA,NA,sp.,Megachilidae,Megachilinae,Lacewings,Insecta,Neuroptera,Animal family,Megachilidae
Rozenapis ignita,Rozenapis,NA,ignita,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Acanthorhynchus tenuirostris,Acanthorhynchus,NA,tenuirostris,Meliphagidae,Meliphaginae,NA,Aves,Passeriformes,Animal family,Meliphagidae
Acanthorhynchus tenuirostris,Acanthorhynchus,NA,tenuirostris,Meliphagidae,Meliphaginae,eastern spinebill,Aves,Passeriformes,Animal family,Meliphagidae
Anthochaera carunculata,Anthochaera,NA,carunculata,Meliphagidae,Meliphaginae,Red wattlebird,Aves,Passeriformes,Animal family,Meliphagidae
Anthochaera rufogularis,Anthochaera,NA,rufogularis,Meliphagidae,Meliphaginae,spiny-cheeked honeyeater,Aves,Passeriformes,Animal family,Meliphagidae
Lichenostomus chrysops,Lichenostomus,NA,chrysops,Meliphagidae,Meliphaginae,NA,Aves,Passeriformes,Animal family,Meliphagidae
Lichenostomus chrysops,Lichenostomus,NA,chrysops,Meliphagidae,Meliphaginae,yellow-faced honeyeater,Aves,Passeriformes,Animal family,Meliphagidae
Lichenostomus keartlandi,Lichenostomus,NA,keartlandi,Meliphagidae,Meliphaginae,Grey-headed Honeyeater,NA,Passeriformes,Animal family,Meliphagidae
Lichenostomus leucotis,Lichenostomus,NA,leucotis,Meliphagidae,Meliphaginae,White-eared Honeyeater,Aves,Passeriformes,Animal family,Meliphagidae
Lichenostomus ornatus,Lichenostomus,NA,ornatus,Meliphagidae,Meliphaginae,NA,Aves,Passeriformes,Animal family,Meliphagidae
Lichenostomus penicillatus,Lichenostomus,NA,penicillatus,Meliphagidae,Meliphaginae,NA,Aves,Passeriformes,Animal family,Meliphagidae
Lichenostomus penicillatus,Lichenostomus,NA,penicillatus,Meliphagidae,Meliphaginae,white-plumed honeyeater,Aves,Passeriformes,Animal family,Meliphagidae
Lichenostomus penicillatus,Lichenostomus,NA,penicillatus,Meliphagidae,Meliphaginae,crested honeyeater,Aves,Passeriformes,Animal family,Meliphagidae
Lichenostomus virescens,Lichenostomus,NA,virescens,Meliphagidae,Meliphaginae,Singing Honeyeater,Aves,Passeriformes,Animal family,Meliphagidae
Manorina (Myzantha) melanocephala,Manorina,Myzantha,melanocephala,Meliphagidae,Meliphaginae,noisy miner,Aves,Passeriformes,Animal family,Meliphagidae
Meliphagidae spp.,NA,NA,NA,Meliphagidae,NA,NA,Aves,Passeriformes,Animal family,Meliphagidae
Melithrepotus brevirostris,Melithreptus,NA,brevirostris,Meliphagidae,Meliphaginae,NA,Aves,Passeriformes,Animal family,Meliphagidae
Melithreptus lunatus,Melithreptus,NA,lunatus,Meliphagidae,Meliphaginae,NA,Aves,Passeriformes,Animal family,Meliphagidae
Melithreptus lunatus,Melithreptus,NA,lunatus,Meliphagidae,Meliphaginae,white-naped honeyeater,Aves,Passeriformes,Animal family,Meliphagidae
Phylidonyris albifrons,Phylidonyris,NA,albifrons,Meliphagidae,Meliphaginae,NA,Aves,Passeriformes,Animal family,Meliphagidae
Phylidonyris novaehollandiae,Phylidonyris,NA,novaehollandiae,Meliphagidae,Meliphaginae,NA,Aves,Passeriformes,Animal family,Meliphagidae
Phylidonyris novaehollandiae,Phylidonyris,NA,novaehollandiae,Meliphagidae,Meliphaginae,New Holland honeyeater,Aves,Passeriformes,Animal family,Meliphagidae
Phylidonyris novaehollandiae,Phylidonyris,NA,novaehollandiae,Meliphagidae,Meliphaginae,New Holland Honeyeater,Aves,Passeriformes,Animal family,Meliphagidae
Phylidonyris pyrrhoptera,Phylidonyris,NA,pyrrhoptera,Meliphagidae,Meliphaginae,NA,Aves,Passeriformes,Animal family,Meliphagidae
Phylidonyris pyrrhoptera,Phylidonyris,NA,pyrrhoptera,Meliphagidae,Meliphaginae,crested honeyeater,Aves,Passeriformes,Animal family,Meliphagidae
Aprosmictus erythropterus,Aprosmictus,NA,erythropterus,Psittacidae,Psittacinae,NA,Aves,Psittaciformes,Animal family,Psittacidae
Glossopsitta concinna,Glossopsitta,NA,concinna,Psittacidae,Loriinae,musk lorikeet,Aves,Psittaformes,Animal family,Psittacidae
Lathamus discolor,Lathamus,NA,discolor,Psittacidae,Platycercinae,Swift parrot,Aves,Psittaformes,Animal family,Psittacidae
Platycercus caledonicus,Platycercus,NA,caledonicus,Psittacidae,Platycercinae,green rosella,Aves,Passeriformes,Animal family,Psittacidae
Eolophus roseicapilla,Eolophus,NA,roseicapilla,"Cacatuidae
","Cacatuinae
",Pink and grey galah,Aves,Psittaformes,Animal order,Psittaformes
Pteropus scapulatus,Pteropus,NA,scapulatus,Pteropodidae,Pteropodinae,Little Red Flying-fox,Mammalia,Chiroptera,Animal genus,Pteropus
Sarcophagidae,NA,NA,NA,Sarcophagidae,NA,NA,Insecta,Diptera,Animal family,Sarcophagidae
Sarcophagidae,NA,NA,NA,Sarcophagidae,NA,sarcophid fly,Insecta,Diptera,Animal family,Sarcophagidae
Cryptoblepharus plagiocephalus,Cryptoblepharus,NA,plagiocephalus,Scincidae,Lygosominae,Fence skink,Reptilia,Squamata,Animal family,Scincidae
Ctenocolletes centralis,Ctenocolletes,NA,centralis,Stenotritidae,NA,NA,Insecta,Hymenoptera,Animal family,Stenotritidae
Ctenocolletes centralis,Ctenocolletes,NA,nicholsoni,Stenotritidae,NA,NA,Insecta,Hymenoptera,Animal family,Stenotritidae
Ctenocolletes nicholsi,Ctenocolletes,NA,nicholsoni,Stenotritidae,NA,NA,Insecta,Hymenoptera,Animal family,Stenotritidae
Ctenocolletes nicholsoni,Ctenocolletes,NA,nicholsoni,Stenotritidae,NA,NA,Insecta,Hymenoptera,Animal family,Stenotritidae
Ctenocolletes nicholsoni,Ctenocolletes,NA,ordensis,Stenotritidae,NA,NA,Insecta,Hymenoptera,Animal family,Stenotritidae
Ctenocolletes ordensis,Ctenocolletes,NA,tigris,Stenotritidae,NA,NA,Insecta,Hymenoptera,Animal family,Stenotritidae
Ctenocolletes sp.,Ctenocolletes,NA,NA,Stenotritidae,NA,NA,Insecta,Hymenoptera,Animal family,Stenotritidae
Ctenocolletes tigris,Ctenocolletes,NA,tigris,Stenotritidae,NA,NA,Insecta,Hymenoptera,Animal family,Stenotritidae
"Stenotritis ""TFHouston code SF8""",Stenotritis,NA,"""TFHouston code SF8""",Stenotritidae,NA,NA,Insecta,Hymenoptera,Animal family,Stenotritidae
Stenotritus sp.,Stenotritus,NA,NA,Stenotritidae,NA,NA,Insecta,Hymenoptera,Animal family,Stenotritidae
"""Syrphus"" sp.",Syrphus,NA,NA,Syrphidae,NA,NA,Insecta,Diptera,Animal family,Syrphidae
Ceriana (Sphiximorpha) breviscapa (syn. Ceriodes breviscopa),Ceriana,NA,breviscapa,Syrphidae,Eristaliinae,NA,Insecta,Diptera,Animal family,Syrphidae
Chalcosyrphus (Hardyimyia) elongatus (= syn. Chrysotoxum elongatum (=syn. Hardimyia elongata)),Chalcosyrphus,Hardyimyia,elongatum,Syrphidae,Eristaliinae,NA,Insecta,Diptera,Animal family,Syrphidae
Erastilini,NA,NA,NA,Syrphidae,NA,NA,Insecta,Diptera,Animal family,Syrphidae
Melangyna viridiceps,Melangyna,NA,viridiceps,Syrphidae,Syrphinae,Hoverfly,Insecta,Diptera,Animal family,Syrphidae
Melangyna viridiceps,Melangyna,NA,viridiceps,Syrphidae,Syrphinae,NA,Insecta,Diptera,Animal family,Syrphidae
Melanyuna viridiceps,Melanyuna,NA,viridiceps,Syrphidae,Syrphinae,NA,Insecta,Diptera,Animal family,Syrphidae
Simosyrphus grandicornis,Simosyrphus,NA,grandicornis,Syrphidae,Syrphinae,NA,Insecta,Diptera,Animal family,Syrphidae
Syrphidae,NA,NA,NA,Syrphidae,NA,hoverfly,Insecta,Diptera,Animal family,Syrphidae
Syrphidae sp.,NA,NA,NA,Syrphidae,NA,hoverfly,Insecta,Diptera,Animal family,Syrphidae
Syrphidae sp.,Syrphidae,NA,"""sp.""",Syrphidae,NA,Hoverfly,Insecta,Diptera,Animal genus,Syrphidae
Xylota sp.,Xylota,NA,NA,Syrphidae,Eristaliinae,NA,Insecta,Diptera,Animal family,Syrphidae
Tetragonula carbonaria,Tetragonula,NA,carbonaria,Apidae,Apinae,NA,Insecta,Hymenoptera,Animal genus,Tetragonula
"Tetragonula carbonaria-group ""blue-tint""",Tetragonula,NA,"carbonaria-group ""blue-tint""",Apidae,Apinae,Sugarbag bee,Insecta,Hymenoptera,Animal genus,Tetragonula
Tetragonula mellipes,Tetragonula,NA,mellipes,Apidae,Apinae,Sugarbag bee,Insecta,Hymenoptera,Animal genus,Tetragonula
Thrips imaginus,Thrips,NA,imaginus,Thrypidae,Thrypinae,thrips,Insecta,Thysanoptera,Animal genus,Thrips
Thynnidae sp.,NA,NA,NA,Thynnidae,NA,NA,Insecta,Hymenoptera,Animal family,Thynnidae
Thynnidae sp.,NA,NA,NA,Thynnidae,NA,Flower wasp,Insecta,Hymenoptera,Animal family,Thynnidae
Catocheilus (=syn. Hemithynnus),Catocheilus,NA,NA,Tiphiidae,Thynninae,thynnid wasp,Insecta,Hymenoptera,Animal subfamily,Thynninae
Doratithynnus spp.,Doratithynnus,NA,NA,Tiphiidae,Thynninae,NA,Insecta,Hymenoptera,Animal subfamily,Thynninae
Encopothynnus spp.,Encopothynnus,NA,NA,Tiphiidae,Thynninae,NA,Insecta,Hymenoptera,Animal subfamily,Thynninae
Iswaroides spp.,Iswaroides,NA,NA,Tiphiidae,Thynninae,NA,Insecta,Hymenoptera,Animal subfamily,Thynninae
Lophocheilus anilitatus,Lophocheilus,NA,anilitatus,Tiphiidae,Thynninae,tiphiid wasp,Insecta,Hymenoptera,Animal subfamily,Thynninae
Lophocheilus anilitatus,Lophocheilus,NA,anilitatus,Tiphiidae,Thynninae,tiphiid wasp,Insecta,Hymnoptera,Animal subfamily,Thynninae
Phymatothynnus nonilicornis,Phymatothynnus,NA,nonilicornis,Tiphiidae,Thynninae,tiphiid wasp,Insecta,Hymnoptera,Animal subfamily,Thynninae
Phymatothynnus pygidais,Phymatothynnus,NA,pygidais,Tiphiidae,Thynninae,tiphiid wasp,Insecta,Hymenoptera,Animal subfamily,Thynninae
Phymatothynnus pygidalis,Phymatothynnus,NA,pygidalis,Tiphiidae,Thynninae,tiphiid wasp,Insecta,Hymnoptera,Animal subfamily,Thynninae
Phymatothynnus sp.,Phymatothynnus,NA,NA,Tiphiidae,Thynninae,tiphiid wasp,Insecta,Hymenoptera,Animal subfamily,Thynninae
Tachynomia moerens,Tachynomia,NA,moerens,Tiphiidae,Thynninae,tiphiid wasp,Insecta,Hymnoptera,Animal subfamily,Thynninae
Thynninae,NA,NA,NA,Thynnidae,Thynninae,thynnid wasp,Insecta,Hymenoptera,Animal subfamily,Thynninae
Thynninae sp.,NA,NA,NA,Tiphiidae,Thynninae,NA,Insecta,Hymenoptera,Animal subfamily,Thynninae
Thynnoides,NA,NA,NA,Tiphiidae,Thynninae,NA,Insecta,Hymenoptera,Animal subfamily,Thynninae
Thynnoides sp.,NA,NA,NA,Tiphiidae,Thynninae,NA,Insecta,Hymenoptera,Animal subfamily,Thynninae
Thynnus ventralis,Thynnus,NA,ventralis,Tiphiidae,Thynninae,NA,Insecta,Hymenoptera,Animal subfamily,Thynninae
Tiphiidae sp.,NA,NA,NA,Tiphiidae,Thynninae,NA,Insecta,Hymenoptera,Animal subfamily,Thynninae
Tiphiidae sp.,NA,NA,sp.,Tiphiidae,Thynninae,NA,Insecta,Hymenoptera,Animal subfamily,Thynninae
Thysanoptera sp.,NA,NA,NA,NA,NA,NA,Insecta,Thysanoptera,Animal order,Thysanoptera
Thysanoptera unknown,NA,NA,NA,NA,NA,thrips,Insecta,Thysanoptera,Animal order,Thysanoptera
Deuterodiscoelius (=syn. Pseudozethus) sp.,Deuterodiscoelius,NA,NA,Vespidae,Eumeninae,eumenid wasp,Insecta,Hymenoptera,Animal family,Vespidae
Deuterodiscoelius (=syn. Pseudozethus) sp.,Deuterodiscoelius,NA,NA,Vespidae,Eumeninae,NA,Insecta,Hymenoptera,Animal family,Vespidae
Eumenidae sp,NA,NA,NA,Vespidae,Eumenidae,eumenid wasp,Insecta,Hymenoptera,Animal family,Vespidae
"Eumeninae ""regatus"" sp.",NA,NA,"""regatus""",Vespidae,Eumeninae,NA,Insecta,Hymenoptera,Animal family,Vespidae
Eumeninae sp.,NA,NA,NA,Vespidae,Eumeninae,eumenid wasp,Insecta,Hymenoptera,Animal family,Vespidae
Eumeninae sp.,NA,NA,NA,Vespidae,Eumeninae,NA,Insecta,Hymenoptera,Animal family,Vespidae
Ischnocoelia robusta,Ischnocoelia,NA,robusta,Vespidae,Eumeninae,NA,Insecta,Hymenoptera,Animal family,Vespidae
Paragia tricolor,Paragia,NA,tricolor,Vespidae,Masarinae,NA,Insecta,Hymenoptera,Animal family,Vespidae
Paragia vespiformis,Paragia,NA,vespiformis,Vespidae,Masarinae,NA,Insecta,Hymenoptera,Animal family,Vespidae
Vespidae,NA,NA,NA,Vespidae,NA,vespid wasp,Insecta,Hymenoptera,Animal family,Vespidae
Xylocopa (Koptortosoma) aruana,Xylocopa,Koptortosoma,aruana,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Xylocopa
Xylocopa (Koptortosoma) aruana/lieftincki,Xylocopa,Koptortosoma,aruana/lieftincki,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Xylocopa
Xylocopa (Koptortosoma) nigroclypeata,Xylocopa,Koptortosoma,nigroclypeata,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Xylocopa
Xylocopa (Koptortosoma) sp.,Xylocopa,Koptortosoma,NA,Apidae,Xylocopinae,Giant Carpenter Bee,Insecta,Hymenoptera,Animal genus,Xylocopa
Xylocopa (Lestis) bombylans,Xylocopa,Lestis,bombylans,Apidae,Xylocopinae,Peacock carpener bee,Insecta,Hymenoptera,Animal genus,Xylocopa
Xylocopa (Lestis) bombylans,Xylocopa,Lestis,bombylans,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Xylocopa
Zosterops lateralis,Zosterops,NA,lateralis,Zosteropidae,NA,silvereye,Aves,Passeriformes,Animal family,Zosteropidae
