Current Scientific Name,Species Code,Legal Status,Exotic,2010 Update,Notes on Name / Synonym as used in source reference,Family,Group,Life form,Fireresponse,Comments on regeneration,Resprout location,Seed storage,Seed dispersal mechanism,Seed dispersal distance,Seed weight / size,Seed viability,Dormancy,Germination cue,Fecundity,Seed predation,Post-fire recruitment,Establishment,Post-fire flowering,Flowering time,flowering_time_edited,fruiting_time_edited,Primary juvenile period,Secondary juvenile period,Seed set,Seed-bank developed,Fire tolerance,Life span,Seed-bank longevity,"""Maturity"" (from source)","""Extinction"" (from source)","""Rec. min fire interval"" (from source)","""Rec. max fire interval"" (from source)",NC,CC,SC,NT,CT,ST,NWS,CWS,SWS,NWP,SWP,NFWP,SFWP,Distribution: extra NSW,Vegetation,Rainforest,Wet Sclerophyll Forest (Shrubby),Wet Sclerophyll Forest (Grassy),Grassy Woodland,Grassland,Dry Sclerophyll Forest (Shrub/Grass),Dry Sclerophyll Forest (Shrubby),Heathland,Alpine Complex,Freshwater Wetland,Forested Wetlands,Saline Wetland,Semi-arid Woodland,Arid & Semi-arid Shrubland,NFRR data,Additional fire response data,Other data,VA group,Sensitivity: frequent,Sensitivity: infrequent,Minimum maturity,Maximum maturity,Lifespan > than,Lifespan < than,Lifespan + seed-bank,VA Data,Establishment Data,Maturity Data,Lifespan Data,Lifespan 2 Data,Seedbank Data
Dampiera scottiana,3173,,,,,Goodeniaceae,D,S,R,,basal,,,,,,,,,,,,,Aug-Jan,Aug-Jan,,,,,,,,,,,,,-,1,1,-,-,-,1,-,-,-,-,-,-,-,LOW H,,,,,,,1,1,,,,,,,,V-1,1,V,4,4,,,,,,1,4,4,4,5,4
Dampiera stricta,3174,,,,,Goodeniaceae,D,S,R,,rhizome,persistent soil,a-ant,,,,,,,,yes,I,,Aug-Jan,Aug-Jan,,1-5 (96) / peak 2-3 (1b),"<1 (52, 105) / 1 (1b)",,,,indefinite,,,,,,1,1,1,1,1,1,-,-,-,-,-,-,-,Q V,H W,,,,,,,1,1,,1,,,,,9I 11BW 4K 9BN 9KE 9BG 5BD,IVb-2; IVb-4; IX-5; IXb-7; V-38b; IX-39; IV-52; IV-105,1; 9; 52; 55; 96; 105,UGI,2,1,1,5,I,,110,1,1,1,2,1,2
Daphnandra micrantha,3911,,,,,Monimiaceae,D,sT,R,,,,,,,,,,,,,,,spring,Sep-Nov,,,,,,,,,,,,,1,-,-,-,-,-,-,1,-,-,-,-,-,-,RF RF-margins,1,1,,,,,,,,,,,,,,IX-39,,V,4,4,,,,,,1,4,4,4,5,4
Darwinia biflora,4024,V,,,,Myrtaceae,D,S,S,"Most prolific soon after fire, and decreasing over time; numbers can vary by orders of magnitude over just a few years (R34)",,short-lived soil,ant,,,99%,"Most of the seed (88-100%) is released in a dormant state. Of the dormant seed, 65% becomes non-dormant within 12 months after release, and 75% becomes non-dormant within 24 months after release","heat (13) / heat response variable between sites: temperature required 80-90, 100, 40-110 with different seed lots; 120 deg always lethal (R34)",increases with plant age,6-31%,yes,"I (1,13) / post-fire germination pulse, also may establish in areas with other disturbance, eg along tracks etc (R34)",,autumn; fruit produced May-Aug,Mar-May,May-Aug,"2-3 (1, 13) / flowring starts at 1.5y but little fruit produced at this stage (R34)",,fruit production very low at sites less than five years old,peak seedbank at 10y,,"5-10 (1, 13) / c. 15-20 (R34)",hl 0.9,,,"5-10 (13) / intervals between fires should be greater than 5 years and preferably greater than 10 years. Occasional short interval fires may be tolerated but this should not occur on a repeated basis, i.e. no sequence of three fires at less than 5 year in",20-30,-,1,-,-,-,-,-,-,-,-,-,-,-,-,W S H,,,,,,,1,1,,,,,,,,II-1; II-13; II-R35,1; 13; R35,CI,1,1,2,10,5,20,30,1,1,1,1,1,3
Darwinia camptostylis,4025,,,,,Myrtaceae,D,S,R,,root suckers,,,,,,,,,,,,,late winter-early spring,Aug-Sep,,,,,,,"c. 5-10 (1), present at 15 and 22 yo sites (105)",,,,,,-,1,1,-,-,-,-,-,-,-,-,-,-,V,H,,,,,,,,1,,,,,,,9G,VIII-1?; IV-38d,1; 105,V,4,4,,,5,22,25,1,4,4,3,1,4
Darwinia diminuta,4026,,,,,Myrtaceae,D,S,S,,,persistent soil,ant,,,,,heat,,37-52%,yes,,,spring-early summer,Sep-Dec,,3-Feb,,,,,,,,,10-May,20-30,-,1,-,-,1,-,-,-,-,-,-,-,-,-,H DSF,,,,,,,1,1,,,,,,,,VIII-1?; II-13,1; 13,GI,1,1,2,10,,20,30,1,2,1,4,2,3
Darwinia fascicularis subsp. fascicularis,6508,,,,,Myrtaceae,D,S,Sr,,basal,persistent soil,,,,,,,,,,I,,winter-spring,Jun-Nov,,3,,,,,25-60,,,,,,-,1,-,-,-,-,-,-,-,-,-,-,-,-,H DSF,,,,,,,1,1,,,,,,,2S 2K 8KE,V-1; VIII-1; II-46; VIII-52,1; 9,GI,1,1,3,,25,60,70,3,1,1,2,1,2
Darwinia fascicularis subsp. oligantha,7135,,,,,Myrtaceae,D,S,S/R,,basal,persistent soil,,,,,,,,,,I,,spring-summer,Sep-Feb,,3,,,,,25-May,,,,,,-,1,-,-,1,-,-,-,-,-,-,-,-,-,H,,,,,,,,1,,,,,,,,V-1; II-4,9,GI,1,1,3,,5,25,35,3,1,1,2,1,2
Darwinia glaucophylla,4028,V,,,,Myrtaceae,D,S,S,,,persistent soil,ant,,,,,heat,,<2%,yes,,,winter-spring,Jun-Nov,,,,,,,,,,,10-May,>40,-,1,-,-,-,-,-,-,-,-,-,-,-,-,S W,,,,,,,1,1,,,,,,,,II-1?; II-13,1; 13,GI,1,1,,10,,40,50,1,2,2,4,3,2
Darwinia grandiflora,4029,,,,,Myrtaceae,D,S,R,,basal,persistent soil,,,,,,,,,,I,,winter,Jun-Aug,,,,,,,25-60,,,,,,-,1,-,-,-,-,-,-,-,-,-,-,-,-,OF W,,,,,,,1,,,,,,,,9KE,Vb-1; IXb-2,1; 9,VGI,2,1,,,25,60,70,1,1,4,2,1,2
Darwinia leptantha,4030,,,,,Myrtaceae,D,S,S,,,persistent soil,,,,,,,,,yes,I,,late autumn-early spring,May-Sep,,3,,,,,,,,,,,1,1,1,-,-,1,-,-,-,-,-,-,-,-,H,,,,,,,,1,,,,,,,,II-1; II-8; II-105,1; 9; 105,GI,1,1,3,,,,,1,1,1,4,5,4
Darwinia procera,4032,,,,,Myrtaceae,D,S,S,,,persistent soil,ant,,,,,heat,,<8%,yes,,,late winter-spring,Aug-Nov,,3-Feb,,,,,c. 30,,,,10-May,>40,-,1,-,-,-,-,-,-,-,-,-,-,-,-,DSF W S,,,,,,,1,1,,,,,,,,II-1; II-13,1; 13,GI,1,1,2,10,30,,>40,1,2,1,3,2,2
Darwinia taxifolia subsp. macrolaena,10039,,,,,Myrtaceae,D,S,S,,,persistent soil,,,,,,,,,,,,spring,Sep-Nov,,,,,,,,,,,,,-,-,1,-,1,1,-,-,-,-,-,-,-,-,H,,,,,,,,1,,,,,,,2S 8I,,,G,1,4,,,,,,1,4,4,4,5,4
Darwinia taxifolia subsp. taxifolia,10038,,,,,Myrtaceae,D,S,S,,,persistent soil,,,,,,,,,,I,,spring-early summer,Sep-Dec,,3,,,,,25-May,,,,,,-,-,-,-,1,-,-,-,-,-,-,-,-,-,H,,,,,,,,1,,,,,,,,VIII-1; II-4,9,GI,1,1,3,,5,25,35,1,1,1,2,1,2
Daucus glochidiatus,1109,,,,form unspecified,Apiaceae,D,H,S,,,,a-adhesion,,,,,,,,,T,,spring-summer,Sep-Feb,,1,,,,,annual,,,,,,1,1,1,1,1,1,1,-,1,1,1,1,1,Q V T SA WA NT,OF,,,,,1,1,,,,1,,,1,1,8C 8P,VIII-38d,1; 38; 54; P,A,5,5,,,,,,5,1,1,2,5,4
Davallia solida var. pyxidata,10647,,,,Davallia pyxidata,Davalliaceae,F,F,S,,,transient,wind,wide,,,no dormancy?,,,,,R,,,,,,,,,,indefinite,,,,,,1,1,1,1,1,-,1,1,-,-,-,-,-,Q V T,RF,1,,,,,,,,,,,,,,,VIII-1?; III-R35,1; R35,DR,2,3,,,I,,100,1,1,4,2,1,2
Daviesia acicularis,2816,,,,,Fabaceae: Faboideae,D,S,S,,,persistent soil,a-ant,,,,hard seed coat,a-heat,,,,,,Aug (in north) to Oct (south),Aug-Oct,,,,,,,,,,,,,1,1,1,1,1,1,1,1,-,1,-,-,-,Q,DSF hummock G,,,,,1,,1,,,,,,,,,VIII-39; II-66; II-100; II-134,68,SI,2,1,,,,,,1,2,4,4,5,4
Daviesia alata,2831,,,,,Fabaceae: Faboideae,D,S,S,,,persistent soil,a-ant,,204 sd/g,99.50%,hard seed coat,heat >40,,,,,,Oct-Dec,Oct-Dec,,,,,,,,,,,,,1,1,1,-,1,1,-,-,-,-,-,-,-,-,OF H,,,,,,,1,1,,,,,,,8BF,,55; 68; 93b; A,SI,2,1,,,,,,1,2,4,4,5,4
Daviesia benthamii subsp. humilis,6874,,,,,Fabaceae: Faboideae,D,S,S,,,a-persistent soil,a-ant,,,,hard seed coat,a-heat,,,,,,Sep-Oct,Sep-Oct,,,,,,,,,,,,,-,-,-,-,-,-,-,1,-,-,1,-,-,V SA,Mallee,,,,,,,,1,,,,,,1,,VIII-78,68,SI,2,1,,,,,,2,2,4,4,5,4
Daviesia brevifolia,2819,,,,"APNI lists as CAVP in NSW, but not in Flora of NSW or PlantNet",Fabaceae: Faboideae,D,S,R,,lignotuber,persistent soil,a-ant,,,,hard seed coat,a-heat,,,yes,I,,,,,,2,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,1,-,-,V SA,,,,,,,,,,,,,,,1,9WO 5W 9E 9CH,V-33,9; 10; 33; 68,VSI,2,1,2,,,,,1,1,1,4,5,4
Daviesia corymbosa,2821,,,,,Fabaceae: Faboideae,D,S,Rs,,,persistent soil,a-ant,,195-173 sd/g,,hard seed coat,heat,,,,,,Sep-Nov,Sep-Nov,,,,,,,,,,,,,1,1,1,-,1,1,-,-,-,-,-,-,-,-,OF S H,,,,,,,1,1,,,,,,,9BG 9BF,II-66,68; 93b,VSI,2,1,,,,,,3,2,4,4,5,4
Daviesia elliptica,8823,,,n,,Fabaceae: Faboideae,D,S,S,,,soil,,,,,,,,,,,,Sep-Nov,Sep-Nov,,,,,,,,,,,,,-,-,-,1,-,-,-,-,-,-,-,-,-,Q,Eucalypt forest,,1,,,,1,1,,,,,,,,,II-134,,SI,2,1,,,,,,1,2,4,4,5,4
Daviesia genistifolia,2822,,,c,,Fabaceae: Faboideae,D,S,Sr,Probably resprouts (BF); IX-100 (inferred from morphology),basal buds,persistent soil,a-ant,,,,hard seed coat,heat,,,,,,Aug-Oct,Aug-Oct,,,,,,,,,,,,,1,1,-,1,1,1,1,1,1,1,1,-,-,Q V SA,W OF,,,,,,1,1,1,,,,,1,,8CE 9BF?,II-66; IX-100?; V-134,54; 68; 93b,SI,2,1,,,,,,1,2,4,4,5,4
Daviesia latifolia,2823,,,c,,Fabaceae: Faboideae,D,S,Rs,"Killed by high intensity fire, Variable (100)",basal,persistent soil,a-ant,,,,hard seed coat,heat,,,yes (95) / <1 seedling per adult (100),,,Sep-Dec,Sep-Dec,,,>2,,,,,,,,,,-,-,1,1,1,1,1,1,1,-,-,-,-,Q V T,OF W,,,1,,,,1,,,,,,,,5G 9BF,II-95a; II&IX-100; V-134,1; 54; 68; 93b; 95; 100,VSI,2,1,4,,,,,3,2,2,4,5,4
Daviesia leptophylla,9597,,,,,Fabaceae: Faboideae,D,S,R,"Mortality 24% when burnt, 21% when burnt and grazed (99)",,a-persistent soil,a-ant,,,,hard seed coat,heat,,,yes,,,Oct-Dec,Oct-Dec,,,,,,,,,,,,,-,1,1,1,1,1,1,1,1,-,1,-,-,V SA,OF S,,,,,,,1,1,,,,,1,1,9BF,IX-78; IX-99,68; 78; 93b,VSI,2,1,,,,,,1,2,4,4,5,4
Daviesia mimosoides,2824,,,,subsp. unspecified,Fabaceae: Faboideae,D,S,R,"Mortality: 25% when scorched, 41% when more severely scorched; 4-22% when burnt, 35-40% when burnt and grazed; 0% after low intensity autumn or spring burn, 0% after high intensity spring burn, 20% after high intensity autumn burn (99); Post-fire abundance increase (P, 99)",root suckers,persistent soil,ant,,,,hard seed coat,a-heat,,,yes,,,Sep-Nov,Sep-Nov,,,2,,,,,,,,,,1,1,1,1,1,1,-,1,-,-,1,-,-,Q V,DSF,,,,,,,1,,,,,,1,,4HO 9P 2PU 5PU 4PU,IX-99,68; 99; P,VSI,2,1,2,,,,,1,2,1,4,5,4
Daviesia mimosoides subsp. mimosoides,7211,,,,,Fabaceae: Faboideae,D,S,R,,basal,persistent soil,a-ant,,,,hard seed coat,a-heat,,,,,,Sep-Nov,Sep-Nov,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-,1,-,-,Q V,F W,,,,1,,,1,,,,,,1,,,Vb-38a; IX-100; V-134,68,VSI,2,1,,,,,,1,2,4,4,5,4
Daviesia nova-anglica,8774,,,n,,Fabaceae: Faboideae,D,S,S,,,soil,,,,,,,,,,,,Aug-Oct,Aug-Oct,,5,,,,,,,,,,,1,-,-,1,-,-,1,-,-,-,-,-,-,?Q,DSF W H,,,,1,,1,1,1,,,,,,,,II-134,,SI,2,1,5,,,,,1,2,4,4,5,4
Daviesia squarrosa,2826,,,,,Fabaceae: Faboideae,D,S,S/R,Variable (39),,persistent soil,a-ant,,,,hard seed coat,a-heat,,,,,,Jul-Oct,Jul-Oct,,,,,,,,,,,,,1,1,1,-,1,1,-,-,-,-,-,-,-,-,W OF,,,,,,,1,,,,,,,,9BF,VIII&IX-39; II-66,68,SI,2,1,,,,,,3,2,4,4,5,4
Daviesia ulicifolia,2827,,,,subsp. unspecified,Fabaceae: Faboideae,D,S,Rs,"May be killed (1), Variable (39), Mortality 12% when burnt, 51% when burnt and grazed (99); ",root suckers,persistent soil,a-ant,,,,hard seed coat,heat,,,,I,,Aug (low altitude) Dec (high altitude),Aug-Dec,,,,,,,medium,,,,,,1,1,1,1,1,1,1,1,1,1,1,-,1,Q V T SA WA,W OF S,,,,1,,1,1,1,,,,,1,1,4G 9E 9CH 2BF,IXb-3; V-38b&d; VIII&IX-39; II-66; IX-67; II-69; IVb-77; IX-99; II-100,1; 9; 68; 77; 110,VSI,2,1,,,M,,55,3,1,4,2,4,2
Daviesia ulicifolia subsp. ulicifolia,10831,,,n,,Fabaceae: Faboideae,D,S,S,,,soil,,,,,,,,,,,,Aug-Nov,Aug-Nov,,,,,,,,,,,,,1,1,1,1,1,1,-,1,-,-,-,-,-,V T SA,DSF,,,1,,,1,1,1,,,,,,,,II-134,,SI,2,1,,,,,,1,2,4,4,5,4
Daviesia umbellulata,2828,,,,,Fabaceae: Faboideae,D,S,Sr,,root buds (133,persistent soil,a-ant,,,,hard seed coat,a-heat,,,>1 seedling per adult,,,Sep-Dec,Sep-Dec,,,,,,,,,,,,,1,1,-,1,-,-,1,-,-,-,-,-,-,Q,H DSF,,,,,,,1,1,,,,,,,9B,II-66; II-100; II-134,68; 100,SI,2,1,,,,,,3,2,4,4,5,4
Daviesia villifera,8592,,,n,,Fabaceae: Faboideae,D,S,S,,,soil,,,,,,,,,,,,Aug-Nov,Aug-Nov,,3,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-,-,-,-,Q,DSF,,,,,,1,1,,,,,,,,,II-134,,SI,2,1,3,,,,,1,2,4,4,5,4
Daviesia wyattiana,2830,,,,,Fabaceae: Faboideae,D,S,S,,,persistent soil,a-ant,,,,hard seed coat,a-heat,,,,,,Aug-Nov,Aug-Nov,,>5,,,,,20?,,,,,,1,-,1,-,-,1,-,-,-,-,-,-,-,Q V,DSF,,,,,,,1,,,,,,,,8CE 2M,VIII-R41,68; M,SI,2,1,7,,20,,>50,1,2,2,3,3,2
Dendrobium aemulum,4420,P,,,,Orchidaceae,M,H,S,,,transient,,wide,,,,,,,,R,,Jul-Sep,Jul-Sep,,,,,,,,,,,,,1,1,1,-,-,-,-,-,-,-,-,-,-,Q,RF SF swampy H riparian S,1,,,,,,,1,,1,1,,,,,III-R35,R35,DR,2,3,,,,,,1,1,4,4,5,4
Dendrobium speciosum,4432,P,,,,Orchidaceae,M,H,R,,basal,,,,,,,,,,,R,,Aug-Oct,Aug-Oct,,,,,,,,,,,,,1,1,1,-,1,-,-,1,-,-,-,-,-,V,SF RF,1,,,,,,1,,,,,,,,9I,IX-39,R41,VR,2,3,,,,,,1,1,4,4,5,4
Dendrobium striolatum,4433,P,,,,Orchidaceae,M,H,S,,,,,,,,,,,,,,,Sep-Nov,Sep-Nov,,,,,,,,,,,,,-,1,1,-,1,1,-,1,-,-,-,-,-,V T,SF RF,1,,,,,,1,,,,,,,,,VIII-39,,C,1,4,,,,,,2,4,4,4,5,4
Dendrocnide excelsa,6226,,,n,,Urticaceae,D,T,S,,,soil,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,-,1,1,-,-,-,-,-,,warmer rainforest,1,,,,,,,,,,,,,,,II-134,,G,1,4,,,,,,1,4,4,4,5,4
Denhamia celastroides,8387,,,n,,Celastraceae,D,sT,R,,basal buds,,,,,,,,,,,,,Oct-Nov,Oct-Nov,,,,,,,,,,,,,1,1,-,-,-,-,-,-,-,-,-,-,-,Q,RF WSF,1,1,1,,,,,,,,,,,,,V-134,,V,4,4,,,,,,2,4,4,4,5,4
Derwentia arcuata,8700,,,,,Scrophulariaceae,D,H,S,,,,,,,,,,,,,,,spring-summer,Sep-Feb,,,,,,,,,,,,,1,-,-,1,-,-,1,-,-,-,-,-,-,-,W,,,,1,,,1,,,,,,,,,VIII-74,,C,1,4,,,,,,2,4,4,4,5,4
Derwentia perfoliata,9775,,,,Parahebe perfoliata,Scrophulariaceae,D,H or S,S/R,,,,,,,,,,,,,,,summer,Dec-Feb,,,,,,,,,,,,,-,-,1,-,1,1,1,1,1,-,-,-,-,OF W H alpine-Meadows,,,,,1,,,,,1,,,,,,9HO 8M,,,G,1,4,,,,,,3,4,4,4,5,4
Desmodium brachypodum,2834,,,,,Fabaceae: Faboideae,D,H,R,,,persistent soil,a-adhesion,,,,hard seed coat,a-heat,,,,I,,spring-autumn,Sep-May,,,short,,,,,,,,,,1,1,1,1,1,1,1,1,-,1,1,-,-,Q V SA,SF,,,,1,,1,1,,,,,,1,,,IXb-R35,54; R35,USI,2,1,2,,,,,1,1,2,4,5,4
Desmodium gunnii,6621,,,,Not in Flora,Fabaceae: Faboideae,D,H,R,,,persistent soil,invertebrate,,,,hard seed coat,a-heat,,,yes,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,-,-,-,-,-,-,Q V T,,,,,,,,,,,,,,,,,IXb-R42,R42,VDI,2,2,,,,,,1,2,4,4,5,4
Desmodium rhytidophyllum,2839,,,c,,Fabaceae: Faboideae,D,H,Rs,Variable (39),basal,persistent soil,,,,,hard seed coat,a-heat,,,,,,most of year,all year,,,0.3,,,,,,,,,,1,1,1,1,1,-,1,-,-,-,-,-,-,Q,OF,,,1,,,,1,,,,,,,,2F 5SA 9BF,VIII&IX-39; IVb-105; V-134,1,USI,2,1,1,,,,,3,2,1,4,5,4
Desmodium varians,2840,,,,,Fabaceae: Faboideae,D,H,R,,basal,persistent soil,a-adhesion,,480 sd/g,98%,hard seed coat,a-heat,,,,,,most of year,all year,,,<1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,-,-,-,Q V T,grassy W OF RF,1,,1,1,,1,,,,,,,1,,9I 9BF,Vb-38b; IX-39; IX-79,1; 54; 79; 93b,USI,2,1,1,,,,,1,2,2,4,5,4
Deyeuxia accedens,4871,,,,,Poaceae,M,H,S,,,transient,,,,,,,,,,T,,spring-summer,Sep-Feb,,,,,,,,,,,,,-,-,-,1,-,1,-,-,-,-,-,-,-,V T,OF,,,,,,1,1,,,,,,,,,VIIId-R35,R35,CT,1,3,,,,,,1,1,4,4,5,4
Deyeuxia crassiuscula,4880,,,c,,Poaceae,M,H,R,,basal,transient,,,,,,,,,,T,,spring-summer,Sep-Feb,,1,,,,,5?,,,,,,-,-,-,-,-,1,-,-,-,-,-,-,-,V,,,,,,,,,,1,,,,,,,V-58,9; 58; 136,VCT,3,3,1,,5,,>5,1,1,1,3,3,2
Deyeuxia decipiens,4881,,,c,,Poaceae,M,H,Sr,,,persistent soil / transient,,,,,,,,,,I,,spring,Sep-Nov,,,1,,,,5-Jan,,,,,,1,1,1,-,-,-,-,-,-,-,-,-,-,V T,,,,,,,,,,,1,,,,,9KE,II-2; III-R41,9,GI,1,1,,,1,5,15,3,1,4,2,1,2
Deyeuxia imbricata,4884,,,,,Poaceae,M,H,S,,,transient,,,,,,,,,,,,spring,Sep-Nov,,,,,,,,,,,,,-,-,-,1,1,-,1,-,-,-,-,-,-,Q,,,,,,,,,,,,,,,,8CN,III-R41,,C,1,4,,,,,,2,4,4,4,5,4
Deyeuxia innominata,10361,,,c,,Poaceae,M,H,S/R,regen in montane swamp complex - Victorian alps,,,,,,,,,,,,T,,spring-summer,Sep-Feb,,1,,,,,5?,,,,,,-,-,-,1,1,1,-,-,-,-,-,-,-,V T,,,,,,,,,,,1,1,,,,,VIII-58,9; 58; 136,CT,1,3,1,,5,,,2,1,1,4,3,4
Deyeuxia monticola var. monticola,6940,,,c,,Poaceae,M,H,R,,basal,transient,,,,,,,,,,T,,spring-summer,Sep-Feb,,1,,,,,5?,,,,,,1,1,1,1,1,1,-,-,-,-,-,-,-,V T,W G,,,,,1,1,,,,,1,,,,,V-58,9; 58; 136,VCT,3,3,1,,5,,>5,1,1,1,3,3,2
Deyeuxia nudiflora,4889,,,,,Poaceae,M,H,S,,,,,,,,,,,,,,,summer,Dec-Feb,,,,,,,,,,,,,-,1,1,-,1,1,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,8CN,,,C,1,4,,,,,,2,4,4,4,5,4
Deyeuxia parviseta var. boormanii,6964,,,,,Poaceae,M,H,S/R,,,persistent soil,,,,,,,,,,,,spring,Sep-Nov,,,,,,,,,,,,,-,-,1,1,1,1,-,-,-,-,-,-,-,V,SF RF,1,,,,,1,1,,,,,,,,8CN,IXb-3,54,G,1,4,,,,,,3,4,4,4,5,4
Deyeuxia quadriseta,4891,,,,,Poaceae,M,H,R,Juveniles die (67),rhizome,,,,,,,,,,,,,spring-summer,Sep-Feb,,,1,,,,,,,,,,1,1,1,1,1,1,-,-,1,-,1,-,-,V T SA WA,Swamp,,,,,,,,,,1,,,,,4W 9WO 9KE 4WA,V-38b&d; IX-67; IX-79,10; 48; 79,W,4,4,1,,,,,1,4,1,4,5,4
Deyeuxia talariata,11273,,,,Not in Flora or PlantNet,Poaceae,M,H,S,,,transient,,,,,,,,,,T (R35) / R (R41),,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,1,,,,,,,,VIIId-R35; III-R41,R35,CT,1,3,,,,,,1,3,4,4,5,4
Dianella caerulea,3540,,,c,var. unspecified,Phormiaceae,M,H,S/R,Post-fire abundance increase (85),basal,transient,vertebrate,,,,,,,,,seedlings shade tolerant,,spring-summer,Sep-Feb,,1,1,,,,30-May,,,,,,-,-,1,1,1,1,-,-,-,-,-,-,-,Q,,,,,,,1,,,,,,,,,4F 4SA 9I 5K,IX-5; IV-8; IX-85; V-95c; V-96,85; 95c; 96; 138,DT,3,3,1,,5,30,30,3,1,1,2,1,2
Dianella caerulea var. assera,6811,,,,,Phormiaceae,M,H,R,,,,,,,,,,,,,,,spring-summer,Sep-Feb,,,,,,,,,,,,,1,1,-,1,1,-,-,-,-,-,-,-,-,Q,RF,1,,,,,,,,,,,,,,,IX-39,,V,4,4,,,,,,1,4,4,4,5,4
Dianella caerulea var. caerulea,6700,,,,,Phormiaceae,M,H,R,,basal,,,,,,,,,,,I,,spring-summer,Sep-Feb,,,1,,,,common in 22 yo site,,,,,,1,1,1,1,1,-,-,1,-,-,-,-,-,Q V T,H SF,,1,1,,,1,1,1,,,,,,,,IX-3; V-38b; IX-39; IV-105,9,UI,2,1,1,,22,,>22,1,1,1,3,3,4
Dianella caerulea var. cinerascens,6789,,,,,Phormiaceae,M,H,R,,,,,,,,,,,,,,,spring-summer,Sep-Feb,,,,,,,,,,,,,1,1,-,-,1,-,1,1,-,-,-,-,-,-,SF,,,,,,1,1,,,,,,,,,IX-39,,V,4,4,,,,,,1,4,4,4,5,4
Dianella caerulea var. producta,7337,,,,,Phormiaceae,M,H,R,,,persistent soil,,,,,,,,,,,,spring-summer,Sep-Feb,,,,,,,,,,,,,1,1,1,1,1,-,-,-,-,-,-,-,-,Q,RF WSF,1,1,,,,,,,,,,,,,,IXb-49,,VG,4,4,,,,,,1,4,4,4,5,4
Dianella caerulea var. vannata,7344,,,,,Phormiaceae,M,H,R,,,,,,,,,,,,,,,spring-summer,Sep-Feb,,,,,,,,,,,,,1,1,-,-,1,-,-,-,-,-,-,-,-,Q,SF RF,1,,,,,1,1,,,,,,,,,IX-39,,V,4,4,,,,,,1,4,4,4,5,4
Dianella longifolia,7783,,,,var. unspecified,Phormiaceae,M,H,R,,,persistent soil,a-ingestion,,,,,,,,,,,spring-summer,Sep-Feb,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,Q V T SA WA NT,SF,,,,1,,1,1,,,,,,1,,9BN,IXb-49,54,VD,4,4,,,,,,2,4,4,4,5,4
Dianella longifolia var. longifolia,8725,,,,,Phormiaceae,M,H,R,,rhizome,,vertebrate,,,,,,,,,,yes,spring-summer,Sep-Feb,,,0.3,,,,">10 (R42), present at 22 yo site (105)",,,,,,1,1,1,1,1,1,1,1,1,1,-,-,-,Q V T SA WA NT,SF W,,,,1,,1,1,,,,,,1,,,IV-105; IV-R42,105; R42,UD,4,3,1,,22,,>22,1,4,2,3,3,4
Dianella prunina,6912,,,n,,Phormiaceae,M,H,R,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-,1,-,-,1,-,-,-,-,-,-,-,-,,DSF,,,,,,1,1,,,,,,,,,,138,V,4,4,1,,,,,1,4,4,4,4,4
Dianella revoluta,3542,,,,var. unspecified,Phormiaceae,M,H,R,Post-fire abundance increase (P),tuber,,a-ingestion,,,,,,,,no,,,spring-summer,Sep-Feb,,,2-Jan,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,-,1,Q V T SA WA,SF W Mallee,,,,,,1,1,,,,,,1,1,11C 9VE 9W 11H 11W 11MO 9BA 11P 8E 9BN 4PU 9T 9WO 11FO 11CH 9BL 9FO(1) 11WA,IX-11; V-38c; XI-40; IX-67; XI-78; IX-79; XI-83; IX-95a,10; 11; 48; 54; 79; P,UGR,2,3,1,2,,,,1,2,1,4,5,4
Dianella revoluta var. revoluta,7580,,,,,Phormiaceae,M,H,R,,rhizome,,,,,,,,,,,,,spring-summer,Sep-Feb,,,2,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,-,1,Q V T SA WA,SF W Mallee,,,,,,1,1,,,,,,1,1,,IX-3; IX-39; IX-60; IV-105,9,V,4,4,2,,,,,1,4,4,4,5,4
Dianella tasmanica,3543,,,,,Phormiaceae,M,H,R,Mortality 0% after low and high intensity burn (99),rhizome,,,,,50%,,remove seedcoat,,,,,,summer,Dec-Feb,,,>2,,,,,,,,,,1,1,1,1,1,1,-,1,-,-,-,-,-,V T,SF,,1,,,,1,1,,,,,,,,,IV-3; V-38b&d; IX-67; IX-99,"93a,b; 99",V,4,4,4,,,,,1,4,2,4,5,4
