genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,joined
Acacia,Acacia covenyi,glabrous shrub or tree 1.5-7.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: B.R. Maslin; Editor: P.G. Kodela; Contributor: A.E. Orchard (editorial assistance, April 2018)"
Acacia,Acacia cowaniana,resinous shrub or tree normally to 5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: P.G. Kodela (ed. April 2018); A.E. Orchard (ed. April 2018)
Acacia,Acacia cowleana,"branched and sometimes rather spindly shrub 1.5-3 (-4) m high, sometimes a tree to 8 m.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,spindly,spindly,woody,NA,"Author: P.G. Kodela & M.W. Mcdonald; Editor: B.R. Maslin, P.G. Kodela & A.E. Orchard; Contributor: B.R. Maslin (ed. June 2012); P.G. Kodela (ed. April 2018); A.E. Orchard (ed. April 2018)"
Acacia,Acacia cracentis,"shrub 0.5-2 m tall, bushy, rounded or obconical.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,bushy,bushy,woody,NA,"Author: R.S. Cowan & B.R. Maslin; Editor: P.G. Kodela (April 2018), A.E. Orchard (April 2018)"
Acacia,Acacia craspedocarpa,"rounded or obconic, dense shrub 1-4 m talland about the same across, occasionally a tree to circa 5 m.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,dense,dense,woody,NA,Author: B.R. Maslin & L. Pedley; Editor: P.G. Kodela & A.E. Orchard; Contributor: P.G. Kodela (ed. April 2018); A.E. Orchard (ed. April 2018)
Acacia,Acacia crassa,single-stemmed shrub or tree 6-12 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: M.D. Tindale & P.G. Kodela; Editor: B.R. Maslin, P.G. Kodela & A.E. Orchard; Contributor: B.R. Maslin (ed. June 2012); P.G. Kodela (ed. April 2018); A.E. Orchard (ed. April 2018); Acknowledgements: Michael Bedward, Stuart J. Davies, Clare Herscovitch, David A. Keith and David A. Morrison assisted with the preparation of a number of Acacia treatments for the 'Flora of Australia' Volumes 11A & 11B (2001)."
Acacia,Acacia crassa subsp. crassa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Author: M.D. Tindale & P.G. Kodela; Editor: P.G. Kodela & A.E. Orchard; Contributor: P.G. Kodela (ed. April 2018); A.E. Orchard (ed. April 2018); Contributor: Michael Bedward, Stuart J. Davies, Clare Herscovitch, David A. Keith and David A. Morrison assisted with the preparation of a number of Acacia treatments for the 'Flora of Australia' Volumes 11A & 11B (2001)."
Acacia,Acacia crassa subsp. longicoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Author: M.D. Tindale & P.G. Kodela; Editor: B.R. Maslin, P.G. Kodela & A.E. Orchard; Contributor: B.R. Maslin (ed. June 2012); P.G. Kodela (ed. April 2018); A.E. Orchard (ed. April 2018); Acknowledgements: Michael Bedward, Stuart J. Davies, Clare Herscovitch, David A. Keith and David A. Morrison assisted with the preparation of a number of Acacia treatments for the 'Flora of Australia' Volumes 11A & 11B (2001)."
Acacia,Acacia crassicarpa,tree 6-25 (-30) m high; canopy grey-green.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: P.G. Kodela, B.R. Maslin & M.D. Tindale; Editor: P.G. Kodela; Contributor: B.R. Maslin (ed. June-July 2012); P.G. Kodela (ed. April 2018, April 2020); A.E. Orchard (editorial assistance, April 2018); Acknowledgements: Michael Bedward, Stuart J. Davies, Clare Herscovitch, David A. Keith and David A. Morrison assisted Dr Mary D. Tindale with the preparation of a number of Acacia treatments for the 'Flora of Australia' Volumes 11A & 11B (2001)."
Acacia,Acacia crassistipula,low-spreading ±compact shrub 0.15-0.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Author: B.R. Maslin; Editor: J. Rogers (June 2012), P.G. Kodela (April 2018), A.E. Orchard (April 2018); Contributor: NA; Acknowledgements: NA"
Acacia,Acacia crassiuscula,"shrub 1-2.5 m tall, often spindly.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spindly,spindly,woody,NA,"Author: B.R. Maslin; Editor: J. Rogers (June 2012), P.G. Kodela (April 2018), A.E. Orchard (April 2018); Contributor: NA; Acknowledgements: NA"
Acacia,Acacia crassuloides,"glabrous multistemmed shrub to 0.5 m tall, commonly forming prostrate mats.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,mat-forming prostrate,forming prostrate mats prostrate,woody,NA,Author: B.R. Maslin; Editor: P.G. Kodela & J. Rogers; Contributor: J. Rogers (ed. June 2012); P.G. Kodela (ed. April 2018)
Acacia,Acacia cremiflora,"usually a bushy shrub, less than 1 (-2) m high.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,bushy,bushy,woody,NA,Author: B.J. Conn & T.M. Tame; Editor: P.G. Kodela; Contributor: P.G. Kodela (ed. April 2018)
Acacia,Acacia crenulata,"shrub to 3 m high, bushy, rounded or obconic.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,bushy,bushy,woody,NA,"Author: R.S. Cowan & B.R. Maslin; Editor: P.G. Kodela; Contributor: J. Rogers (minor edits, June 2012); P.G. Kodela (ed. April 2018, April 2020)"
Acacia,Acacia cretacea,"spindly, straggly shrub or tree to circa 4 m high.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,spindly,spindly,woody,NA,"Author: B.R. Maslin; Editor: P.G. Kodela (April 2018), A.E. Orchard (April 2018)"
Acacia,Acacia cretata,"shrub or tree to 8 m tall, single-stemmed, round-topped.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: M.D. Tindale & P.G. Kodela; Editor: B.R. Maslin (June 2012), P.G. Kodela (April 2018), A.E. Orchard (April 2018); Acknowledgements: Michael Bedward, Stuart J. Davies, Clare Herscovitch, David A. Keith and David A. Morrison assisted with the preparation of a number of Acacia treatments for the 'Flora of Australia' Volumes 11A & 11B (2001).; Contributor: NA"
Acacia,Acacia crispula,multistemmed prostrate or low-spreading shrub to 0.3 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,prostrate spreading,prostrate spreading,woody,NA,Author: B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: P.G. Kodela (ed. April 2018); A.E. Orchard (ed. April 2018)
Acacia,Acacia crombiei,tree to circa 10 m high; habit reported to resemble acacia cana and cambagei.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: B.R. Maslin; Editor: P.G. Kodela; Contributor: J. Rogers (June 2012), P.G. Kodela (April 2018, March 2021), A.E. Orchard (April 2018)"
Acacia,Acacia cultriformis,shrub to circa 4 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: B.R. Maslin; Editor: P.G. Kodela; Contributor: P.G. Kodela (ed. April 2018); A.E. Orchard (ed. April 2018); Acknowledgements: NA
Acacia,Acacia cummingiana,sprawling straggly  subshrub to 0.4 m tall.,NA,NA,NA,NA,subshrub,subshrub,NA,NA,NA,NA,sprawling,sprawling,NA,NA,"Author: B.R. Maslin; Editor: P.G. Kodela (April 2018), A.E. Orchard (April 2018)"
Acacia,Acacia cuneifolia,shrub 1.5-3 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: B.R. Maslin; Editor: P.G. Kodela; Contributor: B.R. Maslin (ed. April 2014); P.G. Kodela (ed. April 2018); A.E. Orchard (ed. April 2018)
Acacia,Acacia cupularis,"open to subdense shrub usually 1-2.5 m tall, to 2.5 m wide, glabrous.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,open,open,woody,NA,"Author: A.R. Chapman & B.R. Maslin; Editor: P.G. Kodela (April 2018), A.E. Orchard (April 2018)"
Acacia,Acacia curranii,"shrub to 3 m high, multistemmed.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: P.G. Kodela & M.D. Tindale; Editor: P.G. Kodela & A.E. Orchard; Acknowledgements: Michael Bedward, Stuart J. Davies, Clare Herscovitch, David A. Keith and David A. Morrison assisted with the preparation of a number of Acacia treatments for the 'Flora of Australia' Volumes 11A & 11B (2001).; Contributor: J. Rogers (ed. June 2012); A.E. Orchard (ed. April 2018); P.G. Kodela (ed. April 2018)"
Acacia,Acacia curryana,"obconic or rounded, multi-stemmed shrub 1.5-2.5 m high, crowns dense,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,dense,dense,woody,NA,Author: B.R. Maslin; Editor: P.G. Kodela
Acacia,Acacia curvata,harsh muchbranched shrub to 1.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: R.S. Cowan & B.R. Maslin; Editor: J.E. Reid (June 2012), A.E. Orchard (April 2018), P.G. Kodela (May 2018)"
Acacia,Acacia cuspidifolia,bushy shrub or ±gnarled tree 3-7 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,bushy,bushy,woody,NA,"Author: B.R. Maslin; Editor: A.E. Orchard (April 2018), P.G. Kodela (May 2018)"
Acacia,Acacia cuthbertsonii,"shrub or tree 1-4 m high, bushy, often gnarled.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,bushy,bushy,woody,NA,"Author: R.S. Cowan & B.R. Maslin; Editor: J. Rogers (June 2012), A.E. Orchard (April 2018), P.G. Kodela (May 2018)"
Acacia,Acacia cuthbertsonii subsp. cuthbertsonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Author: R.S. Cowan & B.R. Maslin; Editor: A.E. Orchard (April 2018), P.G. Kodela (May 2018)"
Acacia,Acacia cuthbertsonii subsp. linearis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Author: R.S. Cowan & B.R. Maslin; Editor: A.E. Orchard (April 2018), P.G. Kodela (May 2018)"
Acacia,Acacia cyclocarpa,"sprawling, decumbent to semi-erect, viscid shrub to 0.6 (-1) m high.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect decumbent sprawling,erect decumbent sprawling,woody,NA,Author: B.R. Maslin; Editor: P.G. Kodela
Acacia,Acacia cyclops,shrub to small tree 1-6 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: R.S. Cowan & B.R. Maslin; Editor: P.G. Kodela; Contributor: A.E. Orchard (ed. April 2018); P.G. Kodela (ed. May 2018, August 2019)"
Acacia,Acacia cylindrica,spreading shrub 1.5-3 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Author: R.S. Cowan & B.R. Maslin; Editor: J.E. Reid (June 2012), A.E. Orchard (April 2018), P.G. Kodela (May 2018)"
Acacia,Acacia cyperophylla,"shrub or usually tree to 12 m high, multistemmed, resinous.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: M.D. Tindale & P.G. Kodela; Editor: P.G. Kodela; Contributor: B.R. Maslin & J.E. Reid (ed. June 2012); A.E. Orchard (editorial assistance, April 2018); P.G. Kodela (ed. May 2018)"
Acacia,Acacia cyperophylla var. cyperophylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Author: M.D. Tindale & P.G. Kodela; Editor: B.R. Maslin, P.G. Kodela & A.E. Orchard; Contributor: B.R. Maslin & J.E. Reid (ed. June 2012); A.E. Orchard (ed. April 2018); P.G. Kodela (ed. May 2018)"
Acacia,Acacia cyperophylla var. omearana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Author: M.D. Tindale & P.G. Kodela; Editor: B.R. Maslin, P.G. Kodela & A.E. Orchard; Contributor: B.R. Maslin & J.E. Reid (ed. June 2012); A.E. Orchard (ed. April 2018); P.G. Kodela (ed. May 2018)"
Acacia,Acacia dacrydioides,"shrub 2-2.5 m high, arching, spreading.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Author: M.D. Tindale & P.G. Kodela; Editor: P.G. Kodela; Contributor: J.E. Reid & J. Rogers (ed. June 2012); A.E. Orchard (ed. April 2018); P.G. Kodela (ed. May 2018); Acknowledgements: Michael Bedward, Stuart J. Davies, Clare Herscovitch, David A. Keith and David A. Morrison assisted Dr Mary D. Tindale with the preparation of a number of Acacia treatments for the 'Flora of Australia' Volumes 11A & 11B (2001)."
Acacia,Acacia dallachiana,shrub or tree to 15 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: A.B. Court; Editor: B.R. Maslin & P.G. Kodela; Contributor: B.R. Maslin (ed. June 2012); A.E. Orchard (ed. April 2018); P.G. Kodela (ed. May 2018); Acknowledgements: NA
Acacia,Acacia dangarensis,tree to 10 m high.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: P.G. Kodela & M.D. Tindale; Editor: P.G. Kodela; Contributor: B.R. Maslin & J.E. Reid (minor edits, June 2012); A.E. Orchard (ed. April 2018); P.G. Kodela (ed. May 2018)"
Acacia,Acacia daphnifolia,"shrub or tree 2.5-4 m high, normally multistemmed,",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: B.R. Maslin; Contributor: Edited by A.E. Orchard (April 2018), P.G. Kodela (May 2018); Editor: P.G. Kodela"
Acacia,Acacia daviesii,"shrub 1-2.5 high, clonal.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: J.E. Reid & B.R. Maslin; Contributor: P.G. Kodela (May 2018)
Acacia,Acacia daviesioides,muchbranched intricate glabrous shrub 0.3-1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: B.R. Maslin; Contributor: J. Rogers (June 2012), A.E. Orchard (April 2018), P.G. Kodela (May 2018)."
Acacia,Acacia daweana,"shrub to 1.5 m tall, low, spreading, often ±flat-topped.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Author: R.S. Cowan & B.R. Maslin; Editor: A.E. Orchard (April 2018), P.G. Kodela (May 2018)"
Acacia,Acacia dawsonii,shrub or occasionally tree 1-4 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: R.S. Cowan & B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: A.E. Orchard (ed. April 2018); P.G. Kodela (ed. May 2018)
Acacia,Acacia dealbata,bushy shrub or spreading tree to 30 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,spreading bushy,spreading bushy,woody,NA,"Author: P.G. Kodela & M.D. Tindale; Editor: P.G. Kodela; Contributor: B.R. Maslin & J.E. Reid (minor edits, June 2012); A.E. Orchard (ed. May 2018); P.G. Kodela (ed. May 2018)"
Acacia,Acacia dealbata subsp. dealbata,shrub or spreading tree to 30 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,spreading,spreading,woody,NA,Author: P.G. Kodela; Editor: P.G. Kodela; Contributor: A.E. Orchard (ed. May 2018); P.G. Kodela (ed. May 2018)
Acacia,Acacia dealbata subsp. subalpina,dense shrub or tree to 3 (rarely to 10) m tall; canopy often flat-topped.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,dense,dense,woody,NA,Author: P.G. Kodela; Editor: P.G. Kodela; Contributor: A.E. Orchard (ed. May 2018); P.G. Kodela (ed. May 2018)
Acacia,Acacia deanei,shrub or tree 1.5-7 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: P.G. Kodela & M.D. Tindale; Editor: P.G. Kodela & A.E. Orchard; Contributor: A.E. Orchard (ed. May 2018); P.G. Kodela (ed. May 2018)
Acacia,Acacia deanei subsp. deanei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Author: P.G. Kodela & M.D. Tindale; Editor: P.G. Kodela & A.E. Orchard; Contributor: A.E. Orchard (ed. May 2018); P.G. Kodela (ed. May 2018)
Acacia,Acacia deanei subsp. paucijuga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Author: P.G. Kodela & M.D. Tindale; Editor: P.G. Kodela & A.E. Orchard; Contributor: A.E. Orchard (ed. May 2018); P.G. Kodela (ed. May 2018)
Acacia,Acacia debilis,spindly shrub or tree to 6 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,spindly,spindly,woody,NA,"Author: P.G. Kodela & M.D. Tindale; Editor: P.G. Kodela; Contributor: B.R. Maslin & J.E. Reid (minor edits, June 2012); P.G. Kodela (ed. May 2018)"
Acacia,Acacia declinata,prostrate shrub 0.25-0.4 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,prostrate,prostrate,woody,NA,"Author: R.S. Cowan; Contributor: B.R. Maslin & J.E. Reid (June 2012), P.G. Kodela (May 2018), A.E. Orchard (May 2018)"
Acacia,Acacia decora,shrub normally 1-3 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: B.R. Maslin; Editor: P.G. Kodela; Contributor: A.E. Orchard (ed. May 2018); P.G. Kodela (ed. May 2018)
Acacia,Acacia decurrens,tall shrub to tree to 10 (-15) m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: P.G. Kodela & M.D. Tindale; Editor: P.G. Kodela; Contributor: B.R. Maslin & J.E. Reid (minor edits, June 2012); P.G. Kodela (ed. May 2018); A.E. Orchard (ed. May 2018)"
Acacia,Acacia deficiens,prostrate domed or spreading shrub to 1 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,prostrate spreading,prostrate spreading,woody,NA,"Author: B.R. Maslin; Editor: J. Rogers (June 2012), A.E. Orchard (May 2018), P.G. Kodela (May 2018)"
Acacia,Acacia deflexa,shrub 0.15-2 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: R.S. Cowan; Editor: B.R. Maslin, J.E. Reid (June 2012), A.E. Orchard (May 2018), P.G. Kodela (May 2018)"
Acacia,Acacia delibrata,"shrub or tree to 9 m high, resinous;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: M.D. Tindale & P.G. Kodela; Contributor: A.E. Orchard (May 2018), P.G. Kodela (May 2018); Acknowledgements: Michael Bedward, Stuart J. Davies, Clare Herscovitch, David A. Keith and David A. Morrison assisted with the preparation of a number of Acacia treatments for the 'Flora of Australia' Volumes 11A & 11B (2001)."
Acacia,Acacia delicatula,"shrub to 1.5 m tall, erect to ascending, resinous.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect decumbent,erect ascending,woody,NA,"Author: P.G. Kodela & M.D. Tindale; Editor: A.E. Orchard (May 2018), P.G. Kodela (May 2018)"
Acacia,Acacia delphina,shrub 0.5-1 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: B.R. Maslin; Editor: A.E. Orchard (May 2018), P.G. Kodela (May 2018)"
Acacia,Acacia deltoidea,shrub 1.5-3 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: R.S. Cowan; Editor: B.R. Maslin, A.E. Orchard, P.G. Kodela; Contributor: Edits by B.R. Maslin, J.E. Reid & J. Rogers (June 2012), A.E. Orchard (May 2018), P.G. Kodela (June 2018)"
Acacia,Acacia demissa,"shrub or tree to 4 m high, weeping.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: R.S. Cowan & B.R. Maslin; Editor: P.G. Kodela; Contributor: Edited by J. Rogers (June 2016); A.E. Orchard (May 2018); P.G. Kodela (June 2018)
Acacia,Acacia dempsteri,straggly shrub or tree to circa 3 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: B.R. Maslin; Editor: A.E. Orchard, P.G. Kodela; Contributor: Edited by A.E. Orchard (May 2018); P.G. Kodela (June 2018)"
Acacia,Acacia densiflora,rounded shrub mostly 0.5-1.2 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: R.S. Cowan; Editor: P.G. Kodela; Contributor: Edited by J.E. Reid (June 2012); A.E. Orchard (May 2018); P.G. Kodela (June 2018)
Acacia,Acacia denticulosa,"shrub 1-4 m high, open, spindly.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spindly open,spindly open,woody,NA,"Author: B.R. Maslin & R.S. Cowan; Editor: P.G. Kodela; Contributor: A.E. Orchard (editorial assistance, May 2018), P.G. Kodela (ed., June 2018)"
Acacia,Acacia dentifera,shrub 2-3 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: B.R. Maslin; Editor: P.G. Kodela; Contributor: Edited by J. Rogers (minor edits, June 2012); A.E. Orchard (May 2018); P.G. Kodela (June 2018)"
Acacia,Acacia depressa,"prostrate shrub, forming mats to 5 cm high and 0.5 m or more across.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,mat-forming prostrate,forming mats prostrate,woody,NA,"Author: B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: Edited by A.E. Orchard (May 2018), P.G. Kodela (June 2018)"
Acacia,Acacia dermatophylla,open normally single-stemmed shrub 0.2-0.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,open,open,woody,NA,"Author: B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: Edited by A.E. Orchard (May 2018), P.G. Kodela (June 2018)"
Acacia,Acacia derwentiana,shrub 1-3 (-5) m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: B.R. Maslin & P.G. Kodela; Editor: P.G. Kodela
