scientificName,plant_growth_form,growth_habit,parasitic,life_history,regen_strategy,growth_medium,sex_type,...9,partially_woody
Daviesia latifolia,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Daviesia laxiflora,tree shrub,NA,NA,NA,NA,NA,NA,NA,NA
Daviesia leptophylla,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Daviesia mimosoides,shrub,open,NA,NA,NA,NA,NA,NA,NA
Daviesia mimosoides subsp. acris,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daviesia mimosoides subsp. mimosoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daviesia pectinata,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Daviesia schwarzenegger,shrub,spreading dense,NA,NA,NA,NA,NA,NA,NA
Daviesia ulicifolia,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Daviesia ulicifolia subsp. ruscifolia,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Daviesia ulicifolia subsp. ulicifolia,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Daviesia wyattiana,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Delairea,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Delairea odorata,climber_twiner,NA,NA,NA,NA,NA,NA,NA,NA
Dendrobium,epiphyte,NA,NA,NA,NA,epiphyte,NA,NA,NA
Dendrobium kingianum,epiphyte,erect spreading,NA,NA,NA,terrestrial epiphyte,NA,NA,NA
Dendrobium speciosum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendrobium speciosum var. speciosum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendrobium striolatum,NA,mat_forming,NA,NA,NA,NA,NA,NA,NA
Dendrophthoe,shrub,spreading,NA,NA,NA,NA,NA,NA,NA
Dendrophthoe vitellina,shrub,spreading,NA,NA,NA,NA,NA,NA,NA
Dennstaedtia,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Dennstaedtia davallioides,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Dennstaedtiaceae,fern,NA,NA,NA,NA,terrestrial,NA,NA,NA
Deparia,NA,erect,NA,NA,rhizome,NA,NA,NA,NA
Deparia petersenii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deparia petersenii subsp. congrua,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Deschampsia,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Deschampsia cespitosa,NA,tufted erect,NA,perennial,NA,NA,NA,NA,NA
Descurainia,shrub herb,prostrate,NA,annual perennial,NA,NA,NA,NA,NA
Descurainia sophia,herb,NA,NA,annual,NA,NA,NA,NA,NA
Desmodium,tree shrub herb,NA,NA,perennial,NA,NA,NA,NA,NA
Desmodium brachypodum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmodium gunnii,herb,prostrate,NA,NA,NA,NA,NA,NA,NA
Desmodium varians,herb,prostrate,NA,perennial,NA,NA,NA,NA,NA
Deyeuxia,NA,tufted,NA,annual perennial,NA,NA,NA,NA,NA
Deyeuxia affinis,NA,tufted erect,NA,perennial,rhizome,NA,NA,NA,NA
Deyeuxia boormanii,NA,tufted erect decumbent,NA,perennial,NA,NA,NA,NA,NA
Deyeuxia brachyathera,NA,tufted erect,NA,perennial,rhizome,NA,NA,NA,NA
Deyeuxia breviglumis,NA,tufted erect,NA,perennial,NA,NA,NA,NA,NA
Deyeuxia carinata,NA,tufted erect,NA,perennial,rhizome,NA,NA,NA,NA
Deyeuxia contracta,NA,tufted erect,NA,annual perennial,NA,NA,NA,NA,NA
Deyeuxia crassiuscula,NA,tufted erect,NA,perennial,rhizome,NA,NA,NA,NA
Deyeuxia decipiens,NA,tufted erect,NA,perennial,NA,NA,NA,NA,NA
Deyeuxia densa,NA,tufted erect,NA,perennial,rhizome,NA,NA,NA,NA
Deyeuxia frigida,NA,tufted erect,NA,perennial,rhizome,NA,NA,NA,NA
Deyeuxia gunniana,NA,tufted erect,NA,perennial,rhizome,NA,NA,NA,NA
Deyeuxia imbricata,NA,tufted erect,NA,perennial,NA,NA,NA,NA,NA
Deyeuxia innominata,NA,tufted erect,NA,perennial,NA,NA,NA,NA,NA
Deyeuxia mesathera,NA,tufted erect,NA,perennial,NA,NA,NA,NA,NA
Deyeuxia minor,NA,tufted erect,NA,perennial,NA,NA,NA,NA,NA
Deyeuxia monticola,NA,tufted erect,NA,perennial,NA,NA,NA,NA,NA
Deyeuxia pungens,NA,tufted erect,NA,perennial,NA,NA,NA,NA,NA
Deyeuxia quadriseta,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Deyeuxia ramosa,NA,sprawling,NA,perennial,NA,NA,NA,NA,NA
Deyeuxia rodwayi,NA,stoloniferous tufted erect,NA,perennial,stolon,NA,NA,NA,NA
Deyeuxia scaberula,NA,tufted erect,NA,annual perennial,NA,NA,NA,NA,NA
Deyeuxia talariata,NA,erect,NA,perennial,rhizome,NA,NA,NA,NA
Dianella,herb,NA,NA,perennial,rhizome,NA,NA,NA,NA
Dianella amoena,NA,mat_forming,NA,NA,rhizome,NA,NA,NA,NA
Dianella brevicaulis,NA,tufted,NA,NA,NA,NA,NA,NA,NA
Dianella caerulea,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Dianella caerulea var. caerulea,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Dianella caerulea var. producta,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianella callicarpa,NA,tufted spreading,NA,NA,rhizome,NA,NA,NA,NA
Dianella longifolia,NA,tufted,NA,NA,rhizome,NA,NA,NA,NA
Dianella longifolia var. grandis,NA,tufted,NA,NA,NA,NA,NA,NA,NA
Dianella longifolia var. longifolia,NA,tufted,NA,NA,NA,NA,NA,NA,NA
Dianella porracea,NA,tufted,NA,NA,rhizome,NA,NA,NA,NA
Dianella revoluta,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianella revoluta var. revoluta,NA,tufted dense,NA,NA,rhizome,NA,NA,NA,NA
Dianella sp. aff. caerulea (West Gippsland),NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Dianella sp. aff. tasmanica (Snowfields),NA,tufted,NA,NA,NA,NA,NA,NA,NA
Dianella tarda,NA,tufted erect,NA,NA,rhizome,NA,NA,NA,NA
Dianella tasmanica,NA,tufted spreading,NA,NA,rhizome,NA,NA,NA,NA
Dianthus,herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Dianthus armeria,NA,NA,NA,annual biennial,NA,NA,NA,NA,NA
Dicentra,herb,NA,NA,annual perennial,rhizome,NA,NA,NA,NA
Dicentra formosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicentra formosa subsp. formosa 'Alba',herb,NA,NA,perennial,rhizome,NA,NA,NA,NA
Dichanthium,NA,tufted,NA,annual perennial,rhizome,NA,NA,NA,NA
Dichanthium sericeum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dichanthium sericeum subsp. sericeum,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Dichelachne,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Dichelachne crinita,NA,erect,NA,NA,NA,NA,NA,NA,NA
Dichelachne hirtella,NA,tufted erect,NA,annual perennial,NA,NA,NA,NA,NA
Dichelachne inaequiglumis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dichelachne micrantha,NA,erect,NA,NA,NA,NA,NA,NA,NA
Dichelachne rara,NA,erect,NA,NA,NA,NA,NA,NA,NA
Dichelachne robusta,NA,erect,NA,NA,NA,NA,NA,NA,NA
Dichelachne sieberiana,NA,erect,NA,NA,NA,NA,NA,NA,NA
Dichondra,herb,prostrate,NA,perennial,NA,NA,NA,NA,NA
Dichondra micrantha,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Dichondra repens,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Dichondra sp. 1,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Dicksonia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicksonia antarctica,NA,erect,NA,NA,NA,NA,NA,NA,NA
Dicksoniaceae,fern,NA,NA,NA,NA,terrestrial,NA,NA,NA
Dierama,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Dierama pulcherrimum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dietes,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Dietes iridioides,herb,NA,NA,NA,NA,NA,NA,NA,NA
Digitalis,shrub herb,NA,NA,biennial perennial,NA,NA,NA,NA,NA
Digitalis purpurea,herb,NA,NA,biennial perennial,NA,NA,NA,NA,NA
Digitaria,NA,tufted,NA,annual perennial,rhizome,NA,NA,NA,NA
Digitaria aequiglumis,NA,stoloniferous tufted,NA,annual,stolon,NA,NA,NA,NA
Digitaria ammophila,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Digitaria brownii,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Digitaria diffusa,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Digitaria divaricatissima,NA,NA,NA,NA,NA,NA,NA,NA,NA
Digitaria divaricatissima var. divaricatissima,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Digitaria ischaemum,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Digitaria sanguinalis,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Dilleniaceae,tree shrub climber,NA,NA,NA,NA,NA,NA,NA,NA
Dillwynia,shrub,prostrate erect decumbent,NA,perennial,NA,NA,NA,NA,NA
Dillwynia cinerascens,shrub,erect decumbent compact,NA,NA,NA,NA,NA,NA,NA
Dillwynia glaberrima,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Dillwynia hispida,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Dillwynia juniperina,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Dillwynia oreodoxa,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Dillwynia phylicoides,shrub,sprawling,NA,NA,NA,NA,NA,NA,NA
Dillwynia prostrata,shrub,prostrate,NA,NA,NA,NA,NA,NA,NA
Dillwynia ramosissima,shrub,erect decumbent,NA,NA,NA,NA,NA,NA,NA
Dillwynia sericea,shrub,procumbent,NA,NA,NA,NA,NA,NA,NA
Dillwynia sieberi,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Dillwynia sp. aff. cinerascens (Pine Mountain),NA,NA,NA,NA,NA,NA,NA,NA,NA
Dillwynia uncinata,shrub,erect spreading,NA,NA,NA,NA,NA,NA,NA
Dimorphotheca,subshrub herb,prostrate erect,NA,annual perennial,NA,NA,NA,NA,NA
Dimorphotheca fruticosa,NA,spreading procumbent,NA,perennial,NA,NA,NA,NA,NA
Dimorphotheca jucunda,subshrub,NA,NA,perennial,rhizome,NA,NA,NA,NA
Dimorphotheca pluvialis,herb,NA,NA,annual,NA,NA,NA,NA,NA
Diplachne,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Diplachne fusca,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diplachne fusca subsp. fusca,NA,tufted erect,NA,perennial,NA,NA,NA,NA,NA
Diplarrena,herb,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Diplarrena moraea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diplaspis,herb,NA,NA,perennial,rhizome,NA,NA,NA,NA
Diplaspis nivis,herb,NA,NA,NA,NA,NA,NA,NA,NA
Diplazium,NA,erect,NA,NA,rhizome,NA,NA,NA,NA
Diplazium australe,NA,erect,NA,NA,rhizome,NA,NA,NA,NA
Diplotaxis,herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Diplotaxis muralis,NA,NA,NA,annual biennial,NA,NA,NA,NA,NA
Diplotaxis tenuifolia,NA,NA,NA,perennial,NA,NA,NA,NA,NA
Diplotaxis viminea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dipodium,herb,NA,NA,NA,NA,terrestrial,NA,NA,NA
Dipodium campanulatum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dipodium interaneum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dipodium pardalinum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dipodium punctatum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dipodium roseum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dipodium variegatum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dipogon,herb,twining,NA,perennial,NA,NA,NA,NA,woody_root
Dipogon lignosus,climber_twiner,NA,NA,NA,NA,NA,NA,NA,NA
Dipsacaceae,shrub herb,NA,NA,annual biennial perennial,NA,NA,NA,NA,NA
Dipsacus,herb,NA,NA,biennial,NA,NA,NA,NA,NA
Dipsacus fullonum,herb,erect,NA,NA,NA,NA,NA,NA,NA
Disa,NA,NA,NA,NA,NA,terrestrial,NA,NA,NA
Disa bracteata,NA,NA,NA,NA,NA,terrestrial,NA,NA,NA
Discaria,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Discaria nitida,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Discaria pubescens,shrub,spreading,NA,NA,NA,NA,NA,NA,NA
Disphyma,subshrub,prostrate,NA,perennial,NA,NA,NA,NA,NA
Disphyma crassifolium,NA,NA,NA,NA,NA,NA,NA,NA,NA
Disphyma crassifolium subsp. clavellatum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dissocarpus,subshrub,erect decumbent,NA,NA,NA,NA,NA,NA,NA
Dissocarpus biflorus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dissocarpus biflorus var. biflorus,subshrub,erect sprawling,NA,NA,NA,NA,NA,NA,NA
Dissocarpus paradoxus,shrub,decumbent,NA,NA,NA,NA,NA,NA,NA
Distichlis,NA,NA,NA,perennial,rhizome,NA,dioecious,NA,NA
Distichlis distichophylla,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dittrichia,subshrub herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Dittrichia graveolens,NA,NA,NA,annual,NA,NA,NA,NA,NA
Dittrichia viscosa,subshrub shrub,NA,NA,perennial,NA,NA,NA,NA,NA
Diuris,herb,NA,NA,NA,NA,terrestrial,NA,NA,NA
Diuris basaltica,NA,tufted,NA,NA,NA,NA,NA,NA,NA
Diuris behrii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris chryseopsis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris daltonii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris dendrobioides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris fragrantissima,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris fucosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris gregaria,NA,tufted,NA,NA,NA,NA,NA,NA,NA
Diuris monticola,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris ochroma,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris orientis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris palustris,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris pardina,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris protena,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris punctata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris punctata var. punctata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris sp. aff. dendrobioides (Bairnsdale),NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris subalpina,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris sulphurea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris tricolor,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris x fastidiosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diuris x palachila,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dodonaea,tree shrub,NA,NA,NA,NA,NA,dioecious polygamodioecious polygamous,NA,NA
Dodonaea boroniifolia,shrub,NA,NA,NA,NA,NA,dioecious polygamodioecious,NA,NA
Dodonaea bursariifolia,shrub,spreading,NA,NA,NA,NA,dioecious polygamodioecious,NA,NA
Dodonaea heteromorpha,shrub,erect,NA,NA,NA,NA,dioecious,NA,NA
Dodonaea hexandra,shrub,spreading,NA,NA,NA,NA,dioecious,NA,NA
Dodonaea procumbens,shrub,prostrate procumbent,NA,NA,NA,NA,dioecious polygamodioecious,NA,NA
Dodonaea rhombifolia,shrub,erect,NA,NA,NA,NA,dioecious,NA,NA
Dodonaea stenozyga,shrub,erect,NA,NA,NA,NA,dioecious,NA,NA
Dodonaea triquetra,shrub,erect,NA,NA,NA,NA,dioecious polygamodioecious,NA,NA
Dodonaea truncatiales,shrub,erect,NA,NA,NA,NA,dioecious,NA,NA
Dodonaea viscosa,tree shrub,erect spreading,NA,NA,NA,NA,dioecious polygamodioecious,NA,NA
Dodonaea viscosa 'Purpurea',tree shrub,erect,NA,NA,NA,NA,NA,NA,NA
Dodonaea viscosa subsp. angustifolia,shrub,compact,NA,NA,NA,NA,NA,NA,NA
Dodonaea viscosa subsp. angustissima,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Dodonaea viscosa subsp. cuneata,shrub,spreading compact,NA,NA,NA,NA,NA,NA,NA
Dodonaea viscosa subsp. spatulata,shrub,erect spreading,NA,NA,NA,NA,NA,NA,NA
Dolichandra,climber_woody,NA,NA,NA,NA,NA,NA,NA,NA
Dolichandra unguis-cati,climber,NA,NA,NA,NA,NA,NA,NA,NA
Dorycnium,subshrub herb,NA,NA,perennial,NA,NA,NA,NA,NA
Dorycnium rectum,subshrub herb,NA,NA,perennial,NA,NA,NA,NA,NA
Drabastrum,shrub herb,NA,NA,perennial,NA,NA,NA,NA,NA
Drabastrum alpestre,NA,NA,NA,NA,rhizome,NA,NA,NA,woody_root
Drosanthemum,subshrub,erect trailing,NA,perennial,NA,NA,NA,NA,NA
Drosanthemum candens,shrub,decumbent,NA,NA,NA,NA,NA,NA,NA
Drosera,herb,NA,NA,perennial,NA,terrestrial,NA,NA,NA
Drosera aberrans,NA,stoloniferous,NA,perennial,stolon,NA,NA,NA,NA
Drosera arcturi,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drosera auriculata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drosera binata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drosera finlaysoniana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drosera glanduligera,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drosera hookeri,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drosera macrantha,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drosera macrantha subsp. planchonii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drosera peltata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drosera pygmaea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drosera spatulata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Droseraceae,herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Drymophila,herb,erect,NA,perennial,rhizome,NA,NA,NA,NA
Drymophila cyanocarpa,herb,spreading,NA,NA,rhizome,NA,NA,NA,NA
Dryopoa,NA,tufted,NA,short_lived_perennial,NA,NA,NA,NA,NA
Dryopoa dives,NA,tufted erect,NA,annual perennial,NA,NA,NA,NA,NA
Dryopoa dives subsp. B,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dryopoa dives subsp. dives,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dryopteridaceae,fern epiphyte,NA,NA,NA,NA,terrestrial epiphyte,NA,NA,NA
Dryopteris,NA,erect,NA,NA,rhizome,NA,NA,NA,NA
Dryopteris cycadina,NA,tufted erect,NA,NA,NA,NA,NA,NA,NA
Duma,shrub,NA,NA,NA,NA,NA,dioecious,NA,NA
Duma florulenta,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Duma horrida,NA,NA,NA,NA,NA,NA,NA,NA,NA
Duma horrida subsp. horrida,shrub,open,NA,NA,NA,NA,NA,NA,NA
Dysphania,herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Dysphania ambrosioides,NA,erect,NA,short_lived_perennial annual,NA,NA,NA,NA,NA
Dysphania carinata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dysphania cristata,NA,prostrate,NA,annual,NA,NA,NA,NA,NA
Dysphania glomulifera,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dysphania glomulifera subsp. glomulifera,NA,prostrate erect spreading,NA,annual,NA,NA,NA,NA,NA
Dysphania multifida,herb,prostrate,NA,perennial,NA,NA,NA,NA,woody_root
Dysphania pumilio,NA,prostrate procumbent,NA,annual,NA,NA,NA,NA,NA
Dysphania simulans,NA,prostrate erect,NA,annual,NA,NA,NA,NA,NA
Ecballium,herb,trailing,NA,NA,NA,NA,monoecious,NA,NA
Ecballium elaterium,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinochloa,NA,stoloniferous tufted,NA,annual perennial,rhizome stolon,NA,NA,NA,NA
Echinochloa colona,NA,stoloniferous tufted,NA,annual,stolon,NA,NA,NA,NA
Echinochloa crus-galli,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Echinochloa crus-pavonis,NA,tufted,NA,annual perennial,NA,NA,NA,NA,NA
Echinochloa esculenta,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Echinochloa frumentacea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinochloa microstachya,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Echinopogon,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Echinopogon caespitosus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinopogon caespitosus var. caespitosus,NA,tufted erect,NA,perennial,NA,NA,NA,NA,NA
Echinopogon cheelii,NA,erect,NA,perennial,rhizome,NA,NA,NA,NA
Echinopogon ovatus,NA,erect,NA,perennial,rhizome,NA,NA,NA,NA
Echium,shrub herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Echium pininana x Echium wildpretii,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Echium plantagineum,herb,NA,NA,annual biennial,NA,NA,NA,NA,NA
Echium vulgare,herb,NA,NA,biennial,NA,NA,NA,NA,NA
Eclipta,herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Eclipta platyglossa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eclipta platyglossa subsp. platyglossa,NA,prostrate,NA,annual biennial,NA,NA,NA,NA,NA
Eclipta prostrata,NA,prostrate erect,NA,annual perennial,NA,NA,NA,NA,NA
Egeria,aquatic_submerged aquatic_herb,NA,NA,NA,NA,NA,dioecious,NA,NA
Egeria densa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ehrharta,NA,tufted,NA,annual perennial,rhizome,NA,NA,NA,NA
Ehrharta calycina,NA,tufted,NA,annual perennial,rhizome,NA,NA,NA,NA
Ehrharta erecta,NA,tufted erect sprawling,NA,annual perennial,NA,NA,NA,NA,NA
Ehrharta longiflora,NA,tufted erect,NA,annual,NA,NA,NA,NA,NA
Ehrharta villosa,NA,erect,NA,perennial,rhizome,NA,NA,NA,NA
Eichhornia,herb,stoloniferous,NA,perennial,stolon,NA,NA,NA,NA
Eichhornia crassipes,herb,NA,NA,NA,NA,NA,NA,NA,NA
Einadia,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Einadia hastata,subshrub,NA,NA,NA,NA,NA,NA,NA,NA
Einadia nutans,NA,prostrate scandent sprawling,NA,perennial,NA,NA,NA,NA,NA
Einadia nutans subsp. linifolia,NA,spreading,NA,perennial,NA,NA,NA,NA,NA
Einadia nutans subsp. nutans,NA,prostrate scandent sprawling,NA,NA,NA,NA,NA,NA,NA
Einadia trigonos,NA,NA,NA,NA,NA,NA,NA,NA,NA
Einadia trigonos subsp. trigonos,NA,prostrate,NA,perennial,NA,NA,NA,NA,NA
Elachanthus,herb,NA,NA,annual,NA,NA,NA,NA,NA
Elachanthus glaber,herb,erect,NA,NA,NA,NA,NA,NA,NA
Elachanthus pusillus,herb,NA,NA,NA,NA,NA,NA,NA,NA
Elacholoma,semiaquatic_herb,prostrate,NA,annual,NA,terrestrial semiaquatic,NA,NA,NA
Elacholoma prostrata,NA,prostrate mat_forming,NA,annual perennial,NA,NA,NA,NA,NA
Elaeocarpaceae,tree shrub,NA,NA,NA,NA,NA,NA,NA,NA
Elaeocarpus,tree shrub,NA,NA,NA,NA,NA,NA,NA,NA
Elaeocarpus holopetalus,tree shrub,NA,NA,NA,NA,NA,NA,NA,NA
Elaeocarpus reticulatus,tree shrub,NA,NA,NA,NA,NA,NA,NA,NA
Elatinaceae,subshrub aquatic_herb,NA,NA,NA,NA,NA,NA,NA,NA
Elatine,herb,prostrate,NA,annual,NA,NA,NA,NA,NA
Elatine gratioloides,aquatic_submerged aquatic_herb,prostrate mat_forming,NA,NA,NA,NA,NA,NA,NA
Eleocharis,herb,NA,NA,annual perennial,rhizome,NA,NA,NA,NA
Eleocharis acuta,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Eleocharis atricha,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Eleocharis gracilis,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Eleocharis macbarronii,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Eleocharis minuta,NA,stoloniferous,NA,perennial,rhizome stolon,NA,NA,NA,NA
Eleocharis obicis,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Eleocharis pallens,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Eleocharis parvula,NA,stoloniferous,NA,perennial,rhizome stolon,NA,NA,NA,NA
Eleocharis plana,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Eleocharis pusilla,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Eleocharis sphacelata,aquatic,NA,NA,perennial,rhizome,aquatic,NA,NA,NA
Eleusine,NA,tufted,NA,annual perennial,NA,NA,NA,NA,NA
Eleusine indica,NA,stoloniferous tufted erect,NA,annual perennial,stolon,NA,NA,NA,NA
Eleusine tristachya,NA,tufted erect spreading,NA,annual perennial,rhizome,NA,NA,NA,NA
Elodea,aquatic_submerged aquatic_herb,NA,NA,NA,NA,NA,dioecious,NA,NA
Elodea canadensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elymus,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Elymus pungens,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Elymus repens,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Elytrophorus,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Elytrophorus spicatus,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Emex,NA,NA,NA,annual,NA,NA,NA,NA,NA
Emex australis,herb,prostrate spreading decumbent rosette,NA,NA,NA,NA,NA,NA,NA
Emex spinosa,NA,erect,NA,NA,NA,NA,NA,NA,NA
Empodisma,herb,NA,NA,perennial,NA,NA,dioecious monoecious,NA,NA
Empodisma minus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enchylaena,shrub,NA,NA,perennial,NA,NA,NA,NA,NA
Enchylaena tomentosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enchylaena tomentosa var. tomentosa,shrub,prostrate erect spreading,NA,NA,NA,NA,NA,NA,NA
Enneapogon,NA,tufted,NA,annual perennial,rhizome,NA,NA,NA,NA
Enneapogon avenaceus,NA,tufted,NA,short_lived_perennial annual,NA,NA,NA,NA,NA
Enneapogon gracilis,NA,stoloniferous tufted erect,NA,perennial,stolon,NA,NA,NA,NA
Enneapogon nigricans,NA,tufted erect,NA,perennial,NA,NA,NA,NA,NA
Enteropogon,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Enteropogon acicularis,NA,stoloniferous tufted erect,NA,perennial,stolon,NA,NA,NA,NA
