canonicalName,scientificNameAuthorship
Duboisia leichhardtii x Duboisia myoporoides,(F.Muell.) F.Muell. x Duboisia myoporoides R.Br.
Duboisia myoporoides,R.Br.
Grammosolen dixonii,(F.Muell. & Tate) Haegi
Grammosolen sp. Mt Ridley (W.R.Archer 1210911),WA Herbarium
Grammosolen truncatus,(Ising) Haegi
Hyoscyamus albus,L.
Hyoscyamus niger,L.
Lycianthes biflora,(Lour.) Bitter
Lycianthes rantonnetii,(Carrière) Bitter
Lycianthes shanesii,(F.Muell.) A.R.Bean
Lycium afrum,L.
Lycium australe,F.Muell.
Lycium barbarum,L.
Lycium ferocissimum,Miers
Nicandra physalodes,(L.) Gaertn.
Nicotiana amplexicaulis,N.T.Burb.
Nicotiana benthamiana,Domin
Nicotiana burbidgeae,Symon
Nicotiana cavicola,N.T.Burb.
Nicotiana excelsior,(J.M.Black) J.M.Black
Nicotiana x flindersiensis,Nicholls
Nicotiana forsteri,Roem. & Schult.
Nicotiana glauca,Graham
Nicotiana goodspeedii,H.-M.Wheeler
Nicotiana gossei,Domin
Nicotiana heterantha,Symon & Kenneally
Nicotiana maritima,H.-M.Wheeler
Nicotiana megalosiphon,Van Heurck & Müll.Arg.
Nicotiana monoschizocarpa,(P.Horton) Symon & Lepschi
Nicotiana occidentalis,H.-M.Wheeler
Nicotiana rosulata,(S.Moore) Domin
Nicotiana rotundifolia,Lindl.
Nicotiana simulans,N.T.Burb.
Nicotiana sp. Corunna (D.E.Symon 17088),Symon
Nicotiana suaveolens,Lehm.
Nicotiana tabacum,L.
Nicotiana truncata,Symon
Nicotiana umbratica,N.T.Burb.
Nicotiana velutina,H.-M.Wheeler
Nicotiana wuttkei,J.R.Clarkson & Symon
Nierembergia hippomanica,Miers
Petunia x atkinsiana,(Sweet) D.Don ex W.H.Baxter
Petunia axillaris,"(Lam.) Britton, Sterns & Poggenb."
Physalis angulata,L.
Physalis cinerascens,(Dunal) Hitchc.
Physalis crassifolia,Benth.
Physalis hederifolia,A.Gray
Physalis ixocarpa,Brot. ex Hornem.
Physalis lanceifolia,Nees
Physalis longifolia,Nutt.
Physalis micrantha,Link
Physalis minima,L.
Physalis peruviana,L.
Physalis philadelphica,Lam.
Physalis pubescens,L.
Salpichroa origanifolia,(Lam.) Thell.
Solandra maxima,(Sesse & Moc.) P.S.Green
Solanum abutiloides,(Griseb.) Bitter & Lillo
Solanum acanthodapis,A.R.Bean
Solanum aculeastrum,Dunal
Solanum adenophorum,F.Muell.
Solanum adoxum,A.R.Bean
Solanum amblymerum,Dunal
Solanum ammophilum,A.R.Bean
Solanum angustum,Domin
Solanum apodophyllum,A.R.Bean
Solanum argopetalum,A.R.Bean
Solanum aridicola,A.R.Bean
Solanum armourense,A.R.Bean
Solanum ashbyae,Symon
Solanum asymmetriphyllum,Specht
Solanum austropiceum,A.R.Bean
Solanum aviculare,G.Forst.
Solanum bauerianum,Endl.
Solanum beaugleholei,Symon
Solanum betaceum,Cav.
Solanum brownii,Dunal
Solanum callosum,A.R.Bean
Solanum campanulatum,R.Br.
Solanum capitaneum,A.R.Bean
Solanum capsiciforme,(Domin) G.T.S.Baylis
Solanum capsicoides,All.
Solanum carduiforme,F.Muell.
Solanum cataphractum,A.Cunn. ex Benth.
Solanum celatum,A.R.Bean
Solanum centrale,J.M.Black
Solanum chenopodinum,F.Muell.
Solanum chenopodioides,Lam.
Solanum chillagoense,(Domin) A.R.Bean
Solanum chippendalei,Symon
Solanum chrysotrichum,Schltdl.
Solanum cinereum,R.Br.
Solanum clarkiae,Symon
Solanum cleistogamum,Symon
Solanum coactiliferum,J.M.Black
Solanum cocosoides,A.R.Bean
Solanum cookii,Symon
Solanum coracinum,Symon
Solanum corifolium,F.Muell.
Solanum cowiei,Martine
Solanum crassitomentosum,Domin
Solanum crebrispinum,A.R.Bean
Solanum cunninghamii,Benth.
Solanum curvicuspe,Domin
Solanum defensum,F.Muell.
Solanum densevestitum,F.Muell. ex Benth.
Solanum dimidiatum,Raf.
Solanum dimorphispinum,C.T.White
Solanum dioicum,W.Fitzg.
Solanum discolor,R.Br.
Solanum dissectum,Symon
Solanum ditrichum,A.R.Bean
Solanum diversiflorum,F.Muell.
Solanum douglasii,Dunal
Solanum dryanderense,A.R.Bean
Solanum dulcamara,L.
Solanum dumicola,A.R.Bean
Solanum dunalianum,Gaudich.
Solanum dysprosium,A.R.Bean
Solanum eardleyae,Symon
Solanum eburneum,Symon
Solanum echinatum,R.Br.
Solanum elachophyllum,F.Muell.
Solanum elaeagnifolium,Cav.
Solanum elatius,A.R.Bean
Solanum ellipticum,R.Br.
Solanum eminens,A.R.Bean
Solanum emmottii,A.R.Bean
Solanum eremophilum,F.Muell.
Solanum erianthum,D.Don
Solanum esuriale,Lindl.
Solanum fecundum,A.R.Bean
Solanum ferocissimum,Lindl.
Solanum ferox,L.
Solanum fervens,A.R.Bean
Solanum francisii,A.R.Bean
Solanum furcatum,Dunal ex Poir.
Solanum furfuraceum,R.Br.
Solanum gabrielae,Domin
Solanum galbinum,A.R.Bean
Solanum giganteum,Jacq.
Solanum gilesii,Symon
Solanum graniticum,A.R.Bean
Solanum gympiense,Symon
Solanum hamulosum,C.T.White
Solanum hapalum,A.R.Bean
Solanum hesperium,Symon
Solanum heteropodium,Symon
Solanum hoplopetalum,Bitter & Summerh.
Solanum horridum,Dunal ex Poir.
Solanum hystrix,R.Br.
Solanum inaequilaterum,Domin
Solanum incanum,L.
Solanum innoxium,A.R.Bean
Solanum insanum,L.
Solanum intonsum,A.R.Bean
Solanum iodinum,A.R.Bean
Solanum johnsonianum,A.R.Bean
Solanum jucundum,A.R.Bean
Solanum karsense,Symon
Solanum kentrocaule,A.R.Bean
Solanum lachnophyllum,Symon
Solanum laciniatum,Aiton
Solanum lacunarium,F.Muell.
Solanum lapidosum,A.R.Bean
Solanum lasiocarpum,Dunal
Solanum lasiophyllum,Dunal ex Poir.
Solanum latens,A.R.Bean
Solanum laxum,Spreng.
Solanum leopoldense,Symon
Solanum limitare,A.R.Bean
Solanum linearifolium,Geras. ex Symon
Solanum linnaeanum,Hepper & P.-M.L.Jaeger
Solanum lithophilum,F.Muell.
Solanum lobatum,A.R.Bean
Solanum lucani,F.Muell.
Solanum lycopersicum,L.
Solanum lythrocarpum,A.R.Bean
Solanum macoorai,F.M.Bailey
Solanum magnifolium,F.Muell.
Solanum marginatum,L.f.
Solanum mauritianum,Scop.
Solanum medicagineum,A.R.Bean
Solanum melanospermum,F.Muell.
Solanum melongena,L.
Solanum mentiens,A.R.Bean
Solanum mitchellianum,Domin
Solanum morrisonii,Domin
Solanum multiglochidiatum,Domin
Solanum nemophilum,F.Muell.
Solanum neoanglicum,A.R.Bean
Solanum nigrum,L.
Solanum nobile,A.R.Bean
Solanum nodiflorum,Jacq.
Solanum nummularium,S.Moore
Solanum octonum,A.R.Bean
Solanum oedipus,Symon
Solanum oldfieldii,F.Muell.
Solanum oligacanthum,F.Muell.
Solanum oligandrum,Symon
Solanum opacum,A.Braun & C.D.Bouché
Solanum orbiculatum,Dunal ex Poir.
Solanum orgadophilum,A.R.Bean
Solanum ossicruentum,Martine & J.Cantley
Solanum osteocarpum,A.R.Bean
Solanum pallidifolium,A.R.Bean
Solanum papaverifolium,Symon
Solanum parvifolium,R.Br.
Solanum petraeum,Symon
Solanum petrophilum,F.Muell.
Solanum phlomoides,A.Cunn. ex Benth.
Solanum physalifolium,Rusby
Solanum piceum,A.R.Bean
Solanum pisinnum,A.R.Bean
Solanum plicatile,(S.Moore) Symon
Solanum prinophyllum,Dunal
Solanum prolatum,A.R.Bean
Solanum pseudocapsicum,L.
Solanum pseudolulo,Heiser
Solanum pugiunculiferum,C.T.White
Solanum pungetium,R.Br.
Solanum pusillum,A.R.Bean
Solanum pycnotrichum,A.R.Bean
Solanum pyracanthos,Lam.
Solanum quadriloculatum,F.Muell.
Solanum radicans,L.f.
Solanum reclusum,A.R.Bean
Solanum retroflexum,Dunal
Solanum rhaphiotes,A.R.Bean
Solanum rixosum,A.R.Bean
Solanum rostratum,Dunal
Solanum sarrachoides,Sendtn.
Solanum seaforthianum,Andrews
Solanum sejunctum,"Brennan, Martine & Symon"
Solanum semiarmatum,F.Muell.
Solanum senticosum,A.R.Bean
Solanum serpens,A.R.Bean
Solanum shirleyanum,Domin
Solanum silvestre,A.R.Bean
Solanum simile,F.Muell.
Solanum sisymbriifolium,Lam.
Solanum sp. Bachsten Creek (R.L.Barrett & M.D.Barrett RLB 3813),
Solanum sp. Boomerang Bay (K.F.Kenneally 10021),WA Herbarium
Solanum spirale,Roxb.
Solanum sp. Longini (C.T.Martin 807 et al.),
Solanum sporadotrichum,F.Muell.
Solanum sp. Prince Regent River (T.Handasyde TH 1925),
Solanum stelligerum,Sm.
Solanum stenopterum,A.R.Bean
Solanum stupefactum,Symon
Solanum sturtianum,F.Muell.
Solanum succosum,A.R.Bean & Albr.
Solanum symonii,H.Eichler
Solanum terraneum,Symon
Solanum tetrandrum,R.Br.
Solanum tetrathecum,F.Muell.
Solanum torvum,Sw.
Solanum triflorum,Nutt.
Solanum tuberosum,L.
Solanum tudununggae,Symon
Solanum tumulicola,Symon
Solanum ultimum,A.R.Bean
Solanum ultraspinosum,A.R.Bean
Solanum unispinum,A.R.Bean
Solanum vansittartense,C.A.Gardner
Solanum versicolor,A.R.Bean
Solanum vescum,F.Muell.
Solanum vicinum,A.R.Bean
Solanum villosum,Mill.
Solanum viridifolium,Dunal
Solanum watneyi,Martine & Frawley
Solanum wilkinsii,S.Moore
Solanum yirrkalense,Symon
Solanum zoeae,R.L.Barrett
Symonanthus aromaticus,(C.A.Gardner) Haegi
Symonanthus bancroftii,(F.Muell.) Haegi
Withania somnifera,(L.) Dunal
Sphenoclea zeylanica,Gaertn.
Austrobaileya scandens,C.T.White
Trimenia moorei,(Oliv. ex Benth.) Philipson
Berberidopsis beckleri,(F.Muell.) Veldkamp
Streptothamnus moorei,F.Muell.
Aptenia cordifolia,(L.f.) Schwantes
Carpobrotus aequilaterus,(Haw.) N.E.Br.
Carpobrotus chilensis,(Molina) N.E.Br.
Carpobrotus edulis,(L.) N.E.Br.
Carpobrotus glaucescens,(Haw.) Schwantes
Carpobrotus modestus,S.T.Blake
Carpobrotus rossii,(Haw.) Schwantes
Carpobrotus sp. Lateral Flowers (N.Gibson & M.Lyons 973),Toelken
Carpobrotus sp. Short Calyx (S.T.Blake 20451),Toelken
Carpobrotus sp. Thevenard Island (M.White 050),WA Herbarium
Carpobrotus virescens,(Haw.) Schwantes
Cleretum bellidiforme,(Burm.f.) G.D.Rowley
Cleretum papulosum,(L.f.) L.Bolus
Conicosia pugioniformis,(L.) N.E.Br.
Delosperma vinaceum,L.Bolus
Disphyma crassifolium,(L.) L.Bolus
Drosanthemum candens,(Haw.) Schwantes
Galenia pubescens,(Eckl. & Zeyh.) Druce
Galenia secunda,(L.f.) Sond.
Gunniopsis calcarea,Chinnock
Gunniopsis calva,Chinnock
Gunniopsis divisa,Chinnock
Gunniopsis glabra,(Luehm. ex Ewart) C.A.Gardner
Gunniopsis intermedia,Diels
Gunniopsis kochii,(R.Wagner) Chinnock
Gunniopsis papillata,Chinnock
Gunniopsis propinqua,Chinnock
Gunniopsis quadrifida,(F.Muell.) Pax
Gunniopsis rodwayi,(Ewart) C.A.Gardner
Gunniopsis rubra,Chinnock
Gunniopsis septifraga,(F.Muell.) Chinnock
Gunniopsis sp. Blue Hills (D.J.Edinger Nats 59),
Gunniopsis sp. Lake Kerrylyn (N.Gibson et al. NG 7028),
Gunniopsis sp. Nuytsland (G.J.Keighery & J.J.Alford 522),WA Herbarium
Gunniopsis tenuifolia,Chinnock
Gunniopsis zygophylloides,(F.Muell.) Diels
Lampranthus glaucus,(L.) N.E.Br.
Lampranthus immelmaniae,(L.Bolus) N.E.Br.
Lampranthus multiradiatus,(Jacq.) N.E.Br.
Lampranthus tegens,(F.Muell.) N.E.Br.
Malephora crocea,(Jacq.) Schwantes
Mesembryanthemum aitonis,Jacq.
Mesembryanthemum crystallinum,L.
Mesembryanthemum guerichianum,Pax
Mesembryanthemum nodiflorum,L.
Psilocaulon granulicaule,(Haw.) Schwantes
Ruschia geminiflora,(Haw.) Schwantes
Sarcozona bicarinata,S.T.Blake
Sarcozona praecox,(F.Muell.) S.T.Blake
Sesuvium portulacastrum,(L.) L.
Tetragonia coronata,Rye & Trudgen
Tetragonia cristata,C.A.Gardner ex A.M.Prescott
Tetragonia decumbens,Mill.
Tetragonia diptera,F.Muell.
Tetragonia eremaea,Ostenf.
Tetragonia fruticosa,L.
Tetragonia implexicoma,(Miq.) Hook.f.
Tetragonia microptera,Fenzl
Tetragonia moorei,M.Gray
Tetragonia nigrescens,Eckl. & Zeyh.
Tetragonia tetragonoides,(Pall.) Kuntze
Trianthema compactum,C.T.White
Trianthema cusackianum,F.Muell.
Trianthema cypseleoides,(Fenzl) Benth.
Trianthema glossostigmum,F.Muell.
Trianthema kimberleyi,Bittrich & K.M.Jenssen
Trianthema megaspermum,A.M.Prescott
Trianthema oxycalyptrum,F.Muell.
Trianthema patellitectum,A.M.Prescott
Trianthema pilosum,F.Muell.
Trianthema portulacastrum,L.
Trianthema rhynchocalyptrum,F.Muell.
Trianthema sp. Coorabulka (R.W.Purdie 1404),Qld Herbarium
Trianthema sp. Python Pool (G.R.Guerin & M.E.Trudgen GG 1023),WA Herbarium
Trianthema triquetrum,Willd.
Trianthema turgidifolium,F.Muell.
Zaleya galericulata,(Melville) H.Eichler
Achyranthes arborescens,R.Br.
Achyranthes aspera,L.
Achyranthes bidentata,Blume
Achyranthes margaretarum,de Lange
Aerva javanica,(Burm.f.) Juss. ex Schult.
Aerva lanata,(L.) Juss. ex Schult.
Alternanthera angustifolia,R.Br.
Alternanthera bettzichiana,(Regel) G.Nicholson
Alternanthera brasiliana,(L.) Kuntze
Alternanthera denticulata,R.Br.
Alternanthera ficoidea,(L.) P.Beauv.
Alternanthera nahui,Heenan & de Lange
Alternanthera nana,R.Br.
Alternanthera nodiflora,R.Br.
Alternanthera philoxeroides,(Mart.) Griseb.
Alternanthera pungens,Kunth
Alternanthera sessilis,(L.) R.Br. ex DC.
Alternanthera sp. A Flora of New South Wales (M.Gray 5187),J.Palmer
Alternanthera sp. Mt Isa (R.L.Specht+ 49),Qld Herbarium
Amaranthus albus,L.
Amaranthus blitum,L.
Amaranthus caudatus,L.
Amaranthus centralis,J.Palmer & Mowatt
Amaranthus clementii,Domin
Amaranthus cochleitepalus,Domin
Amaranthus cruentus,L.
Amaranthus cuspidifolius,Domin
Amaranthus deflexus,L.
Amaranthus dubius,Mart. ex Thell.
Amaranthus graecizans,L.
Amaranthus grandiflorus,(J.M.Black) J.M.Black
Amaranthus hybridus,L.
Amaranthus induratus,C.A.Gardner ex J.Palmer & Mowatt
Amaranthus interruptus,R.Br.
Amaranthus macrocarpus,Benth.
Amaranthus mitchellii,Benth.
Amaranthus muricatus,(Moq.) Hieron.
Amaranthus powellii,S.Watson
Amaranthus quitensis,Kunth
Amaranthus retroflexus,L.
Amaranthus rhombeus,R.Br.
Amaranthus spinosus,L.
Amaranthus tricolor,L.
Amaranthus undulatus,R.Br.
Amaranthus viridis,L.
Celosia argentea,L.
Celosia elegantissima,Hauman
Cyathula prostrata,(L.) Blume
Deeringia amaranthoides,(Lam.) Merr.
Deeringia arborescens,(R.Br.) Druce
Froelichia floridana,(Nutt.) Moq.
Froelichia gracilis,(Hook.) Moq.
Gomphrena affinis,F.Muell. ex Benth.
Gomphrena arida,J.Palmer
Gomphrena atrorubra,J.Palmer
Gomphrena brachystylis,F.Muell.
Gomphrena breviflora,F.Muell.
Gomphrena canescens,R.Br.
Gomphrena celosioides,Mart.
Gomphrena conferta,Benth.
Gomphrena conica,(R.Br.) Spreng.
Gomphrena connata,J.Palmer
Gomphrena cucullata,J.Palmer
Gomphrena cunninghamii,(Moq.) Druce
Gomphrena diffusa,(R.Br.) Spreng.
Gomphrena eichleri,J.Palmer
Gomphrena flaccida,R.Br.
Gomphrena floribunda,J.Palmer
Gomphrena globosa,L.
Gomphrena humifusa,J.Palmer
Gomphrena humilis,R.Br.
Gomphrena involucrata,Ewart
Gomphrena kanisii,J.Palmer
Gomphrena lacinulata,J.Palmer
Gomphrena lanata,R.Br.
Gomphrena leontopodioides,Domin
Gomphrena leptoclada,Benth.
Gomphrena leptophylla,(Benth.) J.Palmer
Gomphrena magentitepala,J.Palmer
Gomphrena occulta,J.Palmer
Gomphrena parviflora,Benth.
Gomphrena pusilla,Benth.
Gomphrena rosula,J.Palmer
Gomphrena sordida,Farmar
Gomphrena sp. Belele (D.W.Goodall 3215),WA Herbarium
Gomphrena sp. Doongmabulla (E.J.Thompson+ GAL137),Qld Herbarium
Gomphrena splendida,R.L.Barrett & J.Palmer
Gomphrena sp. Martins Well (K.F.Kenneally 6116),
Gomphrena tenella,(Moq.) Benth.
Guilleminea densa,(Humb. & Bonpl. ex Schult.) Moq.
Hemichroa pentandra,R.Br.
Kelita uncinella,A.R.Bean
Nyssanthes diffusa,R.Br.
Nyssanthes erecta,R.Br.
Nyssanthes impervia,A.R.Bean
Nyssanthes longistyla,C.H.Mill.
Omegandra kanisii,G.J.Leach & C.C.Towns.
Ptilotus aervoides,(F.Muell.) F.Muell.
Ptilotus albidus,(C.A.Gardner) Benl
Ptilotus alexandri,Benl
Ptilotus andersonii,R.W.Davis
Ptilotus aphyllus,Benl
Ptilotus appendiculatus,Benl
Ptilotus aristatus,Benl
Ptilotus arthrolasius,F.Muell.
Ptilotus astrolasius,F.Muell.
Ptilotus auriculifolius,(A.Cunn. ex Moq.) F.Muell.
Ptilotus axillaris,(F.Muell. ex Benth.) F.Muell.
Ptilotus barkeri,Benl
Ptilotus beardii,Benl
Ptilotus beckerianus,(F.Muell.) F.Muell. ex J.M.Black
Ptilotus blackii,Benl
Ptilotus brachyanthus,(F.Muell. ex Benth.) F.Muell.
Ptilotus caespitulosus,F.Muell.
Ptilotus calostachyus,F.Muell.
Ptilotus capensis,(Benl) A.R.Bean
Ptilotus capitatus,(F.Muell.) C.A.Gardner
Ptilotus carinatus,Benl
Ptilotus carlsonii,F.Muell.
Ptilotus chamaecladus,Diels
Ptilotus chippendalei,Benl
Ptilotus chortophytus,(Diels) Schinz
Ptilotus chrysocomus,R.W.Davis
Ptilotus clementii,(Farmar) Benl
Ptilotus clivicola,R.W.Davis & T.Hammer
Ptilotus comatus,Benl
Ptilotus conicus,R.Br.
Ptilotus corymbosus,R.Br.
Ptilotus crispus,Benl
Ptilotus crosslandii,(F.Muell.) Benl
Ptilotus daphne,Lally
Ptilotus decalvatus,Benl
Ptilotus decipiens,(Benth.) C.A.Gardner
Ptilotus declinatus,Nees
Ptilotus disparilis,Lally
Ptilotus dissitiflorus,(F.Muell.) F.Muell.
Ptilotus distans,(R.Br.) Poir.
Ptilotus divaricatus,(Gaudich.) F.Muell.
Ptilotus drummondii,(Moq.) F.Muell.
Ptilotus eriotrichus,(W.Fitzg. ex Ewart & Jean White) P.S.Short
Ptilotus erubescens,Schltdl.
Ptilotus esquamatus,(Benth.) F.Muell.
Ptilotus exiliflorus,R.W.Davis
Ptilotus extenuatus,Benl
Ptilotus falcatus,R.W.Davis & T.Hammer
Ptilotus fasciculatus,W.Fitzg.
Ptilotus fusiformis,(R.Br.) Poir.
Ptilotus gardneri,Benl
Ptilotus gaudichaudii,(Steud.) J.M.Black
Ptilotus giganteus,(A.Cunn. ex Moq.) R.W.Davis & R.Butcher
Ptilotus gomphrenoides,F.Muell. ex Benth.
Ptilotus grandiflorus,F.Muell.
Ptilotus halophilus,R.W.Davis
Ptilotus helichrysoides,(F.Muell.) F.Muell.
Ptilotus helipteroides,(F.Muell.) F.Muell.
Ptilotus holosericeus,(Moq.) F.Muell.
Ptilotus humilis,(Nees) F.Muell.
Ptilotus incanus,(R.Br.) Poir.
Ptilotus indivisus,Benl
Ptilotus johnstonianus,W.Fitzg.
Ptilotus kenneallyanus,Benl
Ptilotus lanatus,A.Cunn. ex Moq.
Ptilotus latifolius,R.Br.
Ptilotus lazaridis,Benl
Ptilotus leucocoma,(Moq.) F.Muell.
Ptilotus lophotrichus,Benl
Ptilotus luteolus,(Benl & H.Eichler) R.W.Davis
Ptilotus maconochiei,Benl
Ptilotus macrocephalus,(R.Br.) Poir.
Ptilotus manglesii,(Lindl.) F.Muell.
Ptilotus marduguru,Benl
Ptilotus mitchellii,Benl
Ptilotus mollis,Benl
Ptilotus murrayi,F.Muell.
Ptilotus nobilis,(Lindl.) F.Muell.
Ptilotus obovatus,(Gaudich.) F.Muell.
Ptilotus parvifolius,(F.Muell.) F.Muell.
Ptilotus pedleyanus,Benl & H.Eichler
Ptilotus petiolatus,Farmar
Ptilotus polakii,F.Muell.
Ptilotus polystachyus,(Gaudich.) F.Muell.
Ptilotus procumbens,Benl
Ptilotus propinquus,Lally
Ptilotus pseudohelipteroides,Benl
Ptilotus pyramidatus,(Moq.) F.Muell.
Ptilotus remotiflorus,Benl
Ptilotus rigidus,Lally
Ptilotus robynsianus,Benl
Ptilotus roei,(F.Muell. ex Benth.) F.Muell.
Ptilotus rotundatus,Benl
Ptilotus rotundifolius,(F.Muell.) F.Muell.
Ptilotus royceanus,Benl
Ptilotus schwartzii,(F.Muell.) Tate
Ptilotus seminudus,(J.M.Black) J.M.Black
Ptilotus senarius,A.R.Bean
Ptilotus sericostachyus,(Nees) F.Muell.
Ptilotus sessilifolius,(Lindl.) Benl
Ptilotus spathulatus,(R.Br.) Poir.
Ptilotus sp. Beaufort River (G.J.Keighery 16554),WA Herbarium
Ptilotus sp. Edaggee Station (T.E.H.Aplin 3208),WA Herbarium
Ptilotus sp. Goldfields (R.Davis 10796),WA Herbarium
Ptilotus spicatus,F.Muell. ex Benth.
Ptilotus sp. Kennedy Range (A.P.Brown 4276),WA Herbarium
Ptilotus sp. Mt Narryer (A.S.George 17484),WA Herbarium
Ptilotus sp. Northampton (R.Davis 10952),WA Herbarium
Ptilotus sp. Porongurup (R.Davis 10805),WA Herbarium
Ptilotus sp. Sandstone (J.Russell-Smith 1071),NT Herbarium
Ptilotus stipitatus,Benl
Ptilotus stirlingii,(Lindl.) F.Muell.
Ptilotus subspinescens,R.W.Davis
Ptilotus symonii,Benl
Ptilotus tetrandrus,Benl
Ptilotus trichocephalus,Benl
Ptilotus villosiflorus,F.Muell.
Ptilotus whitei,(J.M.Black) Lally
Ptilotus wilsonii,Benl
Pupalia lappacea,(L.) A.Juss.
Pupalia micrantha,Hauman
Surreya diandra,(R.Br.) R.Masson & G.Kadereit
Surreya mesembryanthema,(F.Muell.) R.Masson & G.Kadereit
Balanophora abbreviata,Blume
Balanophora fungosa,J.R.Forst. & G.Forst.
Anredera cordifolia,(Ten.) Steenis
Basella alba,L.
Acanthocereus tetragonus,(L.) Hummelinck
Austrocylindropuntia cylindrica,(Lam.) Backeb.
Austrocylindropuntia subulata,(Muehlenpf.) Backeb.
Cereus uruguayanus,R.Kiesling
Cylindropuntia fulgida,(Engelm.) F.M.Knuth
Cylindropuntia imbricata,(Haw.) F.M.Knuth
Cylindropuntia kleiniae,(DC.) F.M.Knuth
Cylindropuntia leptocaulis,(DC.) F.M.Knuth
Cylindropuntia pallida,(Rose) F.M.Knuth
Cylindropuntia prolifera,(Engelm.) F.M.Knuth
Cylindropuntia spinosior,(Engelm.) F.M.Knuth
Cylindropuntia tunicata,(Lehm.) F.M.Knuth
Echinopsis oxygona,(Link) Zucc. ex Pfeiff.
Epiphyllum phyllanthus,(L.) Haw.
Harrisia martinii,(Labour.) Britton
Harrisia regelii,(Weing.) Borg
Harrisia tortuosa,(J.Forbes ex Otto & A.Dietr.) Britton & Rose
Hylocereus undatus,(Haw.) Britton & Rose
Opuntia aurantiaca,Lindl.
Opuntia dejecta,Salm-Dyck
Opuntia dillenii,(Ker Gawl.) Haw.
Opuntia elata,Link & Otto ex Salm-Dyck
Opuntia elatior,Mill.
Opuntia engelmannii,Salm-Dyck ex Engelm.
Opuntia ficus-indica,(L.) Mill.
Opuntia humifusa,(Raf.) Raf.
Opuntia leucotricha,DC.
Opuntia linguiformis,Griffiths
Opuntia microdasys,(Lehm.) Pfeiff.
Opuntia monacantha,Haw.
Opuntia polyacantha,Haw.
Opuntia puberula,Pfeiff.
Opuntia robusta,J.C.Wendl. ex Pfeiff.
Opuntia schickendantzii,F.A.C.Weber
Opuntia sp. Schrank (C.Schrank s.n. AD98351226),SA Herbarium
Opuntia streptacantha,Lem.
Opuntia stricta,(Haw.) Haw.
Opuntia sulphurea,Gillies ex Salm-Dyck
Opuntia tomentosa,Salm-Dyck
Peniocereus serpentinus,(Lag. & Rodr.) N.P.Taylor
Pereskia aculeata,Mill.
Selenicereus macdonaldiae,(Hook.) Britton & Rose
Agrostemma githago,L.
Arenaria leptoclados,(Rchb.) Guss.
Arenaria serpyllifolia,L.
Cerastium balearicum,F.Herm.
Cerastium comatum,Desv.
Cerastium diffusum,Pers.
Cerastium fontanum,Baumg.
Cerastium glomeratum,Thuill.
Cerastium pumilum,Curtis
Cerastium semidecandrum,L.
Cerastium vulgare,Hartm.
Colobanthus affinis,(Hook.) Hook.f.
Colobanthus apetalus,(Labill.) Druce
Colobanthus curtisiae,J.G.West
Colobanthus kerguelensis,Hook.f.
Colobanthus muscoides,Hook.f.
Colobanthus nivicola,M.Gray
Colobanthus pulvinatus,F.Muell.
Colobanthus sp. Boiler Rocks (R.D.Seppelt 12528),Australian National Herbarium
Colobanthus sp. Interlaken (J.G.West 4802),Australian National Herbarium
Colobanthus sp. Macquarie Island (R.D.Seppelt 12156),Australian National Herbarium
Corrigiola litoralis,L.
Dianthus armeria,L.
Dianthus barbatus,L.
Drymaria cordata,(L.) Willd. ex Schult.
Gypsophila paniculata,L.
Gypsophila tubulosa,(Jaub. & Spach) Boiss.
Herniaria cinerea,DC.
Holosteum umbellatum,L.
Illecebrum verticillatum,L.
Minuartia mediterranea,(Ledeb. ex Link) K.Maly
Moenchia erecta,"(L.) G.Gaertn., B.Mey. & Scherb."
Paronychia argentea,Lam.
Paronychia brasiliana,DC.
Paronychia franciscana,Eastw.
Petrorhagia dubia,(Raf.) G.Lopez & Romo
Petrorhagia nanteuilii,(Burnat) P.W.Ball & Heywood
Polycarpaea arida,Pedley
Polycarpaea breviflora,F.Muell.
Polycarpaea corymbosa,(L.) Lam.
Polycarpaea holtzei,Maiden & Betche
Polycarpaea incana,Cowie
Polycarpaea involucrata,F.Muell.
Polycarpaea longiflora,F.Muell.
Polycarpaea microceps,Cowie
Polycarpaea multicaulis,Cowie
