taxon_name,trait_name,value_type,value,unit,observation_id,original_name,authors
Epilobium pallidiflorum,leaf_length,minimum,30,mm,0907,Epilobium pallidiflorum,"Citation: Sol. ex Cunn., Ann. Nat. Hist. 3:34 (1839)."
Epilobium pallidiflorum,leaf_length,maximum,70,mm,0907,Epilobium pallidiflorum,"Citation: Sol. ex Cunn., Ann. Nat. Hist. 3:34 (1839)."
Epilobium pallidiflorum,leaf_width,minimum,4,mm,0907,Epilobium pallidiflorum,"Citation: Sol. ex Cunn., Ann. Nat. Hist. 3:34 (1839)."
Epilobium pallidiflorum,leaf_width,maximum,10,mm,0907,Epilobium pallidiflorum,"Citation: Sol. ex Cunn., Ann. Nat. Hist. 3:34 (1839)."
Eragrostis barrelieri,leaf_width,maximum,4.5,mm,0909,Eragrostis barrelieri,"Citation: Daveau, J. Bot., Paris 8:289 (1894)."
Eragrostis basedowii,leaf_length,minimum,30,mm,0910,Eragrostis basedowii,"Citation: Jedwabn., Bot. Archiv. 4:328 (1923)."
Eragrostis basedowii,leaf_length,maximum,100,mm,0910,Eragrostis basedowii,"Citation: Jedwabn., Bot. Archiv. 4:328 (1923)."
Eragrostis basedowii,leaf_width,minimum,2,mm,0910,Eragrostis basedowii,"Citation: Jedwabn., Bot. Archiv. 4:328 (1923)."
Eragrostis basedowii,leaf_width,maximum,3.5,mm,0910,Eragrostis basedowii,"Citation: Jedwabn., Bot. Archiv. 4:328 (1923)."
Eragrostis cilianensis,leaf_length,maximum,200,mm,0912,Eragrostis cilianensis,"Citation: Vign. ex Janchen, Mitt. Naturw. Ver. Univ. Wien 5, 9:110 (1907)."
Eragrostis cilianensis,leaf_width,minimum,4,mm,0912,Eragrostis cilianensis,"Citation: Vign. ex Janchen, Mitt. Naturw. Ver. Univ. Wien 5, 9:110 (1907)."
Eragrostis cilianensis,leaf_width,maximum,8,mm,0912,Eragrostis cilianensis,"Citation: Vign. ex Janchen, Mitt. Naturw. Ver. Univ. Wien 5, 9:110 (1907)."
Eragrostis confertiflora,leaf_width,maximum,3.3,mm,0913,Eragrostis confertiflora,"Citation:  J. Black, Trans. R. Soc. S. Aust. 55:136 (1931)."
Eragrostis curvula,leaf_length,maximum,300,mm,0914,Eragrostis curvula,"Citation:  Nees, Fl. Afr. Austr. 1:397 (1841)."
Eragrostis curvula,leaf_width,maximum,3,mm,0914,Eragrostis curvula,"Citation:  Nees, Fl. Afr. Austr. 1:397 (1841)."
Eragrostis dielsii,leaf_width,maximum,3.5,mm,0915,Eragrostis dielsii,"Citation: Pilger in Diels & E. Pritzel, Bot. Jb. 35:76 (1904) var. dielsii."
Eragrostis elongata,leaf_length,minimum,100,mm,0916,Eragrostis elongata,"Citation:  Jacq.f., Eclog. Gram. far. 1:3 (1813)."
Eragrostis elongata,leaf_length,maximum,210,mm,0916,Eragrostis elongata,"Citation:  Jacq.f., Eclog. Gram. far. 1:3 (1813)."
Eragrostis elongata,leaf_width,minimum,2,mm,0916,Eragrostis elongata,"Citation:  Jacq.f., Eclog. Gram. far. 1:3 (1813)."
Eragrostis elongata,leaf_width,maximum,4,mm,0916,Eragrostis elongata,"Citation:  Jacq.f., Eclog. Gram. far. 1:3 (1813)."
Eragrostis kennedyae,leaf_width,maximum,2.3,mm,0920,Eragrostis kennedyae,"Citation: Turner, Proc. Linn. Soc. N.S.W., set. 2, 8:535 (1894)."
Eragrostis laniflora,leaf_width,maximum,3,mm,0922,Eragrostis laniflora,"Citation: Benth., Fl. Aust. 7:648 (1878)."
Eragrostis lanipes,leaf_width,maximum,2.5,mm,0923,Eragrostis lanipes,"Citation: C.E. Hubb., Kew Bull. 1934:449 (1934)."
Eragrostis leptocarpa,leaf_width,maximum,3.8,mm,0924,Eragrostis leptocarpa,"Citation: Benth., Fl. Aust. 7:644 (1878)."
Eragrostis mexicana,leaf_width,maximum,5.5,mm,0925,Eragrostis mexicana,"Citation: Link, Hort. bot. Berol. 1:190 (1827)."
Eragrostis minor,leaf_length,maximum,120,mm,0926,Eragrostis minor,"Citation: Host, Gram. Aust. 4:15 (1809)."
Eragrostis minor,leaf_width,maximum,6,mm,0926,Eragrostis minor,"Citation: Host, Gram. Aust. 4:15 (1809)."
Eragrostis parviflora,leaf_width,maximum,4.5,mm,0927,Eragrostis parviflora,"Citation:  Trin., M m. Acad. Sci. St Petersb. s r. 6, Sci. math. phys. & nat. 1:411 (1831)."
Eragrostis pergracilis,leaf_width,maximum,1.5,mm,0928,Eragrostis pergracilis,"Citation: S.T. Blake, Proc. Roy. Soc. Qld 59, 7:154 (1948)."
Eragrostis superba,leaf_length,maximum,270,mm,0931,Eragrostis superba,"Citation: Peyr., Sber. Acad. Wien Math. Nat. 38:584 (1860)."
Eragrostis superba,leaf_width,maximum,6,mm,0931,Eragrostis superba,"Citation: Peyr., Sber. Acad. Wien Math. Nat. 38:584 (1860)."
Croton setiger,leaf_length,minimum,10,mm,0934,Eremocarpus setigerus,NA
Croton setiger,leaf_length,maximum,50,mm,0934,Eremocarpus setigerus,NA
Croton setiger,plant_height,maximum,0.2,m,0934,Eremocarpus setigerus,NA
Citrus glauca,leaf_length,minimum,10,mm,0935,Eremocitrus glauca,NA
Citrus glauca,leaf_length,maximum,50,mm,0935,Eremocitrus glauca,NA
Citrus glauca,leaf_width,minimum,4,mm,0935,Eremocitrus glauca,NA
Citrus glauca,leaf_width,maximum,12,mm,0935,Eremocitrus glauca,NA
Eremophila barbata,leaf_length,minimum,5,mm,0938,Eremophila barbata,"Citation: Chinn., J. Adelaide Bot. Gard. 7:311 (1985)."
Eremophila barbata,leaf_length,maximum,10,mm,0938,Eremophila barbata,"Citation: Chinn., J. Adelaide Bot. Gard. 7:311 (1985)."
Eremophila barbata,leaf_width,minimum,3,mm,0938,Eremophila barbata,"Citation: Chinn., J. Adelaide Bot. Gard. 7:311 (1985)."
Eremophila barbata,leaf_width,maximum,7.5,mm,0938,Eremophila barbata,"Citation: Chinn., J. Adelaide Bot. Gard. 7:311 (1985)."
Eremophila bignoniiflora,leaf_length,minimum,68,mm,0941,Eremophila bignoniiflora,"Citation: F. Muell., Rep. Babbage Exped. 17 (1859)."
Eremophila bignoniiflora,leaf_length,maximum,200,mm,0941,Eremophila bignoniiflora,"Citation: F. Muell., Rep. Babbage Exped. 17 (1859)."
Eremophila bignoniiflora,leaf_width,minimum,4.5,mm,0941,Eremophila bignoniiflora,"Citation: F. Muell., Rep. Babbage Exped. 17 (1859)."
Eremophila bignoniiflora,leaf_width,maximum,14,mm,0941,Eremophila bignoniiflora,"Citation: F. Muell., Rep. Babbage Exped. 17 (1859)."
Eremophila crassifolia,plant_height,maximum,1,m,0942,Eremophila crassifolia,"Citation: F. Muell., Pap. R. Soc. Tasm. 3:297 (1859)."
Eremophila dalyana,leaf_length,minimum,10,mm,0943,Eremophila dalyana,"Citation: F. Muell., Fragm. Phyt. Aust. 5:22 (1865)."
Eremophila dalyana,leaf_length,maximum,70,mm,0943,Eremophila dalyana,"Citation: F. Muell., Fragm. Phyt. Aust. 5:22 (1865)."
Eremophila dalyana,leaf_width,minimum,0.6,mm,0943,Eremophila dalyana,"Citation: F. Muell., Fragm. Phyt. Aust. 5:22 (1865)."
Eremophila dalyana,leaf_width,maximum,1.2,mm,0943,Eremophila dalyana,"Citation: F. Muell., Fragm. Phyt. Aust. 5:22 (1865)."
Eremophila decipiens,leaf_length,minimum,12,mm,0944,Eremophila decipiens,"Citation: Ostenfi, Biol. Meddel. Kongel. Danske Vidensk. Selsk. 3, 2:120 (1921)."
Eremophila decipiens,leaf_length,maximum,50,mm,0944,Eremophila decipiens,"Citation: Ostenfi, Biol. Meddel. Kongel. Danske Vidensk. Selsk. 3, 2:120 (1921)."
Eremophila decipiens,leaf_width,minimum,2.5,mm,0944,Eremophila decipiens,"Citation: Ostenfi, Biol. Meddel. Kongel. Danske Vidensk. Selsk. 3, 2:120 (1921)."
Eremophila decipiens,leaf_width,maximum,10,mm,0944,Eremophila decipiens,"Citation: Ostenfi, Biol. Meddel. Kongel. Danske Vidensk. Selsk. 3, 2:120 (1921)."
Eremophila duttonii,leaf_length,minimum,16,mm,0948,Eremophila duttonii,"Citation: F. Muell., Rep. Babbage Exped. 16 (1858)."
Eremophila duttonii,leaf_length,maximum,48,mm,0948,Eremophila duttonii,"Citation: F. Muell., Rep. Babbage Exped. 16 (1858)."
Eremophila duttonii,leaf_width,minimum,2.5,mm,0948,Eremophila duttonii,"Citation: F. Muell., Rep. Babbage Exped. 16 (1858)."
Eremophila duttonii,leaf_width,maximum,8,mm,0948,Eremophila duttonii,"Citation: F. Muell., Rep. Babbage Exped. 16 (1858)."
Eremophila freelingii,leaf_length,minimum,27,mm,0951,Eremophila freelingii,"Citation: F. Muell., Pap. R. Soc. Tasm. 3:295 (1859)."
Eremophila freelingii,leaf_length,maximum,86,mm,0951,Eremophila freelingii,"Citation: F. Muell., Pap. R. Soc. Tasm. 3:295 (1859)."
Eremophila freelingii,leaf_width,minimum,4,mm,0951,Eremophila freelingii,"Citation: F. Muell., Pap. R. Soc. Tasm. 3:295 (1859)."
Eremophila freelingii,leaf_width,maximum,12.5,mm,0951,Eremophila freelingii,"Citation: F. Muell., Pap. R. Soc. Tasm. 3:295 (1859)."
Eremophila hillii,leaf_length,minimum,5.5,mm,0956,Eremophila hillii,"Citation: E. Shaw, Trans. R. Soc. S. Aust. 91:111 (1967)."
Eremophila hillii,leaf_length,maximum,20,mm,0956,Eremophila hillii,"Citation: E. Shaw, Trans. R. Soc. S. Aust. 91:111 (1967)."
Eremophila hillii,leaf_width,minimum,3.5,mm,0956,Eremophila hillii,"Citation: E. Shaw, Trans. R. Soc. S. Aust. 91:111 (1967)."
Eremophila hillii,leaf_width,maximum,10,mm,0956,Eremophila hillii,"Citation: E. Shaw, Trans. R. Soc. S. Aust. 91:111 (1967)."
Eremophila interstans,leaf_length,minimum,4,mm,0957,Eremophila interstans,"Citation: Diels, Bot. Jb. 35:540 (1905)."
Eremophila interstans,leaf_length,maximum,33,mm,0957,Eremophila interstans,"Citation: Diels, Bot. Jb. 35:540 (1905)."
Eremophila interstans,leaf_width,minimum,0.5,mm,0957,Eremophila interstans,"Citation: Diels, Bot. Jb. 35:540 (1905)."
Eremophila interstans,leaf_width,maximum,1.2,mm,0957,Eremophila interstans,"Citation: Diels, Bot. Jb. 35:540 (1905)."
Eremophila macgillivrayi,leaf_length,minimum,28,mm,0961,Eremophila macgillivrayi,"Citation: J. Black, Proc. R.Soc. S. Aust. 50:286 (1926)."
Eremophila macgillivrayi,leaf_length,maximum,55,mm,0961,Eremophila macgillivrayi,"Citation: J. Black, Proc. R.Soc. S. Aust. 50:286 (1926)."
Eremophila macgillivrayi,leaf_width,minimum,3.5,mm,0961,Eremophila macgillivrayi,"Citation: J. Black, Proc. R.Soc. S. Aust. 50:286 (1926)."
Eremophila macgillivrayi,leaf_width,maximum,6.1,mm,0961,Eremophila macgillivrayi,"Citation: J. Black, Proc. R.Soc. S. Aust. 50:286 (1926)."
Eremophila obovata,leaf_length,minimum,4,mm,0964,Eremophila obovata,"Citation: L.S. Smith, Proc. R.Soc. Qld 67:33 (1956) var. obovata."
Eremophila obovata,leaf_length,maximum,14.5,mm,0964,Eremophila obovata,"Citation: L.S. Smith, Proc. R.Soc. Qld 67:33 (1956) var. obovata."
Eremophila obovata,leaf_width,minimum,2.6,mm,0964,Eremophila obovata,"Citation: L.S. Smith, Proc. R.Soc. Qld 67:33 (1956) var. obovata."
Eremophila obovata,leaf_width,maximum,11.2,mm,0964,Eremophila obovata,"Citation: L.S. Smith, Proc. R.Soc. Qld 67:33 (1956) var. obovata."
Eremophila oppositifolia subsp. angustifolia,leaf_length,minimum,24,mm,0966,Eremophila oppositifolia ssp. angustifolia,NA
Eremophila oppositifolia subsp. angustifolia,leaf_length,maximum,70,mm,0966,Eremophila oppositifolia ssp. angustifolia,NA
Eremophila oppositifolia subsp. angustifolia,leaf_width,minimum,0.7,mm,0966,Eremophila oppositifolia ssp. angustifolia,NA
Eremophila oppositifolia subsp. angustifolia,leaf_width,maximum,1.3,mm,0966,Eremophila oppositifolia ssp. angustifolia,NA
Eremophila paisleyi,leaf_length,minimum,14.5,mm,0968,Eremophila paisleyi,"Citation: F. Muell., Rep. Babbage Exped. 17 (1859)."
Eremophila paisleyi,leaf_length,maximum,72,mm,0968,Eremophila paisleyi,"Citation: F. Muell., Rep. Babbage Exped. 17 (1859)."
Eremophila paisleyi,leaf_width,minimum,0.9,mm,0968,Eremophila paisleyi,"Citation: F. Muell., Rep. Babbage Exped. 17 (1859)."
Eremophila paisleyi,leaf_width,maximum,8.5,mm,0968,Eremophila paisleyi,"Citation: F. Muell., Rep. Babbage Exped. 17 (1859)."
Eremophila parvifolia,leaf_length,minimum,1,mm,0969,Eremophila parvifolia,"Citation: J. Black, Trans. R. Soc. S. Aust. 52:227 (1928)."
Eremophila parvifolia,leaf_length,maximum,6.5,mm,0969,Eremophila parvifolia,"Citation: J. Black, Trans. R. Soc. S. Aust. 52:227 (1928)."
Eremophila parvifolia,leaf_width,minimum,0.7,mm,0969,Eremophila parvifolia,"Citation: J. Black, Trans. R. Soc. S. Aust. 52:227 (1928)."
Eremophila parvifolia,leaf_width,maximum,3,mm,0969,Eremophila parvifolia,"Citation: J. Black, Trans. R. Soc. S. Aust. 52:227 (1928)."
Eremophila platythamnos,leaf_length,minimum,5.5,mm,0970,Eremophila platythamnos,"Citation: Diels, Bot. Jb. 35:539 (1905)."
Eremophila platythamnos,leaf_length,maximum,16,mm,0970,Eremophila platythamnos,"Citation: Diels, Bot. Jb. 35:539 (1905)."
Eremophila platythamnos,leaf_width,minimum,2.5,mm,0970,Eremophila platythamnos,"Citation: Diels, Bot. Jb. 35:539 (1905)."
Eremophila platythamnos,leaf_width,maximum,8.5,mm,0970,Eremophila platythamnos,"Citation: Diels, Bot. Jb. 35:539 (1905)."
Eremophila polyclada,leaf_length,minimum,15,mm,0971,Eremophila polyclada,"Citation: F. Muell., Pap. R. Soc. Tasm. 3:294 (1860)."
Eremophila polyclada,leaf_length,maximum,80,mm,0971,Eremophila polyclada,"Citation: F. Muell., Pap. R. Soc. Tasm. 3:294 (1860)."
Eremophila polyclada,leaf_width,minimum,1,mm,0971,Eremophila polyclada,"Citation: F. Muell., Pap. R. Soc. Tasm. 3:294 (1860)."
Eremophila polyclada,leaf_width,maximum,3.5,mm,0971,Eremophila polyclada,"Citation: F. Muell., Pap. R. Soc. Tasm. 3:294 (1860)."
Eremophila rotundifolia,leaf_length,minimum,7.5,mm,0972,Eremophila rotundifolia,"Citation: F. Muell., Fragm. Phyt. Aust. 1:207 (1859)."
Eremophila rotundifolia,leaf_length,maximum,19,mm,0972,Eremophila rotundifolia,"Citation: F. Muell., Fragm. Phyt. Aust. 1:207 (1859)."
Eremophila rotundifolia,leaf_width,minimum,7.5,mm,0972,Eremophila rotundifolia,"Citation: F. Muell., Fragm. Phyt. Aust. 1:207 (1859)."
Eremophila rotundifolia,leaf_width,maximum,16,mm,0972,Eremophila rotundifolia,"Citation: F. Muell., Fragm. Phyt. Aust. 1:207 (1859)."
Eremophila santalina,leaf_length,minimum,25.5,mm,0973,Eremophila santalina,Citation: Rocky situations throughout the Flinders Ranges.
Eremophila santalina,leaf_length,maximum,94.5,mm,0973,Eremophila santalina,Citation: Rocky situations throughout the Flinders Ranges.
Eremophila santalina,leaf_width,minimum,2,mm,0973,Eremophila santalina,Citation: Rocky situations throughout the Flinders Ranges.
Eremophila santalina,leaf_width,maximum,11.5,mm,0973,Eremophila santalina,Citation: Rocky situations throughout the Flinders Ranges.
Eremophila scoparia,leaf_length,minimum,6,mm,0974,Eremophila scoparia,"Citation: F. Muell., Pap. R. Soc. Tasm. 3:296 (1860)."
Eremophila scoparia,leaf_length,maximum,29,mm,0974,Eremophila scoparia,"Citation: F. Muell., Pap. R. Soc. Tasm. 3:296 (1860)."
Eremophila scoparia,leaf_width,minimum,0.8,mm,0974,Eremophila scoparia,"Citation: F. Muell., Pap. R. Soc. Tasm. 3:296 (1860)."
Eremophila scoparia,leaf_width,maximum,2.4,mm,0974,Eremophila scoparia,"Citation: F. Muell., Pap. R. Soc. Tasm. 3:296 (1860)."
Eremophila sturtii,leaf_length,minimum,10,mm,0976,Eremophila sturtii,"Citation: R. Br. in Sturt, Exped. Cent. Aust. Bot. App. 85 (1849)."
Eremophila sturtii,leaf_length,maximum,52,mm,0976,Eremophila sturtii,"Citation: R. Br. in Sturt, Exped. Cent. Aust. Bot. App. 85 (1849)."
Eremophila sturtii,leaf_width,minimum,0.5,mm,0976,Eremophila sturtii,"Citation: R. Br. in Sturt, Exped. Cent. Aust. Bot. App. 85 (1849)."
Eremophila sturtii,leaf_width,maximum,3,mm,0976,Eremophila sturtii,"Citation: R. Br. in Sturt, Exped. Cent. Aust. Bot. App. 85 (1849)."
Eremophila verrucosa,leaf_length,minimum,5,mm,0978,Eremophila verrucosa,"Citation: Chinn., J. Adelaide Bot. Gard. 1:255 (1979)."
Eremophila verrucosa,leaf_length,maximum,16,mm,0978,Eremophila verrucosa,"Citation: Chinn., J. Adelaide Bot. Gard. 1:255 (1979)."
Eremophila verrucosa,leaf_width,minimum,1.4,mm,0978,Eremophila verrucosa,"Citation: Chinn., J. Adelaide Bot. Gard. 1:255 (1979)."
Eremophila verrucosa,leaf_width,maximum,2.2,mm,0978,Eremophila verrucosa,"Citation: Chinn., J. Adelaide Bot. Gard. 1:255 (1979)."
Eremophila weldii,leaf_length,minimum,2.5,mm,0979,Eremophila weldii,"Citation: F. Muell., Fragm. Phyt. Aust. 7:109 (1870)."
Eremophila weldii,leaf_length,maximum,12.5,mm,0979,Eremophila weldii,"Citation: F. Muell., Fragm. Phyt. Aust. 7:109 (1870)."
Eremophila weldii,leaf_width,minimum,1.5,mm,0979,Eremophila weldii,"Citation: F. Muell., Fragm. Phyt. Aust. 7:109 (1870)."
Eremophila weldii,leaf_width,maximum,3.5,mm,0979,Eremophila weldii,"Citation: F. Muell., Fragm. Phyt. Aust. 7:109 (1870)."
Eriachne aristidea,plant_height,maximum,0.4,m,0981,Eriachne aristidea,"Citation: F. Muell., Fragm. Phyt. Aust. 5:205 (1866)."
Eriachne mucronata,plant_height,maximum,0.45,m,0983,Eriachne mucronata,"Citation: R. Br., Prod. Fl. Nov. Holl. 184 (1810)."
Eriochloa australiensis,plant_height,maximum,0.7,m,0993,Eriochloa australiensis,"Citation: Stapf ex Thell., Vjshr. naturf. Gesch. Z?rich 64:697 (1919)."
Eriochloa crebra,plant_height,maximum,1,m,0994,Eriochloa crebra,"Citation: S.T. Blake, Proc. R.Soc. QM 59:156 (1948)."
Eriochloa pseudoacrotricha,plant_height,maximum,0.6,m,0995,Eriochloa pseudoacrotricha,"Citation:  J. Black, Fl. S. Aust. 68 (1943)."
Philotheca pungens,leaf_length,minimum,4,mm,0997,Eriostemon pungens,NA
Philotheca pungens,leaf_length,maximum,15,mm,0997,Eriostemon pungens,NA
Philotheca pungens,leaf_width,maximum,2,mm,0997,Eriostemon pungens,NA
Erythrina vespertilio,leaf_length,minimum,20,mm,1016,Erythrina vespertilio,"Citation: Benth. in T.L. Mitchell, J. Trop. Austral. 218 (1848)."
Erythrina vespertilio,leaf_length,maximum,60,mm,1016,Erythrina vespertilio,"Citation: Benth. in T.L. Mitchell, J. Trop. Austral. 218 (1848)."
Erythrina vespertilio,leaf_width,minimum,4,mm,1016,Erythrina vespertilio,"Citation: Benth. in T.L. Mitchell, J. Trop. Austral. 218 (1848)."
Erythrina vespertilio,leaf_width,maximum,12,mm,1016,Erythrina vespertilio,"Citation: Benth. in T.L. Mitchell, J. Trop. Austral. 218 (1848)."
Eschscholzia californica,leaf_length,minimum,30,mm,1017,Eschscholzia californica,"Citation: Cham. in Nets, Hor. Phys. Ber. 73, pl. 15 (1820)."
Eschscholzia californica,leaf_length,maximum,150,mm,1017,Eschscholzia californica,"Citation: Cham. in Nets, Hor. Phys. Ber. 73, pl. 15 (1820)."
Eucalyptus behriana,leaf_length,minimum,70,mm,1020,Eucalyptus behriana,"Citation: F. Muell., J. Trans. Vict. Inst. 1:34 (1855)."
Eucalyptus behriana,leaf_length,maximum,120,mm,1020,Eucalyptus behriana,"Citation: F. Muell., J. Trans. Vict. Inst. 1:34 (1855)."
Eucalyptus behriana,leaf_width,minimum,25,mm,1020,Eucalyptus behriana,"Citation: F. Muell., J. Trans. Vict. Inst. 1:34 (1855)."
Eucalyptus behriana,leaf_width,maximum,55,mm,1020,Eucalyptus behriana,"Citation: F. Muell., J. Trans. Vict. Inst. 1:34 (1855)."
Eucalyptus brachycalyx,leaf_length,minimum,50,mm,1021,Eucalyptus brachycalyx,"Citation: Blakely, Key Eucalypts 119 (1934)."
Eucalyptus brachycalyx,leaf_length,maximum,100,mm,1021,Eucalyptus brachycalyx,"Citation: Blakely, Key Eucalypts 119 (1934)."
Eucalyptus brachycalyx,leaf_width,minimum,7,mm,1021,Eucalyptus brachycalyx,"Citation: Blakely, Key Eucalypts 119 (1934)."
Eucalyptus brachycalyx,leaf_width,maximum,15,mm,1021,Eucalyptus brachycalyx,"Citation: Blakely, Key Eucalypts 119 (1934)."
Eucalyptus burracoppinensis,leaf_length,minimum,80,mm,1022,Eucalyptus burracoppinensis,NA
Eucalyptus burracoppinensis,leaf_length,maximum,120,mm,1022,Eucalyptus burracoppinensis,NA
Eucalyptus burracoppinensis,leaf_width,minimum,10,mm,1022,Eucalyptus burracoppinensis,NA
Eucalyptus burracoppinensis,leaf_width,maximum,30,mm,1022,Eucalyptus burracoppinensis,NA
Eucalyptus burracoppinensis,plant_height,maximum,6,m,1022,Eucalyptus burracoppinensis,NA
Eucalyptus calcareana,leaf_length,minimum,90,mm,1023,Eucalyptus calcareana,"Citation: Boomsma, J. Adelaide Bot. Gard. 1:361 (1979)."
Eucalyptus calcareana,leaf_length,maximum,120,mm,1023,Eucalyptus calcareana,"Citation: Boomsma, J. Adelaide Bot. Gard. 1:361 (1979)."
Eucalyptus calcareana,leaf_width,minimum,14,mm,1023,Eucalyptus calcareana,"Citation: Boomsma, J. Adelaide Bot. Gard. 1:361 (1979)."
Eucalyptus calcareana,leaf_width,maximum,20,mm,1023,Eucalyptus calcareana,"Citation: Boomsma, J. Adelaide Bot. Gard. 1:361 (1979)."
Eucalyptus calycogona,leaf_length,minimum,50,mm,1024,Eucalyptus calycogona,"Citation: Turcz., Bull. Phys. Math. Acad. Petersb. 10:338 (1852)."
Eucalyptus calycogona,leaf_length,maximum,100,mm,1024,Eucalyptus calycogona,"Citation: Turcz., Bull. Phys. Math. Acad. Petersb. 10:338 (1852)."
Eucalyptus calycogona,leaf_width,minimum,7,mm,1024,Eucalyptus calycogona,"Citation: Turcz., Bull. Phys. Math. Acad. Petersb. 10:338 (1852)."
Eucalyptus calycogona,leaf_width,maximum,20,mm,1024,Eucalyptus calycogona,"Citation: Turcz., Bull. Phys. Math. Acad. Petersb. 10:338 (1852)."
Eucalyptus cneorifolia,leaf_length,minimum,50,mm,1025,Eucalyptus cneorifolia,"Citation: DC., Prod. 3:220 (1828)."
Eucalyptus cneorifolia,leaf_length,maximum,100,mm,1025,Eucalyptus cneorifolia,"Citation: DC., Prod. 3:220 (1828)."
Eucalyptus cneorifolia,leaf_width,minimum,6,mm,1025,Eucalyptus cneorifolia,"Citation: DC., Prod. 3:220 (1828)."
Eucalyptus cneorifolia,leaf_width,maximum,10,mm,1025,Eucalyptus cneorifolia,"Citation: DC., Prod. 3:220 (1828)."
Eucalyptus diversifolia,leaf_length,minimum,60,mm,1030,Eucalyptus diversifolia,"Citation: Bonpl., Descr. pl. Malm. 3:35 (1814)."
Eucalyptus diversifolia,leaf_length,maximum,100,mm,1030,Eucalyptus diversifolia,"Citation: Bonpl., Descr. pl. Malm. 3:35 (1814)."
Eucalyptus diversifolia,leaf_width,minimum,15,mm,1030,Eucalyptus diversifolia,"Citation: Bonpl., Descr. pl. Malm. 3:35 (1814)."
Eucalyptus diversifolia,leaf_width,maximum,20,mm,1030,Eucalyptus diversifolia,"Citation: Bonpl., Descr. pl. Malm. 3:35 (1814)."
Eucalyptus eremicola,leaf_length,minimum,60,mm,1032,Eucalyptus eremicola,"Citation: Boomsma, S. Aust. Field Nat. 50:28 (1975)."
Eucalyptus eremicola,leaf_length,maximum,80,mm,1032,Eucalyptus eremicola,"Citation: Boomsma, S. Aust. Field Nat. 50:28 (1975)."
Eucalyptus eremicola,leaf_width,minimum,7,mm,1032,Eucalyptus eremicola,"Citation: Boomsma, S. Aust. Field Nat. 50:28 (1975)."
Eucalyptus eremicola,leaf_width,maximum,12,mm,1032,Eucalyptus eremicola,"Citation: Boomsma, S. Aust. Field Nat. 50:28 (1975)."
Eucalyptus ewartiana,leaf_length,minimum,50,mm,1033,Eucalyptus ewartiana,"Citation: Maiden, J. R. Soc. N.S.W. 53:111 (1919)."
