Family,taxa,presowtreat,germmedium,germcond,germnotes,refdesc,germination_percent,seeds_sown,germination_treatment
COMPOSITAE,Olearia iodochroa,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 42 days,NA,"RBG Kew, Wakehurst Place.",92,13,NA
COMPOSITAE,Olearia lanuginosa,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 105 days,NA,"RBG Kew, Wakehurst Place.",58,12,NA
COMPOSITAE,Olearia lirata,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",89,19,NA
COMPOSITAE,Olearia lirata,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",95,19,NA
COMPOSITAE,Olearia magniflora,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,NA,"RBG Kew, Wakehurst Place.",100,12,NA
COMPOSITAE,Olearia minor,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 56 days,NA,"RBG Kew, Wakehurst Place.",84,19,NA
COMPOSITAE,Olearia minor,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",95,19,NA
COMPOSITAE,Olearia minor,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",95,20,NA
COMPOSITAE,Olearia muelleri,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,NA,"RBG Kew, Wakehurst Place.",100,14,NA
COMPOSITAE,Olearia muelleri,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,NA,"RBG Kew, Wakehurst Place.",100,15,NA
COMPOSITAE,Olearia muelleri,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 63 days,NA,"RBG Kew, Wakehurst Place.",100,19,NA
COMPOSITAE,Olearia muelleri,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,NA,"RBG Kew, Wakehurst Place.",100,20,NA
COMPOSITAE,Olearia muelleri,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",78,18,NA
COMPOSITAE,Olearia muelleri,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 42 days,NA,"RBG Kew, Wakehurst Place.",78,18,NA
COMPOSITAE,Olearia muelleri,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",86,14,NA
COMPOSITAE,Olearia muelleri,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 35 days,NA,"RBG Kew, Wakehurst Place.",94,16,NA
COMPOSITAE,Olearia muelleri,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",95,19,NA
COMPOSITAE,Olearia pannosa subsp. cardiophylla,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",85,13,NA
COMPOSITAE,Olearia passerinoides subsp. glutescens,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 70 days,NA,"RBG Kew, Wakehurst Place.",80,10,NA
COMPOSITAE,Olearia picridifolia,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 56 days,NA,"RBG Kew, Wakehurst Place.",100,19,NA
COMPOSITAE,Olearia picridifolia,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 63 days,NA,"RBG Kew, Wakehurst Place.",85,20,NA
COMPOSITAE,Olearia picridifolia,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 63 days,NA,"RBG Kew, Wakehurst Place.",95,19,NA
COMPOSITAE,Olearia picridifolia,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,NA,"RBG Kew, Wakehurst Place.",95,20,NA
COMPOSITAE,Olearia rudis,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 105 days,NA,"RBG Kew, Wakehurst Place.",95,19,NA
COMPOSITAE,Olearia stellulata,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,NA,"RBG Kew, Wakehurst Place.",100,16,NA
COMPOSITAE,Olearia stellulata,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,NA,"RBG Kew, Wakehurst Place.",67,15,NA
COMPOSITAE,Olearia subspicata,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 70 days,NA,"RBG Kew, Wakehurst Place.",75,20,NA
COMPOSITAE,Olearia subspicata,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 70 days,NA,"RBG Kew, Wakehurst Place.",80,20,NA
COMPOSITAE,Olearia suffruticosa,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 70 days,NA,"RBG Kew, Wakehurst Place.",88,16,NA
COMPOSITAE,Olearia viscidula,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",100,15,NA
COMPOSITAE,Olearia viscidula,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,NA,"RBG Kew, Wakehurst Place.",89,18,NA
COMPOSITAE,Olearia viscosa,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",100,19,NA
COMPOSITAE,Olearia viscosa,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 63 days,NA,"RBG Kew, Wakehurst Place.",94,18,NA
COMPOSITAE,Ozothamnus diotophyllus,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 91 days,NA,"RBG Kew, Wakehurst Place.",73,15,NA
COMPOSITAE,Ozothamnus diotophyllus,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 84 days,NA,"RBG Kew, Wakehurst Place.",88,17,NA
COMPOSITAE,Ozothamnus diotophyllus,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 84 days,NA,"RBG Kew, Wakehurst Place.",92,12,NA
COMPOSITAE,Ozothamnus retusus,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 63 days,NA,"RBG Kew, Wakehurst Place.",79,19,NA
COMPOSITAE,Ozothamnus retusus,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 63 days,NA,"RBG Kew, Wakehurst Place.",89,18,NA
COMPOSITAE,Ozothamnus rosmarinifolius,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 63 days,NA,"RBG Kew, Wakehurst Place.",80,10,NA
COMPOSITAE,Ozothamnus scaber,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 63 days,NA,"RBG Kew, Wakehurst Place.",70,20,NA
COMPOSITAE,Ozothamnus scaber,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 63 days,NA,"RBG Kew, Wakehurst Place.",78,18,NA
COMPOSITAE,Ozothamnus scutellifolius,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",80,20,NA
COMPOSITAE,Ozothamnus scutellifolius,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,NA,"RBG Kew, Wakehurst Place.",80,20,NA
COMPOSITAE,Ozothamnus thyrsoideus,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 77 days,NA,"RBG Kew, Wakehurst Place.",59,17,NA
COMPOSITAE,Ozothamnus turbinatus,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,NA,"RBG Kew, Wakehurst Place.",100,10,NA
COMPOSITAE,Picris angustifolia subsp. carolorum-henricorum,NA,germination medium: 1% agar,germination conditions: light 12/12; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",84,56,NA
COMPOSITAE,Pluchea dioscoridis,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",100,18,NA
COMPOSITAE,Pluchea dioscoridis,NA,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 28 days,NA,"RBG Kew, Wakehurst Place.",100,18,NA
COMPOSITAE,Pluchea dioscoridis,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,NA,"RBG Kew, Wakehurst Place.",100,47,NA
COMPOSITAE,Pluchea dioscoridis,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 56 days,NA,"RBG Kew, Wakehurst Place.",62,16,NA
COMPOSITAE,Pluchea dioscoridis,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/15°C (Therm 8/16); 42 days,NA,"RBG Kew, Wakehurst Place.",75,16,NA
COMPOSITAE,Pluchea dioscoridis,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,NA,"RBG Kew, Wakehurst Place.",78,18,NA
COMPOSITAE,Pluchea dioscoridis,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,NA,"RBG Kew, Wakehurst Place.",82,17,NA
COMPOSITAE,Pluchea dioscoridis,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/15°C (Therm 8/16); 28 days,NA,"RBG Kew, Wakehurst Place.",85,20,NA
COMPOSITAE,Pluchea dioscoridis,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",87,15,NA
COMPOSITAE,Pluchea dioscoridis,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 28 days,NA,"RBG Kew, Wakehurst Place.",94,18,NA
COMPOSITAE,Pluchea dioscoridis,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,NA,"RBG Kew, Wakehurst Place.",95,19,NA
COMPOSITAE,Pluchea dioscoridis,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,NA,"RBG Kew, Wakehurst Place.",95,19,NA
COMPOSITAE,Pluchea dioscoridis,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",98,48,NA
COMPOSITAE,Pluchea ferdinandi-muelleri,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 35 days,NA,"RBG Kew, Wakehurst Place.",55,20,NA
COMPOSITAE,Pluchea ferdinandi-muelleri,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,NA,"RBG Kew, Wakehurst Place.",85,20,NA
COMPOSITAE,Podolepis canescens,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",100,16,NA
COMPOSITAE,Podolepis canescens,NA,germination medium: 1% agar,germination conditions: light 8/16; 10°C; 14 days,NA,"RBG Kew, Wakehurst Place.",100,20,NA
COMPOSITAE,Podolepis canescens,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,NA,"RBG Kew, Wakehurst Place.",100,20,NA
COMPOSITAE,Podolepis canescens,pre-sowing treatments: surgical (seed coat removed completely. testa removed),germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",100,25,scarify_remove_seed_coat
COMPOSITAE,Podolepis canescens,NA,germination medium: 1% agar,germination conditions: light 8/16; 10°C; 42 days,NA,"RBG Kew, Wakehurst Place.",85,20,NA
COMPOSITAE,Podolepis canescens,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",90,20,NA
COMPOSITAE,Podolepis jaceoides,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,NA,"RBG Kew, Wakehurst Place.",100,20,NA
COMPOSITAE,Podolepis jaceoides,NA,germination medium: 1% agar,germination conditions: light 8/16; 10°C; 56 days,NA,"RBG Kew, Wakehurst Place.",65,20,NA
COMPOSITAE,Podolepis jaceoides,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,NA,"RBG Kew, Wakehurst Place.",95,20,NA
COMPOSITAE,Podolepis kendallii,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,NA,"RBG Kew, Wakehurst Place.",65,20,NA
COMPOSITAE,Podolepis kendallii,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,NA,"RBG Kew, Wakehurst Place.",90,20,NA
COMPOSITAE,Podolepis lessonii,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,NA,"RBG Kew, Wakehurst Place.",62,50,NA
COMPOSITAE,Podolepis lessonii,pre-sowing treatments: sterilisation (immersed seeds in 10% domestos for 5 minutes),germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 49 days,NA,"RBG Kew, Wakehurst Place.",65,20,sterilise_domestos
COMPOSITAE,Podolepis lessonii,NA,germination medium: 1% agar,germination conditions: light 8/16; 10°C; 42 days,NA,"RBG Kew, Wakehurst Place.",70,50,NA
COMPOSITAE,Podolepis lessonii,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",74,50,NA
COMPOSITAE,Podolepis lessonii,pre-sowing treatments: sterilisation (immersed seeds in 10% domestos for 5 minutes),germination medium: 1% agar,germination conditions: light 8/16; 20/10°C (Therm 8/16); 49 days,NA,"RBG Kew, Wakehurst Place.",80,20,sterilise_domestos
COMPOSITAE,Podolepis longipedata,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,NA,"RBG Kew, Wakehurst Place.",100,20,NA
COMPOSITAE,Podolepis longipedata,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,NA,"RBG Kew, Wakehurst Place.",68,19,NA
COMPOSITAE,Podotheca angustifolia,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,NA,"RBG Kew, Wakehurst Place.",100,16,NA
COMPOSITAE,Podotheca angustifolia,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",100,17,NA
COMPOSITAE,Podotheca angustifolia,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,NA,"RBG Kew, Wakehurst Place.",100,19,NA
COMPOSITAE,Podotheca gnaphalioides,NA,germination medium: 1% agar,germination conditions: light 8/16; 10°C; 49 days,NA,"RBG Kew, Wakehurst Place.",67,49,NA
COMPOSITAE,Podotheca gnaphalioides,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",94,50,NA
COMPOSITAE,Podotheca gnaphalioides,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,NA,"RBG Kew, Wakehurst Place.",96,50,NA
COMPOSITAE,Polycalymma stuartii,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 70 days,NA,"RBG Kew, Wakehurst Place.",59,17,NA
COMPOSITAE,Polycalymma stuartii,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 70 days,NA,"RBG Kew, Wakehurst Place.",60,15,NA
COMPOSITAE,Pterocaulon serrulatum var. serrulatum,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,NA,"RBG Kew, Wakehurst Place.",83,18,NA
COMPOSITAE,Pterocaulon serrulatum var. serrulatum,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,NA,"RBG Kew, Wakehurst Place.",85,20,NA
COMPOSITAE,Pterocaulon sphacelatum,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,19,NA
COMPOSITAE,Pterocaulon sphacelatum,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,NA,"RBG Kew, Wakehurst Place.",100,20,NA
COMPOSITAE,Pterocaulon sphacelatum,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,NA
COMPOSITAE,Pycnosorus chrysanthus,NA,germination medium: 1% agar,germination conditions: light 8/16; 10°C; 56 days,NA,"RBG Kew, Wakehurst Place.",50,12,NA
COMPOSITAE,Pycnosorus chrysanthus,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 56 days,NA,"RBG Kew, Wakehurst Place.",55,11,NA
COMPOSITAE,Pycnosorus chrysanthus,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 56 days,NA,"RBG Kew, Wakehurst Place.",75,12,NA
COMPOSITAE,Pycnosorus chrysanthus,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 56 days,NA,"RBG Kew, Wakehurst Place.",80,10,NA
COMPOSITAE,Rhodanthe charsleyae,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",56,18,NA
COMPOSITAE,Rhodanthe charsleyae,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",75,20,NA
COMPOSITAE,Rhodanthe chlorocephala subsp. rosea,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",50,20,NA
COMPOSITAE,Rhodanthe chlorocephala subsp. rosea,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,NA,"RBG Kew, Wakehurst Place.",78,18,NA
COMPOSITAE,Rhodanthe chlorocephala subsp. rosea,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",80,20,NA
COMPOSITAE,Rhodanthe citrina,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,NA,"RBG Kew, Wakehurst Place.",80,20,NA
COMPOSITAE,Rhodanthe citrina,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,NA,"RBG Kew, Wakehurst Place.",84,19,NA
COMPOSITAE,Rhodanthe floribunda,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,NA,"RBG Kew, Wakehurst Place.",68,19,NA
COMPOSITAE,Rhodanthe floribunda,NA,germination medium: 1% agar,germination conditions: light 8/16; 10°C; 49 days,NA,"RBG Kew, Wakehurst Place.",72,18,NA
COMPOSITAE,Rhodanthe floribunda,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,NA,"RBG Kew, Wakehurst Place.",82,17,NA
COMPOSITAE,Rhodanthe laevis,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,NA,"RBG Kew, Wakehurst Place.",75,20,NA
COMPOSITAE,Rhodanthe laevis,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,NA,"RBG Kew, Wakehurst Place.",80,20,NA
COMPOSITAE,Rhodanthe maryonii,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",70,20,NA
COMPOSITAE,Rhodanthe maryonii,NA,germination medium: 1% agar,germination conditions: light 8/16; 10°C; 42 days,NA,"RBG Kew, Wakehurst Place.",82,17,NA
COMPOSITAE,Rhodanthe maryonii,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,NA,"RBG Kew, Wakehurst Place.",89,19,NA
COMPOSITAE,Rhodanthe maryonii,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 56 days,NA,"RBG Kew, Wakehurst Place.",94,16,NA
COMPOSITAE,Rhodanthe microglossa,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",72,18,NA
COMPOSITAE,Rhodanthe microglossa,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",80,20,NA
COMPOSITAE,Rhodanthe moschata,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,NA,"RBG Kew, Wakehurst Place.",60,20,NA
COMPOSITAE,Rhodanthe moschata,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 63 days,NA,"RBG Kew, Wakehurst Place.",79,14,NA
COMPOSITAE,Rhodanthe moschata,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 63 days,NA,"RBG Kew, Wakehurst Place.",80,15,NA
COMPOSITAE,Rhodanthe moschata,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,NA,"RBG Kew, Wakehurst Place.",85,20,NA
COMPOSITAE,Rhodanthe oppositifolia subsp. oppositifolia,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 56 days,NA,"RBG Kew, Wakehurst Place.",95,19,NA
COMPOSITAE,Rhodanthe spicata,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",62,16,NA
COMPOSITAE,Rhodanthe spicata,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",94,16,NA
COMPOSITAE,Rhodanthe stuartiana,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",56,16,NA
