species,trait_name,trait_value,number_records,percent_records,notes
Banksia spinulosa var. cunninghamii,growth_form,tree,331,27,
Banksia spinulosa var. cunninghamii,growth_form,shrub,331,70,
Banksia spinulosa var. cunninghamii,growth_form,unspecified,331,2,
Banksia spinulosa var. cunninghamii,growth_response,ground resprout,50,2,
Banksia spinulosa var. cunninghamii,growth_response,"killed, new seedlings",50,42,
Banksia spinulosa var. cunninghamii,growth_response,"killed, no seedlings",50,16,
Banksia spinulosa var. cunninghamii,growth_response,unspecified,50,40,
Banksia spinulosa var. cunninghamii,flowering_response,occurred after fire,27,,
Banksia spinulosa var. cunninghamii,flowering_response,median time to flowering: 13-24 months,27,,
Banksia spinulosa var. cunninghamii,flowering_response,minimum time to flowering: <1 month,27,,
Banksia spinulosa var. cunninghamii,flowering_response,not occurred after fire,10,,
Banksia spinulosa var. cunninghamii,flowering_response,median time to no flowering: 13-24 months,10,,
Banksia spinulosa var. cunninghamii,flowering_response,maximum time to no flowering: 25-36 months,10,,
Banksia spinulosa var. cunninghamii,pollinator_type,bird,223,5,
Banksia spinulosa var. cunninghamii,pollinator_type,"bees, wasps, ants",223,2,
Banksia spinulosa var. cunninghamii,pollinator_type,no pollinator observed,223,92,
Banksia spinulosa var. cunninghamii,specific_pollinator,honeyeater (unspecified),6,,
Banksia spinulosa var. cunninghamii,specific_pollinator,Crescent Honeyeater,2,,
Banksia spinulosa var. cunninghamii,specific_pollinator,wattlebird (unspecified),2,,
Banksia spinulosa var. cunninghamii,specific_pollinator,Red Wattlebird,2,,
Banksia spinulosa var. cunninghamii,specific_pollinator,Eastern Spinebill,5,,
Banksia spinulosa var. cunninghamii,specific_pollinator,ant,1,,
Banksia spinulosa var. cunninghamii,specific_pollinator,bee (unspecified),2,,
Banksia spinulosa var. cunninghamii,specific_pollinator,European honey bee,1,,
Banksia spinulosa var. cunninghamii,specific_pollinator,European wasp,1,,
Banksia spinulosa var. cunninghamii,specific_pollinator,Brown Antechinus,1,,
Banksia spinulosa var. cunninghamii,months_flowering_range,Apr-Aug,,,"text: 'The main flowering period is largely from April to August'; unlike the other varieties, var. cunninghamii is non-lignotuberous, killed by fire and regenerating from seedling regrowth (may take 3+ years, though flowering was recorded just 18 months post-fire at Bastion Point, Victoria)"
Banksia spinulosa var. cunninghamii,months_flowering_peak,May,,,tallest 'fully open' bar in chart (~100%)
Banksia spinulosa var. cunninghamii,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia spinulosa var. neoanglica,growth_form,shrub,35,100,
Banksia spinulosa var. neoanglica,growth_response,ground resprout,14,57,
Banksia spinulosa var. neoanglica,growth_response,"killed, new seedlings",14,7,
Banksia spinulosa var. neoanglica,growth_response,unspecified,14,36,
Banksia spinulosa var. neoanglica,flowering_response,occurred after fire,9,,
Banksia spinulosa var. neoanglica,flowering_response,median time to flowering: 49-60 months,9,,
Banksia spinulosa var. neoanglica,flowering_response,minimum time to flowering: <1 month,9,,
Banksia spinulosa var. neoanglica,flowering_response,not occurred after fire,1,,
Banksia spinulosa var. neoanglica,flowering_response,maximum time to no flowering: 49-60 months,1,,
Banksia spinulosa var. neoanglica,pollinator_type,bird,10,40,
Banksia spinulosa var. neoanglica,pollinator_type,"bees, wasps, ants",10,10,
Banksia spinulosa var. neoanglica,pollinator_type,no pollinator observed,10,50,
Banksia spinulosa var. neoanglica,specific_pollinator,Eastern Spinebill,2,,
Banksia spinulosa var. neoanglica,months_flowering_range,"May, Jul-Aug",,,"text: 'the relatively small amount of flowering data available suggests that it flowers from May to August'; a newly recognised variety (George 1987), about one-quarter of records were of plants resprouting from lignotubers post-fire"
Banksia spinulosa var. neoanglica,months_flowering_peak,Jul-Aug (tied),,,"chart shows both at 100% 'fully open'; a Dec bar (7 records) shows only 'majority in bud', not 'fully open'"
Banksia spinulosa var. neoanglica,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia spinulosa var. spinulosa,growth_form,tree,765,0.1,
Banksia spinulosa var. spinulosa,growth_form,shrub,765,100,
Banksia spinulosa var. spinulosa,growth_response,ground resprout,103,59,
Banksia spinulosa var. spinulosa,growth_response,"ground resprout and killed, new seedlings",103,1,
Banksia spinulosa var. spinulosa,growth_response,ground resprout and trunk resprout,103,1,
Banksia spinulosa var. spinulosa,growth_response,"killed, new seedlings",103,4,
Banksia spinulosa var. spinulosa,growth_response,trunk resprout,103,7,
Banksia spinulosa var. spinulosa,growth_response,unspecified,103,28,
Banksia spinulosa var. spinulosa,flowering_response,occurred after fire,59,,
Banksia spinulosa var. spinulosa,flowering_response,median time to flowering: 25-36 months,59,,
Banksia spinulosa var. spinulosa,flowering_response,minimum time to flowering: <1 month,59,,
Banksia spinulosa var. spinulosa,flowering_response,not occurred after fire,13,,
Banksia spinulosa var. spinulosa,flowering_response,median time to no flowering: 13-24 months,13,,
Banksia spinulosa var. spinulosa,flowering_response,maximum time to no flowering: 25-36 months,13,,
Banksia spinulosa var. spinulosa,pollinator_type,bird,498,5,
Banksia spinulosa var. spinulosa,pollinator_type,"bees, wasps, ants",498,5,
Banksia spinulosa var. spinulosa,pollinator_type,flies,498,1,
Banksia spinulosa var. spinulosa,pollinator_type,no pollinator observed,498,89,
Banksia spinulosa var. spinulosa,specific_pollinator,honeyeater (unspecified),3,,
Banksia spinulosa var. spinulosa,specific_pollinator,New Holland Honeyeater,5,,
Banksia spinulosa var. spinulosa,specific_pollinator,White-eared Honeyeater,1,,
Banksia spinulosa var. spinulosa,specific_pollinator,White-plumed Honeyeater,2,,
Banksia spinulosa var. spinulosa,specific_pollinator,Yellow-faced Honeyeater,1,,
Banksia spinulosa var. spinulosa,specific_pollinator,Crescent Honeyeater,1,,
Banksia spinulosa var. spinulosa,specific_pollinator,Noisy Miner,1,,
Banksia spinulosa var. spinulosa,specific_pollinator,wattlebird (unspecified),1,,
Banksia spinulosa var. spinulosa,specific_pollinator,Red Wattlebird,5,,
Banksia spinulosa var. spinulosa,specific_pollinator,Eastern Spinebill,11,,
Banksia spinulosa var. spinulosa,specific_pollinator,Noisy Friarbird,1,,
Banksia spinulosa var. spinulosa,specific_pollinator,Eastern Yellow Robin,1,,
Banksia spinulosa var. spinulosa,specific_pollinator,ant,12,,
Banksia spinulosa var. spinulosa,specific_pollinator,bee (unspecified),8,,
Banksia spinulosa var. spinulosa,specific_pollinator,native bee,1,,
Banksia spinulosa var. spinulosa,specific_pollinator,European honey bee,4,,
Banksia spinulosa var. spinulosa,specific_pollinator,Brown Antechinus,1,,
Banksia spinulosa var. spinulosa,months_flowering_range,Mar-Aug,,,text: 'Flowering is from March to July' (chart shows a small residual bar into Aug)
Banksia spinulosa var. spinulosa,months_flowering_peak,Jun,,,tallest 'fully open' bar in chart (~100%)
Banksia spinulosa var. spinulosa,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia telmatiaea,growth_form,shrub,43,93,
Banksia telmatiaea,growth_form,unspecified,43,7,
Banksia telmatiaea,growth_response,"killed, new seedlings",4,25,
Banksia telmatiaea,growth_response,"killed, no seedlings",4,50,
Banksia telmatiaea,growth_response,unspecified,4,25,
Banksia telmatiaea,flowering_response,occurred after fire,1,,
Banksia telmatiaea,flowering_response,minimum time to flowering: 13-24 months,1,,
Banksia telmatiaea,flowering_response,not occurred after fire,0,,
Banksia telmatiaea,pollinator_type,bird,9,11,
Banksia telmatiaea,pollinator_type,"bees, wasps, ants",9,11,
Banksia telmatiaea,pollinator_type,no pollinator observed,9,78,
Banksia telmatiaea,specific_pollinator,Red Wattlebird,1,,
Banksia telmatiaea,specific_pollinator,bee (unspecified),1,,
Banksia telmatiaea,months_flowering_range,"Apr-Aug, plus a record in Nov",,,text: 'the main flowering period is April to August though flowers have also been recorded in November'
Banksia telmatiaea,months_flowering_peak,Jun,,,tallest 'fully open' bar in chart (~100%)
Banksia telmatiaea,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia tricuspis,growth_form,tree,13,15,
Banksia tricuspis,growth_form,shrub,13,85,
Banksia tricuspis,growth_response,"killed, new seedlings and trunk resprout",4,75,
Banksia tricuspis,growth_response,trunk resprout,4,25,
Banksia tricuspis,flowering_response,occurred after fire,2,,
Banksia tricuspis,flowering_response,median time to flowering: 36-37 months,2,,
Banksia tricuspis,flowering_response,minimum time to flowering: 1-12 months,2,,
Banksia tricuspis,flowering_response,not occurred after fire,1,,
Banksia tricuspis,flowering_response,maximum time to no flowering: <1 month,1,,
Banksia tricuspis,pollinator_type,bird,7,29,
Banksia tricuspis,pollinator_type,"bees, wasps, ants",7,29,
Banksia tricuspis,pollinator_type,mammal,7,14,
Banksia tricuspis,pollinator_type,no pollinator observed,7,29,
Banksia tricuspis,specific_pollinator,Brown Honeyeater,1,,
Banksia tricuspis,specific_pollinator,Western Spinebill,1,,
Banksia tricuspis,specific_pollinator,European honey bee,1,,
Banksia tricuspis,specific_pollinator,Honey-possum,1,,
Banksia tricuspis,months_flowering_range,May-Jul,,,"text: 'Atlas contributors recorded the flowering period as May-July, though [Van Leeuwen (1985)] defined it as March-August. [Van Leeuwen] stated that the species is probably pollinated by birds, mammals and insects with the Brown Honeyeater and Honey-possum being the most important.' Seedlings are killed by fire and do not tolerate burning until at least 20 years of age (Van Leeuwen 1985)"
Banksia tricuspis,months_flowering_peak,May-Jun (tied),,,chart shows both at 100% 'fully open'; THIN SAMPLE (13 total records)
Banksia tricuspis,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia verticillata,growth_form,tree,21,38,
Banksia verticillata,growth_form,shrub,21,62,
Banksia verticillata,growth_response,ground resprout and trunk resprout,3,33,
Banksia verticillata,growth_response,unspecified,3,67,
Banksia verticillata,flowering_response,occurred after fire,2,,
Banksia verticillata,flowering_response,median time to flowering: 12-13 months,2,,
Banksia verticillata,flowering_response,minimum time to flowering: 1-12 months,2,,
Banksia verticillata,flowering_response,not occurred after fire,1,,
Banksia verticillata,flowering_response,maximum time to no flowering: 25-36 months,1,,
Banksia verticillata,pollinator_type,bird,3,33,
Banksia verticillata,pollinator_type,no pollinator observed,3,67,
Banksia verticillata,specific_pollinator,New Holland Honeyeater,1,,
Banksia verticillata,months_flowering_range,Mar-Apr,,,"DISCREPANCY FLAGGED: text states 'George (1981) stated the flowering period to be January to April but [there were] no records at all from January and February. Atlas records [show] it flowering in March and April' - chart confirms 'fully open' only Mar (~65%) and Apr (100%), zero in Jan-Feb"
Banksia verticillata,months_flowering_peak,Apr,,,tallest 'fully open' bar in chart (100%)
Banksia verticillata,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia victoriae,growth_form,tree,23,4,
Banksia victoriae,growth_form,shrub,23,91,
Banksia victoriae,growth_form,unspecified,23,4,
Banksia victoriae,growth_response,"killed, new seedlings",1,100,
Banksia victoriae,pollinator_type,no pollinator observed,2,100,
Banksia victoriae,months_flowering_range,Jan,,,"text: 'Atlas records show the species to be flowering in January though lack of data from adjoining months prevent an assessment of the entire flowering period. However, George (1981) defined it as January and February.' Chart's only 'fully open' bar (partial, ~15%) is in Jan; Aug and Sep, despite having the most total records (7 and 10), show only 'majority in bud'"
Banksia victoriae,months_flowering_peak,Jan,,,only month with any 'fully open' signal in the chart
Banksia victoriae,months_fruiting_cones_present,not known,,,"only 1 fire-response record; text notes deep yellow sands are strongly preferred, often co-occurring with B. attenuata and B. sceptrum"
Banksia violacea,growth_form,shrub,166,100,
Banksia violacea,growth_response,"killed, new seedlings",12,58,
Banksia violacea,growth_response,"killed, no seedlings",12,25,
Banksia violacea,growth_response,unspecified,12,17,
Banksia violacea,flowering_response,occurred after fire,4,,
Banksia violacea,flowering_response,median time to flowering: 49-60 months,4,,
Banksia violacea,flowering_response,minimum time to flowering: 37-48 months,4,,
Banksia violacea,flowering_response,not occurred after fire,4,,
Banksia violacea,flowering_response,median time to no flowering: 24-25 months,4,,
Banksia violacea,flowering_response,maximum time to no flowering: 49-60 months,4,,
Banksia violacea,pollinator_type,"bees, wasps, ants",36,11,
Banksia violacea,pollinator_type,flies,36,3,
Banksia violacea,pollinator_type,no pollinator observed,36,86,
Banksia violacea,specific_pollinator,ant,3,,
Banksia violacea,months_flowering_range,Nov-Apr,,,"text: 'The flowering period appears to be from November to April, but even in the most floriferous month (February) less than 50% of recorded populations were in full flower. In January, not one of the nine records was of plants in full flower.' Chart confirms 'fully open' bars only reach ~35% at their tallest (Feb), consistent with this low-full-flower-rate description; species is generally non-lignotuberous (killed by fire, regenerates from seed) except a lignotuberous population recorded near Woodanilling"
Banksia violacea,months_flowering_peak,Feb,,,"tallest 'fully open' bar in chart (~35%, matching the text's description of low full-flower rates even at peak)"
Banksia violacea,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check; this is the final species account in the Atlas (B genus ends alphabetically at violacea)
