IDmerg1,ID_all,species_name,species_abb,site_name,site_details,siteold,site_data_old,replicates_toughness,replicates_CN,spp_old,SLA_cm2_g_new,leaf_area_mm2_new,PSIpd,PSImd,Kh,Ks,Kl,LL,Gs,Amass,Aarea,RD_MASS,leaf_N_mass_new,leaf_P_mass_new,Cmass,leaf_N_area_g_m2_new,leaf_P_area_g_m2_new,max_ht,ci,ca_ci,wue,Aarea_gs,trans,trans_es,d15N,d13C,max_height_m,SPo,TLP,H2OTLP,symH2O,elast_mod,shootH20,ci_ca,SWCsap,SWCstem,SWCbark,BarkThick,n(bark),Wshear(Jm01),Toughness(Jm-2),leaf thickness,date,id,time1,par,PsmassUSE_raw,tleaf,PsAreaUse_raw,GsUSE_raw,gc_raw,ci_raw,CO2a_raw,wue_raw,SLA_raw
35,37,Persoonia linearis,perlin,Kuring-gai NP hiP,hiRhiP,"sydhiP,ghp",syd_hiP,5,5,Perlin,7,88.6,-0.57,-0.82,5.06E-06,0.401,1.98E-04,3.38,218,46.9,7.4,3.8,0.77,0.05,48.21,1.09,0.071,4.2,308,67,2.01,0.034,3.69,218.1,1.726,-30.4835,4.2,-1.86,-2.73,75.91,75.92,7.91,59.24,0.014925373,108.48,112.99,147.971,0.48056,9,0.25,578,0.43,,,,,,,,,,,,,
,,Persoonia linearis,Perlin,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,a,1158,1600,50.99809,27.7295,8.146949,214.5225,0.130506,310.7179,383,2.19691,62.59777
,,Persoonia linearis,Perlin,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,b,1201,1640,43.01502,28.51714,8.485207,248.2299,0.150168,320.0484,388,1.747556,50.69413
,,Persoonia linearis,Perlin,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,c,1203,1600,34.78542,30.41995,5.967434,163.2586,0.100175,317.0321,391,1.464719,58.2921
,,Persoonia linearis,Perlin,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,a,1215,1200,46.46818,25.73306,7.843633,179.6203,0.109912,282.6332,363,2.558515,59.24319
,,Persoonia linearis,Perlin,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,b,1220,1350,41.61587,25.13519,7.747887,250.9324,0.151735,298.0189,356,2.413271,53.71254
,,Persoonia linearis,Perlin,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,c,1235,1500,64.67453,24.80567,6.284304,252.1123,0.152419,318.2545,368,1.661474,102.9144
136,159,Philotheca difformis,phidif,Round Hill woodland,loRhiP,RHW,wnsw_hiP,5,4-5,Phidif,3.64,7.12,-2.45,-3.53,3.01E-06,0.676,3.25E-04,1.6,168,39,10.6,13.3,1.48,0.069,48.54,4.06,0.189,2,248,114,2.62,0.063,4.04,303.1,4.3141,-25.2784,2,-1.55,-2.67,67.79,77.25,4.97,64.2,0.00877193,47.446,73.408,166.418,1.03333,9,0.26,344,0.77,,,,,,,,,,,,,
170,194,Philotheca difformis,phidif,Round Hill mallee,loRloP,RHM,wnsw_loP,5,5,Phidif,5.63,5.42,-2.99,-3.8,NA,NA,NA,2.27,93,39.1,9.6,9.8,1.37,0.063,48.45,2.44,0.112,1.8,191,177,4.4,0.103,2.19,167.8,-2.5125,-25.5626,1.8,-1.86,-3.15,66.24,83.2,5.11,58.55,0.005649718,44.624,65.458,135.615,0.935,10,0.23,376,0.67,,,,,,,,,,,,,
,,Philotheca difformis,Phidif_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,a,1022,1704,35.15963,25.08828,8.533594,84.95873,0.052826,186.6676,358,4.4935,41.20143
,,Philotheca difformis,Phidif_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,b,1034,1580,61.14491,26.02128,15.53286,94.64915,0.058754,107.7538,382,6.555143,39.36486
,,Philotheca difformis,Phidif_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,c,1045,1450,28.21749,26.17966,7.702884,102.2537,0.063393,248.4812,382,3.189842,36.63236
,,Philotheca difformis,Phidif_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,d,1034,1697,36.71254,26.84932,8.492285,99.05037,0.06144,205.6672,354.5,3.647808,43.23046
,,Philotheca difformis,Phidif_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,e,1050,1350,34.24655,27.13628,7.888515,85.18262,0.052963,205.2622,364.5,4.121893,43.41317
,,Philotheca difformis,Phidif_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,a,920,1500,15.91354,27.99329,4.038845,157.7614,0.096892,333.7628,391,0.971234,39.4012
,,Philotheca difformis,Phidif_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,b,945,1500,37.60155,28.49856,8.076031,120.0205,0.074184,230.6971,352,2.5502,46.55944
,,Philotheca difformis,Phidif_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,c,1100,1400,48.94346,24.7371,15.04817,204.3637,0.124536,226.768,357,3.752636,32.52454
,,Philotheca difformis,Phidif_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,b,1055,1720,38.315,26.39773,13.22543,202.567,0.123479,240.1529,359,2.733116,28.97071
,,Philotheca difformis,Phidif_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,c,1135,1800,54.3447,27.92254,12.59591,157.294,0.096612,209.8633,352,3.114395,43.1447
105,125,Phyllota phylicoides,phyphy,Kuring-gai NP lowP,hiRloP,"sydloP,glp",syd_loP,3,5,Phyphy,8.38,15.01,-0.79,-1.1,1.08E-05,0.49,0.00124,1.87,225,50.7,8.4,10.8,1.24,0.018,54.2,1.48,0.021,1.8,282,76,2.82,0.037,2.97,225.4,-2.2863,-29.5472,1.8,-1.56,-1.8,91.66,66.5,22.1,57.29,0.013157895,66.65,74.8,115.126,0.775,8,0.14,366,0.37,,,,,,,,,,,,,
,,Phyllota phylicoides,Phyphy,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,a,1010,1400,51.60002,25.15005,8.832569,192.0962,0.117301,273.7572,358,2.659187,58.42018
,,Phyllota phylicoides,Phyphy,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,b,1108,1000,54.19855,24.7558,8.690085,123.1377,0.07607,224.1561,346,4.281671,62.36826
,,Phyllota phylicoides,Phyphy,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,c,1220,1800,40.36483,27.14364,7.808345,228.1055,0.138455,295.3999,362,1.816667,51.69447
,,Phyllota phylicoides,Phyphy,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,e,1038,1000,71.92533,23.85435,11.62492,457.6684,0.26758,309.7797,359,2.515318,61.87167
,,Phyllota phylicoides,Phyphy,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,f,1120,1000,32.59762,24.97892,4.282935,137.4227,0.08469,317.7223,379,1.645581,76.11048
,,Phyllota phylicoides,Phyphy,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,a,1059,1000,53.80103,23.48,9.082619,214.255,0.130349,271.9253,347,3.996613,59.23515
106,128,Pimelea linifolia,pimlin,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,3,5,PimLin,17.56,26.07,NA,NA,NA,NA,NA,1.06,240,106.3,7.9,16.6,1.48,0.053,43.69,0.85,0.03,1.2,303,67,2.24,0.033,3.52,240.3,-5.1377,-29.9421,1.2,NA,NA,NA,NA,NA,NA,0.014925373,,,,,,0.08,335,0.24,,,,,,,,,,,,,
,,Pimelea linifolia,Pimlin,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,a,941,1385,126.4022,24.23646,8.355097,207.5951,0.126437,304.0752,380,2.296064,151.2876
,,Pimelea linifolia,Pimlin,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,b,1017,1800,114.5882,25.34073,8.386165,146.5309,0.090165,254.8902,357,3.126934,136.6396
,,Pimelea linifolia,Pimlin,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,e,1045,1000,123.3457,24.11703,9.548339,300.1845,0.180048,307.2867,368,2.3312,129.1802
,,Pimelea linifolia,Pimlin,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,f,1113,1000,75.41802,24.04037,5.552433,179.5746,0.109885,316.8451,377,1.821182,135.8288
,,Pimelea linifolia,Pimlin,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,a,1055,1400,116.2984,24.62636,9.084659,383.3035,0.226803,329.1355,377,1.810955,128.0162
,,Pimelea linifolia,Pimlin,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,b,1055,1700,81.69925,25.0067,6.388029,224.6803,0.136454,304.5974,359,2.047,127.8943
137,160,Pimelea microcephala,pimmic,Round Hill woodland,loRhiP,RHW,wnsw_hiP,5,4-5,Pimmic,12.44,44.85,-3.72,-4.36,NA,NA,NA,0.63,99,132.7,10.6,26.6,3.08,0.194,44.28,2.48,0.156,3,186,186,3.83,0.108,2.78,177.9,1.2577,-26.9047,3,-1.79,-3.56,56.46,87.8,4.87,66.72,0.005376344,60.099,104.372,206.207,1.28611,9,0.06,278,0.24,,,,,,,,,,,,,
,,Pimelea microcephala,Pimmic,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21198,,1115,1400,115.63,25.4068,7.219466,71.31046,0.044443,201.5803,376,3.917088,160.1642
,,Pimelea microcephala,Pimmic,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,a,930,1560,106.5651,26.3406,7.518105,102.0374,0.063261,263.0697,397,2.599615,141.7447
,,Pimelea microcephala,Pimmic,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,c,1146,1444,176.9603,25.06456,12.31835,130.3894,0.080451,198.126,362,3.985974,143.6559
,,Pimelea microcephala,Pimmic,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,d,1155,1680,213.0394,26.99475,16.89191,116.0324,0.071767,131.4499,379,4.932636,126.1192
,,Pimelea microcephala,Pimmic,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,e,1158,1590,142.4175,25.13084,9.905753,86.20121,0.053587,160.31,355,4.84193,143.7725
,,Pimelea microcephala,Pimmic,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,f,1207,1570,148.8159,26.32517,11.51692,115.0631,0.071179,188.6944,362,3.872744,129.215
,,Pimelea microcephala,Pimmic,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,a,1040,1760,112.011,28.0272,7.882892,109.1288,0.067576,243.441,376.5,2.203853,142.0938
,,Pimelea microcephala,Pimmic,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,b,1055,1340,129.4375,27.93527,12.9388,157.3517,0.096647,221.3969,370,2.688314,100.0383
,,Pimelea microcephala,Pimmic,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,c,1105,1720,124.2081,28.5815,12.87913,92.95231,0.057718,127.3338,363,4.367595,96.44136
,,Pimelea microcephala,Pimmic,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,b,1023,1600,116.3192,26.33437,9.764157,71.52087,0.044572,148.6782,380,4.723476,119.1288
,,Pimelea microcephala,Pimmic,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,c,1138,1755,74.58767,28.38486,8.303813,68.17913,0.042514,159.8055,368,4.0033,89.82339
36,39,Pomaderris ferruginea,pomfer,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,5,5,Pomfer,10.13,912.33,-0.67,-1.41,NA,NA,NA,0.96,136,93.4,7.6,5.7,1.28,0.041,48.04,1.27,0.04,2.2,252,105,3.1,0.055,2.44,136.2,-2.8149,-30.619,2.2,-1.38,-2.07,76.33,71.41,6.26,57.1,0.00952381,,,,,,0.39,1282,0.31,,,,,,,,,,,,,
,,Pomaderris ferruginea,Pomfer,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1118,1200,95.948,27.44267,10.48657,146.0266,0.089862,219.7745,345,3.86375,91.49606
,,Pomaderris ferruginea,Pomfer,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1040,1242,121.0382,29.23272,8.465778,104.6629,0.06486,301.7805,449,2.9348,142.9735
,,Pomaderris ferruginea,Pomfer,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1045,1080,148.6653,26.56087,11.23697,274.8619,0.165548,275.5103,352,2.472807,132.3002
,,Pomaderris ferruginea,Pomfer,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301198,a,1145,1350,58.36287,25.53384,5.987073,164.2031,0.100739,272.7473,338,3.117856,97.48148
,,Pomaderris ferruginea,Pomfer,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301198,b,1215,1000,50.51275,27.27166,4.585927,95.24699,0.059119,276.6736,365,2.313889,110.1473
,,Pomaderris ferruginea,Pomfer,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,a,1104,1150,86.36841,30.70748,5.911867,100.9255,0.062584,232.82,338,2.515869,146.0933
,,Pomaderris ferruginea,Pomfer,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,b,1106,1110,107.3804,28.75959,7.779384,101.5421,0.062959,190.4363,321,4.512891,138.032
,,Pomaderris ferruginea,Pomfer,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,c,1109,1310,78.86428,27.88503,5.980087,102.2297,0.063378,246.4528,350,3.061419,131.8782
38,41,Pultenea daphnoides,puldap,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,5,5,Puldap,10.62,139.45,-0.45,-0.73,NA,NA,NA,0.78,134,95.1,9.6,7.7,1.95,0.036,49.41,1.84,0.034,2.6,220,131,4.25,0.072,2.26,133.9,-2.1238,-29.8129,2.6,-1.49,-1.92,83.57,71.89,11.07,62.12,0.007633588,59.99,68.14,97.914,0.76944,9,0.32,1236,0.26,,,,,,,,,,,,,
,,Pultenaea daphnoides,Puldap,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1015,1600,57.67712,25.95705,7.032152,114.3748,0.070762,243.2517,351,3.527707,82.01915
,,Pultenaea daphnoides,Puldap,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1010,1300,99.46181,26.84337,10.92491,199.6614,0.121766,253.1388,352,2.969724,91.04135
,,Pultenaea daphnoides,Puldap,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1030,1400,111.0717,27.71167,9.438565,102.7315,0.063684,199.9144,359,3.808241,117.6786
,,Pultenaea daphnoides,Puldap,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301198,a,1050,953,102.1688,22.16035,10.23158,202.7647,0.123595,262.9797,352,4.08118,99.85628
,,Pultenaea daphnoides,Puldap,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301198,"b,detached",1110,1000,110.2376,21.33629,11.09508,143.2181,0.088175,233.0796,366,5.315517,99.35714
,,Pultenaea daphnoides,Puldap,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,a,1050,1610,62.88383,29.94665,5.738056,95.04533,0.058996,237.9029,347,2.403286,109.5908
,,Pultenaea daphnoides,Puldap,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,b,1055,1460,54.73243,32.95718,6.180043,102.3982,0.063481,235.0459,347,1.940381,88.5632
,,Pultenaea daphnoides,Puldap,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,c,1151,1650,147.1843,29.21811,13.53307,130.1681,0.080318,186.5692,364,5.190421,108.759
,,Pultenaea daphnoides,Puldap,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,a,1250,1500,110.7312,24.95626,12.24129,114.7662,0.070999,124.5276,301,9.040514,90.45711
39,42,Pultenea flexilis,pulfle,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,5,5,Pulfle,11.06,51.4,-0.32,-1.21,7.48E-06,0.325,2.57E-04,1.38,187,117.7,10.1,14.2,2.04,0.045,47.38,1.84,0.041,5,247,106,3.51,0.054,2.87,187.2,-2.0006,-29.4476,5,-1.55,-1.95,83.76,79.09,9.43,70.36,0.009433962,71.47,84.45,156.418,0.65,9,0.38,1434,0.26,,,,,,,,,,,,,
,,Pultenaea flexilis,Pulfle,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1005,1480,70.32654,27.04712,6.256843,107.7398,0.066732,250.8312,355,2.728917,112.3994
,,Pultenaea flexilis,Pulfle,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1000,1570,134.5994,26.40719,9.288146,144.1128,0.088713,224.7533,337,3.89624,144.9153
,,Pultenaea flexilis,Pulfle,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1035,1220,151.1149,24.46549,12.36395,368.9071,0.218796,298.012,363,2.202722,122.2222
,,Pultenaea flexilis,Pulfle,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301198,"a,detached",1040,1510,84.8291,24.09387,9.894254,176.7366,0.1082,254.4588,354,3.435804,85.73571
,,Pultenaea flexilis,Pulfle,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301198,b,1210,1760,84.99009,28.70399,8.141517,185.2539,0.113253,272.0124,354,2.227989,104.391
,,Pultenaea flexilis,Pulfle,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,a,950,1470,151.2164,25.77117,12.82359,128.2099,0.079136,188.4227,358,5.878353,117.9204
,,Pultenaea flexilis,Pulfle,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,b,950,1620,146.7938,25.62217,11.85799,199.2424,0.121519,240.6304,345,4.209,123.7932
171,195,Santalum acuminatum,sanacu,Round Hill mallee,loRloP,RHM,wnsw_loP,5,5,Sanacu,3.2,766.88,-3.12,-4.6,NA,NA,NA,1.44,130,20.6,7.4,3.9,1,0.064,46.81,3.12,0.2,6,258,108,2.71,0.057,2.73,233.8,-3.937,-27.299,6,-2.97,-3.82,83.03,78.3,18.86,66.24,0.009259259,56.21,81.081,123.206,1.5975,10,0.58,733,0.79,,,,,,,,,,,,,
,,Santalum acuminatum,Sanacu,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,a,947,1740,7.55229,29.47288,2.250492,30.41679,0.01909,235.783,371,2.064,33.5584
,,Santalum acuminatum,Sanacu,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,b,1026,1675,36.84157,24.85967,13.6753,207.9049,0.12662,248.8695,367,3.283928,26.94024
,,Santalum acuminatum,Sanacu,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,c,1040,1760,18.92159,26.87437,6.706586,108.7164,0.067325,235.8102,346,2.74017,28.21344
,,Santalum acuminatum,Sanacu,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,d,1151,1700,22.78378,23.38425,6.33257,196.8886,0.120131,322.9214,386,1.802742,35.97872
,,Santalum acuminatum,Sanacu,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,e,1202,1480,18.57847,25.34019,8.146668,125.8789,0.077727,249.0819,363,3.522,22.80499
,,Santalum acuminatum,Sanacu,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,f,1208,1400,14.3847,25.38871,5.233864,108.9373,0.06746,289.4071,378,2.351974,27.4839
,,Santalum acuminatum,Sanacu,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,f,1205,1750,25.17786,26.21607,9.383549,130.3264,0.080413,222.8789,350,3.204886,26.83191
138,162,Senna artemisioides var 1lft,senar1,Round Hill woodland,loRhiP,RHW,wnsw_hiP,5,4-5,Senart1,4.5,180.87,-2.93,-3.46,NA,NA,NA,1.62,152,32.4,12.8,14.3,1.99,0.079,52.02,4.41,0.176,2.5,206,167,3.74,0.084,3.43,272.9,-1.436,-25.3029,2.5,-2.16,-3.61,68.96,77.96,7.3,56.45,0.005988024,44.282,54.991,87.267,0.8925,10,0.13,217,0.58,,,,,,,,,,,,,
139,163,Senna artemisioides var 3lft,senar3,Round Hill woodland,loRhiP,RHW,wnsw_hiP,5,4-5,Senart3,5.56,317.99,-3.19,-4.22,6.48E-06,0.332,6.10E-04,1.72,258,50.2,14,12.3,1.73,0.085,50.49,3.11,0.153,2.7,241,128,2.77,0.054,5.08,465,2.0939,-26.3267,2.7,-2.11,-2.92,79.3,74.92,10.15,59.23,0.0078125,41.5,55.225,103.506,0.8275,10,0.13,210,0.62,,,,,,,,,,,,,
,,Senna artemisioides var 1lft,Senart1,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,1a,1252,997,32.59868,23.80251,12.82393,174.6977,0.106988,242.1881,373,3.367385,25.42019
,,Senna artemisioides var 1lft,Senart1,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,1b,1250,2000,45.89306,24.62802,18.00943,287.8825,0.173019,253.2331,368,3.02805,25.48279
,,Senna artemisioides var 1lft,Senart1,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,a,923,1015,44.26976,26.34085,16.96483,107.6579,0.066682,111.2306,377,5.4694,26.09502
