genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,Source
Callitriche,Callitriche sonderi,"low, spreading or mat-forming annual glabrous herb.",annual,annual,NA,NA,herb,herb,NA,NA,monoecious,inferred_from_genus,mat-forming spreading,matforming spreading,herbaceous,NA,Text by S. W. L. Jacobs; Taxon concept: Flora of NSW 3 (1992)
Callitris,Callitris,trees or shrubs with spreading or erect branches.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,Text by G. J. Harden & J. Thompson
Callitris,Callitris baileyi,slender tree with green foliage.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by G. J. Harden & J. Thompson; Taxon concept: Flora of NSW 1 (1990)
Callitris,Callitris columellaris,tree to 10 m or more high.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by G. J. Harden & J. Thompson; Taxon concept: Flora of NSW 1 (1990)
Callitris,Callitris endlicheri,tree with mostly erect sometimes spreading branches.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,Text by G. J. Harden & J. Thompson; Taxon concept: Flora of NSW 1 (1990)
Callitris,Callitris glaucophylla,tree to 20 m high.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by G. J. Harden & J. Thompson; Taxon concept: Flora of NSW 1 (1990)
Callitris,Callitris gracilis,tree to 20 m high;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by G. J. Harden & J. Thompson
Callitris,Callitris gracilis subsp. gracilis,tree to 20 m high;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by G. J. Harden & J. Thompson; Taxon concept: Flora of NSW 1 Suppl. (1999)
Callitris,Callitris gracilis subsp. murrayensis,tree to 20 m high;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by G. J. Harden & J. Thompson; Taxon concept: Flora of NSW 1 Suppl. (1999)
Callitris,Callitris macleayana,tree with spreading branches and subfibrous furrowed bark.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,spreading,spreading,woody,NA,Text by G. J. Harden & J. Thompson; Taxon concept: Flora of NSW 1 (1990)
Callitris,Callitris monticola,erect glaucous bushy shrub to 2.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect bushy,erect bushy,woody,NA,Text by G. J. Harden & J. Thompson; Taxon concept: Flora of NSW 1 (1990)
Callitris,Callitris muelleri,small tree or shrub with erect branches.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect,erect,woody,NA,Text by G. J. Harden & J. Thompson; Taxon concept: Flora of NSW 1 (1990)
Callitris,Callitris oblonga,"small tree or shrub, to 5 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by G. J. Harden & J. Thompson
Callitris,Callitris oblonga subsp. corangensis,"small tree or shrub, to 5 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by G. J. Harden & J. Thompson; Taxon concept: Flora of NSW 1 Suppl. (1999)
Callitris,Callitris oblonga subsp. parva,small tree.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by K.D. Hill
Callitris,Callitris rhomboidea,"tree or shrub, often glaucous.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by G. J. Harden & J. Thompson; Taxon concept: Flora of NSW 1 (1990)
Callitris,Callitris verrucosa,"small tree or shrub to 8 m high, usually multi-stemmed;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by G. J. Harden & J. Thompson; Taxon concept: Flora of NSW 1 Suppl. (1999)
Calocephalus,Calocephalus,"annual or perennial herbs or shrubs,",annual perennial,annual perennial,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,Text by E. A. Brown
Calocephalus,Calocephalus citreus,perennial herb;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by E. A. Brown; Taxon concept: Flora of NSW 3 (1992)
Calocephalus,Calocephalus lacteus,ascending perennial 5-70 cm high.,perennial,perennial,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,decumbent,ascending,herbaceous,NA,Text by P.S. Short (1999); Taxon concept: P.S. Short (1999)
Calocephalus,Calocephalus platycephalus,"probably annual herb with erect to ascending branches,",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent,erect ascending,herbaceous,NA,Text by E. A. Brown; Taxon concept: Flora of NSW 3 (1992)
Calocephalus,Calocephalus sonderi,annual herb;,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by E. A. Brown; Taxon concept: Flora of NSW 3 (1992)
Calochilus,Calochilus,"terrestrial herbs, sympodial;",perennial,inferred_from_family,NA,NA,herb,herbs,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,Text by P. Bernhardt
Calochilus,Calochilus campestris,terrestrial herb.,perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,Text by P. Bernhardt; Taxon concept: Flora of NSW 4 (1993)
Calochilus,Calochilus grandiflorus,terrestrial herb.,perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,Text by P. Bernhardt; Taxon concept: Flora of NSW 4 (1993)
Calochilus,Calochilus gracillimus,terrestrial herb.,perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,Text by P. Bernhardt; Taxon concept: Flora of NSW 4 (1993)
Calochilus,Calochilus pulchellus,"glabrous terrestrial herb single upright sublinear leaf, sheathing the flowering-stem briefly at the base;",perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,NA
Calochilus,Calochilus robertsonii,terrestrial herb.,perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,Text by P. Bernhardt; Taxon concept: Flora of NSW 4 (1993)
Calochilus,Calochilus paludosus,terrestrial herb.,perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,Text by P. Bernhardt; Taxon concept: Flora of NSW 4 (1993)
Calochlaena,Calochlaena,"terrestrial ferns, rhizome creeping,",NA,NA,NA,NA,fern,ferns,terrestrial,terrestrial,NA,NA,creeping rhizomatous,creeping rhizome,herbaceous,inferred_from_growth_form,Text by Peter G. Wilson
Calochlaena,Calochlaena dubia,NA,NA,NA,NA,NA,fern,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Text by Peter G. Wilson; Taxon concept: Flora of NSW 1 (1990)
Calomeria,Calomeria,"biennial herb, aromatic, ± woolly.",biennial,biennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by E. A. Brown
Calomeria,Calomeria amaranthoides,biennial herb.,biennial,biennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by E. A. Brown; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis,annual or perennial herbs or small shrubs.,annual perennial,annual perennial,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,Text by J. Everett
Calotis,Calotis ancyrocarpa,annual erect or ascending herb to 22 cm high; branched.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent,erect ascending,herbaceous,NA,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis anthemoides,stoloniferous perennial to 20 cm high;,perennial,perennial,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis cuneata,stoloniferous perennials to 30 cm high.,perennial,perennials,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis cuneifolia,"perennial erect or prostrate herb to 60 cm high, ± woodybase;",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,erect prostrate,erect prostrate,woody_base herbaceous,woodybase,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis cymbacantha,"annual or perennial erect herb, to 40 cm high, woodybase, often muchbranched,",annual perennial,annual perennial,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,woody_base herbaceous,woodybase,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis dentex,"erect, hairy perennial shrub to 80 cm high.",perennial,perennial,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis erinacea,"perennial erect or decumbent shrub to 90 cm high, muchbranched, often woodybase, glabrous.",perennial,perennial,NA,NA,shrub,shrub,NA,NA,NA,NA,erect decumbent,erect decumbent,woody_base woody,woodybase,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis glandulosa,"erect or ascending, branched herb to 35 cm high, ± woodybase,",NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent,erect ascending,woody_base herbaceous,woodybase,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis hispidula,annual prostrate or ascending herb to 10 cm high; hirsute.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,decumbent prostrate,ascending prostrate,herbaceous,NA,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis inermis,"erect annual herb usually to 15 cm high,",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis lappulacea,"perennial, erect herb or small shrub to 50 cm high.",perennial,perennial,NA,NA,herb shrub,herb shrub,NA,NA,NA,NA,erect,erect,woody herbaceous,NA,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis latiuscula,"perennial, erect herb to 50 cm high, becoming woodybase.",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,woody_base herbaceous,woodybase,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis moorei,"perennial erect to ascending herb to 45 cm high,",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent,erect ascending,herbaceous,NA,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis plumulifera,erect or ascending annual herb to 50 cm high; branched.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent,erect ascending,herbaceous,NA,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis porphyroglossa,"erect or ascending annual herb to 40 cm high; muchbranched, becoming woodybase, hirsute.",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent,erect ascending,woody_base herbaceous,woodybase,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis pubescens,stoloniferous perennials to 30 cm high.,perennial,perennials,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,NA
Calotis,Calotis scabiosifolia,"erect or ascending stoloniferous perennial herb to 45 cm high,",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent stoloniferous,erect ascending stoloniferous,herbaceous,NA,Text by J. Everett
Calotis,Calotis scapigera,"stoloniferous, perennial herb to 35 cm high, almost glabrous.",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis squamigera,decumbent hairy annual to 21 cm high.,annual,annual,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,decumbent,decumbent,herbaceous,NA,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis scabiosifolia var. scabiosifolia,NA,perennial,inferred_from_species,NA,NA,herb,inferred_from_species,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calotis,Calotis scabiosifolia var. integrifolia,NA,perennial,inferred_from_species,NA,NA,herb,inferred_from_species,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Calyptocarpus,Calyptocarpus,"small annual or perennial herbs, usually procumbent or prostrate leaves opposite, petiolate, crenate-serrate.",annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,prostrate,prostrate procumbent,herbaceous,NA,"Text by Lawrence Mou; Taxon concept: Bremer, K. (1994)"
Calyptocarpus,Calyptocarpus vialis,"herbaceous annual or shortlivedperennial with trailing stems,",annual short_lived_perennial,annual shortlivedperennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,prostrate,trailing,herbaceous,NA,Text by Louisa Murray; Taxon concept: Orchard A.E. & Cross E.W. (2015) Flora of Australia 37: 501-502.
Calystegia,Calystegia,perennial herbs with trailing or twining stems.,perennial,perennial,NA,inferred_from_family,herb,herbs,NA,NA,NA,NA,prostrate,trailing,herbaceous,NA,Text by R. W. Johnson
Calystegia,Calystegia affinis,"glabrous, perennial creeping or climbing vine.",perennial,perennial,NA,inferred_from_family,climber_herbaceous,vine,NA,NA,NA,NA,creeping climbing,creeping climbing,herbaceous,NA,Text by P.S. Green; Taxon concept: Flora of Australia vol. 49 (1994)
Calystegia,Calystegia soldanella,glabrous perennial with trailing stems.,perennial,perennial,NA,inferred_from_family,herb,inferred_from_genus,NA,NA,NA,NA,prostrate,trailing,herbaceous,NA,Text by R. W. Johnson; Taxon concept: Flora of NSW 3 (1992)
Calystegia,Calystegia marginata,glabrous perennial with twining stems.,perennial,perennial,NA,inferred_from_family,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by R. W. Johnson; Taxon concept: Flora of NSW 3 (1992)
Calystegia,Calystegia sepium,glabrous perennial with twining stems.,perennial,perennial,NA,inferred_from_family,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by R. W. Johnson; Taxon concept: Flora of NSW 3 (1992)
Calystegia,Calystegia sepium subsp. roseata,glabrous perennial with twining stems.,perennial,perennial,NA,inferred_from_family,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by R. W. Johnson; Taxon concept: Flora of NSW 3 (1992)
Calystegia,Calystegia silvatica,glabrous perennial with twining stems.,perennial,perennial,NA,inferred_from_family,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by R. W. Johnson; Taxon concept: Flora of NSW 3 (1992)
Calytrix,Calytrix,shrubs.,perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,Text by Peter G. Wilson
Calytrix,Calytrix longiflora,shrub to 2.5 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Text by Peter G. Wilson; Taxon concept: Flora of NSW 2 (1991)
Calytrix,Calytrix tetragona,shrub to 0.5-2 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Text by Peter G. Wilson; Taxon concept: Flora of NSW 2 (1991)
Camelina,Camelina,annual herbs.,annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by L. Retter & G. J. Harden
Camelina,Camelina alyssum,"slender annual with a foetid odour, to 80 cm high, sparingly branched, slightly hirsute,",annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by L. Retter & G. J. Harden; Taxon concept: Flora of NSW 1 (1990)
Campanula,Campanula rapunculoides,perennial stoloniferous herb with erect flowering-stems to 80 cm high;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,erect stoloniferous,erect stoloniferous,herbaceous,NA,Text by P. J. Smith
Campanulaceae,Campanulaceae,"annual or perennial herbs, usually with a milky latex.",annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by P. J. Smith and B. Wiecek; updated L. Murray (Sep 2018).; Taxon concept: Flora of NSW Vol 3
Campsis,Campsis,"deciduous scrambling shrubs or woodyvines, often climbing and clinging by aerial rootlets.",perennial,inferred_from_growth_form,NA,NA,shrub climber_woody,shrubs woodyvines,NA,NA,NA,NA,climbing,climbing,woody,NA,"Text by L.J. Murray, following Flora of China Vol. 18, p. 220; updated May 2017, P.G. Kodela; Taxon concept: Australian Plant Census (accessed May 2017)"
Campsis,Campsis radicans,woodyvine to scrambling shrub with aerial roots.,perennial,inferred_from_growth_form,NA,NA,shrub climber_woody,shrub woodyvine,NA,NA,NA,NA,NA,NA,woody,NA,"Text by P.G. Kodela, July 2016, updated May 2017; edit by A.E. Orme Apr 2020;; Taxon concept: Australian Plant Census (accessed April 2017)"
Campsis,Campsis x tagliabuana,"woody, clinging vine which attaches itself to structures and climbs by aerial roots; rapidly growing.",NA,NA,NA,NA,climber_woody,vine,NA,NA,NA,NA,NA,NA,woody,NA,"Text by P.G. Kodela (2005, May 2017); Louisa Murray (2016); Taxon concept: Australian Plant Census (accessed April 2017)"
Camptacra,Camptacra,"perennials, seasonal stems arising from woodyrootstock.",perennial,perennials,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,woody_root herbaceous,woodyrootstock,Text by E. A. Brown
Camptacra,Camptacra barbata,"erect or decumbent herb, usually 30-40 cm high.",perennial,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent,erect decumbent,herbaceous,NA,Text by E. A. Brown; Taxon concept: Flora of NSW 3 (1992)
Canarium,Canarium,"trees or shrubs, evergreen or deciduous, dioecious.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,dioecious,dioecious,NA,NA,woody,NA,Text by G. J. Harden
Canarium,Canarium australasicum,"medium-sized tree,",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,dioecious,inferred_from_genus,NA,NA,woody,NA,Text by G. J. Harden; Taxon concept: Flora of NSW 2 (1991)
Canavalia,Canavalia,herbs.,NA,NA,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by C. Gardner
Canavalia,Canavalia rosea,climbing or trailing herb;,NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,prostrate climbing,trailing climbing,herbaceous,NA,Text by C. Gardner; Taxon concept: Flora of NSW 2 (1991)
Canna,Canna,"erect, glabrous, herbs (sometimes with pubescent leaf sheath);",NA,NA,NA,NA,herb,herbs,NA,NA,NA,NA,erect,erect,herbaceous,NA,Text by A. K. Brooks
Canna,Canna indica,"erect, glabrous herb to 2 m high, rhizomatous.",NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,erect rhizomatous,erect rhizomatous,herbaceous,NA,Text by A. K. Brooks; Taxon concept: Flora of NSW 4 (1993)
Canna,Canna x generalis,"erect, glabrous herb to 2 m high, rhizomatous.",NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,erect rhizomatous,erect rhizomatous,herbaceous,NA,"Text by Peter G. Wilson; Taxon concept: T.D. Stanley, Fl. Australia vol. 45 (1987)"
Cannabaceae,Cannabaceae,"erect or twining herbs, frequently woodybase.",NA,NA,NA,NA,herb,herbs,NA,NA,NA,NA,erect,erect,woody_base herbaceous,woodybase,"Text by G. J. Harden, Kerry Gibbons, description updated 9 May 2023 from Harden, Fl NSW, and R.D. Pearce, H.J. Hewson and  P.G. Kodela, Flora of Australia Online [accessed 8 May 2023].; Taxon concept: Angiosperm Phylogeny Group / Australian Plant Census (2018)"
Cannabis,Cannabis,"erect annual herbs, dioecious.",annual,annual,NA,NA,herb,herbs,NA,NA,dioecious,dioecious,erect,erect,herbaceous,NA,Text by G. J. Harden
Cannabis,Cannabis sativa,"erect branching dioecious herb, often woodybase.",annual,inferred_from_genus,NA,NA,herb,herb,NA,NA,dioecious,dioecious,erect,erect,woody_base herbaceous,woodybase,Text by G. J. Harden; Taxon concept: Flora of NSW 1 (1990)
Cannaceae,Cannaceae,"erect, glabrous, herbs (sometimes with pubescent leaf sheath);",NA,NA,NA,NA,herb,herbs,NA,NA,NA,NA,erect,erect,herbaceous,NA,Text by A. K. Brooks
Capillipedium,Capillipedium spicigerum,"similar to capillipedium parviflorum, but usually rather stouiter and taller, to >1.5 m high.",perennial,inferred_from_genus,NA,NA,herb graminoid,inferred_from_family,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by S. W. L. Jacobs & C. A. Wall; Taxon concept: Flora of NSW 4 (1993)
Capillipedium,Capillipedium parviflorum,caespitose perennial to 1.5 m high.,perennial,perennial,NA,NA,herb graminoid,inferred_from_family,NA,NA,NA,NA,caespitose,caespitose,herbaceous,NA,Text by S. W. L. Jacobs & C. A. Wall; Taxon concept: Flora of NSW 4 (1993)
