genus,species,form,height,stem diameter,fruits,dispersers,dispersers_simple,min fruit length,max fruit length,min fruit width,max fruti width,min seed length,max seed length,species_name,flowering_span,fruiting_span
Choriceras,tricorne,tree,10,NA,capsule,NA,NA,4,10,5,11,5,5,Choriceras tricorne,1.11111E+11,NNN1111111NN
Claoxylon,angustifolium,tree,3,NA,capsule,NA,NA,4,5,6,6,NA,NA,Claoxylon angustifolium,111111NNNN11,NNNN111NNNNN
Claoxylon,australe,tree,9,0.3,capsule,Brown Cuckoo-Dove & King Parrot,birds,6,6,6,6,NA,NA,Claoxylon australe,NNNNNNNNN11N,111NNNNNNNNN
Claoxylon,hillii,shrub,5,NA,capsule,NA,NA,5,6,8,10,NA,NA,Claoxylon hillii,NNNNNNNN11NN,11NNNNNNN111
Claoxylon,tenerifolium (australe latifolia),tree,20,NA,capsule,Brown Cuckoo-dove,birds,5,7,5,7,3,3,Claoxylon tenerifolium (australe latifolia),1NNN11111111,1NNNNNN11111
Cleidion,spiciflorum,tree,18,NA,capsule,NA,NA,12,17,20,24,NA,NA,Cleidion spiciflorum,1NNNNN111111,1111NNNN1111
Cleistanthus,apodus,tree,12,NA,capsule,NA,NA,7,10,8,12,NA,NA,Cleistanthus apodus,11NNNNNN1111,1111NNNN1111
Cleistanthus,cunninghamii,tree,10,0.2,capsule,White-headed Pigeon & King Parrot,birds,5,8,5,13,NA,NA,Cleistanthus cunninghamii,NNNNNNN11111,1.11111E+11
Cleistanthus,dallachyanus,tree,12,NA,capsule,NA,NA,5,10,5,9,NA,NA,Cleistanthus dallachyanus,1.11111E+11,1.11111E+11
Cleistanthus,discolor,tree,10,NA,capsule,NA,NA,7,14,7,14,NA,NA,Cleistanthus discolor,1NNNNNN11111,1NNNNNNNNNN1
Cleistanthus,hylandii,tree,15,NA,capsule,NA,NA,4,7,6,9,NA,NA,Cleistanthus hylandii,NNNNNNNN1111,11NNNNNN1111
Cleistanthus,myrianthus,tree,12,NA,capsule,NA,NA,7,9,9,14,NA,NA,Cleistanthus myrianthus,11111NNNN111,NNNNNN111NNN
Cleistanthus,peninsularis,tree,16,NA,capsule,NA,NA,3,7,5,10,NA,NA,Cleistanthus peninsularis,NNNNNNNN1111,1NNNNNNNNNN1
Cleistanthus,semiopacus,tree,20,NA,capsule,NA,NA,4,7,4,8,NA,NA,Cleistanthus semiopacus,1NNNNNN11111,1NNNNNNNNNN1
Cleistanthus,xerophilus,tree,6,NA,capsule,NA,NA,4,7,6,9,NA,NA,Cleistanthus xerophilus,NNNNN1111111,11111NNN1111
Codiaeum,membranaceum,tree,6,NA,capsule,NA,NA,8,8,8,8,5,5,Codiaeum membranaceum,NNN1111NNNNN,NNNNNNNNNN1N
Codiaeum,variagatum,shrub,5,NA,capsule,NA,NA,5,9,5,10,5,5,Codiaeum variagatum,1.11111E+11,1NNNN1111111
Croton,acronychioides,tree,14,0.15,capsule,NA,NA,7,11,6,10,6,7,Croton acronychioides,11111NNNNN11,11111111NN11
Croton,arnhemicus,tree,15,NA,capsule,NA,NA,6,12,5,12,5,6,Croton arnhemicus,1111NNNN1111,111NNNNNN111
Croton,brachypus,shrub,5,NA,capsule,NA,NA,5,6,5,6,4,5,Croton brachypus,N11111111111,NNNNN11NNNNN
Croton,capitis-yor,tree,8,NA,capsule,NA,NA,6,7,7,8,5,5,Croton capitis-yor,111111NNNN11,NNNN11NNNNNN
Croton,caudatus,vine,NA,NA,capsule,NA,NA,14,22,14,24,8,10,Croton caudatus,1NNNNNNNNN11,1111NNNNNNNN
Croton,choristadenius,tree,10,NA,capsule,NA,NA,4,5,5,6,3,3,Croton choristadenius,NNNNNN1NNNNN,NA
Croton,densivestitus,tree,6,NA,capsule,NA,NA,4,7,6,8,5,5,Croton densivestitus,11NNN1111111,NN11111NNNNN
Croton,dockrillii,shrub,3,NA,capsule,NA,NA,4,8,4,8,4,5,Croton dockrillii,1NN111111111,NNNNNN1NNNNN
Croton,insularis,tree,25,0.25,capsule,NA,NA,4,9,5,8,3,6,Croton insularis,1.11111E+11,1.11111E+11
Croton,magneticus,shrub,5,NA,capsule,NA,NA,8,8,8,8,5,5,Croton magneticus,11NNNNNNNNN1,111NNNNNNNNN
Croton,multicaulis,shrub,1.5,NA,capsule,NA,NA,5,8,7,8,4,5,Croton multicaulis,1111111NNN11,111111111NNN
Croton,mutabilis,tree,6,NA,capsule,NA,NA,4,5,6,8,3,4,Croton mutabilis,1NNNNNNNNN11,1111NNNNNNNN
Croton,phebalioides,tree,8,NA,capsule,NA,NA,6,9,6,10,4,6,Croton phebalioides,NN1111111111,1.11111E+11
Croton,rarus,shrub,5,NA,capsule,NA,NA,4,5,4,5,4,4,Croton rarus,11NNNNNNNNN1,NA
Croton,simulans,shrub,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Croton simulans,NNNNNNNNNN1N,NA
Croton,stigmatosus,tree,15,0.25,capsule,NA,NA,6,8,6,8,NA,NA,Croton stigmatosus,NNN111111111,NNNNNNNNNNN1
Croton,stockeri,shrub,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Croton stockeri,NNNNN111111N,NA
Croton,triacros,tree,8,NA,capsule,NA,NA,4,7,5,8,3,5,Croton triacros,1111111NN111,1111111NN111
Croton,verreauxii,tree,20,0.2,capsule,NA,NA,6,6,6,6,2,2,Croton verreauxii,1NNNNNNNNN11,NNN111111NNN
Croton,waterhouseae,shrub,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Croton waterhouseae,1NNNNNNNNNNN,NA
Dimorphocalyx,australiensis,tree,15,NA,capsule,NA,NA,5,11,8,11,5,5,Dimorphocalyx australiensis,1.11111E+11,1111111NN111
Dissiliaria,baloghioides,tree,36,NA,capsule,NA,NA,12,21,15,22,8,10,Dissiliaria baloghioides,111111NNNNNN,N11111111111
Dissiliaria,indistincta,tree,25,NA,capsule,NA,NA,12,17,13,18,5,9,Dissiliaria indistincta,111111NNNNN1,NN1111111111
Dissiliaria,laxinervis,tree,30,NA,capsule,Eclectus Parrot,birds,14,18,13,20,8,10,Dissiliaria laxinervis,111111111NNN,1.11111E+11
Dissiliaria,muelleri,tree,NA,NA,capsule,NA,NA,8,8,8,8,NA,NA,Dissiliaria muelleri,NA,NA
Dissiliaria,surculosa,tree,17,NA,capsule,NA,NA,9,10,11,12,5,6,Dissiliaria surculosa,NNNNNNNNNN1N,N111111NNNNN
Dissiliaria,tuckeri,tree,30,NA,capsule,NA,NA,13,15,18,23,8,10,Dissiliaria tuckeri,NNNNNNNNNNN1,NNN11111111N
Drypetes,acuminata,tree,20,NA,drupe,Golden Bowerbird,birds,10,25,9,11,20,20,Drypetes acuminata,NNNNNNNN111N,1NNNNNNNNN11
Drypetes,deplanchei,tree,25,0.6,drupe,"Lewin's Honeyeater, Regent Bowerbird, Satin Bowerbird, Topknot Pigeon & Wompoo Fruit-dove",birds,10,20,8,11,8,20,Drypetes deplanchei,1111NNN11111,1.11111E+11
Drypetes,iodoformis,tree,20,NA,drupe,NA,NA,20,25,12,15,NA,NA,Drypetes iodoformis,11NNNNNNNN11,NNNNNN11NNNN
Drypetes,vernicosa,shrub,4,NA,drupe,NA,NA,10,15,10,12,NA,NA,Drypetes vernicosa,NNN111111NNN,NNN1111NNNNN
Endospermum,mymecophilum,tree,36,NA,drupe,NA,NA,6,10,5,8,NA,NA,Endospermum mymecophilum,1NNNNNN11111,1NNNNN111111
Euphorbia,cyathophora,shrub,2,NA,capsule,NA,NA,3,4,5,6,2,3,Euphorbia cyathophora,11111111111N,111111NN1111
Euphorbia,plumerioides,tree,5,NA,capsule,NA,NA,4,8,4,9,4,4,Euphorbia plumerioides,NNNNNN111NNN,NNNNNNNN1NNN
Euphorbia,tannensis,shrub,1.5,NA,capsule,NA,NA,4,6,4,6,2,4,Euphorbia tannensis,N111111NNNNN,N1111111111N
Excoecaria,agallocha,tree,20,0.3,capsule,NA,NA,4,14,4,14,5,5,Excoecaria agallocha,111NNNNNNN11,1111111NNNNN
Excoecaria,dallachyana,tree,15,0.45,capsule,NA,NA,6,10,7,10,4,5,Excoecaria dallachyana,1.11111E+11,1.11111E+11
Flueggea,leucopyrus,shrub,5,NA,berry,Pale-headed Rosella,birds,4,7,6,8,2,3,Flueggea leucopyrus,111NNNNNNNN1,11111111NNN1
Flueggea,virosa,shrub,5,NA,berry,Yellow-spotted Honeyeater & Helmeted Friarbird,birds,2,7,3,8,2,3,Flueggea virosa,11N111111111,111111NNNN11
Fontainea,australis,tree,5,NA,drupe,NA,NA,23,23,23,23,12,12,Fontainea australis,1NNNNNNNNNN1,NNNNNN1NNNNN
Fontainea,fugax,NA,NA,NA,drupe?,NA,NA,NA,NA,NA,NA,NA,NA,Fontainea fugax,NA,NA
Fontainea,oraria,tree,7,0.1,drupe,NA,NA,20,24,20,24,15,15,Fontainea oraria,1NNNNNNNNN11,NN11NNNNNNNN
Fontainea,picrosperma,tree,25,NA,drupe,"Cassowary, Musky Rat-kangaroo & Giant White-tailed Rat",cassowary mammals,24,35,16,31,20,26,Fontainea picrosperma,NNNNNNNN1111,11NNNNNNNNN1
Fontainea,venosa,tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fontainea venosa,NA,NA
Fontainea,rostrata,tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fontainea rostrata,NA,NA
Fontainea,australis,tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fontainea australis,NA,NA
Fontainea,oraria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fontainea oraria,NA,NA
Glochidion,apodogynum,tree,10,NA,capsule,NA,NA,3,4,10,13,NA,NA,Glochidion apodogynum,11111NNN1111,11NNNNNNNNN1
Glochidion,benthamianum,tree,12,NA,capsule,Double-eyed Fig-parrot & Lewin's Honeyeater,birds,3,6,7,12,NA,NA,Glochidion benthamianum,1111111NN111,1.11111E+11
Glochidion,disparipes,tree,20,NA,capsule,NA,NA,5,8,8,17,NA,NA,Glochidion disparipes,111NNNNNN111,11NNNNNNNNNN
Glochidion,ferdinandi,tree,15,0.7,capsule,many bird species,birds,6,8,10,20,5,5,Glochidion ferdinandi,1111NNNNNN11,1.11111E+11
Glochidion,harveyanum harveyanum,tree,12,NA,capsule,many bird species,birds,8,8,12,18,NA,NA,Glochidion harveyanum harveyanum,1.11111E+11,11NNN1111111
Glochidion,harveyanum pubescens,tree,15,NA,capsule,NA,NA,NA,NA,14,15,4,6,Glochidion harveyanum pubescens,NNNN111111NN,NNNNNNNN1111
Glochidion,hylandii,tree,15,NA,capsule,Wompoo Fruit-dove,birds,NA,NA,12,15,5,5,Glochidion hylandii,NNNNNNNN111N,1.11111E+11
Glochidion,lobocarpum,tree,9,NA,capsule,NA,NA,3,5,8,9,NA,NA,Glochidion lobocarpum,11NN11111111,11111NNNNNN1
Glochidion,philippicum,tree,20,NA,capsule,Metallic Starling & Yellow Honeyeater,birds,NA,NA,8,8,NA,NA,Glochidion philippicum,NN1111111111,11NNNNNN1111
Glochidion,pruinosum,tree,10,NA,capsule,NA,NA,NA,NA,10,12,NA,NA,Glochidion pruinosum,NNNNNNNNNN1N,NA
Glochidion,pungens,tree,30,NA,capsule,NA,NA,NA,NA,12,15,NA,NA,Glochidion pungens,NN1111111111,NNNNNN111111
Glochidion,sessiliflorum pedicellatum,tree,15,NA,capsule,NA,NA,6,9,14,18,NA,NA,Glochidion sessiliflorum pedicellatum,11NNNN111111,N111111NNNNN
Glochidion,sessiliflorum sessiliflorum,tree,10,NA,capsule,NA,NA,4,10,15,22,NA,NA,Glochidion sessiliflorum sessiliflorum,NNNNNNNN11NN,NNNNN111111N
Glochidion,sumatranum,tree,25,0.45,capsule,"Double-eyed Fig-parrot, Victoria's Riflebird, Silvereye, Black Butcherbird & Lewin's Honeyeater",birds,4,4,6,9,3,3,Glochidion sumatranum,1.11111E+11,11NNNNNNNN11
Hevea,brasiliensis,tree,40,NA,capsule,NA,NA,35,40,30,45,22,30,Hevea brasiliensis,NNNNNNNNN1NN,NA
Homalanthus,novoguineensis,tree,25,NA,capsule,many bird species,birds,8,10,8,10,6,6,Homalanthus novoguineensis,1.11111E+11,11NNNNNNNN11
Homalanthus,nutuns,tree,8,0.13,capsule,many bird species,birds,8,10,8,10,NA,NA,Homalanthus nutuns,NNNNNN111111,1NNNNNNNNN11
Hylandia,dockrillii,tree,30,NA,nut,native rats,mammals,20,33,35,45,12,18,Hylandia dockrillii,111111NNNNNN,1111NNNN1111
Macaranga,dallachyana,tree,20,NA,capsule,NA,NA,3,6,6,9,NA,NA,Macaranga dallachyana,NNNNNNNN1NNN,111NNNNNNNNN
Macaranga,inamoena,tree,10,NA,capsule,King Parrot,birds,6,6,6,11,3,4,Macaranga inamoena,11NNNNN11111,11111NNNNNN1
Macaranga,mallotoides,tree,15,NA,capsule,Pied Imperial-Pigeon,birds,4,20,4,20,5,5,Macaranga mallotoides,1.11111E+11,11NNNNNNNN11
Macaranga,polyadenia,tree,28,NA,capsule,NA,NA,6,7,9,10,2,5,Macaranga polyadenia,NNNNN1111111,1NNNNN111111
Macaranga,subdentata,tree,15,NA,capsule,NA,NA,5,7,7,11,3,4,Macaranga subdentata,1.11111E+11,111111NNNN11
Macaranga,tanarius,tree,28,0.3,capsule,"Eclectus Parrot, Cuscus, Trampet Manucode, Metallic Starling, Sulphur-crested Cockatoo & Magnificent Riflebird",birds,NA,NA,6,13,4,5,Macaranga tanarius,111NN1111111,11NNNNNN1111
Mallotus,claoxyloides,tree,8,0.23,capsule,NA,NA,6,8,11,13,5,5,Mallotus claoxyloides,1111NNNN1111,111111NNNN11
Mallotus,discolor,tree,30,0.6,capsule,many bird species,birds,5,8,6,10,3,4,Mallotus discolor,1NNNNNNN1111,1111NNNNNN11
Mallotus,dispersus,tree,10,NA,capsule,NA,NA,8,12,13,18,5,7,Mallotus dispersus,N1NNNNNNNNNN,111111111NNN
Mallotus,ficifolus,tree,6,NA,capsule,NA,NA,7,11,9,15,4,6,Mallotus ficifolus,1.11111E+11,1.11111E+11
Mallotus,megadontus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mallotus megadontus,NA,NA
Mallotus,mollissimus,tree,10,NA,capsule,"Cassowary, Figbird, Pied Currawong, Silvereye & Giant White-tailed Rat",birds mammals cassowary,5,8,7,8,3,5,Mallotus mollissimus,1.11111E+11,1.11111E+11
Mallotus,nesophilus,tree,20,NA,drupe,NA,NA,4,10,5,11,3,5,Mallotus nesophilus,1.11111E+11,1.11111E+11
Mallotus,paniculatus,tree,10,NA,capsule,NA,NA,4,6,5,8,2,4,Mallotus paniculatus,1111111N1111,1.11111E+11
Mallotus,philippensis,tree,25,0.4,capsule,Lewin's Honeyeater & Figbird,birds,4,8,5,12,3,5,Mallotus philippensis,1.11111E+11,1.11111E+11
Mallotus,polyadenos,tree,28,NA,capsule,NA,NA,5,6,8,10,3,4,Mallotus polyadenos,1.11111E+11,1.11111E+11
Mallotus,repandus,vine,NA,NA,capsule,NA,NA,8,10,11,16,5,5,Mallotus repandus,111NNNNN1111,1NNNNNNNNNN1
Mallotus,resinosus,tree,6,NA,capsule,NA,NA,5,7,10,13,5,5,Mallotus resinosus,1111NNNNNN11,11NNNNNNNNNN
Mallotus,surculosus,tree,10,NA,capsule,NA,NA,4,6,7,9,4,4,Mallotus surculosus,1NNNNNNNN111,111NNNNNN111
Margaritaria,dubium-traceyi,tree,18,NA,capsule,NA,NA,5,7,5,7,5,5,Margaritaria dubium-traceyi,NNNNNNNNN111,111111NNNNN1
Margaritaria,indica,tree,20,NA,capsule,NA,NA,7,9,7,9,3,3,Margaritaria indica,NNNNNNNNNN11,NN1111NNNNNN
Microstachys,chamaelea,herb/shrub,1,NA,capsule,NA,NA,4,7,4,7,4,5,Microstachys chamaelea,1.11111E+11,N111111NNNNN
Neoroepera,banksii,shrub,2,NA,capsule,NA,NA,6,10,8,10,4,5,Neoroepera banksii,1.11111E+11,NNNNNN1NNNNN
Neoroepera,buxifolia,tree,7,NA,capsule,NA,NA,5,8,NA,NA,4,5,Neoroepera buxifolia,NNNN1111111N,NNNNNNNNNN1N
Omphalea,celata,tree,12,NA,capsule,NA,NA,32,45,50,70,23,26,Omphalea celata,NNNNN1111111,11NNNNNNNNNN
Omphalea,papuana,vine,NA,NA,drupe,Cassowary,cassowary,45,60,50,67,20,30,Omphalea papuana,NA,NNNNN11111NN
Omphalea,queenslandiae,vine,NA,NA,capsule,Musky Rat-kangaroo,birds mammals,50,80,70,150,35,40,Omphalea queenslandiae,NNNNNN11111N,1.11111E+11
Petalostigma,banksii,tree,6,NA,capsule,NA,NA,9,17,10,16,4,7,Petalostigma banksii,111111NN1111,NNN111111NNN
Petalostigma,pubescens,tree,10,0.75,capsule,Emu,birds,10,25,13,22,5,14,Petalostigma pubescens,1.11111E+11,1111111111NN
Petalostigma,triloculare,tree,15,0.25,drupe,NA,NA,10,17,10,17,5,7,Petalostigma triloculare,1NNNNN111111,NN11111111NN
Phyllanthus,brassii,shrub,2.5,NA,capsule,NA,NA,4,5,4,5,2,2,Phyllanthus brassii,NNNNNNNN111N,NNNNNNNNNN11
Phyllanthus,clamboides,tree,9,NA,capsule,NA,NA,6,7,9,10,4,4,Phyllanthus clamboides,1NNNNNNN1111,N111NNNNNNNN
Phyllanthus,cuscutiflorus,tree,10,NA,capsule,NA,NA,3,3,4,5,1,2,Phyllanthus cuscutiflorus,1111NNN11111,11NNN1111111
Phyllanthus,gunnii,shrub,2,NA,capsule,NA,NA,3,4,3,4,5,5,Phyllanthus gunnii,1111NNNN1111,N111111111NN
Phyllanthus,hypospodius,shrub,3,NA,capsule,NA,NA,5,5,6,8,NA,NA,Phyllanthus hypospodius,1.11111E+11,11NNN1111111
Phyllanthus,lamprophyllus,shrub,4,NA,capsule,NA,NA,8,8,NA,NA,4,4,Phyllanthus lamprophyllus,11111111NN11,1NNNNNNNN111
Phyllanthus,novae-hollandiae,vine/shrub,6,NA,capsule,NA,NA,5,5,4,7,NA,NA,Phyllanthus novae-hollandiae,1.11111E+11,1.11111E+11
Phyllanthus,paraelongipes,tree,20,NA,capsule,NA,NA,5,6,6,7,2,2,Phyllanthus paraelongipes,1111NNNNN111,1NNNNNNNNNN1
Phyllanthus,reticulatus,vine/shrub,4,NA,capsule,NA,NA,9,9,9,9,2,4,Phyllanthus reticulatus,NNN1111111NN,11NNN1111111
Phyllanthus,sauropodoides,shrub?,NA,NA,capsule?,NA,NA,NA,NA,NA,NA,NA,NA,Phyllanthus sauropodoides,NA,NA
Phyllanthus,sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyllanthus sp.,NA,NA
Phyllanthus,sp. (Bulburin),shrub?,NA,NA,capsule?,NA,NA,NA,NA,NA,NA,NA,NA,Phyllanthus sp. (Bulburin),NA,NA
Phyllanthus,subcrenulatus,herb/shrub,2,NA,capsule,NA,NA,6,6,6,6,2,2,Phyllanthus subcrenulatus,111111111NNN,11111NNNNNNN
Phyllanthus,tenellus,herb/shrub,1,NA,capsule,NA,NA,1,2,1,2,1,1,Phyllanthus tenellus,1.11111E+11,NNN11NNNNNNN
Pimelodendron,amboinicum,tree,35,NA,capsule,NA,NA,25,50,15,25,15,15,Pimelodendron amboinicum,NNNNNNNNN11N,11NNNNNNNNNN
Ricinocarpos,ledifolius,shrub,4,NA,capsule,NA,NA,8,8,10,12,4,5,Ricinocarpos ledifolius,1.11111E+11,111NNNNNNNN1
Rockinghamia,angustifolia,tree,20,NA,capsule,King Parrot,birds,10,15,15,19,6,8,Rockinghamia angustifolia,111111NN1111,1.11111E+11
Rockinghamia,brevipes,tree,10,NA,capsule,NA,NA,10,16,16,20,8,9,Rockinghamia brevipes,1.11111E+11,11NNN1111111
Sankowskya (to be included in Picrodendraceae),stipularis,tree,20,NA,capsule,NA,NA,9,15,10,12,8,8,Sankowskya (to be included in Picrodendraceae) stipularis,1.11111E+11,1.11111E+11
Sauropus,albiflorus,shrub,3,NA,capsule,NA,NA,6,6,5,8,5,5,Sauropus albiflorus,1.11111E+11,1111111NNNN1
Sauropus,macranthus,shrub,3,NA,capsule,NA,NA,10,14,15,25,6,10,Sauropus macranthus,N1111111111N,N11111111111
Suregada,glomerulata,tree,25,NA,capsule,NA,NA,8,12,9,13,4,4,Suregada glomerulata,NNNNNNNNN1NN,11NNNNNNNN11
Tragia,finalis,vine,NA,NA,capsule,NA,NA,6,8,8,12,5,5,Tragia finalis,11111111NNNN,NN1111NNNNNN
Tragia,novae-hollandiae,vine,NA,NA,capsule,NA,NA,4,11,4,9,5,5,Tragia novae-hollandiae,111111NNN111,1111111NNNN1
Trigonostemon,inopinatus,tree,6,NA,capsule,NA,NA,10,13,11,13,6,7,Trigonostemon inopinatus,1111111NNN11,NNNN111111NN
Wetria,australiensis,tree,15,NA,capsule,NA,NA,5,6,9,10,4,5,Wetria australiensis,1NNNNNNNNNN1,11NNNNNNNNN1
Whyanbeelia (to be included in Picrodendraceae),terrae-reginae,tree,25,NA,capsule,NA,NA,17,22,17,22,9,12,Whyanbeelia (to be included in Picrodendraceae) terrae-reginae,NNNNN11111NN,1NNNNN111111
Eupomatia,barbata,shrub,1,NA,dry berry,NA,NA,15,20,20,30,4,4,Eupomatia barbata,NNNNNNNNNN11,1.11111E+11
Eupomatia,bennettii,shrub,NA,NA,NA,NA,NA,30,30,30,30,NA,NA,Eupomatia bennettii,NA,NA
Eupomatia,laurina,tree,10,0.3,dry berry,NA,NA,24,40,15,45,4,6,Eupomatia laurina,NNNNNNNNN11N,1111111NNNNN
Abrus,precatorius,vine,NA,NA,dehiscent pod,Yellow Oriole,birds,20,65,10,15,5,9,Abrus precatorius,N1111NNNNNNN,N11111111NNN
Austrosteenisia,blackii,vine,NA,NA,indehiscent pod,NA,NA,35,100,9,23,5,8,Austrosteenisia blackii,NNNNNNNN1111,111111NNN111
Austrosteenisia,mollitricha,vine,NA,NA,indehiscent pod,NA,NA,40,108,10,21,5,6,Austrosteenisia mollitricha,NNNNNNN111NN,NNNNNNNNN1NN
Austrosteenisia,stipularis,vine,NA,NA,indehiscent pod,NA,NA,47,90,18,21,NA,NA,Austrosteenisia stipularis,NNNNNNNN111N,1NNNNNNNNNNN
Bossiaea,arenicola,tree,NA,NA,dehiscent pod,NA,NA,16,29,10,15,4,4,Bossiaea arenicola,NNN11111NNNN,NNNNNNNN1NNN
Cajanus,acutifolius,herb/shrub,2,NA,dehiscent pod,NA,NA,15,25,6,9,3,5,Cajanus acutifolius,11111NNNNNNN,NN111NNNNNNN
Cajanus,reticulatus,shrub,2,NA,dehiscent pod,NA,NA,15,35,6,11,3,6,Cajanus reticulatus,11111111NNNN,N111NNNNNNNN
Callerya,(Barratt Creek),vine,NA,NA,dehiscent pod,NA,NA,75,75,38,38,NA,NA,Callerya (Barratt Creek),NNNNNNNNNN1N,NNNNNNNN1NNN
Callerya,(Beatrice Creek),vine,NA,NA,dehiscent pod,NA,NA,80,90,40,70,45,60,Callerya (Beatrice Creek),NNNNNNNNN11N,NNNN111NNNNN
Callerya,mucunoides,vine,NA,NA,dehiscent pod,NA,NA,20,40,5,5,3,4,Callerya mucunoides,N1111111NNNN,NNNN1111NNNN
Callerya,pilipes,vine,NA,NA,dehiscent pod,NA,NA,200,230,30,38,22,22,Callerya pilipes,NNNNNNNN111N,11NNNN111111
Canavalia,cathartica,vine,NA,NA,dehiscent pod,NA,NA,80,125,28,45,18,18,Canavalia cathartica,NNN111NNNNNN,NNNN111NNNNN
Canavalia,papuana,vine,NA,NA,dehiscent pod,NA,NA,110,200,20,28,12,16,Canavalia papuana,NN111111NNNN,NNNNNN111111
Canavalia,rosea,vine,NA,NA,dehiscent pod,NA,NA,70,240,15,45,13,20,Canavalia rosea,NN11111111NN,NNNNNNN11111
Castanospermum,australe,tree,35,1,dehiscent pod,NA,NA,90,250,40,60,30,50,Castanospermum australe,1NNNNN111111,NN111111111N
Centrosema,pubescens,vine,NA,NA,dehiscent pod,NA,NA,40,150,6,7,3,5,Centrosema pubescens,NNNN11111NNN,NNN111111NNN
Clitoria,ternatea,vine,NA,NA,dehiscent pod,NA,NA,50,120,8,12,3,8,Clitoria ternatea,1.11111E+11,1.11111E+11
Crotalaria,laburnifolia,shrub,2,NA,dehiscent pod,NA,NA,28,150,8,13,3,7,Crotalaria laburnifolia,111111NNNNNN,111111NNNNNN
Crotalaria,pallida,herb/shrub,3,NA,dehiscent pod,NA,NA,30,46,6,9,3,4,Crotalaria pallida,111111111NNN,1111NNNNNNN1
Crotalaria,verrucosa,shrub,1.5,NA,dehiscent pod,NA,NA,30,80,9,16,4,5,Crotalaria verrucosa,N1111NNNNNNN,N1111111NNNN
Dalbergia,candenatensis,vine/shrub,NA,NA,indehiscent pod,NA,NA,20,35,10,15,18,23,Dalbergia candenatensis,111111NNNN11,NNNNNNNNNN1N
Dalbergia,densa australis,vine/shrub,NA,NA,indehiscent pod,NA,NA,30,75,8,30,8,8,Dalbergia densa australis,1NNNNNNNNNNN,N11NNNNNNNNN
Dalbergia,densa desna,vine/shrub,NA,NA,indehiscent pod,NA,NA,40,70,10,30,14,17,Dalbergia densa desna,NNNNNNNNN111,NNNNNNNNNN11
Dendrolobium,arbuscula,tree,6,NA,disarticulating pod,NA,NA,4,60,3,5,3,5,Dendrolobium arbuscula,1111NNNN1111,1111111NNNN1
Dendrolobium,umbellatum,tree,8,NA,disarticulating pod,NA,NA,8,50,4,6,3,4,Dendrolobium umbellatum,11NNNNN11111,1111111N1111
Derris,(Claudie River),vine,NA,NA,indehiscent pod,NA,NA,35,110,15,22,10,15,Derris (Claudie River),NNNNNNNN111N,NNNNNNNN111N
Derris,(Daintree),vine,NA,NA,indehiscent pod,NA,NA,55,70,20,25,8,8,Derris (Daintree),NNNNNNNNN11N,NNN1111NNNNN
Derris,koolgibberah,vine,NA,NA,indehiscent pod,NA,NA,60,110,15,23,4,5,Derris koolgibberah,NNNNNN1111NN,NNNNNNNNNNN1
Derris,rifoliata,vine,NA,NA,dehiscent pod,NA,NA,45,60,25,37,12,25,Derris rifoliata,111NNNNN1111,11111NNNNN11
Desmodium,acanthocladum,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Desmodium acanthocladum,NA,NA
Desmodium,gangeticum,shrub,2,NA,disarticulating pod,NA,NA,12,25,2,2,2,2,Desmodium gangeticum,11111NNNNNN1,1111111NNNN1
Desmodium,heterocarpon,shrub,1.5,NA,disarticulating pod,NA,NA,11,20,2,3,1,2,Desmodium heterocarpon,NNN1NNNNNNNN,NN11NNNNNNNN
Desmodium,intortum,herb/shrub,1.5,NA,disarticulating pod,NA,NA,10,50,4,4,2,2,Desmodium intortum,N11111NNNNNN,N111111NNNNN
Desmodium,nemorosum,herb/shrub,1,NA,disarticulating pod,NA,NA,10,50,3,3,5,5,Desmodium nemorosum,111NNNNNNN11,1111NNNNNN11
Desmodium,tenax,shrub,2,NA,disarticulating pod,NA,NA,30,40,4,4,3,4,Desmodium tenax,NNNNN1NNNNNN,NNNN11NNNNNN
Desmodium,tortuosum,shrub,3,NA,disarticulating pod,NA,NA,10,30,3,4,2,3,Desmodium tortuosum,1111NNNNN111,11111NNNN111
Dioclea,hexandra,vine,NA,NA,indehiscent pod,NA,NA,90,160,40,65,25,35,Dioclea hexandra,11NNNNN11111,N1NNNNNNNNNN
Erythrina,insularis,tree,12,NA,dehiscent pod,NA,NA,80,140,14,20,10,10,Erythrina insularis,NNNNNN11111N,111111111NNN
Erythrina,variegata,tree,25,NA,indehiscent pod,NA,NA,70,300,20,25,14,19,Erythrina variegata,NNNNNN11111N,11NNN1111111
