"species","trait_name","trait_value","trait_name_standardised","trait_value_standardised","value_type","flowering_time_type","number_records","number_obs","percent_records","commonness","notes"
"Banksia ilicifolia","specific_pollinator","honeyeater (unspecified); New Holland Honeyeater; Brown Honeyeater; White-cheeked Honeyeater; Singing Honeyeater; Red Wattlebird; Western Spinebill","flower_visitor","honeyeater",,,75,43,57,"usually",""
"Banksia ilicifolia","specific_pollinator","Port Lincoln Parrot","flower_visitor","parrot",,,75,4,5,"rarely",""
"Banksia ilicifolia","specific_pollinator","Silvereye","flower_visitor","silvereye",,,75,1,1,"rarely",""
"Banksia ilicifolia","months_flowering_range","year-round (intermittent)","flowering_time","YYYYYYYYYYYY",,"full range",,,,,"text: 'B. ilicifolia flowers intermittently in most months of the year with an apparent peak in July, August and September'"
"Banksia ilicifolia","months_flowering_peak","Jul-Sep","flowering_time","NNNNNNYYYNNN",,"peak flowering",,,,,"text-stated peak"
"Banksia ilicifolia","months_fruiting_cones_present","uncertain - not confidently isolated from chart",,,,,,,,,"LOW CONFIDENCE - flag for manual check"
"Banksia incana","growth_form","shrub","plant_growth_form","shrub",,,38,,100,"usually",""
"Banksia incana","growth_response","no fire-response records",,,,,0,,,,""
"Banksia incana","pollinator_type","no pollinator observed",,,,,12,12,,,""
"Banksia incana","months_flowering_range","Dec-Jan, plus a minor record in Mar","flowering_time","YNYNNNNNNNNY",,"full range",,,,,"text: 'Atlas records suggest a flowering season in summer. According to A.S. George (1981) the season may extend into autumn.' Chart shows 'fully open' concentrated at Jan (~100%) and Dec (~65%), with a small Mar record (~10%)"
"Banksia incana","months_flowering_peak","Jan","flowering_time","YNNNNNNNNNNN",,"peak flowering",,,,,"tallest 'fully open' bar in chart (~100%)"
"Banksia incana","months_fruiting_cones_present","none evident in chart",,,,,,,,,"no fire-response records; text notes George (1981) reported the species resprouts from its lignotuber when burnt"
"Banksia integrifolia","growth_form","tree","plant_growth_form","tree",,,1736,,75,"usually",""
"Banksia integrifolia","growth_form","shrub","plant_growth_form","shrub",,,1736,,22,"occasionally",""
"Banksia integrifolia","growth_form","unspecified",,,,,1736,,3,"rarely",""
"Banksia integrifolia","growth_response","ground resprout and killed, new seedlings; killed, new seedlings; killed, new seedlings and trunk resprout; killed, no seedlings; killed, no seedlings and ground resprout","resprouting_capacity","fire_killed",,,62,15,24,,
"Banksia integrifolia","growth_response","ground resprout; ground resprout and killed, new seedlings; ground resprout and trunk resprout; killed, new seedlings and trunk resprout; trunk resprout; trunk resprout and sucker resprout; killed, no seedlings and ground resprout","resprouting_capacity","resprouts",,,62,51,82,,
"Banksia integrifolia","growth_response","ground resprout and killed, new seedlings; killed, new seedlings; killed, new seedlings and trunk resprout","post_fire_recruitment","post_fire_recruitment",,,62,12,19,,
"Banksia integrifolia","growth_response","killed, no seedlings; killed, no seedlings and ground resprout","post_fire_recruitment","post_fire_recruitment_absent",,,62,3,5,,
"Banksia integrifolia","growth_response","ground resprout; ground resprout and killed, new seedlings; ground resprout and trunk resprout; killed, no seedlings and ground resprout","bud_bank_location","basal_buds",,,62,28,45,,
"Banksia integrifolia","growth_response","trunk resprout and sucker resprout","bud_bank_location","bud-bearing_root",,,62,1,2,,
"Banksia integrifolia","growth_response","ground resprout and trunk resprout; killed, new seedlings and trunk resprout; trunk resprout; trunk resprout and sucker resprout","bud_bank_location","epicormic_buds",,,62,32,52,,
"Banksia integrifolia","growth_response","unspecified",,,,,122,,50,,""
"Banksia integrifolia","flowering_response","occurred after fire",,,,,70,,,,""
"Banksia integrifolia","flowering_response","median time to flowering: 13-24 months","fire_time_from_fire_to_flowering","18.5","median",,70,,,,""
"Banksia integrifolia","flowering_response","minimum time to flowering: <1 month","fire_time_from_fire_to_flowering","1","minimum",,70,,,,""
"Banksia integrifolia","flowering_response","not occurred after fire",,,,,20,,,,""
"Banksia integrifolia","flowering_response","median time to no flowering: 1-12 months","fire_time_from_fire_to_no_flowering","6.5","median",,20,,,,""
"Banksia integrifolia","flowering_response","maximum time to no flowering: 85-96 months","fire_time_from_fire_to_no_flowering","90.5","maximum",,20,,,,""
"Banksia integrifolia","pollinator_type","no pollinator observed",,,,,920,690,,,""
"Banksia integrifolia","pollinator_type","bees, wasps, ants","flower_visitor","bee wasp ant",,,236,46,19,"occasionally",""
"Banksia integrifolia","pollinator_type","beetles","flower_visitor","beetle",,,236,3,1,"rarely",""
"Banksia integrifolia","pollinator_type","bird","flower_visitor","bird",,,236,175,74,"usually",""
"Banksia integrifolia","pollinator_type","butterflies, moths","flower_visitor","lepidoptera",,,236,9,4,"rarely",""
"Banksia integrifolia","pollinator_type","mammals","flower_visitor","mammal",,,236,3,1,"rarely",""
"Banksia integrifolia","specific_pollinator","ant","flower_visitor","ant",,,236,4,2,"rarely",""
"Banksia integrifolia","specific_pollinator","bee (unspecified); native bee","flower_visitor","bee",,,236,20,8,"rarely",""
"Banksia integrifolia","specific_pollinator","Black-faced Cuckoo-shrike; weavers and allies (unspecified); Striated Pardalote; thornbill (unspecified); Brown Thornbill","flower_visitor","bird",,,236,5,2,"rarely",""
"Banksia integrifolia","specific_pollinator","European honey bee","flower_visitor","honeybee",,,236,14,6,"rarely",""
"Banksia integrifolia","specific_pollinator","honeyeater (unspecified); New Holland Honeyeater; White-eared Honeyeater; White-naped Honeyeater; Brown Honeyeater; White-cheeked Honeyeater; Singing Honeyeater; Tawny-crowned Honeyeater; White-plumed Honeyeater; Yellow-faced Honeyeater; White-throated Honeyeater; Blue-faced Honeyeater; Dusky Honeyeater; Bridled Honeyeater; Scarlet Honeyeater; Fuscous Honeyeater; Noisy Miner; wattlebird (unspecified); Red Wattlebird; Little Wattlebird; Eastern Spinebill; friarbird (unspecified); Noisy Friarbird; Little Friarbird","flower_visitor","honeyeater",,,236,195,83,"usually",""
"Banksia integrifolia","specific_pollinator","possum (unspecified)","flower_visitor","marsupial",,,236,2,0.8,"rarely",""
"Banksia integrifolia","specific_pollinator","rosella (unspecified); lorikeet (unspecified); Rainbow Lorikeet","flower_visitor","parrot",,,236,18,8,"rarely",""
"Banksia integrifolia","specific_pollinator","Silvereye","flower_visitor","silvereye",,,236,7,3,"rarely",""
"Banksia integrifolia","specific_pollinator","spider","flower_visitor","spider",,,236,1,0.4,"rarely",""
"Banksia integrifolia","specific_pollinator","European wasp","flower_visitor","wasp",,,236,1,0.4,"rarely",""
"Banksia integrifolia","months_flowering_range","Mar-Sep","flowering_time","NNYYYYYYYNNN",,"full range",,,,,"text: 'a predominantly autumn- and winter- flowering species though some flowers have been recorded in all months of the year'"
"Banksia integrifolia","months_flowering_peak","May","flowering_time","NNNNYNNNNNNN",,"peak flowering",,,,,"tallest 'fully open' bar in chart (~85%); Apr and Jun also high (~78%)"
"Banksia integrifolia","months_fruiting_cones_present","uncertain - not confidently isolated from chart",,,,,,,,,"LOW CONFIDENCE - flag for manual check"
"Banksia integrifolia var. aquilonia","growth_form","tree","plant_growth_form","tree",,,92,,93,"usually",""
"Banksia integrifolia var. aquilonia","growth_form","shrub","plant_growth_form","shrub",,,92,,7,"rarely",""
"Banksia integrifolia var. aquilonia","growth_response","ground resprout; trunk resprout","resprouting_capacity","resprouts",,,11,11,100,,
"Banksia integrifolia var. aquilonia","growth_response","ground resprout","bud_bank_location","basal_buds",,,11,2,18,,
"Banksia integrifolia var. aquilonia","growth_response","trunk resprout","bud_bank_location","epicormic_buds",,,11,9,82,,
"Banksia integrifolia var. aquilonia","growth_response","unspecified",,,,,14,,21,,""
"Banksia integrifolia var. aquilonia","flowering_response","occurred after fire",,,,,10,,,,""
"Banksia integrifolia var. aquilonia","flowering_response","median time to flowering: 13-24 months","fire_time_from_fire_to_flowering","18.5","median",,10,,,,""
"Banksia integrifolia var. aquilonia","flowering_response","minimum time to flowering: 1-12 months","fire_time_from_fire_to_flowering","6.5","minimum",,10,,,,""
"Banksia integrifolia var. aquilonia","flowering_response","not occurred after fire",,,,,3,,,,""
"Banksia integrifolia var. aquilonia","flowering_response","median time to no flowering: 13-24 months","fire_time_from_fire_to_no_flowering","18.5","median",,3,,,,""
"Banksia integrifolia var. aquilonia","pollinator_type","no pollinator observed",,,,,23,21,,,""
"Banksia integrifolia var. aquilonia","pollinator_type","bird","flower_visitor","bird",,,2,2,100,"usually",""
"Banksia integrifolia var. aquilonia","specific_pollinator","White-cheeked Honeyeater; Bridled Honeyeater; Eastern Spinebill","flower_visitor","honeyeater",,,2,3,100,"usually",""
"Banksia integrifolia var. aquilonia","specific_pollinator","Rainbow Lorikeet","flower_visitor","parrot",,,2,1,50,"usually",""
"Banksia integrifolia var. aquilonia","months_flowering_range","Mar-Jul","flowering_time","NNYYYYYNNNNN",,"full range",,,,,"text: 'Flowering is from March to July'"
"Banksia integrifolia var. aquilonia","months_flowering_peak","Apr","flowering_time","NNNYNNNNNNNN",,"peak flowering",,,,,"tallest 'fully open' bar in chart (~70%)"
"Banksia integrifolia var. aquilonia","months_fruiting_cones_present","uncertain - not confidently isolated from chart",,,,,,,,,"LOW CONFIDENCE - flag for manual check"
"Banksia integrifolia var. compar","growth_form","tree","plant_growth_form","tree",,,437,,91,"usually",""
"Banksia integrifolia var. compar","growth_form","shrub","plant_growth_form","shrub",,,437,,9,"rarely",""
"Banksia integrifolia var. compar","growth_response","ground resprout and killed, new seedlings; killed, new seedlings","resprouting_capacity","fire_killed",,,15,3,20,,
"Banksia integrifolia var. compar","growth_response","ground resprout; ground resprout and killed, new seedlings; trunk resprout","resprouting_capacity","resprouts",,,15,13,87,,
"Banksia integrifolia var. compar","growth_response","ground resprout and killed, new seedlings; killed, new seedlings","post_fire_recruitment","post_fire_recruitment",,,15,3,20,,
"Banksia integrifolia var. compar","growth_response","ground resprout; ground resprout and killed, new seedlings","bud_bank_location","basal_buds",,,15,6,40,,
"Banksia integrifolia var. compar","growth_response","trunk resprout","bud_bank_location","epicormic_buds",,,15,7,47,,
"Banksia integrifolia var. compar","growth_response","unspecified",,,,,34,,56,,""
"Banksia integrifolia var. compar","flowering_response","occurred after fire",,,,,22,,,,""
"Banksia integrifolia var. compar","flowering_response","median time to flowering: 12-13 months","fire_time_from_fire_to_flowering","12.5","median",,22,,,,""
"Banksia integrifolia var. compar","flowering_response","minimum time to flowering: <1 month","fire_time_from_fire_to_flowering","1","minimum",,22,,,,""
"Banksia integrifolia var. compar","flowering_response","not occurred after fire",,,,,4,,,,""
"Banksia integrifolia var. compar","flowering_response","median time to no flowering: 1-12 months","fire_time_from_fire_to_no_flowering","6.5","median",,4,,,,""
"Banksia integrifolia var. compar","flowering_response","maximum time to no flowering: 13-24 months","fire_time_from_fire_to_no_flowering","18.5","maximum",,4,,,,""
"Banksia integrifolia var. compar","pollinator_type","no pollinator observed",,,,,187,110,,,""
"Banksia integrifolia var. compar","pollinator_type","bees, wasps, ants","flower_visitor","bee wasp ant",,,79,17,22,"occasionally",""
"Banksia integrifolia var. compar","pollinator_type","bird","flower_visitor","bird",,,79,52,66,"usually",""
"Banksia integrifolia var. compar","pollinator_type","butterflies, moths","flower_visitor","lepidoptera",,,79,6,8,"rarely",""
"Banksia integrifolia var. compar","pollinator_type","mammals","flower_visitor","mammal",,,79,4,5,"rarely",""
"Banksia integrifolia var. compar","specific_pollinator","ant","flower_visitor","ant",,,79,2,3,"rarely",""
"Banksia integrifolia var. compar","specific_pollinator","bee (unspecified); native bee","flower_visitor","bee",,,79,7,9,"rarely",""
"Banksia integrifolia var. compar","specific_pollinator","weavers and allies (unspecified); Striated Pardalote; thornbill (unspecified); Brown Thornbill","flower_visitor","bird",,,79,4,5,"rarely",""
"Banksia integrifolia var. compar","specific_pollinator","European honey bee","flower_visitor","honeybee",,,79,4,5,"rarely",""
"Banksia integrifolia var. compar","specific_pollinator","honeyeater (unspecified); New Holland Honeyeater; Brown Honeyeater; Lewin's Honeyeater; Yellow-faced Honeyeater; Noisy Miner; Dusky Honeyeater; Spiny-cheeked Honeyeater; White-throated Honeyeater; Scarlet Honeyeater; Fuscous Honeyeater; Red Wattlebird; Eastern Spinebill; friarbird (unspecified); Noisy Friarbird; Little Friarbird","flower_visitor","honeyeater",,,79,48,61,"usually",""
"Banksia integrifolia var. compar","specific_pollinator","rosella (unspecified); lorikeets and allies (unspecified); Rainbow Lorikeet","flower_visitor","parrot",,,79,8,10,"occasionally",""
"Banksia integrifolia var. compar","months_flowering_range","Feb-Sep","flowering_time","NYYYYYYYYNNN",,"full range",,,,,"text: 'Flowering is from February to September'"
"Banksia integrifolia var. compar","months_flowering_peak","Apr-May","flowering_time","NNNYYNNNNNNN",,"peak flowering",,,,,"chart shows Apr and May both ~90% 'fully open', the tallest bars"
"Banksia integrifolia var. compar","months_fruiting_cones_present","uncertain - not confidently isolated from chart",,,,,,,,,"LOW CONFIDENCE - flag for manual check"
"Banksia integrifolia var. integrifolia","growth_form","tree","plant_growth_form","tree",,,1147,,54,"usually",""
"Banksia integrifolia var. integrifolia","growth_form","shrub","plant_growth_form","shrub",,,1147,,45,"commonly",""
