species_name,original_name,Tasmania,Tasmania_rounded,Barlow,CPBR,GrassBase,RBGSYD,SAH,TMAG,WAH,Barlow_yes,CPBR_yes,GrassBase_yes,RBGSYD_yes,SAH_yes,TMAG_yes,WAH_yes,sum_matches,plant_height_outcome
Plantago hispida,Plantago hispida,0.1,0.1,NA,NA,NA,NA,NA,NA,0.055,NA,NA,NA,NA,NA,NA,0,0,keep
Plantago paradoxa,Plantago paradoxa,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Plantago tasmanica,Plantago tasmanica,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Plantago triantha,Plantago triantha,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Plantago varia,Plantago varia,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Platylobium formosum,Platylobium formosum,2.5,2.5,NA,NA,NA,1.6665,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Platylobium obtusangulum,Platylobium obtusangulum,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Platylobium triangulare,Platylobium triangulare,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pleurosorus rutifolius,Pleurosorus rutifolius,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Poa clelandii,Poa clelandii,0.5,0.5,NA,NA,0.4,NA,0.75,NA,NA,NA,NA,0,NA,0,NA,NA,0,keep
Poa clivicola,Poa clivicola,0.5,0.5,NA,NA,0.375,0.4,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,keep
Poa gunnii,Poa gunnii,0.7,0.7,NA,NA,0.225,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,keep
Poa hookeri,Poa hookeri,0.86,0.86,NA,NA,0.3,0.3335,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,keep
Poa labillardierei,Poa labillardierei,0.5,0.5,NA,NA,0.75,0.8,0.615,NA,NA,NA,NA,0,0,0,NA,NA,0,keep
Poa mollis,Poa mollis,0.8,0.8,NA,NA,0.525,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,keep
Poa poiformis,Poa poiformis,1,1,NA,NA,0.48,0.6665,0.46,NA,NA,NA,NA,0,0,0,NA,NA,0,keep
Poa rodwayi,Poa rodwayi,0.6,0.6,NA,NA,0.5,NA,0.3125,NA,NA,NA,NA,0,NA,0,NA,NA,0,keep
Poa saxicola,Poa saxicola,1,1,NA,NA,NA,0.6665,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Poa sieberiana,Poa sieberiana,1,1,NA,NA,0.445,0.6665,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,keep
Poa tenera,Poa tenera,2,2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,keep
Podocarpus lawrencei,Podocarpus lawrencei,1,1,4,NA,NA,0.75,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,keep
Podolepis jaceoides,Podolepis jaceoides,0.7,0.7,NA,NA,NA,0.46649999999999997,0.7,NA,NA,NA,NA,NA,0,1,NA,NA,1,omit
Polyphlebium venosum,Polyphlebium venosum,0.1375,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Polystichum proliferum,Polystichum proliferum,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pomaderris apetala,Pomaderris apetala,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pomaderris aspera,Pomaderris aspera,15,15,NA,NA,NA,2.6665,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Pomaderris elliptica,Pomaderris elliptica,4,4,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Pomaderris phylicifolia,Pomaderris phylicifolia,2.5,2.5,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Pomaderris pilifera,Pomaderris pilifera,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Poranthera microphylla,Poranthera microphylla,0.15,0.15,NA,NA,NA,0.11499999999999999,NA,NA,0.060000000000000005,NA,NA,NA,0,NA,NA,0,0,keep
Potamogeton tricarinatus,Potamogeton tricarinatus,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Prasophyllum alpestre,Prasophyllum alpestre,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Prasophyllum alpinum,Prasophyllum alpinum,0.3,0.3,NA,NA,NA,0.1335,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Prasophyllum australe,Prasophyllum australe,0.8,0.8,NA,NA,NA,0.6,0.2325,NA,0.25,NA,NA,NA,0,0,NA,0,0,keep
Prasophyllum brevilabre,Prasophyllum brevilabre,0.48,0.48,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Prasophyllum elatum,Prasophyllum elatum,1.5,1.5,NA,NA,NA,1,0.7725,NA,0.75,NA,NA,NA,0,0,NA,0,0,keep
Prasophyllum fuscum,Prasophyllum fuscum,0.61,0.61,NA,NA,NA,0.28325,0.40750000000000003,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Prasophyllum limnetes,Prasophyllum limnetes,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Prasophyllum odoratum,Prasophyllum odoratum,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Prasophyllum pulchellum,Prasophyllum pulchellum,0.61,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Prasophyllum rostratum,Prasophyllum rostratum,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lobelia irrigua,Pratia irrigua,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lobelia pedunculata,Pratia pedunculata,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Prionotes cerinthoides,Prionotes cerinthoides,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Prostanthera lasianthos,Prostanthera lasianthos,8,8,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Prostanthera rotundifolia,Prostanthera rotundifolia,3,3,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Laphangium luteoalbum,Pseudognaphalium luteoalbum,0.45,0.45,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Raukaua gunnii,Pseudopanax gunnii,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pteridium esculentum,Pteridium esculentum,1.5,1.5,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Pteris tremula,Pteris tremula,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Pterostylis alata,Pterostylis alata,0.0892857,0.09,NA,NA,NA,NA,0.129,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Pterostylis aphylla,Pterostylis aphylla,0.0892857,0.09,NA,NA,NA,NA,0.0775,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Pterostylis concinna,Pterostylis concinna,0.1,0.1,NA,NA,NA,NA,0.077,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Pterostylis curta,Pterostylis curta,0.1,0.1,NA,NA,NA,NA,0.10500000000000001,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Pterostylis decurva,Pterostylis decurva,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pterostylis dubia,Pterostylis dubia,0.0892857,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pterostylis foliata,Pterostylis foliata,0.1,0.1,NA,NA,NA,NA,0.155,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Pterostylis longifolia,Pterostylis longifolia,0.1,0.1,NA,NA,NA,NA,0.405,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Pterostylis melagramma,Pterostylis melagramma,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pterostylis nana,Pterostylis nana,0.05,0.05,NA,NA,NA,NA,0.052500000000000005,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Pterostylis nutans,Pterostylis nutans,0.05,0.05,NA,NA,NA,NA,0.10350000000000001,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Pterostylis parviflora,Pterostylis parviflora,0.05,0.05,NA,NA,NA,NA,0.1275,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Pterostylis pedoglossa,Pterostylis pedoglossa,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pterostylis pedunculata,Pterostylis pedunculata,0.05,0.05,NA,NA,NA,NA,0.115,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Pterostylis plumosa,Pterostylis plumosa,0.15,0.15,NA,NA,NA,NA,0.156,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Pterostylis sanguinea,Pterostylis sanguinea,0.0892857,0.09,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,0,keep
Pterostylis tunstallii,Pterostylis tunstallii,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pterostylis ingens,Pterostylis Xingens,0.0892857,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pterostylis ziegeleri,Pterostylis ziegeleri,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pterygopappus lawrencei,Pterygopappus lawrencei,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Ptilotus spathulatus,Ptilotus spathulatus,0.2,0.2,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,0,0,keep
Pultenaea daphnoides,Pultenaea daphnoides,3,3,NA,NA,NA,NA,1.5005,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Pultenaea dentata,Pultenaea dentata,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pultenaea gunnii,Pultenaea gunnii,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pultenaea juniperina,Pultenaea juniperina,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pultenaea pedunculata,Pultenaea pedunculata,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pultenaea prostrata,Pultenaea prostrata,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pultenaea sericea,Pultenaea sericea,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pultenaea stricta,Pultenaea stricta,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pultenaea tenuifolia,Pultenaea tenuifolia,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pyrorchis nigricans,Pyrorchis nigricans,0.3,0.3,NA,NA,NA,0.2,0.155,NA,0.175,NA,NA,NA,0,0,NA,0,0,keep
Ranunculus amphitrichus,Ranunculus amphitrichus,0.35,0.35,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Ranunculus collinus,Ranunculus collinus,0.22,0.22,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Ranunculus decurvus,Ranunculus decurvus,0.36,0.36,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Ranunculus glabrifolius,Ranunculus glabrifolius,0.36,0.36,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Ranunculus lappaceus,Ranunculus lappaceus,0.5,0.5,1.7,NA,NA,NA,0.852,0.3,NA,0,NA,NA,NA,0,0,NA,0,keep
Ranunculus pascuinus,Ranunculus pascuinus,0.36,0.36,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Ranunculus pimpinellifolius,Ranunculus pimpinellifolius,0.25,0.25,NA,NA,NA,0.135,NA,0.3,NA,NA,NA,NA,0,NA,0,NA,0,keep
Ranunculus scapiger,Ranunculus scapiger,0.5,0.5,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Ranunculus sessiliflorus,Ranunculus sessiliflorus,0.35,0.35,0.185,NA,NA,NA,0.176,NA,0.185,0,NA,NA,NA,0,NA,0,0,keep
Ranunculus triplodontus,Ranunculus triplodontus,0.35,0.35,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Baloskion australe,Restio australis,1.4,1.4,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Eurychorda complanata,Restio complanatus,1.2,1.2,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Chordifex hookeri,Restio hookeri,1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Chordifex monocephalus,Restio monocephalus,1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Baloskion tetraphyllum,Restio tetraphyllus,1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Rhagodia baccata,Rhagodia candolleana,4,4,NA,NA,NA,2.6665,NA,3,NA,NA,NA,NA,0,NA,0,NA,0,keep
Rhodanthe anthemoides,Rhodanthe anthemoides,0.3,0.3,NA,NA,NA,0.2,0.21000000000000002,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Rhytidosporum inconspicuum,Rhytidosporum inconspicuum,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Rhytidosporum procumbens,Rhytidosporum procumbens,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Richea acerosa,Richea acerosa,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Richea curtisiae,Richea curtisiae,4.73333,4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Richea dracophylla,Richea dracophylla,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Richea gunnii,Richea gunnii,4.73333,4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Richea milliganii,Richea milliganii,4.73333,4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Richea pandanifolia,Richea pandanifolia,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Richea procera,Richea procera,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Richea scoparia,Richea scoparia,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Richea sprengelioides,Richea sprengelioides,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Ricinocarpos pinifolius,Ricinocarpos pinifolius,3,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Romulea rosea,Romulea rosea,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Rorippa dictyosperma,Rorippa dictyosperma,0.9,0.9,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Rostraria cristata,Rostraria cristata,0.4,0.4,NA,NA,NA,0.2665,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Rubus gunnianus,Rubus gunnianus,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Rubus parvifolius,Rubus parvifolius,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Rumex brownii,Rumex brownii,0.8,0.8,NA,NA,NA,0.65,1,1.05,NA,NA,NA,NA,0,0,0,NA,0,keep
Rumex dumosus,Rumex dumosus,0.5,0.5,NA,NA,NA,0.35,NA,0.6,0.35,NA,NA,NA,0,NA,0,0,0,keep
Rumohra adiantiformis,Rumohra adiantiformis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Ruppia polycarpa,Ruppia polycarpa,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Rytidosperma dimidiatum,Rytidosperma dimidiatum,0.25,0.25,NA,NA,0.275,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,keep
Rytidosperma nitens,Rytidosperma nitens,0.25,0.25,NA,NA,0.185,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,keep
Sagina namadgi,Sagina namadgi,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Sambucus gaudichaudiana,Sambucus gaudichaudiana,1,1,NA,NA,NA,1.3335,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Samolus repens,Samolus repens,0.6,0.6,NA,NA,NA,NA,0.6,0.4,0.575,NA,NA,NA,NA,1,0,0,1,omit
Sarcocornia quinqueflora,Sarcocornia quinqueflora,0.3,0.3,NA,NA,NA,0.2,0.5,0.3,NA,NA,NA,NA,0,0,1,NA,1,omit
Scaevola hookeri,Scaevola hookeri,0.1,0.1,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Schenkia australis,Schenkia australis,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Schizacme montana,Schizacme montana,0.09,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Schizaea bifida,Schizaea bifida,0.35,0.35,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Schizaea fistulosa,Schizaea fistulosa,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Schoenoplectus pungens,Schoenoplectus pungens,1.5,1.5,NA,NA,NA,0.4,0.315,NA,0.75,NA,NA,NA,0,0,NA,0,0,keep
Schoenus absconditus,Schoenus absconditus,0.225,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Schoenus apogon,Schoenus apogon,0.2,0.2,NA,NA,NA,NA,0.1275,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Schoenus biglumis,Schoenus biglumis,0.225,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Schoenus calyptratus,Schoenus calyptratus,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Schoenus carsei,Schoenus carsei,0.225,0.22,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Schoenus fluitans,Schoenus fluitans,0.225,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Schoenus lepidosperma,Schoenus lepidosperma,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Schoenus maschalinus,Schoenus maschalinus,0.2,0.2,NA,NA,NA,NA,NA,NA,0.07500000000000001,NA,NA,NA,NA,NA,NA,0,0,keep
Schoenus nitens,Schoenus nitens,0.2,0.2,NA,NA,NA,NA,0.1265,NA,0.25,NA,NA,NA,NA,0,NA,0,0,keep
Schoenus pygmaeus,Schoenus pygmaeus,0.225,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Schoenus tenuissimus,Schoenus tenuissimus,0.225,0.22,NA,NA,NA,NA,0.10500000000000001,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Schoenus tesquorum,Schoenus tesquorum,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Mniarum biflorum,Scleranthus biflorus,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Scleranthus brockiei,Scleranthus brockiei,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Scleranthus diander,Scleranthus diander,0.1,0.1,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,omit
Scleranthus fasciculatus,Scleranthus fasciculatus,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Sebaea albidiflora,Sebaea albidiflora,0.2,0.2,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,omit
Sebaea ovata,Sebaea ovata,0.5,0.5,NA,NA,NA,0.2,0.2,NA,0.14,NA,NA,NA,0,0,NA,0,0,keep
Selaginella gracillima,Selaginella gracillima,0.38,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Selaginella uliginosa,Selaginella uliginosa,0.38,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Selliera radicans,Selliera radicans,0.5,0.5,0.3,NA,NA,1.3335,NA,0.3,NA,0,NA,NA,0,NA,0,NA,0,keep
Senecio biserratus,Senecio biserratus,1,1,NA,NA,NA,0.75,0.53,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Senecio glomeratus,Senecio glomeratus,1,1,NA,NA,NA,0.65,0.625,NA,1.4,NA,NA,NA,0,0,NA,0,0,keep
Senecio gunnii,Senecio gunnii,0.8,0.8,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Senecio hispidulus,Senecio hispidulus,1,1,NA,NA,NA,0.65,0.615,NA,1,NA,NA,NA,0,0,NA,1,1,omit
Senecio lautus,Senecio lautus,0.3,0.3,NA,NA,NA,0.425,0.405,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Senecio leptocarpus,Senecio leptocarpus,0.3,0.3,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Senecio linearifolius,Senecio linearifolius,1.5,1.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Erechtites minima,Senecio minimus,1,1,NA,NA,NA,0.6,0.525,NA,0.65,NA,NA,NA,0,0,NA,0,0,keep
Senecio odoratus,Senecio odoratus,1.7,1.7,NA,NA,NA,NA,0.875,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Senecio pectinatus,Senecio pectinatus,0.25,0.25,NA,NA,NA,0.175,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Senecio prenanthoides,Senecio prenanthoides,0.8,0.8,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Senecio quadridentatus,Senecio quadridentatus,1,1,NA,NA,NA,0.7,0.52,NA,0.6,NA,NA,NA,0,0,NA,0,0,keep
Senecio squarrosus,Senecio squarrosus,0.8875,0.89,NA,NA,NA,NA,0.21500000000000002,NA,0.3,NA,NA,NA,NA,0,NA,0,0,keep
Siloxerus multiflorus,Siloxerus multiflorus,0.05,0.05,NA,NA,NA,0.0325,0.025750000000000002,NA,0.0275,NA,NA,NA,0,0,NA,0,0,keep
Solanum laciniatum,Solanum laciniatum,3,3,NA,NA,NA,2,1.5005,3,NA,NA,NA,NA,0,0,1,NA,1,omit
Solanum physalifolium,Solanum physalifolium,2.5,2.5,NA,NA,NA,0.3335,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Solanum vescum,Solanum vescum,2,2,NA,NA,NA,1.3335,NA,2,NA,NA,NA,NA,0,NA,1,NA,1,omit
Solenogyne dominii,Solenogyne dominii,0.1,0.1,NA,NA,NA,0.0525,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Solenogyne gunnii,Solenogyne gunnii,0.11,0.11,NA,NA,NA,0.0625,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Sphaerocionium applanata,Sphaerocionium applanatum,3.57636,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Sphaerolobium minus,Sphaerolobium minus,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Spinifex sericeus,Spinifex sericeus,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Sporadanthus tasmanicus,Sporadanthus tasmanicus,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Sporobolus virginicus,Sporobolus virginicus,0.7,0.7,NA,NA,0.3,0.3335,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,keep
Sprengelia distichophylla,Sprengelia distichophylla,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Sprengelia incarnata,Sprengelia incarnata,2,2,NA,NA,NA,1.25,2,NA,NA,NA,NA,NA,0,1,NA,NA,1,omit
Spyridium eriocephalum,Spyridium eriocephalum,0.5,0.5,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Spyridium obovatum,Spyridium obovatum,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Spyridium parvifolium,Spyridium parvifolium,1.5,1.5,NA,NA,NA,2,1.0005,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Spyridium ulicinum,Spyridium ulicinum,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Spyridium vexilliferum,Spyridium vexilliferum,1.4,1.4,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
