Family,Nameinfra,Fire_Response_Adult,Resprout_Type
MYRTACEAE,Eucalyptus camaldulensis subsp. camaldulensis,NA,NA
MYRTACEAE,Eucalyptus camaldulensis subsp. indeterminate,2,3
MYRTACEAE,Eucalyptus camaldulensis var. obtusa,2,10
MYRTACEAE,Eucalyptus ceracea,NA,NA
MYRTACEAE,Eucalyptus chlorophylla,NA,NA
MYRTACEAE,Eucalyptus confluens,NA,NA
MYRTACEAE,Eucalyptus coolabah subsp. arida,2,10
MYRTACEAE,Eucalyptus cupularis,NA,NA
MYRTACEAE,Eucalyptus cyanoclada,NA,NA
MYRTACEAE,Eucalyptus deglupta,NA,NA
MYRTACEAE,Eucalyptus distans,NA,NA
MYRTACEAE,Eucalyptus eucentrica,2,2
MYRTACEAE,Eucalyptus fitzgeraldii,NA,NA
MYRTACEAE,Eucalyptus gamophylla,2,2
MYRTACEAE,Eucalyptus gigantangion,2,3
MYRTACEAE,Eucalyptus gillenii,2,2
MYRTACEAE,Eucalyptus glomericassis,NA,NA
MYRTACEAE,Eucalyptus gongylocarpa,5,10
MYRTACEAE,Eucalyptus gregoriensis,NA,NA
MYRTACEAE,Eucalyptus gymnoteles,NA,NA
MYRTACEAE,Eucalyptus helenae,NA,NA
MYRTACEAE,Eucalyptus herbertiana,NA,NA
MYRTACEAE,Eucalyptus intermedia,NA,NA
MYRTACEAE,Eucalyptus intertexta,2,7
MYRTACEAE,Eucalyptus jensenii,2,3
MYRTACEAE,Eucalyptus koolpinensis,NA,NA
MYRTACEAE,Eucalyptus lamprocalyx,NA,NA
MYRTACEAE,Eucalyptus leucophloia subsp. euroa,2,2
MYRTACEAE,Eucalyptus limitaris,NA,NA
MYRTACEAE,Eucalyptus lirata,NA,NA
MYRTACEAE,Eucalyptus lucasii,NA,NA
MYRTACEAE,Eucalyptus lucens,2,2
MYRTACEAE,Eucalyptus mannensis,2,2
MYRTACEAE,Eucalyptus microtheca var. microtheca,2,3
MYRTACEAE,Eucalyptus miniata,5,NA
MYRTACEAE,Eucalyptus minniritchi,NA,NA
MYRTACEAE,Eucalyptus normantonensis,2,3
MYRTACEAE,Eucalyptus obconica,NA,NA
MYRTACEAE,Eucalyptus odontocarpa,2,2
MYRTACEAE,Eucalyptus oligantha subsp. oligantha,NA,NA
MYRTACEAE,Eucalyptus orbifolia subsp. orbifolia,2,2
MYRTACEAE,Eucalyptus ordiana,NA,NA
MYRTACEAE,Eucalyptus oxymitra,2,2
MYRTACEAE,Eucalyptus pachyphylla,2,2
MYRTACEAE,Eucalyptus pantoleuca,NA,NA
MYRTACEAE,Eucalyptus patellaris,2,3
MYRTACEAE,Eucalyptus perfoliata,NA,NA
MYRTACEAE,Eucalyptus phoenicea,5,NA
MYRTACEAE,Eucalyptus pruinosa subsp. indeterminate,2,3
MYRTACEAE,Eucalyptus pruinosa subsp. pruinosa,NA,NA
MYRTACEAE,Eucalyptus sessilis,2,2
MYRTACEAE,Eucalyptus sp. Kalkarindji (G.M.Wightman 6240),NA,NA
MYRTACEAE,Eucalyptus sp. Killarney (C.R.Michell 2403),NA,NA
MYRTACEAE,Eucalyptus sp. Montejinni Station (G.M.Chippendale 2171),NA,NA
MYRTACEAE,Eucalyptus sparsa,NA,NA
MYRTACEAE,Eucalyptus tectifica,5,NA
MYRTACEAE,Eucalyptus tephrodes,NA,NA
MYRTACEAE,Eucalyptus tetrodonta,2,3
MYRTACEAE,Eucalyptus thozetiana,3,7
MYRTACEAE,Eucalyptus tintinnans,2,3
MYRTACEAE,Eucalyptus trivalvis,2,2
MYRTACEAE,Eucalyptus umbrawarrensis,NA,NA
MYRTACEAE,Eucalyptus victrix,2,10
ASTERACEAE,Euchiton sphaericus,1,NA
POACEAE,Eulalia annua,NA,NA
POACEAE,Eulalia aurea,5,2
POACEAE,Eulalia mackinlayi,3,NA
ORCHIDACEAE,Eulophia bicallosa,NA,NA
ORCHIDACEAE,Eulophia graminea,NA,NA
EUPHORBIACEAE,Euphorbia alsiniflora,NA,NA
EUPHORBIACEAE,Euphorbia armstrongiana,1,5
EUPHORBIACEAE,Euphorbia atoto,NA,NA
EUPHORBIACEAE,Euphorbia australis subsp. australis,NA,NA
EUPHORBIACEAE,Euphorbia australis subsp. indeterminate,NA,NA
EUPHORBIACEAE,Euphorbia australis subsp. vaccaria,NA,NA
EUPHORBIACEAE,Euphorbia biconvexa,1,5
EUPHORBIACEAE,Euphorbia boophthona,NA,NA
EUPHORBIACEAE,Euphorbia carinifolia,NA,NA
EUPHORBIACEAE,Euphorbia centralis,2,NA
EUPHORBIACEAE,Euphorbia chamaesyce,NA,NA
EUPHORBIACEAE,Euphorbia comans,NA,NA
EUPHORBIACEAE,Euphorbia cyathophora,NA,NA
EUPHORBIACEAE,Euphorbia dallachyana,NA,NA
EUPHORBIACEAE,Euphorbia distans,NA,NA
EUPHORBIACEAE,Euphorbia drummondii subsp. drummondii,1,5
EUPHORBIACEAE,Euphorbia drummondii subsp. inappendiculata,NA,NA
EUPHORBIACEAE,Euphorbia drummondii subsp. indeterminate,NA,NA
EUPHORBIACEAE,Euphorbia drummondii subsp. verrucosa,NA,NA
EUPHORBIACEAE,Euphorbia heterophylla,NA,NA
EUPHORBIACEAE,Euphorbia hirta,1,5
EUPHORBIACEAE,Euphorbia hyssopifolia,NA,NA
EUPHORBIACEAE,Euphorbia kimberleyensis,NA,NA
EUPHORBIACEAE,Euphorbia macgillivrayi,NA,NA
EUPHORBIACEAE,Euphorbia maconochieana,NA,NA
EUPHORBIACEAE,Euphorbia mitchelliana,NA,NA
EUPHORBIACEAE,Euphorbia muelleri,1,5
EUPHORBIACEAE,Euphorbia myrtoides subsp. myrtoides,NA,NA
EUPHORBIACEAE,Euphorbia parvicaruncula,NA,NA
EUPHORBIACEAE,Euphorbia peplus,NA,NA
EUPHORBIACEAE,Euphorbia petala,NA,NA
EUPHORBIACEAE,Euphorbia plumerioides,NA,NA
EUPHORBIACEAE,Euphorbia prostrata,NA,NA
EUPHORBIACEAE,Euphorbia sarcostemmoides,1,5
EUPHORBIACEAE,Euphorbia schizolepis,NA,NA
EUPHORBIACEAE,Euphorbia schultzii,1,5
EUPHORBIACEAE,Euphorbia sp. Nitmiluk large (C.R.Michell 4186),NA,NA
EUPHORBIACEAE,Euphorbia sp. Nitmiluk small (C.R.Michell 4181),NA,NA
EUPHORBIACEAE,Euphorbia stevenii,2,4
EUPHORBIACEAE,Euphorbia supina,NA,NA
EUPHORBIACEAE,Euphorbia tannensis subsp. eremophila,2,1
EUPHORBIACEAE,Euphorbia tannensis subsp. indeterminate,1,5
EUPHORBIACEAE,Euphorbia tannensis subsp. tannensis,NA,NA
EUPHORBIACEAE,Euphorbia vachellii,1,5
EUPHORBIACEAE,Euphorbia wheeleri,1,5
CONVOLVULACEAE,Evolvulus alsinoides var. alsinoides,NA,NA
CONVOLVULACEAE,Evolvulus alsinoides var. decumbens,3,NA
CONVOLVULACEAE,Evolvulus alsinoides var. indeterminate,2,2
CONVOLVULACEAE,Evolvulus alsinoides var. sericeus,NA,NA
CONVOLVULACEAE,Evolvulus alsinoides var. villosicalyx,3,NA
CONVOLVULACEAE,Evolvulus nummularis,NA,NA
GENTIANACEAE,Exacum tetragonum,NA,NA
EUPHORBIACEAE,Excoecaria agallocha,NA,NA
EUPHORBIACEAE,Excoecaria ovalis,NA,NA
EUPHORBIACEAE,Excoecaria parvifolia,2,6
SANTALACEAE,Exocarpos latifolius,2,6
SANTALACEAE,Exocarpos sparteus,2,1
LOGANIACEAE,Fagraea racemosa,2,6
MORACEAE,Fatoua pilosa,1,5
POACEAE,Festuca elatior,NA,NA
MORACEAE,Ficus aculeata var. aculeata,NA,NA
MORACEAE,Ficus aculeata var. indeterminate,2,6
MORACEAE,Ficus aculeata var. orbicularis,NA,NA
MORACEAE,Ficus adenosperma,3,2
MORACEAE,Ficus atricha,NA,NA
MORACEAE,Ficus benjamina,3,2
MORACEAE,Ficus benjamina var. benjamina,NA,NA
MORACEAE,Ficus brachypoda,4,20
MORACEAE,Ficus cerasicarpa,3,2
MORACEAE,Ficus congesta,3,2
MORACEAE,Ficus congesta var. congesta,NA,NA
MORACEAE,Ficus coronulata,3,2
MORACEAE,Ficus hispida,3,2
MORACEAE,Ficus hispida var. hispida,NA,NA
MORACEAE,Ficus lilliputiana f. indeterminate,NA,NA
MORACEAE,Ficus lilliputiana f. lilliputiana,NA,NA
MORACEAE,Ficus lilliputiana f. pilosa,NA,NA
MORACEAE,Ficus opposita var. indecora,NA,NA
MORACEAE,Ficus opposita var. indeterminate,2,2
MORACEAE,Ficus opposita var. micrantha,NA,NA
MORACEAE,Ficus opposita var. opposita,NA,NA
MORACEAE,Ficus platypoda,4,20
MORACEAE,Ficus podocarpifolia,NA,NA
MORACEAE,Ficus racemosa var. racemosa,3,2
MORACEAE,Ficus scobina,2,6
MORACEAE,Ficus sp. carpentariensis (W.B.Spencer 01/Jul/11),3,2
MORACEAE,Ficus subpuberula,4,20
MORACEAE,Ficus superba var. henneana,3,2
MORACEAE,Ficus tinctoria,NA,NA
MORACEAE,Ficus virens var. dasycarpa,NA,NA
MORACEAE,Ficus virens var. indeterminate,3,2
MORACEAE,Ficus virens var. sublanceolata,NA,NA
MORACEAE,Ficus virens var. virens,NA,NA
CYPERACEAE,Fimbristylis acicularis,1,5
CYPERACEAE,Fimbristylis acuminata,NA,NA
CYPERACEAE,Fimbristylis aestivalis,NA,NA
CYPERACEAE,Fimbristylis albovirides,NA,NA
CYPERACEAE,Fimbristylis ammobia,1,5
CYPERACEAE,Fimbristylis arnhemensis,1,5
CYPERACEAE,Fimbristylis arthrostyloides,NA,NA
CYPERACEAE,Fimbristylis bisumbellata,NA,NA
CYPERACEAE,Fimbristylis blakei,NA,NA
CYPERACEAE,Fimbristylis brownii,NA,NA
CYPERACEAE,Fimbristylis caespitosa,2,2
CYPERACEAE,Fimbristylis caloptera,1,5
CYPERACEAE,Fimbristylis cardiocarpa,NA,NA
CYPERACEAE,Fimbristylis carolinii,NA,NA
CYPERACEAE,Fimbristylis cephalophora,NA,NA
CYPERACEAE,Fimbristylis cinnamometorum,6,5
CYPERACEAE,Fimbristylis clavata,NA,NA
CYPERACEAE,Fimbristylis compacta,NA,NA
CYPERACEAE,Fimbristylis complanata,8,2
CYPERACEAE,Fimbristylis composita,2,2
CYPERACEAE,Fimbristylis corynocarya,NA,NA
CYPERACEAE,Fimbristylis costiglumis,NA,NA
CYPERACEAE,Fimbristylis cymosa,NA,NA
CYPERACEAE,Fimbristylis densa,1,5
CYPERACEAE,Fimbristylis denudata,NA,NA
CYPERACEAE,Fimbristylis depauperata,NA,NA
CYPERACEAE,Fimbristylis dichotoma,8,20
CYPERACEAE,Fimbristylis dictyocolea,NA,NA
CYPERACEAE,Fimbristylis dipsacea,NA,NA
CYPERACEAE,Fimbristylis distincta,NA,NA
CYPERACEAE,Fimbristylis dolera,NA,NA
CYPERACEAE,Fimbristylis dunlopii,NA,NA
CYPERACEAE,Fimbristylis elegans,NA,NA
CYPERACEAE,Fimbristylis eremophila,2,2
CYPERACEAE,Fimbristylis ferruginea,NA,NA
CYPERACEAE,Fimbristylis fimbristyloides,NA,NA
CYPERACEAE,Fimbristylis furva,1,5
CYPERACEAE,Fimbristylis fusca,NA,NA
CYPERACEAE,Fimbristylis insignis,NA,NA
CYPERACEAE,Fimbristylis lanceolata,1,5
CYPERACEAE,Fimbristylis laxiglumis,NA,NA
CYPERACEAE,Fimbristylis leucocolea,NA,NA
CYPERACEAE,Fimbristylis littoralis var. littoralis,1,5
CYPERACEAE,Fimbristylis macassarensis,NA,NA
CYPERACEAE,Fimbristylis macrantha,3,NA
CYPERACEAE,Fimbristylis merrillii,NA,NA
CYPERACEAE,Fimbristylis microcarya,NA,NA
CYPERACEAE,Fimbristylis miliacea,NA,NA
CYPERACEAE,Fimbristylis modesta,NA,NA
CYPERACEAE,Fimbristylis neilsonii,NA,NA
CYPERACEAE,Fimbristylis nuda,NA,NA
CYPERACEAE,Fimbristylis nutans,NA,NA
CYPERACEAE,Fimbristylis ovata,NA,NA
CYPERACEAE,Fimbristylis oxystachya,NA,NA
CYPERACEAE,Fimbristylis pachyptera,1,5
CYPERACEAE,Fimbristylis pallida,1,5
CYPERACEAE,Fimbristylis pauciflora,1,5
CYPERACEAE,Fimbristylis phaeoleuca,1,5
CYPERACEAE,Fimbristylis pilifera,NA,NA
CYPERACEAE,Fimbristylis polytrichoides,NA,NA
CYPERACEAE,Fimbristylis pterygosperma,1,5
CYPERACEAE,Fimbristylis pubisquama,NA,NA
CYPERACEAE,Fimbristylis punctata,1,5
CYPERACEAE,Fimbristylis rara,NA,NA
CYPERACEAE,Fimbristylis recta,1,5
CYPERACEAE,Fimbristylis rupestris,NA,NA
CYPERACEAE,Fimbristylis schoenoides,NA,NA
CYPERACEAE,Fimbristylis schultzii,1,5
CYPERACEAE,Fimbristylis sericea,NA,NA
CYPERACEAE,Fimbristylis sieberiana,NA,NA
CYPERACEAE,Fimbristylis signata,NA,NA
CYPERACEAE,Fimbristylis simplex,NA,NA
CYPERACEAE,Fimbristylis simulans,NA,NA
CYPERACEAE,Fimbristylis solidifolia,NA,NA
CYPERACEAE,Fimbristylis sp. Beverley Springs (I.D.Cowie 4365),NA,NA
CYPERACEAE,Fimbristylis sp. Bradshaw (T.M.Orr 439),NA,NA
CYPERACEAE,Fimbristylis sp. Charles Darwin (J.L.Egan 5300),NA,NA
CYPERACEAE,Fimbristylis sp. Connells Lagoon (A.Willson 180),NA,NA
CYPERACEAE,Fimbristylis sp. Darwin (M.Lazarides 4251),NA,NA
CYPERACEAE,Fimbristylis sp. Deaf Adder Gorge (C.R.Dunlop 4403),NA,NA
CYPERACEAE,Fimbristylis sp. Howard River (P.G.Wilson 10719),NA,NA
CYPERACEAE,Fimbristylis sp. Kakadu (P.K.Latz 2780),NA,NA
CYPERACEAE,Fimbristylis sp. Latz sp.B (C.R.Dunlop 5354),NA,NA
CYPERACEAE,Fimbristylis sp. Latz sp.F (C.R.Michell 2619),NA,NA
CYPERACEAE,Fimbristylis sp. minute (C.R.Michell 2352),NA,NA
CYPERACEAE,Fimbristylis sp. Montejinni (J.L.Egan 4329),NA,NA
CYPERACEAE,Fimbristylis sp. Mount Brockman (R.C.Hinz 362),NA,NA
CYPERACEAE,Fimbristylis sp. Mowla Bluff (A.C.Beauglehole 53039),NA,NA
CYPERACEAE,Fimbristylis sp. Nitmiluk (C.R.Michell 3482),NA,NA
CYPERACEAE,Fimbristylis sp. Timber Creek (P.K.Latz 5471),NA,NA
CYPERACEAE,Fimbristylis sphaerocephala,1,5
CYPERACEAE,Fimbristylis spiralis,NA,NA
CYPERACEAE,Fimbristylis squarrulosa,NA,NA
CYPERACEAE,Fimbristylis stenostachya,NA,NA
CYPERACEAE,Fimbristylis subaristata,NA,NA
CYPERACEAE,Fimbristylis tetragona,3,NA
CYPERACEAE,Fimbristylis tomentosa,NA,NA
CYPERACEAE,Fimbristylis trachycarya,1,5
CYPERACEAE,Fimbristylis trigastrocarya,1,5
CYPERACEAE,Fimbristylis tristachya,NA,NA
CYPERACEAE,Fimbristylis velata,1,5
CYPERACEAE,Fimbristylis xyridis,1,5
ASCLEPIADACEAE,Finlaysonia obovata,NA,NA
FISSIDENTACEAE,Fissidens humilis,NA,NA
FISSIDENTACEAE,Fissidens perobtusus,NA,NA
FISSIDENTACEAE,Fissidens victorialis,NA,NA
FLACOURTIACEAE,Flacourtia territorialis,2,6
FLAGELLARIACEAE,Flagellaria indica,2,6
ASTERACEAE,Flaveria australasica,1,NA
FABACEAE,Flemingia involucrata,NA,NA
FABACEAE,Flemingia lineata,NA,NA
FABACEAE,Flemingia parviflora,2,2
FABACEAE,Flemingia pauciflora,1,5
FABACEAE,Flemingia sp. sericea (S.T.Blake 16726),NA,NA
FABACEAE,Flemingia trifoliastrum,NA,NA
EUPHORBIACEAE,Flueggea virosa subsp. melanthesoides,2,6
FRANKENIACEAE,Frankenia cordata,1,5
FRANKENIACEAE,Frankenia cupularis,NA,NA
FRANKENIACEAE,Frankenia foliosa,NA,NA
FRANKENIACEAE,Frankenia muscosa,NA,NA
FRANKENIACEAE,Frankenia punctata,NA,NA
FRANKENIACEAE,Frankenia serpyllifolia,1,5
FRANKENIACEAE,Frankenia stuartii,NA,NA
PANDANACEAE,Freycinetia excelsa,1,5
PANDANACEAE,Freycinetia percostata,1,5
CYPERACEAE,Fuirena arenosa,NA,NA
CYPERACEAE,Fuirena ciliaris,1,5
CYPERACEAE,Fuirena incrassata,NA,NA
CYPERACEAE,Fuirena nudiflora,NA,NA
CYPERACEAE,Fuirena umbellata,1,5
FUMARIACEAE,Fumaria densiflora,NA,NA
FUMARIACEAE,Fumaria indica,NA,NA
FUMARIACEAE,Fumaria parviflora var. parviflora,NA,NA
FUNARIACEAE,Funaria gracilis,NA,NA
FUNARIACEAE,Funaria helmsii,NA,NA
FUNARIACEAE,Funaria hygrometrica,NA,NA
FABACEAE,Galactia megalophylla,2,2
FABACEAE,Galactia muelleri,2,2
FABACEAE,Galactia sp. Katherine (J.R.Maconochie 517),NA,NA
FABACEAE,Galactia sp. Litchfield (S.T.Blake 16645),NA,NA
FABACEAE,Galactia sp. short inflorescence (R.A.Kerrigan 595),NA,NA
FABACEAE,Galactia tenuiflora,1,5
AIZOACEAE,Galenia pubescens var. pubescens,NA,NA
SAPINDACEAE,Ganophyllum falcatum,3,7
CLUSIACEAE,Garcinia warrenii,NA,NA
RUBIACEAE,Gardenia D70867 Fitzmaurice,NA,NA
RUBIACEAE,Gardenia dacryoides,NA,NA
RUBIACEAE,Gardenia ewartii subsp. ewartii,NA,NA
RUBIACEAE,Gardenia ewartii subsp. fitzgeraldii,NA,NA
RUBIACEAE,Gardenia ewartii subsp. indeterminate,NA,NA
RUBIACEAE,Gardenia faucicola,2,3
RUBIACEAE,Gardenia fucata,2,7
RUBIACEAE,Gardenia jabiluka,NA,NA
RUBIACEAE,Gardenia kakaduensis,NA,NA
RUBIACEAE,Gardenia megasperma,2,3
RUBIACEAE,Gardenia pyriformis subsp. indeterminate,NA,NA
RUBIACEAE,Gardenia pyriformis subsp. orientalis,NA,NA
RUBIACEAE,Gardenia pyriformis subsp. pyriformis,NA,NA
RUBIACEAE,Gardenia resinosa subsp. indeterminate,2,3
RUBIACEAE,Gardenia resinosa subsp. kimberleyensis,NA,NA
RUBIACEAE,Gardenia resinosa subsp. resinosa,NA,NA
RUBIACEAE,Gardenia schwarzii,NA,NA
BURSERACEAE,Garuga floribunda var. floribunda,NA,NA
FABACEAE,Gastrolobium brevipes,1,5
FABACEAE,Gastrolobium grandiflorum,2,2
ASTERACEAE,Gazania rigens,NA,NA
RUTACEAE,Geijera salicifolia,2,6
ORCHIDACEAE,Geodorum neocaledonicum,2,4
POACEAE,Germainia grandiflora,6,5
POACEAE,Germainia truncatiglumis,3,NA
GIGASPERMACEAE,Gigaspermum repens,NA,NA
STERCULIACEAE,Gilesia biniflora,NA,NA
IRIDACEAE,Gladiolus cuspidatus,NA,NA
PAPAVERACEAE,Glaucium corniculatum,NA,NA
GLEICHENIACEAE,Gleichenia microphylla,NA,NA
GLEICHENIACEAE,Gleichenia sp. Victoria River (I.D.Cowie 9193),NA,NA
MOLLUGINACEAE,Glinus lotoides,NA,NA
MOLLUGINACEAE,Glinus oppositifolius,1,5
MOLLUGINACEAE,Glinus orygioides,NA,NA
MOLLUGINACEAE,Glinus sessiliflorus,NA,NA
HALORAGACEAE,Glischrocaryon aureum var. angustifolium,2,1
EUPHORBIACEAE,Glochidion apodogynum,2,6
EUPHORBIACEAE,Glochidion disparipes,NA,NA
EUPHORBIACEAE,Glochidion sumatranum,2,6
EUPHORBIACEAE,Glochidion xerocarpum,2,6
LILIACEAE,Gloriosa superba,NA,NA
ASTERACEAE,Glossocardia bidens,NA,NA
SCROPHULARIACEAE,Glossostigma diandrum,NA,NA
FABACEAE,Glycine albicans,NA,NA
FABACEAE,Glycine arenaria,NA,NA
FABACEAE,Glycine canescens,2,2
FABACEAE,Glycine clandestina,NA,NA
FABACEAE,Glycine falcata,NA,NA
FABACEAE,Glycine hirticaulis subsp. hirticaulis,NA,NA
FABACEAE,Glycine hirticaulis subsp. indeterminate,NA,NA
FABACEAE,Glycine hirticaulis subsp. leptosa,NA,NA
FABACEAE,Glycine lactovirens,NA,NA
FABACEAE,Glycine pullenii,NA,NA
FABACEAE,Glycine rubiginosa,NA,NA
FABACEAE,Glycine sp. Arnhem (I.D.Cowie 8661),NA,NA
FABACEAE,Glycine tabacina,NA,NA
FABACEAE,Glycine tomentella,6,5
RUTACEAE,Glycosmis sapindoides,2,6
RUTACEAE,Glycosmis trifoliata,3,7
VERBENACEAE,Gmelina arborea,NA,NA
VERBENACEAE,Gmelina schlechteri,2,7
ASTERACEAE,Gnaphalium diamantinensis,1,NA
ASTERACEAE,Gnephosis arachnoidea,1,NA
ASTERACEAE,Gnephosis eriocarpa,1,NA
ASTERACEAE,Gnephosis tenuissima,1,NA
FABACEAE,Gompholobium polyzygum,2,2
FABACEAE,Gompholobium simplicifolium,2,NA
FABACEAE,Gompholobium subulatum,1,5
AMARANTHACEAE,Gomphrena affinis subsp. affinis,NA,NA
AMARANTHACEAE,Gomphrena atrorubra,NA,NA
AMARANTHACEAE,Gomphrena brachystylis subsp. brachystylis,1,5
AMARANTHACEAE,Gomphrena brachystylis subsp. indeterminate,NA,NA
AMARANTHACEAE,Gomphrena breviflora,1,NA
AMARANTHACEAE,Gomphrena canescens subsp. canescens,NA,NA
AMARANTHACEAE,Gomphrena canescens subsp. erythrina,NA,NA
AMARANTHACEAE,Gomphrena canescens subsp. indeterminate,1,5
AMARANTHACEAE,Gomphrena celosioides,NA,NA
AMARANTHACEAE,Gomphrena conferta,NA,NA
AMARANTHACEAE,Gomphrena conica,1,5
AMARANTHACEAE,Gomphrena connata,NA,NA
AMARANTHACEAE,Gomphrena cunninghamii,NA,NA
AMARANTHACEAE,Gomphrena diffusa subsp. arenicola,NA,NA
AMARANTHACEAE,Gomphrena diffusa subsp. diffusa,NA,NA
AMARANTHACEAE,Gomphrena diffusa subsp. indeterminate,1,5
AMARANTHACEAE,Gomphrena eichleri,NA,NA
AMARANTHACEAE,Gomphrena flaccida,NA,NA
AMARANTHACEAE,Gomphrena floribunda,NA,NA
AMARANTHACEAE,Gomphrena humifusa,NA,NA
AMARANTHACEAE,Gomphrena humilis,NA,NA
AMARANTHACEAE,Gomphrena involucrata,NA,NA
AMARANTHACEAE,Gomphrena lacinulata,NA,NA
AMARANTHACEAE,Gomphrena lanata,1,NA
AMARANTHACEAE,Gomphrena leptoclada subsp. indeterminate,NA,NA
AMARANTHACEAE,Gomphrena leptoclada subsp. leptoclada,NA,NA
AMARANTHACEAE,Gomphrena leptoclada subsp. saxosa,NA,NA
AMARANTHACEAE,Gomphrena leptophylla,NA,NA
AMARANTHACEAE,Gomphrena magentitepala,NA,NA
AMARANTHACEAE,Gomphrena parviflora,NA,NA
AMARANTHACEAE,Gomphrena rosula,NA,NA
FUNARIACEAE,Goniomitrium acuminatum,NA,NA
FUNARIACEAE,Goniomitrium enerve,NA,NA
HALORAGACEAE,Gonocarpus chinensis subsp. chinensis,NA,NA
HALORAGACEAE,Gonocarpus eremophilus,1,5
HALORAGACEAE,Gonocarpus implexus,NA,NA
HALORAGACEAE,Gonocarpus leptothecus,1,5
GOODENIACEAE,Goodenia anfracta,NA,NA
GOODENIACEAE,Goodenia angustifolia,NA,NA
GOODENIACEAE,Goodenia argillacea,NA,NA
GOODENIACEAE,Goodenia armitiana,2,NA
GOODENIACEAE,Goodenia armstrongiana,1,5
GOODENIACEAE,Goodenia azurea,1,5
GOODENIACEAE,Goodenia berardiana,NA,NA
GOODENIACEAE,Goodenia bicolor,1,5
GOODENIACEAE,Goodenia brachypoda,NA,NA
GOODENIACEAE,Goodenia brunnea,NA,NA
GOODENIACEAE,Goodenia byrnesii,NA,NA
GOODENIACEAE,Goodenia calcarata,NA,NA
GOODENIACEAE,Goodenia centralis,NA,NA
GOODENIACEAE,Goodenia chthonocephala,NA,NA
GOODENIACEAE,Goodenia cirrifica,1,5
GOODENIACEAE,Goodenia coronopifolia,NA,NA
GOODENIACEAE,Goodenia cycloptera,2,1
GOODENIACEAE,Goodenia cylindrocarpa,NA,NA
GOODENIACEAE,Goodenia d58281,NA,NA
GOODENIACEAE,Goodenia durackiana,NA,NA
GOODENIACEAE,Goodenia fascicularis,2,2
GOODENIACEAE,Goodenia faucium,NA,NA
GOODENIACEAE,Goodenia gibbosa,NA,NA
GOODENIACEAE,Goodenia glabra,NA,NA
GOODENIACEAE,Goodenia glandulosa,2,NA
GOODENIACEAE,Goodenia gloeophylla,NA,NA
GOODENIACEAE,Goodenia goodeniacea,NA,NA
GOODENIACEAE,Goodenia gracilis,NA,NA
GOODENIACEAE,Goodenia grandiflora,NA,NA
GOODENIACEAE,Goodenia halophila,NA,NA
GOODENIACEAE,Goodenia havilandii,NA,NA
GOODENIACEAE,Goodenia heppleana,1,5
GOODENIACEAE,Goodenia heterochila,2,NA
GOODENIACEAE,Goodenia hirsuta,NA,NA
GOODENIACEAE,Goodenia hispida,NA,NA
GOODENIACEAE,Goodenia holtzeana,1,5
GOODENIACEAE,Goodenia inundata,NA,NA
GOODENIACEAE,Goodenia janamba,1,5
GOODENIACEAE,Goodenia kakadu,NA,NA
GOODENIACEAE,Goodenia lamprosperma,3,NA
GOODENIACEAE,Goodenia larapinta,2,2
GOODENIACEAE,Goodenia leiosperma,1,5
GOODENIACEAE,Goodenia lunata,2,1
GOODENIACEAE,Goodenia maideniana,NA,NA
GOODENIACEAE,Goodenia malvina,NA,NA
GOODENIACEAE,Goodenia minutiflora,NA,NA
GOODENIACEAE,Goodenia modesta,NA,NA
GOODENIACEAE,Goodenia mueckeana,2,1
GOODENIACEAE,Goodenia neglecta,NA,NA
GOODENIACEAE,Goodenia nigrescens,NA,NA
GOODENIACEAE,Goodenia occidentalis,NA,NA
GOODENIACEAE,Goodenia odonnellii,NA,NA
GOODENIACEAE,Goodenia paludicola,NA,NA
GOODENIACEAE,Goodenia pilosa,NA,NA
GOODENIACEAE,Goodenia porphyrea,NA,NA
GOODENIACEAE,Goodenia potamica,NA,NA
GOODENIACEAE,Goodenia pumilio,NA,NA
GOODENIACEAE,Goodenia purpurascens,NA,NA
GOODENIACEAE,Goodenia purpurea,1,5
GOODENIACEAE,Goodenia quadrifida,NA,NA
GOODENIACEAE,Goodenia ramelii,3,NA
GOODENIACEAE,Goodenia redacta,NA,NA
GOODENIACEAE,Goodenia rupestris,NA,NA
GOODENIACEAE,Goodenia scaevolina,NA,NA
GOODENIACEAE,Goodenia sepalosa var. sepalosa,NA,NA
GOODENIACEAE,Goodenia sp. elaiosoma (L.A.Craven 6293),NA,NA
GOODENIACEAE,Goodenia sp. Melville Island (N.B.Byrnes 666),NA,NA
GOODENIACEAE,Goodenia strangfordii,NA,NA
GOODENIACEAE,Goodenia subauriculata,NA,NA
GOODENIACEAE,Goodenia symonii,NA,NA
GOODENIACEAE,Goodenia triodiophila,2,1
GOODENIACEAE,Goodenia vilmoriniae,1,5
GOODENIACEAE,Goodenia virgata,NA,NA
GOODENIACEAE,Goodenia viscidula,NA,NA
MALVACEAE,Gossypium australe,3,NA
MALVACEAE,Gossypium bickii,2,NA
MALVACEAE,Gossypium cunninghamii,NA,NA
MALVACEAE,Gossypium enthyle,NA,NA
MALVACEAE,Gossypium exiguum,NA,NA
MALVACEAE,Gossypium hirsutum,NA,NA
MALVACEAE,Gossypium hirsutum var. punctatum,NA,NA
MALVACEAE,Gossypium londonderriense,NA,NA
MALVACEAE,Gossypium marchantii,NA,NA
