taxon_name,original_text,text,absolute_min,min,max,absolute_max,units,checked
Howea forsteriana,"Description: Slender palm to 20 m tall. Leaves pinnate, 3â€“4(-5) m long, horizontal to drooping. Inflorescence of 3â€“5(-8) spikes, pendulous; spikes 0.7â€“1.3 m long. Male flowers creamy brown; stamens 65â€“100. Fruit an ellipsoid drupe, gradually tapering towards apex, 3â€“5 cm long, bright or dull red.",slender palm to 20 m tall.,,,20,,m,checked
Hoya australis,"Description: Pubescent climber with twining stems to 6 m high, often scrambling over rocks; latex copious. Leaves with lamina broad-elliptic to ovate or ± circular, 3â€“6 cm long, 2â€“5 cm wide, apex rounded and shortly apiculate, upper surface sparsely pubescent or ± glabrous, lower surface densely pubescent with spreading hairs; petiole 10â€“35 mm long, thick. Umbels mostly 12â€“30-flowered; peduncle 5â€“25 mm long; pedicels 15â€“25 mm long. Flowers 15â€“25 mm diam., white with red centres, fragrant. Sepals 2â€“3 mm long. Corolla 7â€“8 mm long, minutely hairy above. Corona segments white. Follicles ± terete, 10â€“15 cm long, 10â€“15 mm diam.",pubescent climber with twining stems to 6 m high,,,6,,m,checked
Hoya australis subsp. australis,"Description: Pubescent climber with twining stems to 6 m high, often scrambling over rocks; latex copious. Leaves with lamina broad-elliptic to ovate or ± circular, 3â€“6 cm long, 2â€“5 cm wide, apex rounded and shortly apiculate, upper surface sparsely pubescent or ± glabrous, lower surface densely pubescent with spreading hairs; petiole 10â€“35 mm long, thick. Umbels mostly 12â€“30-flowered; peduncle 5â€“25 mm long; pedicels 15â€“25 mm long. Flowers 15â€“25 mm diam., white with red centres, fragrant. Sepals 2â€“3 mm long. Corolla 7â€“8 mm long, minutely hairy above. Corona segments white. Follicles ± terete, 10â€“15 cm long, 10â€“15 mm diam.",pubescent climber with twining stems to 6 m high,,,6,,m,checked
Hydrocotyle trachycarpa,"Description: Slender, glabrous annual herb to 20 cm high; stems branched from the base, rooting at the nodes, procumbent, filiform, 10â€“40 cm long. Leaves reniform or ovate in outline, 5â€“20 mm long, 10â€“40 mm wide, usually deeply 5-lobed; lobes oblong or broad obovate-cuneate with usually 3â€“5 teeth in upper half; lamina discolorous, thin; petiole 10â€“60 mm long, those of lower leaves longer than lamina; stipules membranous, lanceolate, fringed. Umbels 3â€“12-flowered, c. 4 mm diam.; flowers bisexual, peduncle 6â€“40 mm long; pedicels 1.5â€“2 mm long, bracts absent. Fruit laterally compressed, c. 1 mm long, c. 2 mm wide, mericarps with prominent ± acute dorsal and semicircular intermediate ribs with a single row of small tubercles between them (sometimes smooth) and often some tubercles enclosed in the semicircular depression between the intermediate and lateral ribs.",slender glabrous annual herb to 20 cm high;,,,20,,cm,checked
Hygrophila costata,"Description: Herb to 2 m high, stems bluntly 4-angled, often reddish, glabrous, the lower nodes swollen and rooting where they contact the ground. Leaves lanceolate to elliptic, 3.5â€“18 cm long, 0.5â€“5 cm wide, apex acuminate, base attenuate, margins entire to undulate, cystoliths numerous on upper surface, less so on lower surface, sparsely hairy below on the nerves. Petiole up to 3.5 cm long, glabrous, sometimes absent. Inflorescences axillary, 3â€“4-flowered; flowers sessile; bracts 6â€“9 mm long, 1.5â€“3 mm wide, sparsely hairy. Calyx of 5, equal, linear lobes 5â€“9 mm long in flower, up to 12 mm long in fruit, sparsely hairy. Corolla white, 5.5â€“10 mm long. Capsule narrowly oblong, 8â€“13 mm long, sessile, glabrous.","herb to 2 m high stems bluntly 4-angled, often reddish, glabrous",,,2,,m,checked
Hypoestes aristata,"Description: Perennial herb or subshrub to 1 m. Branches usually hairy, the hairs in longitudinal bands. Leaves broadly ovate to lanceolate, lamina 3â€“13 cm long, 1.5â€“9 cm wide, apex ± acuminate, base attenuate, margins ± entire, both surfaces usually sparsely hairy; petiole up to 6 cm long. Inflorescences axillary, flowers appearing clustered due to shortening of branches; involucre 5â€“9 mm long. Calyx shorter than involucre. Corolla pink to mauve-violet or purple except for centre band of upper lip white with crowded purple markings; tube c. 2 cm long; lips 6â€“14 mm long. Capsule 8â€“12 mm long, glabrous.",perennial herb or subshrub to 1 m.,,,1,,m,checked
Hypoestes phyllostachya,"Description: Perennial herb or subshrub to 1 m. Branches, petioles and young leaves densely hairy, the hairs long and white. Leaves ovate to broadly lanceolate, lamina up to c. 5 cm long and 2 cm wide, dark green with pink to lilac spotting above, paler below; apex ± acuminate; base attenuate; margins shallowly crenate to ± entire, both surfaces usually sparsely hairy; petiole up to 2.5 cm long, densely hairy. Flowers axillary, solitary; involucre 8â€“12 mm long; calyx c. 6 mm long; corolla lilac; tube c. 10 cm long; lips c. 0.7 cm long. Capsule 8â€“12 mm long, glabrous.",perennial herb or subshrub to 1 m.,,,1,,m,checked
Ilex aquifolium,"Description: Shrub or small tree to 10 (-15) m high, new growth and inflorescences pubescent. Leaves ± oblong-elliptic, 3â€“11 cm long, 2.5â€“5 cm wide, margins usually undulate and mostly with 5â€“9 spinose teeth but sometimes margins entire and ± flat, especially on upper branches of old trees; leathery, upper surface dark green and glossy, lower surface paler and duller; petiole 5â€“15 mm long, grooved. Cymes 3-flowered, clustered in axils, rarely female flowers solitary; pedicels to 2 mm long. Sepals c. 1.5 mm long. Petals 2â€“5 mm long, white or pinkish. Drupe globose or ovoid, 7â€“10 mm diam., bright red.",shrub or small tree to 10 (-15) m high,,,10,15,m,checked
Impatiens sodenii,"Description: Subshrub to c. 2 m high, suckering, bushy, glabrous. Stems few-branched, green above, red below, thick, ± succulent except at base. Leaves in whorls of up to 6; lamina oblong or oblong-obovate, 6â€“12 cm long, (1.5â€“) 2â€“3.5 cm wide, base attenuate or narrow-cuneate, margin prominently toothed, apex acute; petiole 0.5â€“2 (â€“3) cm long, broadly winged (so leaves often appearing sessile). Flowers solitary on slender pedicels amongst axils of uppermost leaves, 5â€“6.5 cm diam., usually pale pink, but varying from white to violet. Lateral sepals 10â€“11 mm long, ovate, acuminate; posterior sepal broadly ovate, convex and keeled when fresh, flat or nearly so when dry; spur 2â€“4.5 cm long; very slender. Corolla irregular, with face flattened; upper petal c. 2.5â€“3 cm long, 2.5â€“3 cm wide, deeply emarginate; each lateral petal united at base, having a lower obovate and an upper suborbicular segment, c. 2â€“2.5 cm long, 1.5â€“2.5 cm wide, slightly emarginate. Anthers rose. Fruit to c. 2.5 cm long, fusiform, distinctly 5-ribbed, c. 3 mm wide. Seed not seen.",subshrub to circa 2 m high,,,2,,m,checked
Isoglossa eranthemoides,"Description: Herb to c. 20 cm, branches, petioles and sometimes lower surface of leaves covered with short soft hairs, nodes swollen. Leaves ovate to lanceolate, 2â€“8 cm long, 10â€“20 mm wide, apex acute, base asymmetric, margins entire, both surfaces with sparse conical hairs and linear cystoliths, upper surface darker green than lower surface; petiole 5â€“15 mm long. Inflorescences axillary, of long-pedunculate dichotomous cymes forming panicles; pedicels 2â€“3 mm long; bracts c. 1 mm long. Calyx 3â€“5 mm long. Corolla white, pubescent along veins; tube 5â€“8 mm long, lips c. 4 mm long. Capsule mostly 9â€“12 mm long; seeds ± concentrically ridged.","herb to circa 20 cm,",,,20,,cm,checked
Justicia betonica,"Description: Sprawling herb to 2 m high, forming dense ground cover; stems rooting where they contact the ground, with dense bands of hairs at nodes, glabrous elsewhere. Leaves at each node usually equal, elliptic to obovate, up to 14 cm long and 11 cm wide, margins slightly wavy, upper surface dark green, linear cystoliths absent, lower surface paler; petiole up to 15 mm long. Inflorescence terminal, often on short lateral shoots, up to 13 cm long; each flower subtended by a bract and two bracteoles, each membranaceous, white, with green veins; bracts ovate c. 1.5â€“2 cm long, c. 1 cm wide; bracteoles similar to bracts but slightly smaller. Calyx 4â€“5 mm long. Corolla pink; tube c. 7 mm long; lobes c. 7 mm long. Stamens 2, filaments hairy toward base. Capsule up to c. 14 mm long.",sprawling herb to 2 m high forming dense ground cover;,,,2,,m,checked
Justicia caudata,Description: Rhizomatous shrub to 1.1 m high.,rhizomatous shrub to 1.1 m high.,,,1.1,,m,checked
Laxmannia compacta,"Description: Prostrate to stilted spreading herb to c. 10 cm high. Leaves spreading to decurved, linear, mostly 4â€“51 mm long, 1â€“2 mm wide, long-acute, pungent, margins ciliate; sheath scarious, 2.5â€“11 mm long. Inflorescences 7â€“11-flowered; scape erect, 1.7â€“8.5 cm long; outer bracts 4â€“8, oblong-ovate, 2â€“4 mm long, pink-brown; inner bracts 2â€“4 mm long, irregularly fringed, white to translucent. Flowers white to pink, opening at night. Outer tepals 3â€“4 mm long; inner tepals 3â€“5 mm long, loosely tubular with recurved obtuse apices. Stamens 2â€“4 mm long; anthers c. 0.25 mm long, yellow. Style 0.5â€“1 mm long. Capsule ovoid to globose, 2â€“3 mm diam.",prostrate to stilted spreading herb to circa 10 cm high.,,,10,,cm,checked
Laxmannia gracilis,"Description: Erect stilted herb to c. 40 cm high. Leaves spreading to decurved, linear, mostly 6â€“75 mm long, 1â€“2 mm wide; sheath with ciliate margins, 4â€“12 mm long. Inflorescences 4â€“17-flowered; scape erect, c. 1â€“15 cm long; outer bracts 4â€“7, oblong-ovate, 1â€“4 mm long, red-brown; inner bracts 1â€“3 mm long, white to translucent, with divided margins. Flowers pink to white, opening at night. Outer tepals 4â€“6 mm long; inner tepals 5â€“8 mm long, loosely tubular. Stamens 3â€“5 mm long; anthers 0.5â€“1 mm long. Capsule ovoid to globose, 2â€“3 mm diam., seeds 2â€“3 mm long.",erect stilted herb to circa 40 cm high.,,,40,,cm,checked
Laxmannia orientalis,"Description: Tufted, stilted herb to 15 cm high. Leaves spreading to decurved, terete, long-pungent, mostly 4â€“30 mm long, c. 0.5 mm diam., minutely ciliate; sheath scarious, 3â€“8 mm long, margins entire except fimbriae at apex. Inflorescences 3â€“7-flowered; scape decurved, ± 0.5 cm long; outer bracts linear-oblong, ± 5 mm long, red-brown; inner bracts 2â€“4 subtending each flower, 2â€“4 mm long, translucent or pale red-brown, fimbriate. Flowers white. Outer tepals 4â€“5 mm long; inner tepals spreading, 3â€“4 mm long. Stamens c. 2 mm long; anthers 0.5 mm long. Capsule globose, 2â€“3 mm diam.",tufted stilted herb to 15 cm high.,,,15,,cm,checked
Livistona australis,"Description: Tree with solitary stem up to 30 m high (occasionally more), up to 50 cm diam., marked with annular scars and furrows. Leaves 3â€“4.5 m long, fairly stiff, bright green, shiny, in terminal crown; lamina circular, c. 2 m diam., thin textured, divided into c. 70 divided segments; petiole 1.5â€“2.5 m long, c. 6 cm across tapering to c. 2 cm at apex, erect or decurved, margins with recurved spines mostly towards the base. Panicle c. 1 m long, arising amongst the leaves; spathes several, 15â€“25 cm long; flowers 3â€“5 mm diam., cream-white; stamens 6; ovary 3-lobed. Fruit globose, 1â€“1.5 cm diam., red turning black, 1-seeded.","tree with solitary stem up to 30 m high  up to 50 cm diam., marked with annular scars and furrows.",,,30,,m,checked
Lomandra leucocephala subsp. leucocephala,"Description: Plant slender, often <40 cm high. Leaves usually 1â€“2 mm wide. Leaf sheath margins long-decurrent, white, readily lacerating into abundant loose, silky or woolly, fragments; male inflorescence usually with 1 or 2 segments (north-eastern part of range). Male inflorescence usually with 1, 2 or 3 segments; female inflorescence usually not segmented, globose; scape minutely hirsute.",plant slender often less than 40 cm high.,,,40,,cm,checked
Mangifera indica,"Description: Tree to 25 m high with a dense rounded crown, branchlets glabrescent. Leaves oblong-elliptic to oblong-lanceolate, mostly 10â€“30 cm long, 2â€“7 cm wide, apex acuminate to obtuse, base acute, margins entire and ± undulate, glabrous, ± leathery, secondary veins 15â€“25 pairs; petiole 2â€“6 cm long. Panicles mostly 10â€“25 cm long, tomentose; bracts 2â€“4.5 mm long; pedicels 1â€“1.5 mm long. Flowers c. 3 mm long. Drupe obliquely ovoid, mostly 10â€“15 cm long, yellow to reddish.",tree to 25 m high with a dense rounded crown branchlets glabrescent.,,,25,,m,checked
Margyricarpus pinnatus,"Description: Semi-prostrate shrub, 30 cm high, stems slender with rough texture due to persistant leaf bases. Alternate, imparipinnate with 5â€“7 leaflets, leaves 5â€“10 mm long. Axillary, mainly 2 prominent stamens with a central mass of translucent hairs. White fleshy fruit, 5â€“10 mm long, with a green tuft at the distal end.","semi-prostrate shrub 30 cm high, stems slender with rough texture due to persistant leaf bases.",,,30,,cm,checked
Marsdenia flavescens,"Description: Thin-stemmed twiner to 5 m high, stems pubescent, latex milky slightly yellowish. Leaves with lamina oblong or narrow-oblong, 3â€“12 cm long, 1.5â€“4.5 cm wide, apex and base shortly narrowed, lower surface softly and densely pubescent, pale yellowish green, veins obscure; petiole 5â€“12 mm long. Inflorescences open lateral panicles shorter than the leaves, bearing 2â€“6 umbels; peduncles and pedicels slender, pubescent. Flowers c. 3 mm diam., pale yellow. Corolla rotate; lobes spreading, ovate; tube 1â€“1.5 mm long, obtuse, glabrous. Corona segments short and broad, with 2 auricles at base. Style head short, obtuse. Follicles narrow, fusiform, 4â€“6 cm long, 4â€“8 mm diam.",thin-stemmed twiner to 5 m high,,,5,,m,checked
