source,taxon_name,original_text,text,category,l_absolute_min,l_min,l_max,l_absolute_max,l_units,w_absolute_min,w_min,w_max,w_absolute_max,w_units,checked
missed_pn,Gaudium brevipes,"Description: Shrub or small tree to 4 m or more high, bark close, younger stems with appressed fine persistent hairs. Leaves elliptic to narrow-oblanceolate or obovate, mostly 10-20 mm long, usually 2-5 mm wide, flat or recurved, silky or glabrous; apex obtuse or short-acuminate, usually recurved, point minute, pungent; base narrowing to a short petiole. Flowers solitary or 2 together, 6-8 mm diam. white. Hypanthium 4-7 mm long, pedicel 2-8 mm long, silky. Sepals 1-1.5 mm long, silky. Petals c. 3 mm long. Stamens c. 1 mm long. Ovary usually 5-locular. Fruit 3-4 mm diam.; pedicel 2-10 mm long, silky; valves rounded, exerted."," fruit 3-4 mm diam.; valves rounded, exerted.",fruit,,,,,,,3,4,,mm,checked
missed_pn,Gaudium coriaceum,"Description: Shrub to 2 m, bark close, younger stems silky, soon glabrous. Leaves ovate to oblanceolate or elliptic, usually 10-20 mm long, 3-5 mm wide, glabrescent; apex acute to obtuse or short-acuminate, point short; base tapering to a short rounded petiole. Flowers usually 2 together, 12-15 mm diam., white. Hypanthium 2-3 mm long, glabrous or silky. Sepals 1.5-2 mm long, almost glabrous or silky. Petals 5-7 mm long. Stamens 1-2 mm long. Ovary mostly 4-7-locular. Fruit 5-8 mm diam. with a slightly fleshy outer surface; valves somewhat exserted but forming a flat-topped fruit. Seeds often broadly winged.", fruit 5-8 mm diam. with a slightly fleshy outer surface; valves somewhat exserted but forming a flat-topped fruit.,fruit,,,,,,,5,8,,mm,checked
missed_pn,Gaudium laevigatum,"Description: Shrub or small tree to over 4 m high, with close bark that sheds in strips; younger stems silky but glabrescent. Leaves usually narrow-obovate, 15-30 mm long, 5-8 mm wide, flat, glabrescent; apex broad-obtuse, point small and often infolded; base tapering to a short rather flattened petiole. Flowers usually 2 together, usually 15-20 mm diam., white. Hypanthium 3-4 mm long, usually glabrous. Sepals c. 2 mm long, almost glabrous. Petals mostly 5-8 mm long. Stamens 1.5-2.5 mm long. Ovary usually 6-11-locular. Fruit usually 7-8 mm diam. with a slightly fleshy outer surface; valves somewhat exserted but forming a flat-topped fruit. Seeds usually winged.", fruit usually 7-8 mm diam. with a slightly fleshy outer surface; valves somewhat exserted but forming a flat-topped fruit.,fruit,,,,,,,7,8,,mm,checked
missed_pn,Gaudium microcarpum,"Description: Shrub usually 1-2 m or more high, bark various, younger stems glabrous or finely hairy. Leaves elliptic to narrow-oblanceolate, 2-20 mm long, 4 mm wide, incurved, almost glabrous at maturity; apex obtuse to long-acuminate, pungent point 1 mm long; base narrowing to a conspicuous slender petiole expanded at the extreme base. Flowers solitary or 2 together, 8-12 mm diam., white. Hypanthium 2-3 mm long, pedicel 0.5-1.5 mm long densely silky. Sepals 1-1.2 mm long, usually ciliate. Petals 3-5 mm long. Stamens 1-1.5 mm in length. Ovary usually 4-locular. Fruit may persist until next flowering, 3-4 mm diam., pubescent; valves rounded, exerted; pedicel 1-1.5 mm long."," fruit may persist until next flowering, 3-4 mm diam., pubescent; valves rounded, exerted;",fruit,,,,,,,3,4,,mm,checked
missed_pn,Gaudium myrsinoides,"Description: Shrub 1-2 m high, bark firm, younger stems glabrescent. Leaves usually narrow-obovate to oblanceolate, 5-10 mm long, 1-3 mm wide; margins incurved and usually minutely tuberculate, glabrescent; apex acute, point blunt tending to recurve; base tapering to a short petiole. Flowers usually solitary, 10-15 mm diam., white or pink. Hypanthium c. 4 mm long, silky. Sepals c. 0.5 mm long, glabrous, (continuous with hypanthium). Petals 4-5 mm long. Stamens c. 4 mm long. Ovary 4- or 5-locular. Fruit 4-6 mm diam.; valves exerted.", fruit 4-6 mm diam.; valves exerted.,fruit,,,,,,,4,6,,mm,checked
missed_pn,Gaudium namadgiense,"Description: Shrub to c. 1 m high or lower and procumbent in exposed sites; bark shed in strips or flaky layers, younger stems silky. Leaves oblanceolate to elliptic, Ã‚Â± concave, 3.5-9 mm long, 1.5-3.7 mm wide, both surfaces silky, silvery to greyish green, or occasionally Ã‚Â± glabrous; apex acute or shortly acuminate; base tapering into petiole c. 1 mm long. Flowers 1 or 2 together, 6-10 mm diam., white or flushed pink. Hypanthium c. 2.5 mm long, tapering into pedicel, villous with spreading white hairs. Sepals c. 1.5 mm long, persistent, villous. Petals 2.5-3 mm long. Stamens to c. 1 mm long. Ovary 3-locular. Fruit 2-2.5 mm diam., villous, with base tapering into pedicel; valves not much exserted."," fruit 2-2.5 mm diam., villous, with base tapering into pedicel; valves  exserted.",fruit,,,,,,,2,2.5,,mm,checked
missed_pn,Gaudium semibaccatum,"Description: Shrub usually to 0.5 m high, bark close or later flaking, younger stems pubescent. Leaves obovate to narrow-elliptic, mostly 5-10 mm long, 1.5-2.5 mm wide, usually flat, glabrous at maturity or pubescent near base of upper surface; apex usually obtuse and point blunt; base tapering to a broad flat petiole. Flowers solitary or 2 together, mostly 10-15 mm diam., white or pink. Hypanthium 3-4 mm long, usually silky. Sepals 1-2 mm long, pubescent or glabrous, ciliate. Stamens 1.5-2 mm long. Ovary mostly 5-locular. Fruit usually 4-6 mm diam., pubescent, valves exerted but forming a flat-topped fruit."," fruit usually 4-6 mm diam., pubescent, valves exerted but forming a flat-topped fruit.",fruit,,,,,,,4,6,,mm,checked
missed_pn,Gaudium subglabratum,"Description: Stout shrub to > 2 m high, bark flaking in thin layers, younger stems silky, glabrescent. Leaves oblanceolate to obovate, often falcate, 15-35 mm long, 3-7 mm wide, flat or slightly incurved, silky to almost glabrous at maturity: apex obtuse to broad-acute, short point usually blunt; base tapering to a short narrow rather flattened petiole. Flowers solitary, 10-15 mm diam., white. Hypanthium c. 3.5 mm long, glabrous except for silky pedicel; pedicel 1-1.5 mm long. Sepals 2.5-3.5 mm long, ciliate. Petals 5-6 mm long. Stamens 2-2.5 mm long. Ovary usually 5-locular. Fruit 4-7 mm diam.; pedicel silky; valves not exserted.", fruit 4-7 mm diam.; valves .,fruit,,,,,,,4,7,,mm,checked
missed_pn,Gaudium trinervium,"Description: Shrub or small tree, 2-5 m high, bark in thin flaking layers, younger stems pubescent. Leaves broad-obovate to very narrow-elliptic and falcate, 10-20 mm long, 1-6 mm wide, silky, glabrescent; apex rounded to acuminate, point blunt; base tapering or rounded; shortly petiolate. Flowers solitary or 2 together, 7-15 mm diam., white. Hypanthium 3 or more mm long pubescent. Sepals 1.5-2.5 mm long, pubescent. Petals 5-7 mm long. Stamens 1.5-2 mm long. Ovary 4- or 5-locular. Fruit 3-6 mm diam., pubescent; valves not exserted."," fruit 3-6 mm diam., pubescent; valves .",fruit,,,,,,,3,6,,mm,checked
missed_pn,Gingidia algens,"Description: Plant erect or ascending, 15-45 cm high, glabrous. Leaves pinnate, to 25 cm long; leaflets 9-13, ovate to obovate, 0.8-2 cm long, 7-12 mm wide, 3-lobed, margins acutely toothed, glabrous; petiole 5-10 cm long, basal sheath to 4.5 cm long. Umbels with 2-4 or rarely 6 unequal rays, to 5 cm long; peduncle to 10 cm long; bracts 3.5-15 mm long, subulate; bracteoles 2-4 mm long, subulate; pedicels ± equal in fruit, 2-5 mm long. Petals 0.8-1 mm long, white. Fruit ovate, 5-6 mm long, with ± equal ribs."," fruit ovate, 5-6 mm long, with ± equal ribs.",fruit,,5,6,,mm,,,,,,checked
missed_pn,Gingidia harveyana,"Description: Plant erect, to 50 cm high, glabrous. Leaves pinnate, to 18 cm long; leaflets 9-11, lowermost dissected again; segments linear or linear-lanceolate, 1.6-4.8 cm long, 1.5-4 mm wide, apex acute, margins entire, glabrous; petiole to 20 cm long, basal sheath usually 2.5-4 cm long. Umbels with 5-9 very unequal rays, to 8.5 cm long; peduncles to 20 cm long; pedicels unequal, 7-20 mm long in fruit. Bracts 6-15 mm long, subulate; bracteoles 1.5-2.5 mm long, linear-subulate. Petals c. 0.6 mm long, white. Fruit ellipsoid or oblong, 6-10 mm long, with ± equal ribs."," fruit ellipsoid or oblong, 6-10 mm long, with ± equal ribs.",fruit,,6,10,,mm,,,,,,checked
missed_pn,Gingidia rupicola,"Description: Herbaceous perennial to 50 cm tall, with a thick fleshy rootstock and erect stems. Leaves 6-10 per rosette up to 31.5 cm long, imparipinnate, leaflets 1-4 pairs, sometimes overlapping, the terminal pinnule sometimes 3-lobed, subcoriaceous, discolourous, upper surface grey-green, glaucous below, petiole 4.5-23.5 mm long, terete with a shallow channel on upper surface, sheathing at the base with marginal wings. Cauline leaves up to 9 cm long with 1-3 pairs of leaflets. Inflorescence axillary, 1-6 per plant each with a terminal compound umbel and 1-3 lateral compound umbels, 6-11 cm long; involucral bracts 5; primary rays 6-11. Simple umbels 10-14-flowered. Fruit a narrow-elliptic or narrow-ovate mericarp, 6.8-7.6mm long, 1.8-2.3mm wide, grey-brown, base rounded; dorsal surface convex with 5 ribs, 2 lateral ribs with wings 0.4-0.6mm wide; ventral surface flat; carpophore 4.5-6.8mm long"," fruit a narrow-elliptic or narrow-ovate mericarp, 6.8-7.6mm long, 1.8-2.3mm wide, grey-brown, base rounded; dorsal surface convex with 5 ribs, 2 lateral ribs with wings 0.4-0.6mm wide; ventral surface flat; carpophore 4.5-6.8mm long",mericarp,,6.8,7.6,,mm,,1.8,2.3,,mm,checked
missed_pn,Gomphocarpus fruticosus,"Description: Shrub 0.6-2 m high, stems few, finely hairy when young. Leaves with lamina linear to narrow-lanceolate, 4-12 cm long, 0.5-1.5 cm wide, soft, smooth, tapering to a fine point, base attenuate; petiole 3-10 mm long. Umbels 5-10-flowered; pedicels slender, 10-20 mm long. Flowers 12-13 mm diam., pendent. Corolla lobes ovate, ciliate, 6-7 mm long. Follicles ovoid, slightly falcate, 4-6 cm long, 2-3.5 cm diam., gradually narrowed into a short, curved beak."," follicles ovoid, slightly falcate, 4-6 cm long, 2-3.5 cm diam., gradually narrowed into a short, curved beak.",follicle,,4,6,,cm,,2,3.5,,cm,checked
missed_pn,Gomphocarpus physocarpus,"Description: Shrub 0.5-2 m high, stems few, finely hairy when young. Leaves with lamina linear to narrow-lanceolate, 4-7 cm long, 0.6-2 cm wide, soft, smooth, tapering to a fine point, base attenuate; petiole 3-10 mm long. Umbels 5-10-flowered; pedicels slender, 10-20 mm long. Flowers 12-13 mm diam., pendent. Corolla lobes ovate, ciliate, 6-7 mm long. Follicles globose or subglobose, 5-7.5 cm long, 4-5.5 cm diam., not falcate, abruptly pointed, terminal beak very short, inconspicuous, sunken into indented tip."," follicles globose or subglobose, 5-7.5 cm long, 4-5.5 cm diam., , abruptly pointed, terminal beak very short, inconspicuous, sunken into indented tip.",follicle,,5,7.5,,cm,,4,5.5,,cm,checked
missed_pn,Gunniopsis papillata,"Description: Erect or prostrate herb with hairy branches. Leaves obtuse, to c. 30 mm long and 10 mm wide, papillose. Flowers pedicellate. Stamens in 2 or 3 whorls. Capsule 4-lobed, the lobes extending above the apex, to c. 7 mm long, valves bifid; seeds dark brown, finely tuberculate."," capsule 4-lobed, the lobes extending above the apex, to   7 mm long, valves bifid;",capsule,,,7,,mm,,,,,,checked
missed_pn,Gunniopsis quadrifida,"Description: Hemispherical, divaricate shrub with hairy branches. Leaves terete, subterete or Ã‚Â± flattened, to c. 50 mm long. Flowers pedicellate. Perianth segments triangular, to c. 2 cm long; outer surface tomentose; inner surface papillose. Stamen bundles alternating with the perianth segments. Capsule 4-ribbed, the ribs keeled, 6-10 mm diam., valves becoming bifid on opening; seeds black, tuberculate."," capsule 4-ribbed, the ribs keeled, 6-10 mm diam., valves becoming bifid on opening;",capsule,,,,,,,6,10,,mm,checked
missed_pn,Gunniopsis septifraga,"Description: Prostrate to caespitose herbs to c. 15 cm diam., stems yellowish, glabrous to sparsely hairy. Leaves oblong to oblanceolate, obtuse, to c. 15 mm long. Flowers sessile or shortly pedicellate. Perianth segments 2.5-6 mm long; outer surface green to yellow, inner surface green. Stamens mostly 4, alternate with perianth segments. Capsule subglobose below, tapering abruptly to a cylindrical apex, to c. 4.5 mm long; seeds obscurely wrinkled."," capsule subglobose below, tapering abruptly to a cylindrical apex, to   4.5 mm long;",capsule,,,4.5,,mm,,,,,,checked
missed_pn,Gymnostachys anceps,"Description: Perennial herb, not or hardly clumped; rhizome creeping. Leaves few, erect, linear, usually 1-1.5 m long, mostly 10-15 mm wide, tough-fibrous, glabrous, strongly veined, channelled, tapering to a point. Main axis of inflorescence 1.5-3 m high, with distant erect distichous flattened bracts subtending spadix clusters. Spadix to c. 12 cm long, c. 7 mm diam., at first with the flowers green and clustered at female anthesis, darkening and becoming separated at male anthesis. Pollen bright yellow. Fruit ovoid, 10-15 mm long, blue-black; infructescence usually few-fruited, not protected."," fruit ovoid, 10-15 mm long, blue-black; infructescence usually few-fruited, .",fruit,,10,15,,mm,,,,,,checked
missed_pn,Halophila spinulosa,"Description: Submerged dioecious marine perennial; rhizomes 1-1.5 mm diam.; scales elliptic or ovate, 3-6 mm long; apex acute or obtuse. Lateral shoots 20-120 cm long, occasionally branched, with leaf scars from shed leaves. Leaves glabrous, sessile; lamina oblong to linear, 5-20 mm long, 1.5-3.5 mm wide, with 4 or 5 pairs of cross-veins; margins serrulate; apex rounded; base folded upward on one side. Flowers unisexual, solitary. Male flowers shortly pedicellate; perianth segments elliptic, 3-4 mm long; apex obtuse; margins reflexed; anthers linear-oblong, 2.5-3 mm long. Female flowers with hypanthium 5-6 mm long; perianth segments 0.1 mm long; ovary ovoid, 1-2 mm diam.; styles 3-5, 10-12 mm long. Fruit ovoid, 4-6 mm diam. Seeds 20-30, globose, 0.75 mm diam.; testa reticulate."," fruit ovoid, 4-6 mm diam.",fruit,,,,,,,4,6,,mm,checked
missed_pn,Harnieria hygrophiloides,"Description: Glabrescent shrub to 2 m high, branches hairy or hairs restricted to furrows. Leaves Ã‚Â± elliptic, 2-10 cm long, 10-30 mm wide, apex Ã‚Â± acute, margins entire to undulate, upper surface often drying black, venation obscure with dense linear cystoliths, lower surface paler; petiole 2-10 mm long. Axillary clusters 2-4-flowered, surrounded by obcordate bracts 5-7 mm long. Calyx 8-10 mm long. Corolla white or yellowish, with purple markings; tube c. 7 mm long; lips 5.5-6.5 mm long. Capsule 8-10 mm long, glabrous; usually 4-seeded."," capsule 8-10 mm long, glabrous; usually 4-seeded.",capsule,,8,10,,mm,,,,,,checked
missed_pn,Hedera helix,"Description: Woody climber to 20 m or more high or creeper, occasionally becoming shrubby with age, usually with aerial roots along the stems, glabrous or with minute stellate to peltate hairs on the younger parts. Leaves shape and division variable, shallowly palmately 3-5-lobed, or margins entire and Ã‚Â± ovate, 3-10 cm long and wide, glabrous or nearly so, slightly discolorous with upper surface darker; petiole 2.5-11 cm long. Inflorescence a panicle of umbels, with an umbel terminating each inflorescence branch. Petals 5, sometimes apically united, greenish. Styles stout, c. 1.5 mm long, persistent. Fruit 5-10 mm diam., dull blue to black."," fruit 5-10 mm diam., dull blue to black.",fruit,,,,,,,5,10,,mm,checked
missed_pn,Hedyscepe canterburyana,"Description: Palm 3-10 (-15) m high; leaf scars 2-5 cm apart. Crownshaft c. 50 cm long, glaucous. Leaves arcuate, 1.5-2 (-3) m long; petiole short; rachis stout; pinnae 40-60, borne upwards on rachis, 20-30 cm long. Inflorescence arising below crownshaft, 30-40 cm long; prophyll and pedunculate bract caducous; rachis stout, 20-60 cm long, with 30-50 branches. Male flowers ivory-coloured; sepals 4 mm long, acuminate; petals ovate, 8 mm long, acute; filaments 10 mm long. Female flowers purplish black; sepals and petals imbricate; stigma Ã‚Â± sessile. Fruit c. 5 cm long, 4 cm broad, dull red."," fruit   5 cm long, 4 cm broad, dull red.",fruit,,,5,,cm,,,4,,cm,checked
