Date,Run,Species,Filter Paper,Assay type,Ramp rate (˚C/h),Combination,Fv/Fm,Tcrit (˚C)-hot,Tcrit (˚C)-cold,experiment,location name,latitude (deg),longitude (deg)
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.815,,-16.09,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.795,,-15.55,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.814,,-15.34,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.803,,-15.24,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.8,,-13.13,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.806,,-15.57,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.801,,-16.45,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.834,,-14.44,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.801,,-13.45,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.821,,-15.66,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190722,1,Melaleuca citrina,Wet,Cold,15,Wet 15,0.78,,-9.1,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190722,1,Melaleuca citrina,Wet,Cold,15,Wet 15,0.538,,-11.43,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190722,1,Melaleuca citrina,Wet,Cold,15,Wet 15,0.59,,-10.64,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190722,1,Melaleuca citrina,Wet,Cold,15,Wet 15,0.624,,-10.32,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190722,1,Melaleuca citrina,Wet,Cold,15,Wet 15,0.766,,-10.89,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190722,1,Melaleuca citrina,Wet,Cold,15,Wet 15,0.79,,-10.46,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190722,1,Melaleuca citrina,Wet,Cold,15,Wet 15,0.609,,-11,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190722,1,Melaleuca citrina,Wet,Cold,15,Wet 15,0.722,,-9.94,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190722,1,Melaleuca citrina,Wet,Cold,15,Wet 15,0.703,,-10.44,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190722,1,Melaleuca citrina,Wet,Cold,15,Wet 15,0.797,,-10.47,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190722,1,Escallonia rubra,Wet,Cold,15,Wet 15,0.68,,-8.05,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190722,1,Escallonia rubra,Wet,Cold,15,Wet 15,0.779,,-7.18,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190722,1,Escallonia rubra,Wet,Cold,15,Wet 15,0.768,,-8,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190722,1,Escallonia rubra,Wet,Cold,15,Wet 15,0.722,,-7.73,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190722,1,Escallonia rubra,Wet,Cold,15,Wet 15,0.657,,-7.68,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190722,1,Escallonia rubra,Wet,Cold,15,Wet 15,0.705,,-8.78,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190722,1,Escallonia rubra,Wet,Cold,15,Wet 15,0.708,,-6.95,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190722,1,Escallonia rubra,Wet,Cold,15,Wet 15,0.726,,-7.82,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190722,1,Escallonia rubra,Wet,Cold,15,Wet 15,0.681,,-7.24,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190722,1,Escallonia rubra,Wet,Cold,15,Wet 15,0.735,,-8.25,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190722,1,Wahlenbergia ceracea,Wet,Cold,15,Wet 15,0.808,-3.6,,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190722,1,Wahlenbergia ceracea,Wet,Cold,15,Wet 15,0.824,-16.88,,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190722,1,Wahlenbergia ceracea,Wet,Cold,15,Wet 15,0.828,-3.99,,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190722,1,Wahlenbergia ceracea,Wet,Cold,15,Wet 15,0.837,-15.7,,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190722,1,Wahlenbergia ceracea,Wet,Cold,15,Wet 15,0.822,-11.47,,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190722,1,Wahlenbergia ceracea,Wet,Cold,15,Wet 15,0.822,-3.85,,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190722,1,Wahlenbergia ceracea,Wet,Cold,15,Wet 15,0.832,-5.62,,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190722,1,Wahlenbergia ceracea,Wet,Cold,15,Wet 15,0.823,-3.66,,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190722,1,Wahlenbergia ceracea,Wet,Cold,15,Wet 15,0.823,-12.99,,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190722,1,Wahlenbergia ceracea,Wet,Cold,15,Wet 15,0.827,-8.56,,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
