taxon_name,genus,family,life_history_scored,scoring,source,citation,notes,citation2,ABRS_2022,ATRP_2020,NHNSW_2022,NTH_2022,RBGV_2022,SAH_2022,WAH_2022_1,WAH_2022_2
Fimbristylis sp. Beverley Springs (I.D.Cowie 4365),Fimbristylis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Fimbristylis sp. Bradshaw (T.M.Orr 439),Fimbristylis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Fimbristylis sp. C Kimberley Flora (T.G.Hartley 14511),Fimbristylis,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Fimbristylis sp. Charles Darwin (J.L.Egan 5300),Fimbristylis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Fimbristylis sp. Connells Lagoon (A.Willson 180),Fimbristylis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Fimbristylis sp. D Kimberley Flora (A.C.Beauglehole 52448),Fimbristylis,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Fimbristylis sp. Darwin (M.Lazarides 4251),Fimbristylis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Fimbristylis sp. Deaf Adder Gorge (C.R.Dunlop 4403),Fimbristylis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Fimbristylis sp. E Kimberley Flora (C.R.Dunlop 5403),Fimbristylis,Cyperaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Fimbristylis sp. Elizabeth Springs (R.J.Fensham 3743),Fimbristylis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Fimbristylis sp. F Kimberley Flora (A.S.George 13789),Fimbristylis,Cyperaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Fimbristylis sp. H Kimberley Flora (Carr 3944 & Beauglehole 47722),Fimbristylis,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Fimbristylis sp. I Kimberley Flora (R.J.Hnatiuk 112),Fimbristylis,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Fimbristylis sp. Iron Range (H.Flecker NQNC8728),Fimbristylis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Fimbristylis sp. K Kimberley Flora (E.Langfield 40),Fimbristylis,Cyperaceae,annual perennial,species description,floras-scraped,,,,,,,,,,,annual perennial
Fimbristylis sp. Kakadu (P.K.Latz 2780),Fimbristylis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Fimbristylis sp. King Edward Falls (M.D.Barrett MDB 2205),Fimbristylis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Fimbristylis sp. L Kimberley Flora (K.F.Kenneally 11167),Fimbristylis,Cyperaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Fimbristylis sp. Laura (N.Byrnes 3315),Fimbristylis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Fimbristylis sp. Magela Creek (C.R.Dunlop 3362),Fimbristylis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Fimbristylis sp. Minute (C.R.Michell 2352),Fimbristylis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Fimbristylis sp. Montejinni (J.L.Egan 4329),Fimbristylis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Fimbristylis sp. Nitmiluk (C.R.Michell 3482),Fimbristylis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Fimbristylis sp. Poison Creek (S.T.Blake 8561),Fimbristylis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Fimbristylis sp. Shay Gap (K.R.Newby 10293),Fimbristylis,Cyperaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Fimbristylis sp. Thargomindah (D.E.Boyland 3094),Fimbristylis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Fimbristylis sp. Timber Creek (P.K.Latz 5471),Fimbristylis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Fimbristylis sphaerocephala,Fimbristylis,Cyperaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Fimbristylis spiralis,Fimbristylis,Cyperaceae,perennial,species description,website,POWO,,,,,,,,,,
Fimbristylis squarrulosa,Fimbristylis,Cyperaceae,annual,species description,floras-scraped,PlantNet,,,,,,,,,,
Fimbristylis stenostachya,Fimbristylis,Cyperaceae,annual,species description,taxonomic literature,"Blake 1940, Monographic Studies in the Genus F imbrislJ)lis
(Cyperaceae).-Part 1, University of Queensland Papers, Department of Biology 13(1): 1-14",,,,,,,,,,
Fimbristylis subaristata,Fimbristylis,Cyperaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Fimbristylis tetragona,Fimbristylis,Cyperaceae,annual perennial,species description,floras-scraped,,,,,,,,,,,annual perennial
Fimbristylis tomentosa,Fimbristylis,Cyperaceae,perennial,species description,taxonomic literature,"Blake 1969, Contributions from the Queensland Herbarium 8: 1-48",very similar to F. dichotoma,,,,,,,,,
Fimbristylis trachycarya,Fimbristylis,Cyperaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Fimbristylis trigastrocarya,Fimbristylis,Cyperaceae,annual perennial,species description,floras-scraped,,,,,,,,,,,annual perennial
Fimbristylis triloba,Fimbristylis,Cyperaceae,annual,species description,taxonomic literature,"Booth & Sharp 2017, Austrobaileya 10(1): 47–58",,,,,,,,,,
Fimbristylis tristachya,Fimbristylis,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,perennial,,,,perennial
Fimbristylis vagans,Fimbristylis,Cyperaceae,perennial,species description,floras,Flora of Southeast Qld,,,,,,,,,,
Fimbristylis velata,Fimbristylis,Cyperaceae,annual,species description,floras-scraped,,,,,,annual,,annual,annual,,annual
Fimbristylis xyridis,Fimbristylis,Cyperaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Fuirena arenosa,Fuirena,Cyperaceae,perennial,species description,website,POWO,,,,,,,,,,
Fuirena ciliaris,Fuirena,Cyperaceae,annual,species description,floras-scraped,,,,,annual,annual,annual,,,,annual
Fuirena incrassata,Fuirena,Cyperaceae,annual,species description,floras-scraped,,,,,,annual,,,,,annual
Fuirena nudiflora,Fuirena,Cyperaceae,annual,species description,floras-scraped,,,,,,,annual,,,,annual
Fuirena umbellata,Fuirena,Cyperaceae,perennial,species description,floras-scraped,,,,,perennial,,perennial,,,,
Gahnia ancistrophylla,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,perennial,perennial,,perennial
Gahnia aristata,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Gahnia aspera,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Gahnia australis,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Gahnia clarkei,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,perennial,,
Gahnia decomposita,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Gahnia deusta,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,perennial,,perennial
Gahnia drummondii,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Gahnia erythrocarpa,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Gahnia filifolia,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Gahnia filum,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,perennial,,
Gahnia grandis,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,,,
Gahnia halmaturina,Gahnia,Cyperaceae,perennial,scored from genus,floras-scraped,,,,,,,,,,,
Gahnia howeana,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Gahnia hystrix,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,perennial,,
Gahnia insignis,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Gahnia lanigera,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,perennial,,perennial
Gahnia melanocarpa,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,,,
Gahnia microstachya,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,,,
Gahnia radula,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,perennial,,
Gahnia rodwayi,Gahnia,Cyperaceae,perennial,scored from genus,floras-scraped,,,,,,,,,,,
Gahnia sclerioides,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Gahnia sieberiana,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,perennial,,
Gahnia sp. dull bases (K.R.Newbey 5111),Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Gahnia sp. Headland (G.J.Keighery 8501),Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Gahnia sp. L (K.R.Newbey 7888),Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Gahnia sp. Ravensthorpe (G.F.Craig 5005),Gahnia,Cyperaceae,perennial,scored from genus,floras-scraped,,,,,,,,,,,
Gahnia sp. South West (K.L.Wilson & K.Frank KLW 9266),Gahnia,Cyperaceae,perennial,scored from genus,floras-scraped,,,,,,,,,,,
Gahnia subaequiglumis,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,,,
Gahnia trifida,Gahnia,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,perennial,,perennial
Gahnia xanthocarpa,Gahnia,Cyperaceae,perennial,scored from genus,floras-scraped,,,,,,,,,,,
Gymnoschoenus anceps,Gymnoschoenus,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Gymnoschoenus sphaerocephalus,Gymnoschoenus,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,perennial,,
Hypolytrum compactum,Hypolytrum,Cyperaceae,perennial,scored from genus,taxonomic literature,Kern 1974 Flora Malesiana Series I 7(3),,,,,,,,,,
Hypolytrum nemorum,Hypolytrum,Cyperaceae,perennial,species description,floras-scraped,,,,,,,perennial,,,,
Hypolytrum nemorum var. proliferum,Hypolytrum,Cyperaceae,perennial,scored from species (infraspecific taxon),floras-scraped,,,,,,,,,,,
Isolepis alpina,Isolepis,Cyperaceae,perennial,species description,floras-scraped,Tas Flora,,,,,,,,,,
Isolepis aucklandica,Isolepis,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,,,
Isolepis australiensis,Isolepis,Cyperaceae,annual,species description,floras-scraped,,,,,,annual,,annual,annual,,annual
Isolepis cernua,Isolepis,Cyperaceae,annual perennial,species description,floras-scraped,,,,,,perennial,,perennial,,,annual perennial perennial annual
Isolepis congrua,Isolepis,Cyperaceae,annual,species description,floras-scraped,,,,,,annual,,annual,annual,,annual
Isolepis crassiuscula,Isolepis,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,,,
Isolepis cyperoides,Isolepis,Cyperaceae,annual perennial,species description,floras-scraped,,,,,,,,,,,annual perennial
Isolepis fluitans,Isolepis,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,,,perennial
Isolepis gaudichaudiana,Isolepis,Cyperaceae,annual perennial,species description,floras-scraped,,,,,,annual,,annual perennial,,,
Isolepis habra,Isolepis,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,,,
Isolepis humillima,Isolepis,Cyperaceae,annual,species description,floras-scraped,,,,,annual,,,,,,annual
Isolepis hystrix,Isolepis,Cyperaceae,annual,species description,floras-scraped,,,,,,annual,,annual,annual,annual,annual
Isolepis inundata,Isolepis,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,perennial,,perennial
Isolepis levynsiana,Isolepis,Cyperaceae,annual,species description,floras-scraped,,,,,,annual,,annual,,,
Isolepis limbata,Isolepis,Cyperaceae,perennial,species description,floras-scraped,Tas Flora,,,,,,,,,,
Isolepis marginata,Isolepis,Cyperaceae,annual,species description,floras-scraped,,,,,,annual,,annual,,,annual
Isolepis montivaga,Isolepis,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,,,
Isolepis multicaulis,Isolepis,Cyperaceae,annual,species description,floras-scraped,PlantNet,"based on synonym, Isolepis hookeriana",,,,,,,,,
Isolepis oldfieldiana,Isolepis,Cyperaceae,annual perennial,species description,taxonomic literature; floras,"Rye 1997, Telopea 11(3): 383-423",,,,,,,,,,annual perennial
Isolepis platycarpa,Isolepis,Cyperaceae,annual short_lived_perennial perennial,species description,floras-scraped,,,,,,annual perennial,,annual short_lived_perennial,annual,,
Isolepis producta,Isolepis,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,,,annual perennial
Isolepis prolifera,Isolepis,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,perennial,perennial
Isolepis sepulcralis,Isolepis,Cyperaceae,annual,species description,floras-scraped,,,,,,annual,,annual,,,
Isolepis setacea,Isolepis,Cyperaceae,perennial,species description,floras-online,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=220006854,,,,,,,,,,
Isolepis sp. Nourlangie (C.R.Dunlop 4739),Isolepis,Cyperaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Isolepis stellata,Isolepis,Cyperaceae,annual,species description,floras-scraped,,,,,,annual,,annual,annual,,annual
Isolepis subtilissima,Isolepis,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,perennial,,
Isolepis tasmanica,Isolepis,Cyperaceae,perennial,species description,floras-scraped,Tas Flora,,,,,,,,,,
Isolepis trachysperma,Isolepis,Cyperaceae,annual short_lived_perennial,species description,floras-scraped,,,,,,,,annual short_lived_perennial,,,
Isolepis victoriensis,Isolepis,Cyperaceae,annual,species description,floras-scraped,,,,,,annual,,annual,,,
Isolepis wakefieldiana,Isolepis,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,perennial,,,
Lepidosperma amantiferrum,Lepidosperma,Cyperaceae,perennial,scored from genus,floras-scraped,,,,,,,,,,,
Lepidosperma angustatum,Lepidosperma,Cyperaceae,perennial,scored from genus,floras-scraped,,,,,,,,,,,
Lepidosperma apricola,Lepidosperma,Cyperaceae,perennial,scored from genus,floras-scraped,,,,,,,,,,,
Lepidosperma asperatum,Lepidosperma,Cyperaceae,perennial,scored from genus,floras-scraped,,,,,,,,,,,
Lepidosperma avium,Lepidosperma,Cyperaceae,perennial,scored from genus,floras-scraped,,,,,,,,,,,
Lepidosperma benthamianum,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Lepidosperma bungalbin,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Lepidosperma calcicola,Lepidosperma,Cyperaceae,perennial,scored from genus,floras-scraped,,,,,,,,,,,
Lepidosperma canescens,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,perennial,perennial,,
Lepidosperma carphoides,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,perennial,perennial,,perennial
Lepidosperma clipeicola,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Lepidosperma concavum,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,,perennial,,
Lepidosperma congestum,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,perennial,,
Lepidosperma costale,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Lepidosperma curtisiae,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,,,
Lepidosperma diurnum,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Lepidosperma drummondii,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Lepidosperma effusum,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Lepidosperma elatius,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,,,
Lepidosperma ensiforme,Lepidosperma,Cyperaceae,perennial,scored from genus,floras-scraped,,,,,,,,,,,
Lepidosperma evansianum,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Lepidosperma fairallianum,Lepidosperma,Cyperaceae,perennial,scored from genus,floras-scraped,,,,,,,,,,,
Lepidosperma ferricola,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Lepidosperma ferriculmen,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Lepidosperma filiforme,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,,,
Lepidosperma fimbriatum,Lepidosperma,Cyperaceae,perennial,scored from genus,floras-scraped,,,,,,,,,,,
Lepidosperma flexuosum,Lepidosperma,Cyperaceae,perennial,scored from genus,floras-scraped,,,,,,,,,,,
Lepidosperma forsythii,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,,,
Lepidosperma gahnioides,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Lepidosperma gibsonii,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Lepidosperma gladiatum,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,perennial,,perennial
Lepidosperma globosum,Lepidosperma,Cyperaceae,perennial,scored from genus,floras-scraped,,,,,,,,,,,
Lepidosperma gracile,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Lepidosperma gunnii,Lepidosperma,Cyperaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,,,
