genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,authors
Crotalaria,Crotalaria eremaea strehlowii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation: A. Lee, Telopea 1:338 (1978)."
Crotalaria,Crotalaria medicaginea,ascending or decumbent densely branched shrub;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,decumbent,decumbent ascending,woody,NA,"Citation: Lam., Encycl. 2:201 (1786)."
Crotalaria,Crotalaria novae-hollandiae,"shrubs to 1.5 m high, softwood, probably perennial.",perennial,perennial,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: -hollandiae, DC., Prod. 2:127 (1825) subsp. lasiophylla (Benth.)A. Lee, Telopea 1:352 (1978)."
Crotalaria,Crotalaria smithiana,"a soft-wooded subshrub with a strong tap root, at first an erect stem,",NA,NA,NA,NA,subshrub,subshrub,NA,NA,NA,NA,erect,erect,soft_wood,NA,"Citation: A. Lee, Telopea 1:344 (1978)."
Crupina,Crupina,slender annual herbs;,annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: DC., Ann. Mus. Paris 16:157 (1810)."
Crupina,Crupina vulgaris,annual to 30 cm high;,annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Cass., Dict. Sci. Nat. 12:68 (1818)."
Cryptandra,Cryptandra,"small shrubs,",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,Citation: Smith Trans. Linn. Soc. 4:217 (1798).
Cryptandra,Cryptandra amara,"low shrub, less than 1 m high.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Smith in Rees, Cyclop. 10 (1808)."
Cryptandra,Cryptandra hispidula,"small shrub 20-30 cm high,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Reisseck & F. Muell. ex Reisseck, Linnaea 29:294 (1858)."
Cryptandra,Cryptandra tomentosa,"small straggling shrub, 25-30 cm high.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Lindley in T.L. Mitchell, Three Exped. Int. eastern Austral. 2:177 (1838)."
Cryptandra,Cryptandra propinqua,small shrub with rigid hoary branches and short almost spiny spreading branchlets;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Citation: Cunn. ex Fenzl in Endl., Enum. Pl. H gel 23 (1837)."
Cryptandra,Cryptandra waterhousii,erect somewhat viscid shrub.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: F. Muell., Syst. Census Aust. Pl. 61 (1882)."
Cryptandra,Cryptandra leucophracta,"low spreading shrub, flowering when under 10cm high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Citation: Schldl., Linnaea 20:640 (1847)."
Cryptandra,Cryptandra amara longiflora,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: F. Muell. ex Maiden & Betche, Proc. Linn. Soc. N.S. W. 28:905 (1904). Comm_name: Pretty cryptandra."
Cryptandra,Cryptandra amara floribunda,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Maiden & Betche, Proc. Linn. Soc. N.S.W. 29:736 (1905)."
Cryptandra,Cryptandra amara amara,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,NA
Cryptostylis,Cryptostylis,terrestrial glabrous herbs with a tuberous rhizome;,NA,NA,NA,NA,herb,herbs,terrestrial,terrestrial,NA,NA,rhizomatous,rhizome,herbaceous,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 317 (1810)."
Cryptostylis,Cryptostylis subulata,"slender, 30-90 cm high;",NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Citation:  Reichb. F., Beitr. Syst. Pfl. 15 (1871)."
Cucumis,Cucumis,"trailing or climbing annual herbs, rarely ( s.aust.) with perennial rootstocks;",annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,prostrate climbing,trailing climbing,herbaceous,NA,"Citation: L., Sp. Pl. 1011 (1753)."
Cucumis,Cucumis melo,trailing or climbing annual herb;,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,prostrate climbing,trailing climbing,herbaceous,NA,"Citation: L., Sp. Pl. 1011 (1753)."
Cucumis,Cucumis myriocarpus,trailing or climbing annual herb;,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,prostrate climbing,trailing climbing,herbaceous,NA,"Citation: Naudin, Annls Sci. nat. s r. 4, 11:22 (1859)."
Cucurbitaceae,Cucurbitaceae,"annual or perennial herbs, stems usually trailing or climbing by tendrils which are stipular in position ( in ecballium);",annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,prostrate climbing,trailing climbing,herbaceous,NA,Author:Prepared by I. R. H. Telford
Cuphonotus,Cuphonotus,"annual herbs, glabrous or with simple hairs.",annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: O. Schulz, Bot. Jb. 66:92 (1933)."
Cuphonotus,Cuphonotus andraeanus,"herb, erect to spreading, to 25 cm tall,",annual,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,erect spreading,erect spreading,herbaceous,NA,"Citation: E. Shaw, Contr. Gray Herb. 205:157 (1974)."
Cuphonotus,Cuphonotus humistratus,"herb, erect to spreading, to 25 cm tall, glabrous;",annual,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,erect spreading,erect spreading,herbaceous,NA,"Citation: O. Schulz, Bot. Jb. 66:92 (1933)."
Cupressaceae,Cupressaceae,"perennial evergreen trees or shrubs, monoecious or ( aust.) dioecious;",perennial,perennial,NA,NA,shrub tree,shrubs trees,NA,NA,dioecious monoecious,dioecious monoecious,NA,NA,woody,NA,Author:Prepared by J. Venning
Cuscuta,Cuscuta,"mainly annual parasites with twining yellow, brown or reddish leafless stems.",annual,annual,parasitic,parasites,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 124 (1753)."
Cuscuta,Cuscuta victoriana,NA,annual,inferred_from_genus,parasitic,inferred_from_genus,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Yuncker, Mern. Torrey Bot. Cl. 18:129, fig. 4 (1932)."
Cuscuta,Cuscuta planiflora,NA,annual,inferred_from_genus,parasitic,inferred_from_genus,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Ten., Fl. Napolit. 3:250 (1824-1829)."
Cuscuta,Cuscuta tasmanica,NA,annual,inferred_from_genus,parasitic,inferred_from_genus,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Engelm., Trans. Acad. Sci. St Louis 1:512 (1859) var. tasmanica."
Cuscuta,Cuscuta epithymum,NA,annual,inferred_from_genus,parasitic,inferred_from_genus,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Syst. Veg. edn 13:140 (1774)."
Cuscuta,Cuscuta campestris,NA,annual,inferred_from_genus,parasitic,inferred_from_genus,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Yuncker, Mem. Torrey Bot. Cl. 18:138, fig. 14 (1932)."
Cuscuta,Cuscuta suaveolens,NA,annual,inferred_from_genus,parasitic,inferred_from_genus,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Ser., Annls Sci. nat. 3:519 (1840)."
Cydonia,Cydonia,"large shrub or small tree, unarmed, deciduous;",annual,inferred_from_family,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Miller, Gard. Dict. edn 8:no.1 (1768)."
Cydonia,Cydonia oblonga,"shrub or small tree,",NA,inferred_from_family,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Miller, Gard. Dict. edn 8:no. 1 (1768)."
Cymbalaria,Cymbalaria,perennial herbs;,perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Hill, Brit. Herb. 113 (1756)."
Cymbalaria,Cymbalaria muralis,"procumbent herb,",perennial,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,prostrate,procumbent,herbaceous,NA,"Citation: P. Gaertner, B. Meyer & Scherb., Oek.-Tech. Flor. Wett. 2:397 (1800) subsp. muralis."
Cymbonotus,Cymbonotus,rosette-forming perennial or annual herbs;,annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,rosette,rosette,herbaceous,NA,"Citation: Cass., Dict. Sci. Nat. 35:397 (1825)."
Cymbonotus,Cymbonotus preissianus,stemless perennial herb;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Citation: .
Cymbopogon,Cymbopogon obtectus,"a handsome scented grass, 30-90 cm high;",perennial,inferred_from_genus,NA,NA,graminoid,grass,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Citation: S.T. Blake, Pap. Dep. Biol. Univ. Qld 2, 3:55 (1944)."
Cymbopogon,Cymbopogon,"perennials, densely tufted;",perennial,perennials,NA,NA,herb graminoid,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Sprengel, Pl. Pugill. 2:14 (1815)."
Cymbopogon,Cymbopogon ambiguus,"a handsome scented grass, 30 cm to 2 m high;",perennial,inferred_from_genus,NA,NA,graminoid,grass,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Citation:  A. Camus, Rev. Bot. Appl. 1:289 (1921)."
Cynanchum,Cynanchum,shrubs with twining branches;,perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: L., Sp. Pl. 212 (1753)."
Cynanchum,Cynanchum floribundum,shrubs;,perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: R. Br., On Asclepiad. 34 (1810)."
Cynara,Cynara,spiny perennial herbs;,perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 827 (1753)."
Cynara,Cynara cardunculus,perennial herb to 1.5 m high;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 827 (1753)."
Cynodon,Cynodon dactylon,perennial.,perennial,perennial,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Pers., Syn. Pl. 1:85 (1805)."
Cynodon,Cynodon,stoloniferous perennials;,perennial,perennials,NA,NA,herb graminoid,inferred_from_life_history,NA,NA,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,"Citation: Rich., in Pers., Syn. Pl. 1:85 (1805)."
Cynoglossum,Cynoglossum,annuals or perennials more or less branched and densely hairy.,annual perennial,annuals perennials,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 134 (1753)."
Cynoglossum,Cynoglossum australe,annuals to 60 cm high.,annual,annuals,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 495 (1810)."
Cynoglossum,Cynoglossum suaveolens,perennials to 40 cm high.,perennial,perennials,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 495 (1810)."
Cynosurus,Cynosurus,"erect glabrous annual or perennial herbs; particle s. spikelets nearly sessile; upper spikelet on each branch fertile, of few rioters; lower spikelets sterile.",annual perennial,annual perennial,NA,NA,herb graminoid,herbs,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: L., Sp. Pl. 72 (1753)."
Cynosurus,Cynosurus cristatus,erect glabrous perennial;,perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: L., Sp. Pl. 72 (1753)."
Cynosurus,Cynosurus echinatus,erect glabrous annual;,annual,annual,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: L., Sp. Pl. (1753)."
Cyperaceae,Cyperaceae,"usually perennial grass- or  herbs (""sedges"");",perennial,perennial,NA,NA,herb graminoid,herbs sedges grass,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author:Prepared by J.P. Jessop and J. Z. Weber
Cyperus,Cyperus lhotskyanus,perennial.,perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Boeckeler, Bot. Jb. 5:498 (1884)."
Cyperus,Cyperus gunnii,densely tufted perennial.,perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Hook. f., Fl. Tasm. 2:80 (1858)."
Cyperus,Cyperus victoriensis,perennial.,perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: C.B. Clarke, Kew Bull. add. ser. 8:12 (1908)."
Cyperus,Cyperus tenellus,"a small slender annual, to 8 cm high.",annual,annual,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L.f., Suppl. 103 (1782)."
Cyperus,Cyperus vaginatus,densely tufted perennial.,perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 213 (1810)."
Cyperus,Cyperus lucidus,tufted perennial to 1 m or more high;,perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 218 (1810)."
Cyperus,Cyperus gymnocaulos,densely tufted perennial.,perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Steudel, Synops. Pl. glumac. 2:12 (1854)."
Cyperus,Cyperus brevifolius,low g perennial with creeping rhizomes;,perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,creeping rhizomatous,creeping rhizomes,herbaceous,NA,"Citation:  Hassk., Plant. Hort. Bot. Bogor. 24 (1844)."
Cyperus,Cyperus pygmaeus,"small tufted densely leafy annual, rarely to 10 cm high and sometimes very small;",annual,annual,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Rottb., Descr. & Icon. 20 (1773)."
Cyperus,Cyperus dactylotes,"densely tufted, erect perennial, 30-100 cm high;",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: Benth., Fl. Aust. 7:273 (1878)."
Cyperus,Cyperus,"annual or perennial herbs, sometimes with creeping often stoloniferous rhizomes;",annual perennial,annual perennial,NA,NA,herb graminoid,herbs,NA,NA,NA,NA,creeping rhizomatous stoloniferous,creeping rhizomes stoloniferous,herbaceous,NA,"Citation: L., Sp. Pl. 44 (1753)."
Cyperus,Cyperus bulbosus,"perennial, 15-35 cm high, producing numerous ovoid shining tunicated bulbils at the ends of capillary rhizomes, the latter very soon disintegrating;",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,rhizomatous,rhizomes,herbaceous,NA,"Citation: Vahl, Enum. Pl. 2:342 (1805/6). Nalgoo. (Cunningham et al. (1982) Plants of western New South Wales, p. 157.)"
Cyperus,Cyperus exaltatus,"stout tufted perennial, to i m high;",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Retz., Obs. Bot. 5:11 (1789)."
Cyperus,Cyperus alterniflorus,"tufted perennial, erect, 60-150 cm high, shortly rhizomatous;",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,erect rhizomatous,erect rhizomatous,herbaceous,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 216 (1810)."
Cyperus,Cyperus iria,"annual, to 50 cm high;",annual,annual,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 45 (1753)."
Cyperus,Cyperus bifax,"perennial, 50-75 cm high.",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: C.B. Clarke, Kew Bull. add. ser. 8:13 (1908)."
Cyperus,Cyperus sanguinolentus,"annual, to 40 cm high, sometimes dwarfed to 2-3 cm high;",annual,annual,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Vahl, Enum. Pl. 2:351 (1805/6)."
Cyperus,Cyperus squarrosus,"annual, rarely above 15 cm high, sometimes only 5-6 cm.",annual,annual,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Cent. 2.Pl. 6 (1756)."
Cyperus,Cyperus albostriatus,"perennial, 30-50 cm high.",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Schrader, Anal. Cap. Cyp. 7 (1832)."
Cyperus,Cyperus laevigatus,NA,NA,NA,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Mant. Alt. 179 (1771)."
Cyperus,Cyperus gilesii,"slender annual, to 30 cm high;",annual,annual,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Benth., Fl. Aust. 7:273 (1878)."
Cyperus,Cyperus eragrostis,"tufted perennial, 20-100 cm high;",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Lam., Tabl. Encycl. 1:146 (1791)."
Cyperus,Cyperus hamulosus,"small annual, 4-8 cm high, curry-scented when dry;",annual,annual,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: M. Bieb., Fl. Taur.-Caucas. 1:35 (1808)."
Cyperus,Cyperus difformis,"green annual, to circa 30 cm high.",annual,annual,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Cent. 2. Pl. 6 (1756)."
Cyperus,Cyperus rotundus,"perennial, usually 15-30 cm high.",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 45 (1753) subsp. rotundus."
Cyperus,Cyperus rigidellus,tufted annual or perennial;,annual perennial,annual perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation:  J. Black, Fl. S. Aust. 676 (1929)."
Cyperus,Cyperus arenarius,"perennial, 15-30 cm high.",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Retz., Obs. Bot. 4:9 (1786/7)."
Cyperus,Cyperus involucratus,perennial.,perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Rottb., Descr. Pl. rar. Progr. 22 (1772)."
Cyperus,Cyperus congestus,"tufted perennial, 20-60 cm high;",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Vahl, Enum. Pl. 2:358 (1805/6)."
Cyphanthera,Cyphanthera,shrubs tomentose with branched hairs or pubescent with mainly simple or sparingly branched glandular hairs.,perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Author:Prepared by L. Haegi; Citation: Miers, Eadesia F. Muell., J. Trans. Vict. Inst. 2:71 (1858); Anthocercis sensu Benth., Fl. Aust. 4:474 (1868), partly, non Labill. (L. Haegi (1981) Telopea 2:176)."
Cyrtomium,Cyrtomium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation: C. Presl, Tent. Pter. 86 (1836)."
Cyrtomium,Cyrtomium falcatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation: C. Presl, Tent. Pref. 86 (1836)."
Cyrtostylis,Cyrtostylis,glabrous herbs;,NA,NA,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 317 (1810)."
Cyrtostylis,Cyrtostylis reniformis,"a slender plant, 7-15 cm high;",NA,NA,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 322. (1810)."
Cytisus,Cytisus proliferus,shrubs or small trees.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: L.f., Suppl. 328 (1782)."
Cytisus,Cytisus,"small shrubs or trees of very diverse habit,",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: L., Sp. Pl. 739 (1753)."
Cytisus,Cytisus scoparius,"much branched shrub, to 200 (rarely to 250) cm high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Link, Hort. bot. Berol. 2:241 (1822)."
Dactylis,Dactylis glomerata,tall perennial;,perennial,perennial,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 71 (1753)."
Dactylis,Dactylis,perennials with strongly compressed aerial shoots.,perennial,perennials,NA,NA,herb graminoid,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 71 (1753)."
Dactyloctenium,Dactyloctenium radulans,"annual, sometimes prostrate or 10-40 cm high;",annual,annual,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,prostrate,prostrate,herbaceous,NA,"Citation: P. Beauv., Agrost. 72 (1812)."
Dactyloctenium,Dactyloctenium,annuals or perennials.,annual perennial,annuals perennials,NA,NA,herb graminoid,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Wiltd., Enum. Hort. Berol. 1029 (1809)."
Dactyloctenium,Dactyloctenium aegyptium,NA,NA,NA,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: P. Beauv., Agrost. pl. 15 (1812)."
Damasonium,Damasonium,aquatic plants;,NA,NA,NA,NA,herb,inferred_from_family_life_history,aquatic,aquatic,NA,NA,NA,NA,herbaceous,NA,"Citation: Miller, Gard. Dict. Abr. edn 4 (1754)."
Damasonium,Damasonium minus,NA,NA,NA,NA,NA,herb,inferred_from_family_life_history,aquatic,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Citation:  Buchen., Abh. naturw. Ver. Bremen 2:20 (1868)."
Dampiera,Dampiera,undershrubs with a tomentum of branched  hairs;,NA,NA,NA,NA,subshrub,undershrubs,NA,NA,NA,NA,NA,NA,NA,NA,"Author:Prepared by D. A. Cooke, M. T. M. Rajput & R. C. Carolin; Citation: R. Br., Prod. Fl. Nov. Holl. 587 (1810)."
Dampiera,Dampiera dysantha,undershrub to 70 cm high;,NA,NA,NA,NA,subshrub,undershrub,NA,NA,NA,NA,NA,NA,NA,NA,Citation: Rajput & Carolin1
Dampiera,Dampiera rosmarinifolia,"undershrub to 60 cm high, sometimes prostrate;",NA,NA,NA,NA,subshrub,undershrub,NA,NA,NA,NA,prostrate,prostrate,NA,NA,"Citation: Schldl., Linnaea 20:603 (1847)."
