taxon_name,trait_name,value_type,value,unit,retain,entity,measurement_remarks,original_name,observation_id,form,leaf,seed,original_text
Conostylis aculeata subsp. spinuligera,plant_height,maximum,0.09,m,good,leaf_length,,Conostylis aculeata subsp. spinuligera,0816,tufted;,"leaves 24-35 cm long, 1.5-2.5 mm wide, in loosely flattened, narrowly fan-shaped clusters; marginal nerve inconspicuous; bristles along whole margin, spreading, 2-4 mm long.",,"Tufted; stems 2-9 cm long. Leaves 24-35 cm long, 1.5-2.5 mm wide, in loosely flattened, narrowly fan-shaped clusters; marginal nerve inconspicuous; bristles along whole margin, spreading, 2-4 mm long. Inflorescence a loose terminal head, growing into a short raceme or once-forked cyme; scape equal to or somewhat shorter than leaves. Flowers 11-13 mm long."
Conostylis albescens,plant_height,maximum,0.17,m,good,leaf_length,,Conostylis albescens,0817,,"leaves 12-17 cm long, 0.8-1.5 mm wide, grey-green, hirsute.",,"Leaves 12-17 cm long, 0.8-1.5 mm wide, grey-green, hirsute. Pedicels 10-25 mm long. Perianth curved, 32-40 mm long, yellowish cream to white with suffusions of purple especially on lobes; lobes 4-7 mm long. Anthers 2.5-3.5 mm long. Style 30-38 mm long."
Conostylis androstemma,leaf_width,minimum,1,mm,good,,,Conostylis androstemma,0818,,"leaves terete, 10-30 cm long, circa 1 mm diam., green, glabrous.",,"Leaves terete, 10-30 cm long, c. 1 mm diam., green, glabrous. Pedicels less than 1 mm long; bracts c. 5 mm long, 2 mm wide. Perianth 30-50 mm long, cream to pale yellow; tube usually straight; lobes 15-25 mm long, not reflexed. Filaments 8-17 mm long; anthers 3-5.5 mm long, yellow. Style 30-50 mm long. Ovules many, all over globose placenta."
Conostylis angustifolia,plant_height,maximum,0.4,m,good,leaf_length,,Conostylis angustifolia,0819,,"leaves flat, 12-40 cm long, 1-3.5 mm wide, dull brick red and sometimes densely tomentose near base (often abraded glabrous), green, glabrous distally except small plumose hairs scattered on margins.",,"Leaves flat, 12-40 cm long, 1-3.5 mm wide, dull brick red and sometimes densely tomentose near base (often abraded glabrous), green, glabrous distally except small plumose hairs scattered on margins. Scape 15-40 cm long, usually exceeding leaves. Perianth 11-17 mm long; tube golden yellow; lobes 5-9 mm long, pale yellow with white or rarely maroon apical margins. Anthers 2.3-5 mm long, without appendages. Style 8-10 mm long."
Conostylis argentea,plant_height,maximum,0.25,m,good,leaf_length,,Conostylis argentea,0820,,"leaves flat, 7-25 cm long, 0.7-1.6 mm wide, silvery, villous.",,"Leaves flat, 7-25 cm long, 0.7-1.6 mm wide, silvery, villous. Pedicels 2-12 mm long; bracts 10-25 mm long, 2-4 mm wide. Perianth 35-65 mm long, grey-cream, sometimes suffused with purple; tube usually curved; lobes 14-22 mm long, often reflexed. Filaments 4.5-10 mm long; anthers 3.5-6.5 mm long, cream. Style 35-60 mm long. Ovules few, pendulous from a peltate placenta."
Conostylis aurea,plant_height,maximum,0.4,m,good,leaf_length,,Conostylis aurea,0821,,"leaves flat, usually 15-40 cm long and 1.5-7 mm wide; lamina striate, glabrous, with a row of small appressed hairs 0.5-2.5 mm long on margins, sometimes sparingly hairy, red-brown at base, green above.",,"Leaves flat, usually 15-40 cm long and 1.5-7 mm wide; lamina striate, glabrous, with a row of small appressed hairs 0.5-2.5 mm long on margins, sometimes sparingly hairy, red-brown at base, green above. Scape 9-25 cm long. Perianth 10-16 mm long, golden or pale yellow, sometimes tinged purplish red; lobes 4.5-8 mm long. Anthers 3.5-5.5 mm long, with appendages. Style 7-11 mm long, ±equal to stamens."
Conostylis bealiana,plant_height,maximum,0.15,m,good,leaf_length,,Conostylis bealiana,0822,,"leaves 10-15 cm long, 1.5-2 mm wide, green, glabrous except fine appressed marginal hairs.",,"Leaves 10-15 cm long, 1.5-2 mm wide, green, glabrous except fine appressed marginal hairs. Pedicels 5-17 mm long. Perianth straight, 25-45 mm long, deep yellow to orange-red; lobes 4.5-7.5 mm long. Anthers 2.3-3.5 mm long. Style 25-43 mm long."
Conostylis breviscapa,plant_height,maximum,0.33,m,good,leaf_length,,Conostylis breviscapa,0824,,"leaves 11-33 cm long, 1.7-5 mm wide, prominently striate, green, glabrous except shortly plumose margins.",,"Leaves 11-33 cm long, 1.7-5 mm wide, prominently striate, green, glabrous except shortly plumose margins. Scape to 65 mm long, much shorter than leaves; bracts 8-15 mm long. Perianth 8-10 mm long; lobes 7.5-9.5 mm long. Anthers 1.5-2 mm long. Style 3-4 mm long."
Conostylis candicans subsp. candicans,plant_height,maximum,0.3,m,good,stem_length,,Conostylis candicans subsp. candicans,0827,plant tufted;,"leaves in loose, narrowly fan-shaped clusters, usually 20-40 cm long, 2-6 mm wide, grey.",,"Plant tufted; stems usually 15-30 cm long. Leaves in loose, narrowly fan-shaped clusters, usually 20-40 cm long, 2-6 mm wide, grey. Scape 20-45 cm long, less than twice as long as leaves. Perianth 9-13 mm long."
Conostylis candicans subsp. flavifolia,plant_height,maximum,0.12,m,good,stem_length,,Conostylis candicans subsp. flavifolia,0828,plant tufted;,"leaves in loose, narrowly fan-shaped clusters, 10-20 cm long, 2-3 mm wide, yellowish.",,"Plant tufted; stem 2-12 cm long. Leaves in loose, narrowly fan-shaped clusters, 10-20 cm long, 2-3 mm wide, yellowish. Scape 15-30 cm long, twice as long as leaves. Perianth 5-9 mm long."
Conostylis candicans subsp. procumbens,plant_height,maximum,0.12,m,good,stem_length,,Conostylis candicans subsp. procumbens,0829,plant proliferous;,"leaves in markedly flattened, broadly fan-shaped clusters, 10-20 cm long, 2.5-4 mm wide, grey.",,"Plant proliferous; stems up to 12 cm long. Leaves in markedly flattened, broadly fan-shaped clusters, 10-20 cm long, 2.5-4 mm wide, grey. Scape 12-32 cm long, less than twice as long as leaves. Perianth 8-12 mm long."
Conostylis canteriata,plant_height,maximum,0.2,m,good,leaf_length,,Conostylis canteriata,0830,,"leaves flat, 10-20 cm long, 1-3 mm wide, green, glabrous, or sometimes with sparse white minute stiff dendritic appressed or spreading marginal hairs.",,"Plant with vertical stilt roots descending from stem up to 5 cm above soil; stems 1-4 cm long. Leaves flat, 10-20 cm long, 1-3 mm wide, green, glabrous, or sometimes with sparse white minute stiff dendritic appressed or spreading marginal hairs. Inflorescence a simple, globular head, many-flowered; scape 15-25 cm long, usually exceeding leaves; bract median, leafy, glabrous. Perianth 5.5-11 mm long, shortly tomentose, pale lemon yellow outside, ageing to pale brick red; lobes 4-7.5 mm long, golden inside towards base, white outside, claw-like in fruit. Stamens uniseriate; anthers 1.5-4 mm long, longer than filaments. Style 4-8 mm long."
Conostylis caricina,plant_height,maximum,0.3,m,good,leaf_length,,Conostylis caricina,0831,tufts to 30 cm diam.;,"leaves flat, 5-30 cm long, 1.5-5.5 mm wide, striate, green, with prominent fibrous margins, glabrous except marginal hairs 0.4-1 mm long, rarely loosely villous.",,"Tufts to 30 cm diam.; stems very short. Leaves flat, 5-30 cm long, 1.5-5.5 mm wide, striate, green, with prominent fibrous margins, glabrous except marginal hairs 0.4-1 mm long, rarely loosely villous. Inflorescence a dense or ±loose head of 6-8 flowers in 2 or 3 rows; scape 2-12 cm long, usually with a single brown membranous median bract 5-30 mm long. Perianth fawnish cream, 4-15 mm long, with a velvety tomentum of branched hairs outside; lobes 3-9 mm long, claw-like, especially in fruit. Stamens uniseriate; filaments short; anthers 3-6 mm long. Style 4-10 mm long, ±equal to stamens."
Conostylis crassinerva,plant_height,maximum,0.18,m,good,leaf_length,,Conostylis crassinerva,0834,tufts to 15 cm diam.,"leaves flat, 7-18 cm long, 1-3 mm wide; margins prominent, glabrous or with softly appressed plumose hairs 0.8-1.7 mm long.",,"Tufts to 15 cm diam. Leaves flat, 7-18 cm long, 1-3 mm wide; margins prominent, glabrous or with softly appressed plumose hairs 0.8-1.7 mm long. Inflorescence capitate, many-flowered; scape 4-12.5 cm long, as long as or shorter than leaves, with a leaf-like bract 14-33 mm long near base and 2 shorter, leaf-like bracts subtending inflorescence. Perianth 7-12 mm long, yellow ageing reddish, loosely tomentose outside with branched hairs and a few longer hairs near base, shortly woolly inside; lobes 4-8 mm long. Stamens uniseriate or very slightly biseriate; filaments 1 mm long; anthers 3-5 mm long. Style 5.5-10 mm long."
Conostylis dielsii,plant_height,maximum,0.33,m,good,leaf_length,,Conostylis dielsii,0838,"tufts to 15 cm diam., shortly rhizomatous.","leaves terete or flat, 7-33 cm long, 0.8-1.8 mm wide, green, glabrous except base woolly with simple white hairs.",,"Tufts to 15 cm diam., shortly rhizomatous. Leaves terete or flat, 7-33 cm long, 0.8-1.8 mm wide, green, glabrous except base woolly with simple white hairs. Inflorescence a dense cyme or capitate, many-flowered; scape 4-10 cm long, equal to or slightly exceeding leaves, bearing usually a ±median leaf-like bract 6-15 mm long, with a smaller bract subtending inflorescence. Perianth 7.5-10 mm long, creamy yellow, closely tomentose with branched hairs outside, glabrous or slightly hairy inside; lobes 4-6 mm long, claw-like in fruit. Stamens uniseriate; filaments short; anthers 2.5-4 mm long. Style 6-8.5 mm long, shorter than or ±equal to stamens; placenta dilated with several reflexed ovules."
Conostylis dielsii subsp. teres,leaf_width,minimum,1,mm,good,,,Conostylis dielsii subsp. teres,0840,,"leaves terete, 13-33 cm long, less than 1 mm wide.",,"Leaves terete, 13-33 cm long, less than 1 mm wide. Scape 1-14.5 cm long."
Conostylis drummondii,plant_height,maximum,0.3,m,good,leaf_length,,Conostylis drummondii,0841,tufts to 20 cm diam.,"leaves subterete, 10-30 cm long, 0.5-1.5 mm wide, grey-green, densely hirsute with a fine tomentum of appressed plumose white hairs circa 1 mm long; marginal hairs erect, equal to lamina hairs.",,"Tufts to 20 cm diam. Leaves subterete, 10-30 cm long, 0.5-1.5 mm wide, grey-green, densely hirsute with a fine tomentum of appressed plumose white hairs c. 1 mm long; marginal hairs erect, equal to lamina hairs. Inflorescence simple, head-like, several-flowered; scape 5-8 cm long with a scarious, tomentose median bract. Perianth 6-9 mm long, pale lemon-yellow outside, remaining so with age; lobes 4-5.5 mm long, cream inside, golden yellow towards base. Stamens biseriate; anthers 2-4 mm long, equal to filaments in upper series, much longer in lower series. Style 5-7 mm long."
Conostylis festucacea,plant_height,maximum,0.4,m,good,leaf_length,,Conostylis festucacea,0842,plant tufted or proliferous.,"leaves terete or almost flat, 13-40 cm long, 0.8-1.8 mm wide, green, glabrous, rarely with a few scattered marginal bristles towards apex.",,"Plant tufted or proliferous. Leaves terete or almost flat, 13-40 cm long, 0.8-1.8 mm wide, green, glabrous, rarely with a few scattered marginal bristles towards apex. Inflorescence loosely capitate; scape simple or occasionally once-branched, 5-19 cm long; bracts scarious, brown, glabrous. Perianth 8-12 mm long, yellow outside and inside tube; lobes 5-7.5 mm long, creamy white inside. Stamens erect; anthers 2-4 mm long; filaments 0.5-1.5 mm long."
Conostylis hiemalis,plant_height,maximum,0.18,m,good,leaf_length,,Conostylis hiemalis,0845,,"leaves flat, 10-18 cm long, 1.5-4 mm wide, usually grey-tomentose at base, ageing to glabrous and green; marginal hairs in 2 alternate ranks on each margin, 1.5-2.5 mm long, white, spreading, flexuose, simple.",,"Leaves flat, 10-18 cm long, 1.5-4 mm wide, usually grey-tomentose at base, ageing to glabrous and green; marginal hairs in 2 alternate ranks on each margin, 1.5-2.5 mm long, white, spreading, flexuose, simple. Scape 7-30 cm long, equal to or just exceeding leaves. Perianth 6.5-12 mm long; tube golden yellow; lobes 3.5-5.5 mm long, pale yellow to cream with brown apical margins. Anthers 1.5-4 mm long, with appendages. Style 6.5-9.5 mm long."
Conostylis juncea,plant_height,maximum,0.4,m,good,leaf_length,,Conostylis juncea,0846,plant tufted; tufts to 20 cm diam.;,"leaves terete or flat, 10-40 cm long, 1-4 mm wide, green, rarely grey-white, glabrous or rarely hirsute, usually prominently nerved.",,"Plant tufted; tufts to 20 cm diam.; stems unbranched. Leaves terete or flat, 10-40 cm long, 1-4 mm wide, green, rarely grey-white, glabrous or rarely hirsute, usually prominently nerved. Inflorescence capitate, many-flowered, emerging just above ground level or on a loosely woolly scape usually 2-7 cm long, rarely to 15 cm; bracts 2 or 3, broadly ovate to lanceolate, membranous, woolly to glabrous, green; pedicels to 1 mm long. Perianth 12-20 mm long, yellow or greenish yellow, bearing long rigid, simple or minutely denticulate hairs to 4 mm long outside, not woolly, glabrous inside; lobes 9-12.5 mm long. Anthers 3.5-6 mm long; filaments 0.5-1.5 mm long. Style 8-12 mm long, exceeding anthers."
Conostylis latens,plant_height,maximum,0.27,m,good,leaf_length,,Conostylis latens,0847,tufts to 15 cm diam.,"leaves flat, 10-27 cm long, 2-3.5 mm wide, green; margins hirsute or rarely glabrous, the hairs 3-4 mm long, white, plumose, stiff, spreading in alternately opposite directions on each margin; lamina glabrous.",,"Tufts to 15 cm diam. Leaves flat, 10-27 cm long, 2-3.5 mm wide, green; margins hirsute or rarely glabrous, the hairs 3-4 mm long, white, plumose, stiff, spreading in alternately opposite directions on each margin; lamina glabrous. Inflorescence a simple, several-flowered, hemispherical head; scape 9-20 cm long, somewhat shorter than or equal to leaves. Perianth 10-13 mm long, pale greenish yellow outside, ageing to brick red; lobes 6-8 mm long, cream inside, yellow towards base; indumentum as for Conostylis crassinerva . Stamens uniserate; anthers 3-5 mm long, much longer than filaments. Style 8-10 mm long."
Conostylis lepidospermoides,plant_height,maximum,0.36,m,good,leaf_length,,Conostylis lepidospermoides,0849,plant tufted.,"leaves flat, 17-36 cm long, 1-1.6 mm wide, yellowish-green, becoming yellow at base; lamina glabrous; margins with short appressed dark brown bristles in 2 rows.",,"Plant tufted. Leaves flat, 17-36 cm long, 1-1.6 mm wide, yellowish-green, becoming yellow at base; lamina glabrous; margins with short appressed dark brown bristles in 2 rows. Inflorescence loosely cymose, with 1-6 flowers; scape simple or 1- or 2-branched, 1-4 cm tall, much shorter than leaves; bracts 5-21 mm long, glabrous, brown, scarious; pedicels 6-8 mm long. Perianth 13-18 mm long, tomentose with hairs to 1.5 mm long, lemon yellow outside and on inside lobe margins, otherwise golden yellow inside; lobes 6-10 mm long. Stamens inserted 5-7 mm above ovary, erect; anthers 4-5.5 mm long; filaments c. 1 mm long. Style 9.5-11.5 mm long."
Conostylis micrantha,plant_height,maximum,0.24,m,good,leaf_length,,Conostylis micrantha,0850,tufts to 30 cm diam.,"leaves terete, 13-24 cm long, 0.7-1.2 mm diam., glabrous except lower margins, green; hairs few, 3-9 mm long, spreading, flexuose, white, flattened at base, with minute marginal serrations.",,"Tufts to 30 cm diam. Leaves terete, 13-24 cm long, 0.7-1.2 mm diam., glabrous except lower margins, green; hairs few, 3-9 mm long, spreading, flexuose, white, flattened at base, with minute marginal serrations. Inflorescence a shortly bifurcate many-flowered flattened head; scape 5-13 cm long, with a median scarious hirsute bract 3-8 mm long. Perianth 5-7.5 mm long, finely tomentose, pale yellowish cream ageing to brick-red; lobes 2.5-4.5 mm long, cream inside, golden yellow towards base. Stamens uniseriate; anthers 1-1.7 mm long, somewhat longer than filaments. Style 3-4 mm long."
Conostylis misera,plant_height,maximum,0.18,m,good,leaf_length,,Conostylis misera,0851,plant tufted.,"leaves flat, 5-18 cm long, 2-6 mm wide, green, often falcate, striate, glabrous; margins thin, entire or with a few small hairs, not glaucous.",,"Plant tufted. Leaves flat, 5-18 cm long, 2-6 mm wide, green, often falcate, striate, glabrous; margins thin, entire or with a few small hairs, not glaucous. Flower usually solitary; scape 0.4-2 cm long, bearing 2 or 3 acuminate glabrous brown bracts, partly hidden in sheathing leaf bases. Perianth 12-19 mm long, yellow; indumentum smooth, of short branched hairs mixed with longer hairs; lobes 10.5-18 mm long. Stamens erect; filaments 0.5-3 mm long; anthers 4.5-7 mm long. Style 8-12 mm long."
