narrow endemic,victoria,tasmania,forest,family,species name,ht (m),ll (mm),lw (mm),leaf form,habit,notes,notes2,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,in_Tasmania,in_Victoria,sites
0,1,1,0,Fabaceae,Hovea montana,0.5,32,7,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Mirbelia oxylobioides,1.5,10,4,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Platylobium formosum,2.5,70,25,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Platylobium obtusangulum,1,30,38,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Platylobium triangulare,0.2,32,26,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Pultenaea dentata,0.8,12,2,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Pultenaea fasciculata,0.1,10,0.8,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Pultenaea gunnii,2,6,3,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Pultenaea humilis,0.5,14,4,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Pultenaea mollis,3,20,1.2,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Pultenaea stricta,1,10,4.5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Pultenaea tenuifolia,1,10,0.5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Sphaerolobium minus,0.5,5,1,scale,shrub,almost leafless,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Sphaerolobium vimineum,1,8,1,scale,shrub,almost leafless,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Viminaria juncea,5,60,15,compound,shrub,almost leafless,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Frankeniaceae,Frankenia pauciflora,0.1,5,2.2,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Goodeniaceae,Scaevola calendulacea,0.4,80,27,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Malvaceae,Lawrencia squamata,0.6,10,2,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Myrtaceae,Baeckea gunniana,2,4,1,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Myrtaceae,Kunzea ambigua,4,12,1.5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Polygalaceae,Comesperma calymega,0.6,25,5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Polygalaceae,Comesperma defoliatum,0.4,15,2,scale,shrub,almost leafless,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Polygalaceae,Comesperma ericinum,2,15,4,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Polygalaceae,Comesperma retusum,1.6,15,4,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Proteaceae,Hakea microcarpa,2,80,1,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Proteaceae,Isopogon ceratophyllus,1,25,10,compound,shrub,compound/deeply lobed,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Rhamnaceae,Discaria pubescens,1,10,3,simple,shrub,almost leafless,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Rhamnaceae,Pomaderris elachophylla,3.5,10,5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Rhamnaceae,Pomaderris elliptica,4,90,45,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Rhamnaceae,Pomaderris intermedia,3,100,50,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Rhamnaceae,Pomaderris paniculosa,3,50,25,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Rhamnaceae,Spyridium eriocephalum,0.5,14,1,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Rhamnaceae,Spyridium parvifolium,1.5,18,13,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Rutaceae,Boronia nana,0.1,15,3.5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Rutaceae,Correa alba,1.5,35,25,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Rutaceae,Leionema bilobum,3,50,10,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Rutaceae,Philotheca verrucosa,0.8,15,7,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Rutaceae,Zieria littoralis,3,42,10,compound,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Rutaceae,Zieria veronicea,0.6,18,5.5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Santalaceae,Exocarpos nanus,0.1,1,1,scale,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Santalaceae,Exocarpos syrticola,3.5,1.5,1,scale,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Scrophulariceae (Myoporae),Myoporum parvifolium,0.1,30,8,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Thymeleaceae,Pimelea glauca,1,15,6,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Thymeleaceae,Pimelea humilis,0.5,16,9,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Thymeleaceae,Pimelea micrantha,0.4,8,3,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Thymeleaceae,Pimelea pauciflora,3,25,4,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Thymeleaceae,Pimelea phylicoides,0.5,8,3,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Thymeleaceae,Pimelea serpyllifolia,1.5,7,2.5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Tremandraceae,Tetratheca ciliata,1,20,15,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Veronicaceae (Veroniceae),Derwentia nivea,0.4,30,1.2,simple,shrub,deeply lobed,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Violaceae,Melicytus dentatus,3,40,9,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Xanthorrhoeaceae,Xanthorrhoea australis,4,1400,3,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Adoxaceae,Sambucus gaudichaudiana,1,150,60,compound,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Asteraceae,Cassinia aculeata,4,50,2.5,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Asteraceae,Olearia floribunda,2,3,1,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Asteraceae,Olearia lirata,4,150,35,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Asteraceae,Olearia phlogopappa,2,35,10,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Asteraceae,Olearia stellulata,2,75,18,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Asteraceae,Olearia viscosa,3,110,40,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Asteraceae,Ozothamnus argophyllus,3,80,8.5,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Asteraceae,Ozothamnus ferrugineus,2.5,65,5,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Asteraceae,Ozothamnus thyrsoideus,3,50,3,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Cunoniaceae,Bauera rubioides,2,14,4,compound,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Dilleniaceae,Hibbertia appressa,0.7,25,10,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Dilleniaceae,Hibbertia riparia,1.2,22.8,3.6,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Ericaceae,Brachyloma ciliatum,0.3,14,3.3,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Ericaceae,Epacris impressa,1.2,15,3,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Ericaceae,Epacris paludosa,1.6,13,3,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Ericaceae,Gaultheria hispida,2,80,15,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Ericaceae,Leptecophylla juniperina,5,16,1.7,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Ericaceae,Leucopogon australis,2,85,10,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Ericaceae,Leucopogon collinus,0.6,12,2.7,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Ericaceae,Leucopogon ericoides,2,15,2.5,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Ericaceae,Leucopogon esquamatus,1,22,4,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Ericaceae,Leucopogon lanceolatus,2,50,8,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Ericaceae,Leucopogon parviflorus,5,35,7,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Ericaceae,Monotoca linifolia,2,12,2,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Ericaceae,Monotoca scoparia,2,16,3,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Ericaceae,Monotoca submutica,1.5,15,4,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Ericaceae,Sprengelia incarnata,2,20,6,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Escalloniaceae,Anopterus glandulosus,6,170,40,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Euphorbiaceae,Amperea xiphoclada,0.9,10,1.5,scale,shrub,almost leafless,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Euphorbiaceae,Beyeria lechenaultii,2.5,40,4,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Euphorbiaceae,Ricinocarpos pinifolius,3,40,3,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Acacia genistifolia,3,40,3,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Acacia myrtifolia,3,130,30,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Acacia pataczekii,6,25,16,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Acacia stricta,5,140,10,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Acacia terminalis,6,14,4,compound,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Aotus ericoides,2,20,4,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Bossiaea cinerea,1.5,20,5,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Bossiaea cordigera,1.3,6,7,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Bossiaea obcordata,1.5,6,6,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Daviesia latifolia,5,150,70,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Daviesia sejugata,2,35,6,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Daviesia ulicifolia,2,15,3,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Dillwynia sericea,1,20,0.8,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Goodia lotifolia,4,35,29,compound,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Indigofera australis,2.5,40,9,compound,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Oxylobium arborescens,6,70,10,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Oxylobium ellipticum,2,30,10,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Pultenaea daphnoides,3,30,20,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Pultenaea juniperina,1.5,10,1.5,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Pultenaea sericea,0.2,25,3,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Goodeniaceae,Goodenia ovata,2,60,35,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Lamiaceae,Prostanthera cuneata,1,8,4.5,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Lamiaceae,Prostanthera rotundifolia,3,20,15,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Lamiaceae,Westringia rigida,0.6,5.2,1.7,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Lamiaceae,Westringia rigida,0.6,5.2,1.7,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Malvaceae,Gynatrix pulchella,5,100,30,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Malvaceae,Lasiopetalum baueri,1.5,80,12,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Malvaceae,Lasiopetalum macrophyllum,3,130,70,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Myrtaceae,Calytrix tetragona,3,7,0.5,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Myrtaceae,Leptospermum laevigatum,5,30,10,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Myrtaceae,Leptospermum scoparium,5,22,7,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Myrtaceae,Melaleuca gibbosa,3,6,4,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Myrtaceae,Melaleuca squamea,6,12,3,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Myrtaceae,Thryptomene micrantha,1,6,2.5,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Phyllanthaceae,Phyllanthus gunnii,2.5,33,20,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Picrodendraceae,Micrantheum hexandrum,2,20,4,compound,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Pittosporaceae,Bursaria spinosa,8,35,10,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Podocarpaceae,Podocarpus lawrencii,8,15,3,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Proteaceae,Grevillea australis,2,40,4,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Proteaceae,Hakea decurrens,3,45,1,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Proteaceae,Hakea teretifolia,3,40,1,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Proteaceae,Hakea ulicina,1.5,100,3,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Proteaceae,Persoonia juniperina,2,30,1.5,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Rhamnaceae,Cryptandra amara,1,5,2,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Rhamnaceae,Pomaderris oraria,2,70,25,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Rhamnaceae,Pomaderris phylicifolia,2.5,15,6,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Rhamnaceae,Pomaderris pilifera,3,35,30,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Rhamnaceae,Pomaderris racemosa,8,20,12,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Rhamnaceae,Spyridium vexilliferum,1.4,25,5,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Rosaceae,Rubus parvifolius,0.8,40,35,compound,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Rubiaceae,Coprosma hirtella,2,50,25,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Rubiaceae,Coprosma nitida,2,20,5,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
