taxon_name,plant_growth_form,growth_habit,parasitic,life_history,regen_strategy,growth_medium,sex_type
Chorizandra cymbaria,,,,,,,
Chorizandra enodis,,,,,,,
Cladium glomeratum,,,,,,,
Cladium huttonii,,,,,,,
Cladium muelleri,,,,,,,
Cladium teretifolium,,,,,,,
Cladium tetragonum,,,,,,,
Cyathochaeta diandra,,,,,,,
Cyperus alopecuroides,,,,,,,
Cyperus aromaticus,,,,,,,
Cyperus bowmanii,,,,,,,
Cyperus brownii,,,,,,,
Cyperus clarus,,,,,,,
Cyperus dietrichiae,,,,,,,
Cyperus distans,,,,,,,
Cyperus eragrostis,,,,,,,
Cyperus ferax,,,,,,,
Cyperus flavus,,,,,,,
Cyperus fulvus,,,,,,,
Cyperus gracilis,,,,,,,
Cyperus gunnii,,,,,,,
Cyperus hesperius,,,,,,,
Cyperus hyalinus,,,,,,,
Cyperus isabellinus,,,,,,,
Cyperus leiocaulon,,,,,,,
Cyperus lhotskyanus,,,,,,,
Cyperus lucidus,,,,,,,
Cyperus odoratus,,,,,,,
Cyperus ohwii,,,,,,,
Cyperus papyrus,,,,,,,
Cyperus rupicolus,,,,,,,
Cyperus sanguinolentus,,,,,,,
Cyperus semifertilis,,,,,,,
Cyperus stradbrokensis,,,,,,,
Cyperus subulata,,,,,,,
Cyperus sulcinux,,,,,,,
Cyperus teneriffae,,,,,,,
Cyperus tetracarpus,,,,,,,
Cyperus tetraphyllus,,,,,,,
Cyperus trinervis,,,,,,,
Cyperus tuberosus,,,,,,,
Eleocharis acuta,,,,,,,
Eleocharis atricha,,,,,,,
Eleocharis chaetaria,,,,,,,
Eleocharis cylindrostachys,,,,,,,
Eleocharis dietrichiana,,,,,,,
Eleocharis difformis,,,,,,,
Eleocharis equisetina,,,,,,,
Eleocharis gracilis,,,,,,,
Eleocharis minuta,,,,,,,
Eleocharis philippinensis,,,,,,,
Eleocharis plana,,,,,,,
Eleocharis tetraquetra,,,,,,,
Exocarya scleroides,,,,,,,
Fimbristylis adjuncta,,,,,,,
Fimbristylis carolinii,,,,,,,
Fimbristylis micans,,,,,,,
Fimbristylis stellata,,,,,,,
Fimbristylis stradbrokensis,,,,,,,
Gahnia arbuscula,,,,,,,
Gahnia deusta,,,,,,,
Gahnia lanigera,,,,,,,
Gahnia microstachya,,,,,,,
Gahnia psittacorum,,,,,,,
Gahnia radula,,,,,,,
Gahnia sieberana,,,,,,,
Gahnia spongiosa,,,,,,,
Gahnia trifida,,,,,,,
Gymnoschoenus sphaerocephalus,,,,,,,
Hypolytrum proliferum,,,,,,,
Isolepis auklandica,,,,,,,
Isolepis cernua,,,,,,,
Isolepis crassiuscula,,,,,,,
Isolepis inundata,,,,,,,
Isolepis marginata,,,,,,,
Isolepis nodosa,,,,,,,
Isolepis platycarpa,,,,,,,
Isolepis setacea,,,,,,,
Isolepis stellata,,,,,,,
Isolepis wakefieldiana,,,,,,,
Lepidosperma angustatum,,,,,,,
Lepidosperma canescens,,,,,,,
Lepidosperma concavum,,,,,,,
Lepidosperma congestum,,,,,,,
Lepidosperma elatius,,,,,,,
Lepidosperma filiforme,,,,,,,
Lepidosperma forsythii,,,,,,,
Lepidosperma gladiatum,,,,,,,
Lepidosperma laterale,,,,,,,
Lepidosperma longitudinale,,,,,,,
Lepidosperma neesii,,,,,,,
Lepidosperma semiteres,,,,,,,
Lepidosperma tortuosum,,,,,,,
Lepidosperma viscidum,,,,,,,
Loxocarya,,,,,,,
Loxocarya fascicularis,,,,,,,
Machaerina acuta,,,,,,,
Machaerina juncea,,,,,,,
Ptilanthelium deustum,,,,,,,
Pycreus sulcinux,,,,,,,
Rhynchospora glauca,,,,,,,
Schoenoplectiella articulata,,,,,,,
Schoenoplectus tabernaemontani,,,,,,,
Schoenus apogon,,,,,,,
Schoenus brevifolius,,,,,,,
Schoenus calyptratus,,,,,,,
Schoenus carsei,,,,,,,
Schoenus ericetorum,,,,,,,
Schoenus fluitans,,,,,,,
Schoenus kennyi,,,,,,,
Schoenus latitans,,,,,,,
Schoenus maschalinus,,,,,,,
Schoenus melanostachyus,,,,,,,
Schoenus ornithopodioides,,,,,,,
Schoenus paludosus,,,,,,,
Schoenus racemosus,,,,,,,
Schoenus scabripes,,,,,,,
Schoenus subaphyllus,,,,,,,
Schoenus vaginatus,,,,,,,
Scirpus subtilissimus,,,,,,,
Scleria mackaviensis,,,,,,,
Scleria sumatrensis,,,,,,,
Tetraria capillaris,,,,,,,
Trachystylis stradbrokensis,,,,,,,
Uncinia,,,,,,,
Uncinia flaccida,,,,,,,
Uncinia riparia,,,,,,,
Uncinia tenella,,,,,,,
Tetrameles nudiflora,,,,,,,
Davallia denticulata,,,,,,,
Dennstaedtia davallioides,,,,,,,
Hypolepis tenuifolia,,,,,,,
Oentrichia tripinnata,,,,,,,
Pteridium esculentum,,,,,,,
Dichapetalum papuanum,,,,,,,
Hibbertia banksii,,,,,,,
Hibbertia enervia,,,,,,,
Hibbertia hooglandii,subshrub,erect,,,rhizome,,
Hibbertia huegelii,,,,,,,
Hibbertia longifolia,,,,,,,
Hibbertia micronata,,,,,,,
Hibbertia microphylla,,,,,,,
Hibbertia monogyna,,,,,,,
Hibbertia mulligana,,,,,,,
Hibbertia oblongifolia,,,,,,,
Hibbertia perfoliata,,,,,,,
Hibbertia prostrata,,,,,,,
Hibbertia pungens,,,,,,,
Hibbertia racemosa,,,,,,,
Hibbertia stirlingii,,,,,,,
Hibbertia stricta,,,,,,,
Hibbertia velutina,,,,,,,
Dioscorea alata,,,,,,,
Dipteris conjugata,,,,,,,
Drosera auriculata,,,,,,,
Drosera binata,,,,,,,
Drosera leucoblasta,,,,,,,
Drosera macrantha,,,,,,,
Drosera menziesii,,,,,,,
Drosera ordensis,,,,,,,
Drosera lunata,,,,,,,
Drosera planchonii,,,,,,,
Drosera whittakeri,,,,,,,
Diospyros australis,,,,,,,
Diospyros hebecarpa,,,,,,,
Elaeocarpus carolinae,,,,,,,
Elaeocarpus elliffii,,,,,,,
Elaeocarpus foveolatus,,,,,,,
Elaeocarpus obovatus,,,,,,,
Elaeocarpus reticulatus,,,,,,,
Elaeocarpus thelmae,,,,,,,
Peripentadenia phelpsii,,,,,,,
Sloanea macbrydei,,,,,,,
Bergia anagalloides,,,,,,,
Bergia perennis,,,,,,,
Acrotriche aggregata,,,,,,,
Archeria eriocarpa,,,,,,,
Astroloma conostephioides,,,,,,,
Brachyloma ciliatum,,,,,,,
Brachyloma daphnioides,,,,,,,
Brachyloma ericoides,,,,,,,
Epacris,,,,,,,
Epacris breviflora,,,,,,,
Epacris impressa,,,,,,,
Epacris lanuginosa,,,,,,,
Epacris longiflora,,,,,,,
Epacris microphylla,,,,,,,
Epacris mucronulata,,,,,,,
Epacris obtusifolia,,,,,,,
Epacris paludosa,,,,,,,
Epacris rigida,,,,,,,
Epacris virgata,,,,,,,
Leucopogon attenuatus,,,,,,,
Leucopogon collinus,,,,,,,
Leucopogon confertus,,,,,,,
Leucopogon cordifolius,,,,,,,
Leucopogon cucullatus,,,,,,,
Leucopogon cuspidatus,,,,,,,
Leucopogon ericoides,,,,,,,
Leucopogon lanceolatus,,,,,,,
Leucopogon lavarackii,,,,,,,
Leucopogon oppositifolius,,,,,,,
Leucopogon parviflorus,,,,,,,
Leucopogon pleurandroides,,,,,,,
Leucopogon ruscifolius,,,,,,,
Leucopogon spathaceus,,,,,,,
Leucopogon striatus,,,,,,,
Leucopogon suaveolens,,,,,,,
Leucopogon virgatus,,,,,,,
Leucopogon yorkensis,,,,,,,
Lysinema ciliatum,,,,,,,
Melichrus erubescens,,,,,,,
Melichrus urceolatus,,,,,,,
Monotoca,,,,,,,
Monotoca elliptica,,,,,,,
Monotoca glauca,,,,,,,
Monotoca linifolia,,,,,,,
Monotoca scoparia,,,,,,,
Oligarrhena micrantha,,,,,,,
Richea continentis,,,,,,,
Sprengelia incarnata,,,,,,,
Styphelia adscendens,,,,,,,
Styphelia laeta,,,,,,,
Styphelia triflora,,,,,,,
Trochocarpa cunninghamii,,,,,,,
Trochocarpa gunnii,,,,,,,
Trochocarpa laurina,,,,,,,
Trochocarpa thymifolia,,,,,,,
Agapetes meiniana,,,,,,,
Erica lusitanica,,,,,,,
Gaultheria hispida,,,,,,,
Rhododendron lochiae,,,,,,,
Eriocaulon australasicum,,,,,,,
Eriocaulon batholithicola,,,,,,,
Echinodorus cordifolius,,,,,,,
Eriocaulon carsonii,,,,,,,
Eriocaulon clarksonii,,,,,,,
Eriocaulon giluwense,,,,,,,
Eriocaulon hamiltonianum,,,,,,,
Eriocaulon infirmum,,,,,,,
Eriocaulon montanum,,,,,,,
Eriocaulon nanum,,,,,,,
Eriocaulon novoguineense,,,,,,,
Eriocaulon oreadum,,,,,,,
Eriocaulon quinquangulare,,,,,,,
Eriocaulon saccatum,,,,,,,
Eriocaulon scariosum,,,,,,,
Eriocaulon scorpionensis,,,,,,,
Triumfetta cana,,,,,,,
Eriocaulon wolseleyi,herb,,,,,,
Eriocaulon truncatum,,,,,,,
Erythroxylum australe,,,,,,,
Eucryphia,,,,,,,
Eucryphia moorei,,,,,,,
Acalypha capillipes,,,,,,,
Acalypha memorium,,,,,,,
Acalypha radians,,,,,,,
Acalypha wilkesiana,,,,,,,
Actephila mooreana,,,,,,,
Adriana acerifolia,,,,,,,
Alchornea rugosa,,,,,,,
Aleurites,,,,,,,
Aleurites moluccanus,,,,,,,
Amperea xiphoclada,,,,,,,
Andrachne decaisnei,,,,,,,
Antidesma erostre,,,,,,,
Antidesma hylandii,,,,,,,
Baloghia inophylla,,,,,,,
Baloghia parviflora,,,,,,,
Bertya,,,,,,,
Bertya cunninghamii,,,,,,,
Bertya gummifera,,,,,,,
Bertya mitchellii,,,,,,,
Bertya oblonga,,,,,,,
Bertya opponens,,,,,,,
Bertya sharpeana,,,,,,,
Beyeria,,,,,,,
Beyeria lechenaultii,,,,,,,
Beyeria opaca,,,,,,,
Beyeria subtecta,,,,,,,
Beyeria viscosa,,,,,,,
Breynia oblongifolia,,,,,,,
Choriceras majus,,,,,,,
Cleistanthus,,,,,,,
Cleistanthus apodus,,,,,,,
Cleistanthus dallachyanus,,,,,,,
Cleistanthus hylandii,,,,,,,
Cleistanthus xerophilus,,,,,,,
Codiaeum variegatum,,,,,,,
Croton capitis-york,,,,,,,
Croton insularis,,,,,,,
Croton phebalioides,,,,,,,
Croton triacros,,,,,,,
Croton wassi-kussae,,,,,,,
Dimorphocalyx australiensis,,,,,,,
Dissiliaria laxinervis,,,,,,,
Euphorbia careyi,,,,,,,
Euphorbia carinifolia,,,,,,,
Euphorbia clementii,,,,,,,
Euphorbia armstrongiana,,,,,,,
Euphorbia kimberleyensis,,,,,,,
Euphorbia paralias,,,,,,,
Euphorbia plumerioides,,,,,,,
Euphorbia serpens,,,,,,,
Euphorbia thymifolia,,,,,,,
Excoecaria dallachyana,,,,,,,
Flueggea leucopyrus,,,,,,,
Fontainea venosa,,,,,,,
Glochidion benthamianum,,,,,,,
Glochidion capitis-york,,,,,,,
Glochidion ferdinandi,,,,,,,
Glochidion harveyanum,,,,,,,
Jatropha multifida,,,,,,,
Mallotus claoxyloides,,,,,,,
Mallotus discolor,,,,,,,
Mallotus paniculatus,,,,,,,
Mallotus polyadenos,,,,,,,
Mallotus resinosus,,,,,,,
Mallotus tiliifolius,,,,,,,
Micrantheum hexandrum,,,,,,,
Neoroepera banksii,,,,,,,
Omphalea celata,,,,,,,
Phyllanthus acidus,,,,,,,
Phyllanthus albiflorus,,,,,,,
Ficus fistulosa,,,,,,,
Phyllanthus calycinus,,,,,,,
Phyllanthus clamboides,,,,,,,
Phyllanthus cuscutiflorus,,,,,,,
Phyllanthus eboracensis,,,,,,,
Phyllanthus gasstroemii,,,,,,,
Phyllanthus hirtellus,,,,,,,
Phyllanthus hypospodius,,,,,,,
Phyllanthus lamprophyllus,,,,,,,
Phyllanthus mitchellii,,,,,,,
Phyllanthus podenzanae,,,,,,,
Phyllanthus polycladus,,,,,,,
Phyllanthus praelongipes,,,,,,,
Phyllanthus subcrenulatus,,,,,,,
Phyllanthus tenellus,,,,,,,
Poranthera corymbosa,,,,,,,
Pseudanthus divaricatissimus,,,,,,,
Pseudanthus orientalis,,,,,,,
Pseudanthus pimeleoides,,,,,,,
Ricinocarpos bowmanii,,,,,,,
Ricinocarpos marginatus,,,,,,,
Ricinocarpos muricatus,,,,,,,
Ricinocarpos pinifolius,,,,,,,
Ricinocarpos rosmarinifolius,,,,,,,
Ricinocarpos stylosus,,,,,,,
Rockinghamia brevipes,,,,,,,
Sauropus androgynus,,,,,,,
Sauropus podenzanae,,,,,,,
Alysicarpus bupleurifolius,,,,,,,
Aotus ericoides,,,,,,,
Aotus lanigera,,,,,,,
Arachis hypogaea,,,,,,,
Arachis pinto,,,,,,,
Austrosteenisia blackii,,,,,,,
Barklya syringifolia,,,,,,,
Bossiaea arenicola,,,,,,,
Bossiaea armitii,,,,,,,
Bossiaea buxifolia,,,,,,,
Bossiaea cinerea,,,,,,,
Bossiaea ensata,,,,,,,
Bossiaea foliosa,,,,,,,
Bossiaea heterophylla,,,,,,,
Bossiaea kiamensis,,,,,,,
Bossiaea linophylla,,,,,,,
Bossiaea neo-anglica,,,,,,,
Bossiaea obcordata,,,,,,,
Bossiaea phylloclada,,,,,,,
Bossiaea rhombifolia,,,,,,,
Bossiaea riparia,,,,,,,
Bossiaea walkeri,,,,,,,
Butea monosperma,,,,,,,
Cajanus cajan,,,,,,,
Cajanus lanceolatus,,,,,,,
Cajanus lanuginosus,,,,,,,
Cajanus viscidus,,,,,,,
Camoensia maxima,,,,,,,
Canavalia ensiformis,,,,,,,
Ceratonia siliqua,,,,,,,
Codariocalyx motorius,,,,,,,
Crotalaria buxifolia,,,,,,,
Crotalaria laburnifolia,,,,,,,
Crotalaria mitchellii,,,,,,,
Crotalaria pallida,,,,,,,
Crotalaria spectabilis,,,,,,,
Dalbergia densa,,,,,,,
Daviesia benthamii,,,,,,,
Daviesia brevifolia,,,,,,,
Daviesia filipes,,,,,,,
Daviesia flava,,,,,,,
Daviesia genistifolia,,,,,,,
Daviesia grahamii,,,,,,,
Daviesia latifolia,,,,,,,
Daviesia laxiflora,,,,,,,
Daviesia mimosoides,,,,,,,
Daviesia pectinata,,,,,,,
Daviesia squarrosa,,,,,,,
Daviesia virgata,,,,,,,
Dendrolobium umbellatum,,,,,,,
Desmodium ormocarpoides,,,,,,,
Dillwynia glaberrima,,,,,,,
Dillwynia retorta,,,,,,,
Dillwynia sericea,,,,,,,
Dillwynia uncinata,,,,,,,
Erythrina crista-galli,,,,,,,
Eutaxia microphylla,,,,,,,
Galactia varians,,,,,,,
Gastrolobium propinquum,,,,,,,
Gastrolobium spinosum,,,,,,,
Genista linifolia,,,,,,,
Glycine albicans,,,,,,,
Glycine lactovirens,,,,,,,
Glycine pindanica,,,,,,,
Gompholobium ecostatum,,,,,,,
Gompholobium heugelii,,,,,,,
Gompholobium nitidum,,,,,,,
Gompholobium scabrum,,,,,,,
Goodia lotifolia,,,,,,,
Hardenbergia monophylla,,,,,,,
Hovea heterophylla,,,,,,,
Hovea lanceolata,,,,,,,
Hovea linearis,,,,,,,
Hovea longifolia,,,,,,,
Hovea longipes,,,,,,,
Hovea purpurea,,,,,,,
Hovea trisperma,,,,,,,
Indigofera australis,,,,,,,
Indigofera bancroftii,,,,,,,
Indigofera boviperda,,,,,,,
Indigofera circinella,,,,,,,
Indigofera coronillifolia,,,,,,,
Indigofera enneaphylla,,,,,,,
Indigofera oblongifolia,,,,,,,
Indigofera sericovexilla,,,,,,,
Indigofera suffruticosa,,,,,,,
Isotropis canescens,,,,,,,
Jacksonia alata,,,,,,,
Jacksonia angulata,,,,,,,
Jacksonia argentea,,,,,,,
Jacksonia furcellata,,,,,,,
Jacksonia scoparia,,,,,,,
Jacksonia turnerana,,,,,,,
Jacksonia ulicina,,,,,,,
Kennedia prostrata,,,,,,,
Kennedia rubicunda,,,,,,,
Lablab purpureus,,,,,,,
Lamprolobium grandiflorum,,,,,,,
Leptosema macrocarpum,,,,,,,
Lotus angustissimus,,,,,,,
Lotus australis,shrub,,,,,,
Riccia olgensis,,,,,,,
Lotus ericoides,,,,,,,
Lotus hispidus,,,,,,,
Lotus pedunculatus,,,,,,,
Lotus subbiflorus,,,,,,,
Macrotyloma uniflorum,,,,,,,
Medicago laciniata,,,,,,,
Medicago lupulina,,,,,,,
Melilotus albus,,,,,,,
Callerya australis,,,,,,,
Callerya megasperma,,,,,,,
Mirbelia baueri,,,,,,,
Mirbelia dilatata,,,,,,,
Mirbelia longifolia,,,,,,,
Mirbelia oxylobioides,,,,,,,
Mirbelia platylobioides,,,,,,,
Mirbelia rubiifolia,,,,,,,
Mucuna albertisii,,,,,,,
Mucuna diabolica,,,,,,,
Neonotonia wightii,,,,,,,
Oxylobium parviflorum,,,,,,,
Pachyrhizus erosus,,,,,,,
Pisum sativum,,,,,,,
Psophocarpus tetragonolobus,,,,,,,
Pultenaea,,,,,,,
Pultenaea densifolia,,,,,,,
Pultenaea ferruginea,,,,,,,
Pultenaea juniperina,,,,,,,
Pultenaea millarii,,,,,,,
Pultenaea myrtoides,,,,,,,
Pultenaea stricta,,,,,,,
Pultenaea trichophylla,,,,,,,
Pultenaea viscidula,,,,,,,
Retama raetam,,,,,,,
Rhynchosia quadricallosa,,,,,,,
Swainsona adenophylla,,,,,,,
Swainsona burkittii,,,,,,,
Swainsona campestris,,,,,,,
Swainsona fissimontana,,,,,,,
Swainsona fuscoviridis,,,,,,,
Swainsona galegifolia,,,,,,,
Swainsona lessertifolia,,,,,,,
Swainsona microcalyx,,,,,,,
Swainsona queenslandica,,,,,,,
Swainsona similis,,,,,,,
Swainsona swainsonioides,,,,,,,
Swainsona tephrotricha,,,,,,,
Swainsona vestita,,,,,,,
Swainsona viridis,,,,,,,
Templetonia aculeata,,,,,,,
Templetonia stenophylla,,,,,,,
Templetonia sulcata,,,,,,,
Tephrosia affinis,,,,,,,
Tephrosia arenicola,,,,,,,
Tephrosia astragaloides,,,,,,,
Tephrosia bidwilli,,,,,,,
Tephrosia clementii,,,,,,,
Tephrosia debilis,,,,,,,
Tephrosia dietrichiae,,,,,,,
Tephrosia elegans,,,,,,,
Tephrosia filipes,,,,,,,
Tephrosia flagellaris,,,,,,,
Tephrosia gaudium-solis,,,,,,,
Tephrosia glomeruliflora,,,,,,,
Tephrosia laxa,,,,,,,
Tephrosia leveillei,,,,,,,
Tephrosia macrostachya,,,,,,,
Tephrosia purpurea,,,,,,,
Tephrosia purpurea,,,,,,,
Tephrosia purpurea,,,,,,,
Tephrosia purpurea,,,,,,,
Tephrosia purpurea,,,,,,,
Tephrosia rosea,,,,,,,
Tephrosia rufula,,,,,,,
Tephrosia varians,,,,,,,
Tipuana tipu,,,,,,,
Trifolium angustifolium,,,,,,,
Trifolium arvense,,,,,,,
Trifolium campestre,,,,,,,
Trifolium dubium,,,,,,,
Trifolium glomeratum,,,,,,,
Trifolium pratense,,,,,,,
Trifolium procumbens,,,,,,,
Trifolium repens,,,,,,,
Trifolium striatum,,,,,,,
Trifolium subterraneum,,,,,,,
Ulex europaeus,,,,,,,
Uraria picta,,,,,,,
Verdcourtia lignosa,,,,,,,
Vicia sativa,,,,,,,
Vigna trilobata,,,,,,,
Vigna unguiculata,,,,,,,
Viminaria denudata,,,,,,,
Viminaria juncea,,,,,,,
Zornia maritima,,,,,,,
Zornia ramosa,,,,,,,
Nothofagus cunninghami,,,,,,,
Nothofagus moorei,,,,,,,
Homalium brachybotrys,,,,,,,
Hydnocarpus laurifolia,,,,,,,
Muntingia calabura,,,,,,,
Scolopia braunii,,,,,,,
Xylosma,,,,,,,
Xylosma terrae-reginae,,,,,,,
Frankenia angustipetala,,,,,,,
Frankenia connata,,,,,,,
Frankenia crispa,,,,,,,
Frankenia eremophila,,,,,,,
Frankenia flabellata,,,,,,,
Frankenia interioris,,,,,,,
Frankenia pauciflora,,,,,,,
Frankenia pseudo-flabellata,,,,,,,
Frankenia sessilis,,,,,,,
Frankenia subteres,,,,,,,
Centaurium,,,,,,,
Erodium moschatum,,,,,,,
Geranium,,,,,,,
Geranium potentillioides,,,,,,,
Pelargonium australe,,,,,,,
Lenbrassia australiana,,,,,,,
Gleichenia circinnata,,,,,,,
Dampiera adpressa,,,,,,,
Dampiera discolor,,,,,,,
Dampiera eriocephala,,,,,,,
Dampiera ferruginea,,,,,,,
Dampiera lanceolata,,,,,,,
Dampiera lavandulacea,,,,,,,
Dampiera marifolia,,,,,,,
Dampiera purpureus,,,,,,,
Dampiera rosmarinifolia,,,,,,,
Dampiera stricta,,,,,,,
Dampiera tomentosa,,,,,,,
Goodenia affinis,,,,,,,
Goodenia amplexans,,,,,,,
Goodenia chambersii,,,,,,,
Goodenia geniculata,,,,,,,
Goodenia heteromera,,,,,,,
Goodenia lanata,,,,,,,
Goodenia microptera,,,,,,,
Goodenia ovata,,,,,,,
Goodenia paniculata,,,,,,,
Goodenia primulacea,,,,,,,
Goodenia pusilliflora,,,,,,,
Goodenia suffrutescens,,,,,,,
Goodenia tenuiloba,,,,,,,
Goodenia varia,,,,,,,
Goodenia willisiana,,,,,,,
Lechenaultia biloba,,,,,,,
Scaevola albida,,,,,,,
Scaevola calendulacea,,,,,,,
Scaevola crassifolia,,,,,,,
Scaevola fasciculata,,,,,,,
Scaevola glutinosa,,,,,,,
Scaevola hookeri,,,,,,,
Scaevola macrostachya,,,,,,,
Scaevola obovata,,,,,,,
Scaevola oppositifolia,,,,,,,
Scaevola parvifolia,,,,,,,
Scaevola sericea,,,,,,,
Symphiobases macroplecta,,,,,,,
Velleia arguta,,,,,,,
Velleia rosea,,,,,,,
Velleia spathulata,,,,,,,
Polyosma hirsuta,,,,,,,
Gyrostemon australasicus,,,,,,,
Gyrostemon racemiger,,,,,,,
Anigozanthos bicolor,,,,,,,
Anigozanthos humilis,,,,,,,
Conostylis,,,,,,,
Conostylis aurea,,,,,,,
Conostylis setigera,,,,,,,
Haemodorum gracile,,,,,,,
Glischrocaryon behrii,,,,,,,
Gonocarpus acanthocarpus,,,,,,,
Gonocarpus chinensis,,,,,,,
Gonocarpus elatus,,,,,,,
Gonocarpus humilis,,,,,,,
Gonocarpus micranthus,,,,,,,
Gonocarpus tetragynus,,,,,,,
Gonocarpus teucrioides,,,,,,,
Haloragis acutangula,,,,,,,
Myriophyllum alpinum,,,,,,,
Myriophyllum amphibium,,,,,,,
Myriophyllum aquaticum,,,,,,,
Myriophyllum latifolium,,,,,,,
Myriophyllum papillosum,,,,,,,
Myriophyllum pedunculatum,,,,,,,
Myriophyllum porcatum,,,,,,,
Myriophyllum salsugineum,,,,,,,
Myriophyllum simulans,,,,,,,
Myriophyllum variaefolium,,,,,,,
Hernandia bivalvis,,,,,,,
Galbulimima,,,,,,,
Galbulimima belgraveana,,,,,,,
Crepidomanes bipunctatum,,,,,,,
Hymenophyllum baileyanum,,,,,,,
Hymenophyllum samoense,,,,,,,
,,,,,,,
Idiospermum australiense,,,,,,,
Diplarrhena moraea,,,,,,,
Gladiolus cuspidatus,,,,,,,
Homeria breyniana,,,,,,,
Orthrosanthus multiflorus,,,,,,,
Patersonia glabrata,,,,,,,
Patersonia longiscapa,,,,,,,
Romulea rosea,,,,,,,
Sparaxis tricolor,,,,,,,
Isoetes australis,,,,,,,
Juncus articulatus,,,,,,,
Juncus flavidus,,,,,,,
Juncus maritimus,,,,,,,
Juncus pallidus,,,,,,,
Juncus planifolius,,,,,,,
Juncus polyanthemus,,,,,,,
Juncus usitatus,,,,,,,
Juncus vaginatus,,,,,,,
Luzula campestris,,,,,,,
Triglochin pterocarpa,,,,,,,
Ajuga australis,,,,,,,
Ceratanthus longicornis,,,,,,,
Hemigenia,,,,,,,
Mesosphaerum pectinatum,,,,,,,
Leucas lavandulifolia,,,,,,,
Mentha laxiflora,,,,,,,
Ocimum basilicum,,,,,,,
Ocimum basilicum,,,,,,,
Plectranthus congestus,,,,,,,
Plectranthus mirus,,,,,,,
Plectranthus parviflorus,,,,,,,
Prostanthera aspalathoides,,,,,,,
Prostanthera behriana,,,,,,,
Prostanthera cuneata,,,,,,,
Prostanthera decussata,,,,,,,
Prostanthera denticulata,,,,,,,
Prostanthera euphrasioides,,,,,,,
Prostanthera lasianthos,,,,,,,
Prostanthera melissifolia,,,,,,,
Prostanthera nivea,,,,,,,
Prostanthera nudula,,,,,,,
Prostanthera patens,,,,,,,
Prostanthera saxicola,,,,,,,
Prostanthera spinosa,,,,,,,
Prunella vulgaris,,,,,,,
Salvia coccinea,,,,,,,
Salvia reflexa,,,,,,,
Teucrium argutum,,,,,,,
Teucrium sessiflorum,,,,,,,
Westringia eremicola,,,,,,,
Westringia rigida,,,,,,,
Wrixonia prostantheroides,,,,,,,
Beilschmiedia,,,,,,,
Beilschmiedia brunnea,,,,,,,
Beilschmiedia castrisinensis,,,,,,,
Beilschmiedia collina,,,,,,,
Beilschmiedia volckii,,,,,,,
Cassytha eichlerana,,,,,,,
Cassytha glabella,,,,,,,
Cassytha melantha,,,,,,,
Cassytha peninsularis,,,,,,,
Cassytha pubescens,,,,,,,
Cassytha racemosa,,,,,,,
Cryptocarya bamagana,,,,,,,
Cryptocarya bellendenkerana,,,,,,,
Cryptocarya bidwillii,,,,,,,
Cryptocarya brassii,,,,,,,
Cryptocarya clarksoniana,,,,,,,
Cryptocarya claudiana,,,,,,,
Cryptocarya grandis,,,,,,,
Cryptocarya laevigata,,,,,,,
Cryptocarya leucophylla,,,,,,,
Cryptocarya murrayi,,,,,,,
Cryptocarya putida,,,,,,,
Cryptocarya sclerophylla,,,,,,,
Cryptocarya smaragdina,,,,,,,
Cryptocarya vulgaris,,,,,,,
Endiandra acuminata,,,,,,,
Endiandra bellendenkerana,,,,,,,
Endiandra bessaphila,,,,,,,
Endiandra cooperana,,,,,,,
Endiandra glauca,,,,,,,
Endiandra grayi,,,,,,,
Endiandra hypotephra,,,,,,,
Endiandra leptodendron,,,,,,,
Endiandra monothyra,,,,,,,
Endiandra montana,,,,,,,
Endiandra phaeocarpa,,,,,,,
Endiandra sideroxylon,,,,,,,
Endiandra xanthocarpa,,,,,,,
Lindera queenslandica,,,,,,,
Litsea australis,,,,,,,
Litsea bennettii,,,,,,,
Litsea connorsii,,,,,,,
Litsea granitica,,,,,,,
Neolitsea dealbata,,,,,,,
Barringtonia calyptrata,,,,,,,
Barringtonia racemosa,,,,,,,
Gustavia superba,,,,,,,
Landoltia punctata,,,,,,,
Utricularia antennifera,,,,,,,
Utricularia dichotoma,,,,,,,
Utricularia fistulosa,herb,,,annual,,,
Utricularia georgei,,,,,,,
Utricularia helix,,,,,,,
Utricularia lateriflora,,,,,,,
Agrostocrinum scabrum,,,,,,,
Allium,,,,,,,
Allium triquetrum,,,,,,,
Arthropodium milleflorum,,,,,,,
Blandfordia nobilis,,,,,,,
Borya septentrionalis,,,,,,,
Bulbine bulbosa,,,,,,,
Caesia calliantha,,,,,,,
Caesia parviflora,,,,,,,
Calostemma purpureum,,,,,,,
Chamaescilla corymbosa,,,,,,,
Dianella atraxis,,,,,,,
Dianella bambusifolia,,,,,,,
Dianella brevipedunculata,,,,,,,
Dianella caerulea,,,,,,,
Dianella caerulea,,,,,,,
Dianella incollata,,,,,,,
Dianella laevis,,,,,,,
Dianella nervosa,,,,,,,
Dianella pavopennacea,,,,,,,
Dianella pavopennacea,,,,,,,
Dianella pavopennacea,,,,,,,
Dianella revoluta,,,,,,,
Dichopogon fimbriatus,,,,,,,
Drymophila cyanocarpa,,,,,,,
Drymophila moorei,,,,,,,
Geitonoplesium cymosum,,,,,,,
Gloriosa superba,,,,,,,
Hypoxis glabella,,,,,,,
Hypoxis hygrometrica,,,,,,,
