species,Fruit.Type.Botany,Fruit.Type.Specific,Fruit.Type.Function,Adaptive.Trait,Fruit.Length (mm),Fruit.Diameter (mm),Seed.Length (mm),Seed.Diameter (mm),Flowering time
Cordyline stricta,fleshy,berry,fleshy,,,,,,
Corynocarpus cribbianus,fleshy,drupe,fleshy,,30,45,,,
Corynocarpus rupestris,fleshy,drupe,fleshy,,,,,,
Corynotheca asperata,dry,capsule,fleshy,caruncle,,,,,
Corynotheca flexuosissima,dry,capsule,fleshy,caruncle,2.75,,1,,
Corynotheca lateriflora,dry,capsule,fleshy,caruncle,15,,3.75,,
Corynotheca licrota,dry,capsule,fleshy,caruncle,7.5,,2.25,,
Corynotheca micrantha,dry,capsule,fleshy,caruncle,5,,,,
Corynotheca pungens,dry,capsule,fleshy,caruncle,5.5,2.25,,,
Cossinia australiana,dry,capsule,dry,,16.5,14,,,
Costus potierae,dry,capsule,dry,,,,,,
Crinum angustifolium,dry,capsule,dry,indehiscent,,,,,
Crinum flaccidum,dry,capsule,dry,indehiscent,,,,,
Crinum pedunculatum,dry,capsule,dry,indehiscent,,,,,
Crinum uniflorum,dry,capsule,dry,indehiscent,,,,,
Crinum venosum,dry,capsule,dry,indehiscent,,,,,
Crudia papuana,dry,pod,dry,,90,50,62.5,40,
Cryptocarya angulata,fleshy,drupe,fleshy,,,,,,`11-1
Cryptocarya bamagana,fleshy,drupe,fleshy,,,,,,`11-12
Cryptocarya bellendenkerana,fleshy,drupe,fleshy,,,,,,`9-1
Cryptocarya bidwillii,fleshy,drupe,fleshy,,,,,,`12
Cryptocarya brassii,fleshy,drupe,fleshy,,,,,,`9
Cryptocarya burckiana,fleshy,drupe,fleshy,,,,,,`11-1
Cryptocarya clarksoniana,fleshy,drupe,fleshy,,,,,,`12-3
Cryptocarya claudiana,fleshy,drupe,fleshy,,,,,,`1
Cryptocarya cocosoides,fleshy,drupe,fleshy,,,,,,`1-2
Cryptocarya corrugata,fleshy,drupe,fleshy,,,,,,`11-1
Cryptocarya cunninghamii,fleshy,drupe,fleshy,,,,,,`5-10
Cryptocarya densiflora,fleshy,drupe,fleshy,,,,,,`10-1
Cryptocarya dorrigoensis,fleshy,drupe,fleshy,,,,,,`5-11
Cryptocarya endiandrifolia,fleshy,drupe,fleshy,,,,,,`11-12
Cryptocarya erythroxylon,fleshy,drupe,fleshy,,,,,,`11
Cryptocarya exfoliata,fleshy,drupe,fleshy,,,,,,`1-3
Cryptocarya floydii,fleshy,drupe,fleshy,,,,,,`10-2
Cryptocarya foetida,fleshy,drupe,fleshy,,,,,,`2
Cryptocarya foveolata,fleshy,drupe,fleshy,,,,,,`11-12
Cryptocarya glaucescens,fleshy,drupe,fleshy,,,,,,`10-11
Cryptocarya glaucocarpa,fleshy,drupe,fleshy,,,,,,
Cryptocarya grandis,fleshy,drupe,fleshy,,,,,,`11-2
Cryptocarya hypospodia,fleshy,drupe,fleshy,,,,,,`11-5
Cryptocarya laevigata,fleshy,drupe,fleshy,,,,,,`9-12
Cryptocarya leucophylla,fleshy,drupe,fleshy,,,,,,`1-3
Cryptocarya lividula,fleshy,drupe,fleshy,,,,,,`11-1
Cryptocarya macdonaldii,fleshy,drupe,fleshy,,,,,,`1-2
Cryptocarya mackinnoniana,fleshy,drupe,fleshy,,,,,,`10-4
Cryptocarya meisneriana,fleshy,drupe,fleshy,,,,,,`10-1
Cryptocarya melanocarpa,fleshy,drupe,fleshy,,,,,,`1-3
Cryptocarya microneura,fleshy,drupe,fleshy,,,,,,`9-11
Cryptocarya murrayi,fleshy,drupe,fleshy,,,,,,`12-7
Cryptocarya nova-anglica,fleshy,drupe,fleshy,,,,,,`12-1
Cryptocarya oblata,fleshy,drupe,fleshy,,,,,,`11-2
Cryptocarya obovata,fleshy,drupe,fleshy,,,,,,`1-5
Cryptocarya onoprienkoana,fleshy,drupe,fleshy,,,,,,`9-12
Cryptocarya pleurosperma,fleshy,drupe,fleshy,,,,,,`1-3
Cryptocarya putida,fleshy,drupe,fleshy,,,,,,`11-12
Cryptocarya rhodosperma,fleshy,drupe,fleshy,,,,,,`1-5
Cryptocarya rigida,fleshy,drupe,fleshy,,,,,,`10-3
Cryptocarya saccharata,fleshy,drupe,fleshy,,,,,,`11-12
Cryptocarya sclerophylla,fleshy,drupe,fleshy,,,,,,`9-11
Cryptocarya smaragdina,fleshy,drupe,fleshy,,,,,,`9-11
Cryptocarya triplinervis,fleshy,drupe,fleshy,,,,,,
Cryptocarya vulgaris,fleshy,drupe,fleshy,,,,,,`11-4
Cryptocarya whiffiniana,fleshy,drupe,fleshy,,,,,,
Cryptocarya williwilliana,fleshy,drupe,fleshy,,,,,,`10-1
Cupaniopsis anacardioides,dry,capsule,fleshy,aril,,,,,
Cupaniopsis dallachyi,dry,capsule,fleshy,aril,,,,,
Cupaniopsis flagelliformis,dry,capsule,fleshy,aril,,,,,
Cupaniopsis fleckeri,dry,capsule,fleshy,aril,,,,,
Cupaniopsis foveolata,dry,capsule,fleshy,aril,,,,,
Cupaniopsis newmanii,dry,capsule,fleshy,aril,,,,,
Cupaniopsis parvifolia,dry,capsule,fleshy,aril,,,,,
Cupaniopsis serrata,dry,capsule,fleshy,aril,,,,,
Cupaniopsis shirleyana,dry,capsule,fleshy,aril,,,,,
Cupaniopsis tomentella,dry,capsule,fleshy,aril,,,,,
Cupaniopsis wadsworthii,dry,capsule,dry,,,,,,
Curculigo ensifolia,dry,capsule,dry,indehiscent,,,,,
Cyathostemma glabrum,,,,,,,,,`1-2
Cyathostemma micranthum,,,,,,,,,`1-2
Cynometra iripa,dry,pod,dry,,,,,,
Dactyliophora novaeguineae,fleshy,berry,fleshy,,,,,,
Dampiera adpressa,dry,nut,dry,,,,,,`6-1
Dampiera alata,dry,nut,dry,,,,,,`8-11
Dampiera altissima,dry,nut,dry,,,,,,`6-10
Dampiera angulata,dry,nut,dry,,,,,,`8-12
Dampiera atriplicina,dry,nut,dry,,,,,,
Dampiera candicans,dry,nut,dry,,,,,,`4-8
Dampiera carinata,dry,nut,dry,seed unilaterally winged,,,,,`12-3
Dampiera cinerea,dry,nut,dry,,,,,,`5-8
Dampiera conospermoides,dry,nut,dry,,,,,,`3-7
Dampiera coronata,dry,nut,dry,,,,,,`8-12
Dampiera decurrens,dry,nut,dry,,,,,,`9-1
Dampiera deltoidea,dry,nut,dry,,,,,,`9-11
Dampiera dentata,dry,nut,dry,,,,,,`9-11
Dampiera discolor,dry,nut,dry,,,,,,
Dampiera diversifolia,dry,nut,dry,,,,,,`9-11
Dampiera dysantha,dry,nut,dry,,,,,,`9-1
Dampiera eriantha,dry,nut,dry,,,,,,
Dampiera eriocephala,dry,nut,dry,,,,,,`9-12
Dampiera fasciculata,dry,nut,dry,,,,,,`8-11
Dampiera ferruginea,dry,nut,dry,,,,,,`1-12
Dampiera fitzgeraldensis,dry,nut,dry,,,,,,
Dampiera fusca,dry,nut,dry,,,,,,`12-1
Dampiera galbraithiana,dry,nut,dry,,,,,,`9-1
Dampiera glabrescens,dry,nut,dry,,,,,,
Dampiera haematotricha,dry,nut,dry,,,,,,
Dampiera hederacea,dry,nut,dry,,,,,,`8-1
Dampiera heteroptera,dry,nut,dry,,,,,,`9-1
Dampiera incana,dry,nut,dry,,,,,,
Dampiera juncea,dry,nut,dry,,,,,,`8-11
Dampiera krauseana,dry,nut,dry,,,,,,`8-11
Dampiera lanceolata,dry,nut,dry,,,,,,
Dampiera latealata,dry,nut,dry,,,,,,`9-12
Dampiera lavandulacea,dry,nut,dry,,,,,,`7-10
Dampiera leptoclada,dry,nut,dry,,,,,,`9-1
Dampiera lindleyi,dry,nut,dry,,,,,,`6-10
Dampiera linearis,dry,nut,dry,,,,,,`8-11
Dampiera loranthifolia,dry,nut,dry,,,,,,`9-12
Dampiera luteiflora,dry,nut,dry,,,,,,`9-11
Dampiera marifolia,dry,nut,dry,,,,,,`9-12
Dampiera obliqua,dry,nut,dry,,,,,,`9-12
Dampiera oligophylla,dry,nut,dry,,,,,,`9-1
Dampiera orchardii,dry,nut,dry,,,,,,
Dampiera parvifolia,dry,nut,dry,,,,,,`9-12
Dampiera pedunculata,dry,nut,dry,,,,,,`8-11
Dampiera plumosa,dry,nut,dry,,,,,,
Dampiera purpurea,dry,nut,dry,,,,,,`8-1
Dampiera ramosa,dry,nut,dry,,,,,,`8-9
Dampiera rosmarinifolia,dry,nut,dry,,,,,,`8-1
Dampiera roycei,dry,nut,dry,,,,,,`9-10
Dampiera sacculata,dry,nut,dry,,,,,,`8-11
Dampiera salahae,dry,nut,dry,,,,,,`8-11
Dampiera scaevolina,dry,nut,dry,,,,,,
Dampiera scottiana,dry,nut,dry,,,,,,`8-12
Dampiera sericantha,dry,nut,dry,,,,,,`8-11
Dampiera spicigera,dry,nut,dry,,,,,,`8-12
Dampiera stenophylla,dry,nut,dry,,,,,,`8-11
Dampiera stenostachya,dry,nut,dry,,,,,,`8-12
Dampiera stricta,dry,nut,dry,,,,,,`8-1
Dampiera sylvestris,dry,nut,dry,,,,,,`8-2
Dampiera tenuicaulis,dry,nut,dry,,,,,,
Dampiera tephrea,dry,nut,dry,,,,,,
Dampiera teres,dry,nut,dry,,,,,,`8-11
Dampiera tomentosa,dry,nut,dry,,,,,,`8-11
Dampiera trigona,dry,nut,dry,,,,,,`9-12
Dampiera triloba,dry,nut,dry,,,,,,`8-12
Dampiera wellsiana,dry,nut,dry,,,,,,`8-11
Dansiea elliptica,dry,nut,dry,,,,,,
Dansiea grandiflora,dry,nut,dry,,,,,,
Daphnandra apatela,dry,achene,dry,,5,,,,`8-10
Daphnandra johnsonii,dry,achene,dry,,2,,,,`9
Daphnandra melasmena,dry,achene,dry,,5.5,,,,`10
Daphnandra micrantha,dry,achene,dry,,4.5,,,,`9-10
Daphnandra repandula,dry,achene,dry,,6.5,,,,`1-9
Daphnandra tenuipes,dry,achene,dry,,4.5,,,,`3-10
Darlingia darlingiana,dry,follicle,dry,,,,,,
Darlingia ferruginea,dry,follicle,dry,,,,,,
Dasypogon bromeliifolius,dry,capsule,dry,,,,,,`10-1
Dasypogon hookeri,dry,capsule,dry,,,,,,`10-1
Dasypogon obliquifolius,dry,capsule,dry,,,,,,`9-10
Decaisnina biangulata,fleshy,berry,fleshy,,,,,,
Decaisnina brittenii,fleshy,berry,fleshy,,,,,,
Decaisnina congesta,fleshy,berry,fleshy,,,,,,
Decaisnina hollrungii,fleshy,berry,fleshy,,,,,,
Decaisnina petiolata,fleshy,berry,fleshy,,,,,,
Decaisnina signata,fleshy,berry,fleshy,,,,,,
Dendrocnide corallodesme,dry,achene,dry,,3,2.5,,,
Dendrocnide cordata,dry,achene,dry,,2,1.5,,,
Dendrocnide excelsa,dry,achene,dry,,2,1.5,,,
Dendrocnide moroides,dry,achene,dry,,2,1.5,,,
Dendrocnide photinophylla,dry,achene,dry,,2,1.5,,,
Dendromyza reinwardtiana,fleshy,drupe,fleshy,,7,,,,
Dendrophthoe acacioides,fleshy,berry,fleshy,,,,,,
Dendrophthoe falcata,fleshy,berry,fleshy,,,,,,
Dendrophthoe glabrescens,fleshy,berry,fleshy,,,,,,
Dendrophthoe homoplastica,fleshy,berry,fleshy,,,,,,
Dendrophthoe odontocalyx,fleshy,berry,fleshy,,,,,,
Dendrophthoe vitellina,fleshy,berry,fleshy,,,,,,
Dendrotrophe varians,fleshy,drupe,fleshy,,10,,,,
Denhamia celastroides,dry,capsule,fleshy,aril,13.5,,,,
Denhamia moorei,dry,capsule,fleshy,aril,14,,,,
Denhamia obscura,dry,capsule,fleshy,aril,32.5,,,,
Denhamia oleaster,dry,capsule,fleshy,aril,21.5,,5.5,,
Denhamia parvifolia,dry,capsule,fleshy,aril,7,5.5,,,
Denhamia pittosporoides,dry,capsule,fleshy,aril,13.5,22,,,
Denhamia viridissima,dry,capsule,fleshy,aril,35,,,,
Desmos goezeanus,,,,,,,,,`10-11
Desmos polycarpus,,,,,,,,,`11-2
Desmos wardianus,,,,,,,,,`12-3
Dianella atraxis,fleshy,berry,fleshy,,7,,3.05,,
Dianella bambusifolia,fleshy,berry,fleshy,,5.5,,4.15,,
Dianella brevipedunculata,fleshy,berry,fleshy,,8.5,,3,,
Dianella caerulea,fleshy,berry,fleshy,,9.5,,3.3,,
Dianella congesta,fleshy,berry,fleshy,,9,,3.4,,
Dianella crinoides,fleshy,berry,fleshy,,7,,2.85,,
Dianella incollata,fleshy,berry,fleshy,,6.25,,4,,
Dianella longifolia,fleshy,berry,fleshy,,5,,3.3,,
Dianella nervosa,fleshy,berry,fleshy,,5,,4,,
Dianella odorata,fleshy,berry,fleshy,,6.5,,3.75,,
Dianella pavopennacea,fleshy,berry,fleshy,,6.5,,3.35,,
Dianella prunina,fleshy,berry,fleshy,,6.5,,4.25,,
Dianella rara,fleshy,berry,fleshy,,3.25,,2.4,,
Dianella revoluta,fleshy,berry,fleshy,,7,,3.85,,
Dianella tasmanica,fleshy,berry,fleshy,,1.85,,3.5,,
Diaspasis filifolia,dry,,dry,indehiscent,,,,,`10-2
Dichopogon capillipes,dry,capsule,dry,,,,,,
Dichopogon fimbriatus,dry,capsule,dry,,,,,,`9-2
Dichopogon preissii,dry,capsule,dry,,,,,,
Dichopogon strictus,dry,capsule,dry,,,,,,`8-1
Dichopogon tyleri,dry,capsule,dry,,,,,,`8
Dichrostachys spicata,dry,pod,dry,,47.5,8.5,5.25,3.75,
Dioscorea bulbifera,dry,capsule,dry,seed winged,24,,4.5,,
Dioscorea hastifolia,dry,capsule,dry,seed winged,17.5,,3.75,,
Dioscorea transversa,dry,capsule,dry,seed winged,27.5,,5.5,,
Diplarrena latifolia,dry,capsule,dry,,25,9,3,3,`1-3
Diplarrena moraea,dry,capsule,dry,,22.5,7,3,3,`10-1
Diplatia furcata,fleshy,berry,fleshy,,,,,,
Diplatia grandibractea,fleshy,berry,fleshy,,,,,,
Diplatia tomentosa,fleshy,berry,fleshy,,,,,,
Diploglottis bracteata,dry,capsule,fleshy,aril,,,,,
Diploglottis campbellii,dry,capsule,fleshy,aril,,,,,
Diploglottis cunninghamii,dry,capsule,fleshy,aril,,,,,
Diploglottis diphyllostegia,dry,capsule,fleshy,aril,,,,,
Diploglottis harpullioides,dry,capsule,fleshy,aril,,,,,
Diploglottis macrantha,dry,capsule,fleshy,aril,,,,,
Diploglottis pedleyi,dry,capsule,fleshy,aril,,,,,
Diploglottis smithii,dry,capsule,fleshy,aril,,,,,
Diplopeltis eriocarpa,dry,capsule,dry,,,,,,
Diplopeltis huegelii,dry,capsule,dry,,,,,,
Diplopeltis intermedia,dry,capsule,dry,,,,,,
Diplopeltis petiolaris,dry,capsule,dry,,,,,,
Diplopeltis stuartii,dry,capsule,dry,,,,,,
Distichostemon arnhemicus,dry,capsule,dry,fruit winged,,,,,
Distichostemon barklyanus,dry,capsule,dry,fruit winged,,,,,
Distichostemon dodecandrus,dry,capsule,dry,fruit winged,,,,,
Distichostemon filamentosus,dry,capsule,dry,fruit winged,,,,,
Distichostemon hispidulus,dry,capsule,dry,fruit winged,,,,,
Distichostemon malvaceus,dry,capsule,dry,fruit winged,,,,,
Dodonaea adenophora,dry,capsule,dry,fruit winged,,,,,
Dodonaea amblyophylla,dry,capsule,dry,fruit winged,,,,,
Dodonaea aptera,dry,capsule,dry,,,,,,
Dodonaea baueri,dry,capsule,dry,,,,,,
Dodonaea boroniifolia,dry,capsule,dry,fruit winged,,,,,
Dodonaea bursariifolia,dry,capsule,dry,fruit winged,,,,,
Dodonaea caespitosa,dry,capsule,dry,,,,,,
Dodonaea camfieldii,dry,capsule,dry,fruit winged,,,,,
Dodonaea ceratocarpa,dry,capsule,dry,,,,,,
Dodonaea concinna,dry,capsule,dry,fruit winged,,,,,
Dodonaea coriacea,dry,capsule,dry,fruit winged,,,,,
Dodonaea divaricata,dry,capsule,dry,,,,,,
Dodonaea ericoides,dry,capsule,dry,,,,,,
Dodonaea falcata,dry,capsule,dry,fruit winged,,,,,
Dodonaea filifolia,dry,capsule,dry,fruit winged,,,,,
Dodonaea filiformis,dry,capsule,dry,fruit winged,,,,,
Dodonaea glandulosa,dry,capsule,dry,,,,,,
Dodonaea hackettiana,dry,capsule,dry,fruit winged,,,,,
Dodonaea heteromorpha,dry,capsule,dry,fruit winged,,,,,
Dodonaea hexandra,dry,capsule,dry,,,,,,
Dodonaea hirsuta,dry,capsule,dry,fruit winged,,,,,
Dodonaea humifusa,dry,capsule,dry,,,,,,
Dodonaea humilis,dry,capsule,dry,,,,,,
Dodonaea inaequifolia,dry,capsule,dry,fruit winged,,,,,
Dodonaea intricata,dry,capsule,dry,fruit winged,,,,,
Dodonaea lanceolata,dry,capsule,dry,fruit winged,,,,,
Dodonaea larreoides,dry,capsule,dry,fruit winged,,,,,
Dodonaea lobulata,dry,capsule,dry,fruit winged,,,,,
Dodonaea macrossanii,dry,capsule,dry,,,,,,
Dodonaea megazyga,dry,capsule,dry,fruit winged,,,,,
Dodonaea microzyga,dry,capsule,dry,fruit winged,,,,,
Dodonaea multijuga,dry,capsule,dry,fruit winged,,,,,
Dodonaea oxyptera,dry,capsule,dry,fruit winged,,,,,
Dodonaea pachyneura,dry,capsule,dry,fruit winged,,,,,
Dodonaea peduncularis,dry,capsule,dry,fruit winged,,,,,
Dodonaea petiolaris,dry,capsule,dry,fruit winged,,,,,
Dodonaea physocarpa,dry,capsule,dry,fruit winged,,,,,
Dodonaea pinifolia,dry,capsule,dry,,,,,,
Dodonaea pinnata,dry,capsule,dry,fruit winged,,,,,
Dodonaea platyptera,dry,capsule,dry,fruit winged,,,,,
Dodonaea polyandra,dry,capsule,dry,fruit winged,,,,,
Dodonaea polyzyga,dry,capsule,dry,fruit winged,,,,,
Dodonaea procumbens,dry,capsule,dry,fruit winged,,,,,
Dodonaea ptarmicaefolia,dry,capsule,dry,fruit winged,,,,,
Dodonaea rhombifolia,dry,capsule,dry,fruit winged,,,,,
Dodonaea rigida,dry,capsule,dry,fruit winged,,,,,
Dodonaea rupicola,dry,capsule,dry,fruit winged,,,,,
Dodonaea serratifolia,dry,capsule,dry,fruit winged,,,,,
Dodonaea sinuolata,dry,capsule,dry,fruit winged,,,,,
Dodonaea stenophylla,dry,capsule,dry,fruit winged,,,,,
Dodonaea stenozyga,dry,capsule,dry,fruit winged,,,,,
Dodonaea subglandulifera,dry,capsule,dry,fruit winged,,,,,
Dodonaea tenuifolia,dry,capsule,dry,fruit winged,,,,,
Dodonaea tepperi,dry,capsule,dry,,,,,,
Dodonaea triangularis,dry,capsule,dry,,,,,,
Dodonaea trifida,dry,capsule,dry,,,,,,
Dodonaea triquetra,dry,capsule,dry,fruit winged,,,,,
Dodonaea truncatiales,dry,capsule,dry,fruit winged,,,,,
Dodonaea uncinata,dry,capsule,dry,fruit winged,,,,,
Dodonaea vestita,dry,capsule,dry,fruit winged,,,,,
Dodonaea viscosa,dry,capsule,dry,fruit winged,,,,,
Doryanthes excelsa,dry,capsule,dry,,100,,,,
Doryanthes palmeri,dry,capsule,dry,,90,,,,
Doryphora aromatica,dry,achene,dry,,,,,,`2-6
Doryphora sassafras,dry,achene,dry,,,,,,`5-10
Dryadodaphne trachyphloia,dry,achene,dry,,,,,,`12-5
Dryandra acanthopoda,dry,follicle,dry,,,,,,`7-9
Dryandra anatona,dry,follicle,dry,,,,,,`1
Dryandra arborea,dry,follicle,dry,,,,,,`1-12
Dryandra arctotidis,dry,follicle,dry,,,,,,`9
Dryandra armata,dry,follicle,dry,,,,,,
Dryandra aurantia,dry,follicle,dry,,,,,,`4
Dryandra baxteri,dry,follicle,dry,,,,,,
Dryandra bipinnatifida,dry,follicle,dry,,,,,,
Dryandra blechnifolia,dry,follicle,dry,,,,,,
Dryandra borealis,dry,follicle,dry,,,,,,
Dryandra brownii,dry,follicle,dry,,,,,,`8
Dryandra calophylla,dry,follicle,dry,,,,,,`10-11
Dryandra carlinoides,dry,follicle,dry,,,,,,`9-10
Dryandra catoglypta,dry,follicle,dry,,,,,,`6-7
Dryandra cirsioides,dry,follicle,dry,,,,,,`5-8
Dryandra columnaris,dry,follicle,dry,,,,,,`5-6
Dryandra comosa,dry,follicle,dry,,,,,,`8-10
Dryandra concinna,dry,follicle,dry,,,,,,`8-11
Dryandra conferta,dry,follicle,dry,,,,,,
Dryandra corvijuga,dry,follicle,dry,,,,,,`9-10
Dryandra cuneata,dry,follicle,dry,,,,,,`4-11
Dryandra cynaroides,dry,follicle,dry,,,,,,
Dryandra cypholoba,dry,follicle,dry,,,,,,`8
Dryandra drummondii,dry,follicle,dry,,,,,,
Dryandra echinata,dry,follicle,dry,,,,,,`7-10
Dryandra epimicta,dry,follicle,dry,,,,,,`8-9
Dryandra erythrocephala,dry,follicle,dry,,,,,,
Dryandra falcata,dry,follicle,dry,,,,,,`1-12
Dryandra fasciculata,dry,follicle,dry,,,,,,`5-8
Dryandra ferruginea,dry,follicle,dry,,,,,,
Dryandra fililoba,dry,follicle,dry,,,,,,`5-7
Dryandra foliolata,dry,follicle,dry,,,,,,`10-11
Dryandra foliosissima,dry,follicle,dry,,,,,,
Dryandra formosa,dry,follicle,dry,,,,,,
Dryandra fraseri,dry,follicle,dry,,,,,,
Dryandra fuscobractea,dry,follicle,dry,,,,,,`7-10
Dryandra glauca,dry,follicle,dry,,,,,,`7-10
Dryandra hewardiana,dry,follicle,dry,,,,,,`7-11
Dryandra hirsuta,dry,follicle,dry,,,,,,`5-10
Dryandra horrida,dry,follicle,dry,,,,,,`3-6
Dryandra idiogenes,dry,follicle,dry,,,,,,`8
Dryandra insulanemorecincta,dry,follicle,dry,,,,,,`6-9
Dryandra ionthocarpa,dry,follicle,dry,,,,,,`9-10
Dryandra kippistiana,dry,follicle,dry,,,,,,
Dryandra lepidorhiza,dry,follicle,dry,,,,,,`10-11
Dryandra lindleyana,dry,follicle,dry,,,,,,
Dryandra longifolia,dry,follicle,dry,,,,,,
Dryandra meganotia,dry,follicle,dry,,,,,,`10
Dryandra mimica,dry,follicle,dry,,,,,,`12-1
Dryandra montana,dry,follicle,dry,,,,,,`1
Dryandra mucronulata,dry,follicle,dry,,,,,,
Dryandra nana,dry,follicle,dry,,,,,,`10
Dryandra nervosa,dry,follicle,dry,,,,,,`12-3
Dryandra nivea,dry,follicle,dry,,,,,,
Dryandra nobilis,dry,follicle,dry,,,,,,
Dryandra obtusa,dry,follicle,dry,,,,,,`9-11
Dryandra octotriginta,dry,follicle,dry,,,,,,`7-8
Dryandra pallida,dry,follicle,dry,,,,,,
Dryandra platycarpa,dry,follicle,dry,,,,,,`5-7
Dryandra plumosa,dry,follicle,dry,,,,,,
Dryandra polycephala,dry,follicle,dry,,,,,,`8-10
Dryandra porrecta,dry,follicle,dry,,,,,,`7
Dryandra praemorsa,dry,follicle,dry,,,,,,
Dryandra preissii,dry,follicle,dry,,,,,,`9-10
Dryandra proteoides,dry,follicle,dry,,,,,,`6-8
Dryandra pseudoplumosa,dry,follicle,dry,,,,,,`11-12
Dryandra pteridifolia,dry,follicle,dry,,,,,,
Dryandra pulchella,dry,follicle,dry,,,,,,`10
Dryandra purdieana,dry,follicle,dry,,,,,,`7-10
Dryandra quercifolia,dry,follicle,dry,,,,,,`8-11
Dryandra rufistylis,dry,follicle,dry,,,,,,`7-8
Dryandra sclerophylla,dry,follicle,dry,,,,,,`9-10
Dryandra seneciifolia,dry,follicle,dry,,,,,,`7-8
Dryandra serra,dry,follicle,dry,,,,,,`7-10
Dryandra serratuloides,dry,follicle,dry,,,,,,
Dryandra sessilis,dry,follicle,dry,,,,,,
Dryandra shanklandiorum,dry,follicle,dry,,,,,,`7-8
Dryandra shuttleworthiana,dry,follicle,dry,,,,,,`7-9
Dryandra speciosa,dry,follicle,dry,,,,,,
Dryandra squarrosa,dry,follicle,dry,,,,,,
Dryandra stenoprion,dry,follicle,dry,,,,,,`6-8
Dryandra stricta,dry,follicle,dry,,,,,,`8-10
Dryandra stuposa,dry,follicle,dry,,,,,,
Dryandra subpinnatifida,dry,follicle,dry,,,,,,
Dryandra subulata,dry,follicle,dry,,,,,,`9-10
Dryandra tenuifolia,dry,follicle,dry,,,,,,
Dryandra tortifolia,dry,follicle,dry,,,,,,`10
Dryandra tridentata,dry,follicle,dry,,,,,,`8-9
Dryandra trifontinalis,dry,follicle,dry,,,,,,`8-9
Dryandra vestita,dry,follicle,dry,,,,,,`1-4
Dryandra viscida,dry,follicle,dry,,,,,,`8-9
Dryandra wonganensis,dry,follicle,dry,,,,,,`8-10
Dryandra xylothemelia,dry,follicle,dry,,,,,,`10
Drymophila cyanocarpa,fleshy,berry,fleshy,,,,,,`11-1
Drymophila moorei,fleshy,berry,fleshy,,,,,,`10-1
Echinostephia aculeata,fleshy,drupe,fleshy,,,,,,
Eidothea zoexylocarya,,,,,,,,,`9-4
Elatostema reticulatum,dry,achene,dry,,,,,,
Elatostema stipitatum,dry,achene,dry,,,,,,
Elattostachys megalantha,dry,capsule,fleshy,aril,,,,,
Elattostachys microcarpa,dry,capsule,fleshy,aril,,,,,
Elattostachys nervosa,dry,capsule,fleshy,aril,,15,,,
Elattostachys xylocarpa,dry,capsule,fleshy,aril,,,,,
Endiandra acuminata,fleshy,drupe,fleshy,,,,,,`3-10
Endiandra anthropophagorum,fleshy,drupe,fleshy,,,,,,
Endiandra bellendenkerana,fleshy,drupe,fleshy,,,,,,
Endiandra bessaphila,fleshy,drupe,fleshy,,,,,,`1-4
Endiandra collinsii,fleshy,drupe,fleshy,,,,,,
Endiandra compressa,fleshy,drupe,fleshy,,,,,,`11-12
Endiandra cooperana,fleshy,drupe,fleshy,,,,,,`8-9
Endiandra cowleyana,fleshy,drupe,fleshy,,,,,,`1-4
Endiandra crassiflora,fleshy,drupe,fleshy,,,,,,
Endiandra dichrophylla,fleshy,drupe,fleshy,,,,,,`11-1
Endiandra dielsiana,fleshy,drupe,fleshy,,,,,,`11-2
Endiandra discolor,fleshy,drupe,fleshy,,,,,,`9-3
Endiandra floydii,fleshy,drupe,fleshy,,,,,,`5
Endiandra glauca,fleshy,drupe,fleshy,,,,,,`1-6
Endiandra globosa,fleshy,drupe,fleshy,,,,,,`11-1
Endiandra grayi,fleshy,drupe,fleshy,,,,,,`11-12
Endiandra hayesii,fleshy,drupe,fleshy,,,,,,`10
Endiandra hypotephra,fleshy,drupe,fleshy,,,,,,`3-6
Endiandra impressicosta,fleshy,drupe,fleshy,,,,,,`4-6
Endiandra insignis,fleshy,drupe,fleshy,,,,,,`11-2
Endiandra introrsa,fleshy,drupe,fleshy,,,,,,`11
Endiandra jonesii,fleshy,drupe,fleshy,,,,,,`8-12
Endiandra leptodendron,fleshy,drupe,fleshy,,,,,,`2-6
Endiandra limnophila,fleshy,drupe,fleshy,,,,,,`11-12
Endiandra longipedicellata,fleshy,drupe,fleshy,,,,,,`9-10
Endiandra microneura,fleshy,drupe,fleshy,,,,,,
Endiandra monothyra,fleshy,drupe,fleshy,,,,,,
Endiandra montana,fleshy,drupe,fleshy,,,,,,`10-2
Endiandra muelleri,fleshy,drupe,fleshy,,,,,,
Endiandra palmerstonii,fleshy,drupe,fleshy,,,,,,`11-3
Endiandra phaeocarpa,fleshy,drupe,fleshy,,,,,,`12-3
Endiandra pubens,fleshy,drupe,fleshy,,,,,,`2-5
Endiandra sankeyana,fleshy,drupe,fleshy,,,,,,`10-12
Endiandra sideroxylon,fleshy,drupe,fleshy,,,,,,`11-2
Endiandra sieberi,fleshy,drupe,fleshy,,,,,,`4-10
Endiandra virens,fleshy,drupe,fleshy,,,,,,`2-6
Endiandra wolfei,fleshy,drupe,fleshy,,,,,,`11-3
Endiandra xanthocarpa,fleshy,drupe,fleshy,,,,,,`11-2
Endressia wardellii,fleshy,drupe,fleshy,,,,,,`9-12
Entada phaseoloides,dry,pod,dry,,,,,,
