taxon_name,ParGenTax,ParTribeTax,ParSubfamTax,ParFamTax,ParOrdTax,ParCladeTax,reference,url,pollination,wind_water_animal_pollination,wind_pollination_explicitly_tested,pollination_text,pollination_data_source,syndrome_or_system,confidence_score,pollination_reward,nectar,scent,pollination_reward_text,pollination_reward_data_source,rank_scored_at,entered_by,entry_date
Mesembryanthemum crystallinum,Mesembryanthemum,NA,Mesembryanthemoideae,Aizoaceae,Caryophyllales,Superasteridae,"Western Australian Herbarium (1998–). Florabase—the Western Australian Flora. Department of Biodiversity, Conservation and Attractions. https://florabase.dpaw.wa.gov.au/
(Accessed 18 Mar 2022).",https://florabase.dpaw.wa.gov.au/browse/profile/2813,insect,animal,no,"""Insect-pollinated""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,NA,NA,NA,NA,NA,species,Ruby Stephens,18/3/2022
Sesuvium portulacastrum,Sesuvium,NA,Sesuvioideae,Aizoaceae,Caryophyllales,Superasteridae,"Primack, R. B., Duke, N. C., & Tomlinson, P. B. (1981). Floral morphology in relation to pollination ecology in five Queensland coastal plants. Austrobaileya, 1(4), 346–355.",http://www.jstor.org/stable/41738619,bee,animal,no,"""Observations of pollination by...bees in Sesuvium portulacastrum...The flowers (Fig. 16) have five fleshy tepals which are pink on the inside and green on the outside...The pollen remains in the anther only a brief time as it is rapidly removed by small, pollen-collecting bees ( Trigona hockingsi Cockerell)...Of 29 flowers tagged, nineteen fruits developed""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",pollen,no,NA,"""The pollen remains in the anther only a brief time as it is rapidly removed by small, pollen-collecting bees ( Trigona hockingsi Cockerell)...Bees will occasionally probe at the stamen bases of flowers at all stages of development, however, there was no observable nectar present.""",explicit from the text (described as such),species,Ruby Stephens,18/3/2022
Trianthema portulacastrum,Trianthema,NA,Sesuvioideae,Aizoaceae,Caryophyllales,Superasteridae,"Dalio, J. S. (2015). Foraging behaviour of Apis mellifera on Trianthema portulacastrum. Journal of Entomology and Zoology Studies, 3(2), 105–108.",https://www.entomoljournal.com/vol3Issue2/pdf/3-2-38.1.pdf,insect,animal,no,"""foraging behaviour of Apis mellifera on Trianthema portulacastrum...Fig 1: Apis mellifera bee foraging on Trianthema portulacastrum""",interpreted from the text,system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,NA,NA,NA,NA,NA,species,Ruby Stephens,18/3/2022
Aerva javanica,Aerva,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,iNaturalist. (2022). Aerva javanica. iNaturalist. https://www.inaturalist.org/taxa/196994-Aerva-javanica/browse_photos,https://www.inaturalist.org/taxa/196994-Aerva-javanica/browse_photos,wind and insect,wind&animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,18/3/2022
Beta vulgaris,Beta,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,"Free, J. B., Williams, I. H., Longden, P. C., & Johnson, M. G. (1975). Insect pollination of sugar-beet (Beta vulgaris) seed crops. Annals of Applied Biology, 81(2), 127–134. https://doi.org/10.1111/j.1744-7348.1975.tb00529.x",http://onlinelibrary.wiley.com/doi/abs/10.1111/j.1744-7348.1975.tb00529.x,wind and insect,wind&animal,no,"""Sugar beet is usually considered to be pollinated by wind and insects, the former being the more important…However, wind pollination is not always adequate, and it is reported that visits by honeybees, which can be numerous, sometimes increase seed yield...Insect pollination is therefore probably more important for hybrid than normal seed crops""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar and pollen,yes,NA,"""Insect visitors to sugar-beet flowers eat or collect the nectar and pollen""",explicit from the text (described as such),species,Ruby Stephens,2/2/2022
Celosia argentea,Celosia,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,"Source 1: Bodhipadma, K., Noichinda, S., Yadbuntung, I., Buaeiam, W., & Leung, D. W. M. (2010). Comparison of in vitro and in vivo inflorescence of common cockscomb (Celosia argentea var. Cristata). ScienceAsia, 36(1), 68. https://doi.org/10.2306/scienceasia1513-1874.2010.36.068; Source 2: Kato, M., Kosaka, Y., Kawakita, A., Okuyama, Y., Kobayashi, C., Phimminith, T., & Thongphan, D. (2008). Plant–pollinator interactions in tropical monsoon forests in Southeast Asia. American Journal of Botany, 95(11), 1375–1394. https://doi.org/10.3732/ajb.0800114",http://www.scienceasia.org/content/viewabstract.php?ms=2479; http://onlinelibrary.wiley.com/doi/abs/10.3732/ajb.0800114,wind and insect,wind&animal,no,"Source 1: ""common cockscomb is a wind and insect pollinated plant"" Source 2: ""Two plant species were visited mainly by wasps (Vespoidea and Sphecoidea): Cuscuta japonica (Convolvulaceae) and Celosia argentea (Amaranthaceae).""",interpreted from the text,system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,NA,NA,NA,NA,NA,species,Ruby Stephens,2/2/2022
Anredera cordifolia,Anredera,NA,NA,Basellaceae,Caryophyllales,Superasteridae,"Vivian-Smith, G., Lawson, B. E., & Turnbull, I. (2007). The biology of Australian weeds 46. Anredera cordifolia (Ten.) Steenis. Plant Protection Quarterly, 22(1), 2–10.",https://www.researchgate.net/publication/264240257_The_biology_of_Australian_weeds_46_Anredera_cordifolia_Ten_Steenis,insect,animal,no,"""Flowers appear bisexual but are often func- tionally unisexual (Sperling 1987). No pol- lination studies of Madeira vine have been identified. However, flowers are scented and produced in a large display, with stamens bearing a nectary at their base (Sperling 1987), suggesting pollination by insects. The flowers of Madeira vine plants in Maui (Hawaii) were noted to attract po- tential pollinators, including various Hy- menoptera (including bees, wasps, and ants) but did not set fruit (Starr et al. 2003). Inflorescences of several other members of the genus are reported to be attractive to flies in their native range (Sperling 1987).""",explicit from the text (described as such),syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",nectar,yes,yes,"""flowers are scented...with stamens bearing a nectary at their base (Sperling 1987)""",interpreted from the text,species,Ruby Stephens,21/3/2022
Basella alba,Basella,NA,NA,Basellaceae,Caryophyllales,Superasteridae,Kew Science. (2022). Basella alba L. Plants of the World Online. https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:164286-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:164286-1,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,21/3/2022
Opuntia microdasys,Opuntia,NA,Opuntioideae,Cactaceae,Caryophyllales,Superasteridae,"Reyes-Agüero, J. A., Aguirre R., J. R., & Valiente-Banuet, A. (2006). Reproductive biology of Opuntia: A review. Journal of Arid Environments, 64(4), 549–585. https://doi.org/10.1016/j.jaridenv.2005.06.018",https://www.sciencedirect.com/science/article/pii/S0140196305001564,bee,animal,no,"""Grant (1979a, b), Grant et al. (1979) and Grant and Hurd (1979) have described for Opuntia a bee-flower pollination syndrome. The genus Opuntia comprises plants with a long flowering season, large cyathiform flowers, with perianth measuring from 5 to 10 cm in diameter by 5 cm high, numerous tepals, attractive colors, sweet and soft fragrance, numerous stamens with few pollen grains or few stamens with abundant pollen, highly nutritious pollen, style protruding from stamens, green sticky stigma, stigma lobes that facilitate insect alighting or landing and occasionally nectaries (Grant et al., 1979; Osborn et al., 1988; Nerd and Mizrahi, 1995)...Table 2 Bees (Hymenoptera) pollinators of Opuntia [shows Opuntia microdasys bee pollinated]""",interpreted from the text,system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,NA,NA,NA,NA,NA,species,Ruby Stephens,21/3/2022
Pereskia aculeata,Pereskia,NA,Pereskioideae,Cactaceae,Caryophyllales,Superasteridae,"Becker, R. (2020). Polinização e biologia reprodutiva em Cereus hildmannianus K. Schum. E Pereskia aculeata Mill. (CACTACEAE) [Universidade Federal do Rio Grande do Sul]. https://lume.ufrgs.br/handle/10183/212083",https://lume.ufrgs.br/handle/10183/212083,insect,animal,no,"""Pereskia aculeata is a early divergent species in Cactaceae, showing morphologicaly and physiologicaly plesiomorphic features. Its flowers have diurnal anthesis and are self- compatible, but showing partially xenogamic incompatibility between differents morfotypes. It is pollinator-dependent and attracts mainly Meliponini tribe native bees, but also can be pollinated by another bee groups, as well as beetles and wasps that feed or collect pollen, evidencing a ecologic specialization.""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",NA,NA,NA,NA,NA,species,Ruby Stephens,21/3/2022
Stellaria media,Stellaria,Alsineae,NA,Caryophyllaceae,Caryophyllales,Superasteridae,"TRY- BiolFlor, BASECO, Ecological Flora of the British Isles, Sheffield-Iran-Spain Database, Traits from the Wildfire Project, Sheffield Database",NA,insect,animal,no,"""pollination animals…syrphids, bees…insects the rule…insects rare…cleistogamy rare…cleistogamy possible…selfing the rule…selfing at failure of outcrossing…entomogamous…insect""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,2/2/2022
Corrigiola litoralis,Corrigiola,Corrigioleae,NA,Caryophyllaceae,Caryophyllales,Superasteridae,"TRY- BiolFlor, Ecological Flora of the British Isles",NA,insect,animal,no,"""syrphids, bees…insects rare…pseudocleistogamy the rule…selfing the rule…selfed""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,2/2/2022
Drymaria cordata,Drymaria,Polycarpaeae,NA,Caryophyllaceae,Caryophyllales,Superasteridae,iNaturalist. (2022). Drymaria cordata. iNaturalist. https://www.inaturalist.org/taxa/48556-Drymaria-cordata/browse_photos?term_id=12&term_value_id=13,https://www.inaturalist.org/taxa/48556-Drymaria-cordata/browse_photos?term_id=12&term_value_id=13,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,21/3/2022
Polycarpon tetraphyllum,Polycarpon,Polycarpaeae,NA,Caryophyllaceae,Caryophyllales,Superasteridae,"TRY- BiolFlor, BASECO",NA,wind and insect,wind&animal,no,"""syrphids, bees…selfing the rule…anemogamous""",interpreted from the text,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,2/2/2022
