sample,tree,taxon,date_time,locality,locality_edited,longitude (deg),latitude (deg),collector,longitude_gda94,latitude_gda94,elevation (m),height_m,stem_density_g_per_ml,stem_mass_g,stem_volume_ml,bark_mass_g,sla_mm2_per_mg,leaf_area_cm2,leaf_mass_g,fruit_mass_mg,fruit_wall_width_mm,fruit_diameter_mm,fruit_height_mm,seed_mass_mg,seed_mass_total_mg,number_of_seeds,leaf_notes,seed_notes,max_height_m,notes
OVA_Glenelg RR_4_1_1_leaf,OVA_Glenelg RR_4_leaf,Eucalyptus ovata var. ovata,2007-08-31T14:00:00Z,Glenelg RR,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.514285714,45.82,1.015,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,
OVA_Glenelg RR_4_2_1_leaf,OVA_Glenelg RR_4_leaf,Eucalyptus ovata var. ovata,2007-08-31T14:00:00Z,Glenelg RR,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.919374248,40.88,0.831,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,
OVA_Glenelg RR_4_3_1_leaf,OVA_Glenelg RR_4_leaf,Eucalyptus ovata var. ovata,2007-08-31T14:00:00Z,Glenelg RR,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.818505338,27.08,0.562,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,
OVA_Glenelg RR_5_1_1_leaf,OVA_Glenelg RR_5_leaf,Eucalyptus ovata var. ovata,2007-08-31T14:00:00Z,Glenelg RR,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.567058824,30.32,0.85,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,
OVA_Glenelg RR_5_2_1_leaf,OVA_Glenelg RR_5_leaf,Eucalyptus ovata var. ovata,2007-08-31T14:00:00Z,Glenelg RR,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.77218543,28.48,0.755,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,
OVA_Glenelg RR_5_3_1_leaf,OVA_Glenelg RR_5_leaf,Eucalyptus ovata var. ovata,2007-08-31T14:00:00Z,Glenelg RR,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.981412639,21.42,0.538,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,
OVA_Glenelg RR_6_1_1_leaf,OVA_Glenelg RR_6_leaf,Eucalyptus ovata var. ovata,2007-08-31T14:00:00Z,Glenelg RR,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.128654971,20.96,0.342,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,
OVA_Glenelg RR_6_2_1_leaf,OVA_Glenelg RR_6_leaf,Eucalyptus ovata var. ovata,2007-08-31T14:00:00Z,Glenelg RR,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.682926829,27.96,0.492,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,
OVA_Glenelg RR_6_3_1_leaf,OVA_Glenelg RR_6_leaf,Eucalyptus ovata var. ovata,2007-08-31T14:00:00Z,Glenelg RR,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.971916972,40.72,0.819,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,
BAX_site 21_1_1_1_leaf,BAX_site 21_1_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,site 21,SITE21,142.481762,-37.417372,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.360056259,23.89,0.711,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
BAX_site 22_1_2_1_leaf,BAX_site 22_1_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,site 22,SITE22,142.481762,-37.417372,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.905759162,44.76,1.146,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
BAX_site 23_1_3_1_leaf,BAX_site 23_1_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,site 23,SITE23,142.481762,-37.417372,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.67755102,18.02,0.49,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
BAX_site 24_1_4_1_leaf,BAX_site 24_1_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,site 24,SITE24,142.481762,-37.417372,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.69124424,16.02,0.434,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
BAX_site 25_2_1_1_leaf,BAX_site 25_2_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,site 25,SITE25,142.481762,-37.417372,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.643769968,22.81,0.626,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
BAX_site 26_2_2_1_leaf,BAX_site 26_2_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,site 26,SITE26,142.481762,-37.417372,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.923928077,28.37,0.723,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
BAX_site 27_2_3_1_leaf,BAX_site 27_2_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,site 27,SITE27,142.481762,-37.417372,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.894791667,37.39,0.96,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
BAX_site 28_2_4_1_leaf,BAX_site 28_2_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,site 28,SITE28,142.481762,-37.417372,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.89148581,23.31,0.599,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
BAX_M GapIntermediate_1_1_1_leaf,BAX_M GapIntermediate_1_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,M GapIntermediate,M GapIntermediate,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.141779789,41.66,1.326,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,generic Grampians lat/lon
BAX_M GapIntermediate_2_1_1_leaf,BAX_M GapIntermediate_2_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,M GapIntermediate,M GapIntermediate,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.4082397,9.1,0.267,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,generic Grampians lat/lon
BAX_M GapIntermediate_2_2_1_leaf,BAX_M GapIntermediate_2_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,M GapIntermediate,M GapIntermediate,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.165816327,12.41,0.392,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,generic Grampians lat/lon
BAX_M GapIntermediate_2_3_1_leaf,BAX_M GapIntermediate_2_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,M GapIntermediate,M GapIntermediate,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.345679012,5.42,0.162,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,generic Grampians lat/lon
BAX_M GapIntermediate_3_1_1_leaf,BAX_M GapIntermediate_3_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,M GapIntermediate,M GapIntermediate,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.067444877,23.65,0.771,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,generic Grampians lat/lon
BAX_M GapIntermediate_3_2_1_leaf,BAX_M GapIntermediate_3_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,M GapIntermediate,M GapIntermediate,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.035856574,15.24,0.502,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,generic Grampians lat/lon
BAX_M GapIntermediate_3_3_1_leaf,BAX_M GapIntermediate_3_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,M GapIntermediate,M GapIntermediate,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.247678019,20.98,0.646,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,generic Grampians lat/lon
BAX_M GapIntermediate_4_1_1_leaf,BAX_M GapIntermediate_4_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,M GapIntermediate,M GapIntermediate,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.379562044,13.89,0.411,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,generic Grampians lat/lon
BAX_M GapIntermediate_4_2_1_leaf,BAX_M GapIntermediate_4_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,M GapIntermediate,M GapIntermediate,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.917302799,30.79,0.786,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,generic Grampians lat/lon
BAX_M GapIntermediate_4_3_1_leaf,BAX_M GapIntermediate_4_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,M GapIntermediate,M GapIntermediate,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.198550725,28.97,0.69,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,generic Grampians lat/lon
BAX_M GapIntermediate_5_1_1_leaf,BAX_M GapIntermediate_5_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,M GapIntermediate,M GapIntermediate,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.875466999,31.12,0.803,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,generic Grampians lat/lon
BAX_M GapIntermediate_5_2_1_leaf,BAX_M GapIntermediate_5_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,M GapIntermediate,M GapIntermediate,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,2.893819334,18.26,0.631,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,generic Grampians lat/lon
BAX_M GapIntermediate_5_3_1_leaf,BAX_M GapIntermediate_5_leaf,Eucalyptus baxteri,2007-08-31T14:00:00Z,M GapIntermediate,M GapIntermediate,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.182222222,28.64,0.9,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,generic Grampians lat/lon
SAB_NA_1_1_1_leaf,SAB_NA_1_leaf,Eucalyptus sabulosa,2007-08-31T14:00:00Z,NA,Grampians National Park,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,9.795321637,16.75,0.171,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,generic Grampians lat/lon
SAB_NA_1_2_1_leaf,SAB_NA_1_leaf,Eucalyptus sabulosa,2007-08-31T14:00:00Z,NA,Grampians National Park,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.986937591,34.36,0.689,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,generic Grampians lat/lon
SAB_NA_1_3_1_leaf,SAB_NA_1_leaf,Eucalyptus sabulosa,2007-08-31T14:00:00Z,NA,Grampians National Park,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.090196078,12.98,0.255,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,generic Grampians lat/lon
OBL_mt zero_1_1_1_leaf,OBL_mt zero_1_leaf,Eucalyptus obliqua,2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.528205128,13.76,0.39,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
OBL_mt zero_1_2_1_leaf,OBL_mt zero_1_leaf,Eucalyptus obliqua,2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.563063063,7.91,0.222,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
OBL_mt zero_1_3_1_leaf,OBL_mt zero_1_leaf,Eucalyptus obliqua,2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.653583618,21.41,0.586,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
OBL_mt zero_2_1_1_leaf,OBL_mt zero_2_leaf,Eucalyptus obliqua,2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.448275862,21,0.609,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
OBL_mt zero_2_2_1_leaf,OBL_mt zero_2_leaf,Eucalyptus obliqua,2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.378708551,19.36,0.573,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
OBL_mt zero_2_3_1_leaf,OBL_mt zero_2_leaf,Eucalyptus obliqua,2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.280701754,20.57,0.627,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
OBL_mt zero_3_1_1_leaf,OBL_mt zero_3_leaf,Eucalyptus obliqua,2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.590614887,22.19,0.618,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
OBL_mt zero_3_2_1_leaf,OBL_mt zero_3_leaf,Eucalyptus obliqua,2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.204022989,22.3,0.696,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
OBL_mt zero_3_3_1_leaf,OBL_mt zero_3_leaf,Eucalyptus obliqua,2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.517084282,15.44,0.439,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
OBL_mt zero_4_1_1_leaf,OBL_mt zero_4_leaf,Eucalyptus obliqua,2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.433093525,23.86,0.695,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
OBL_mt zero_4_2_1_leaf,OBL_mt zero_4_leaf,Eucalyptus obliqua,2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.351531292,25.17,0.751,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
OBL_mt zero_4_3_1_leaf,OBL_mt zero_4_leaf,Eucalyptus obliqua,2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.485024155,36.07,1.035,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
OBL_mt zero_5_1_1_leaf,OBL_mt zero_5_leaf,Eucalyptus obliqua,2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.116901408,22.13,0.71,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
OBL_mt zero_5_2_1_leaf,OBL_mt zero_5_leaf,Eucalyptus obliqua,2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.208333333,32.34,1.008,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
OBL_mt zero_5_3_1_leaf,OBL_mt zero_5_leaf,Eucalyptus obliqua,2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.432900433,31.72,0.924,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
GON_mt zero_1_1_1_leaf,GON_mt zero_1_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.818505338,21.46,0.562,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
GON_mt zero_1_2_1_leaf,GON_mt zero_1_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.707930368,19.17,0.517,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
GON_mt zero_1_3_1_leaf,GON_mt zero_1_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.410062893,27.11,0.795,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
GON_mt zero_1_4_1_leaf,GON_mt zero_1_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.763649425,52.39,1.392,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
GON_mt zero_2_1_1_leaf,GON_mt zero_2_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,2.923556942,18.74,0.641,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
GON_mt zero_2_2_1_leaf,GON_mt zero_2_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.03042328,22.91,0.756,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
GON_mt zero_3_1_1_leaf,GON_mt zero_3_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.60219342,36.13,1.003,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
GON_mt zero_3_2_1_leaf,GON_mt zero_3_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.786604361,24.31,0.642,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
GON_mt zero_3_3_1_leaf,GON_mt zero_3_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.843243243,14.22,0.37,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
GON_mt zero_3_4_1_leaf,GON_mt zero_3_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2007-08-31T14:00:00Z,mt zero,MT ZERO,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.589958159,34.32,0.956,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
ALA_BOR3_1_2_1_leaf,ALA_BOR3_1_leaf,Eucalyptus alaticaulis,2008-03-31T13:00:00Z,BOR3,GBOR3,142.502,-37.0816,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.14502924,26.89,0.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ALA_BOR3_1_1_1_leaf,ALA_BOR3_1_leaf,Eucalyptus alaticaulis,2008-03-31T13:00:00Z,BOR3,GBOR3,142.502,-37.0816,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.152214022,45.01,1.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ARE_MT HOL_1_1_1_leaf,ARE_MT HOL_1_leaf,Eucalyptus arenacea,2008-03-31T13:00:00Z,MT HOL,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.713114754,22.65,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_HAM1_1_1_1_leaf,BAX_HAM1_1_leaf,Eucalyptus baxteri,2008-03-31T13:00:00Z,HAM1,GHAM1,142.5012,-37.2737,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.142561983,15.21,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_HAM1_1_2_1_leaf,BAX_HAM1_1_leaf,Eucalyptus baxteri,2008-03-31T13:00:00Z,HAM1,GHAM1,142.5012,-37.2737,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.237536657,22.08,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_HAM1_1_3_1_leaf,BAX_HAM1_1_leaf,Eucalyptus baxteri,2008-03-31T13:00:00Z,HAM1,GHAM1,142.5012,-37.2737,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.320284698,9.33,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_HAM1_1_4_1_leaf,BAX_HAM1_1_leaf,Eucalyptus baxteri,2008-03-31T13:00:00Z,HAM1,GHAM1,142.5012,-37.2737,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.48627451,8.89,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_HAM3_1_4_1_leaf,BAX_HAM3_1_leaf,Eucalyptus baxteri,2008-03-31T13:00:00Z,HAM3,GHAM3,142.5001,-37.2738,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.074733096,8.64,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_HAM3_1_2_1_leaf,BAX_HAM3_1_leaf,Eucalyptus baxteri,2008-03-31T13:00:00Z,HAM3,GHAM3,142.5001,-37.2738,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.204166667,15.38,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_HAM3_1_3_1_leaf,BAX_HAM3_1_leaf,Eucalyptus baxteri,2008-03-31T13:00:00Z,HAM3,GHAM3,142.5001,-37.2738,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.224852071,10.9,0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_HAM3_1_1_1_leaf,BAX_HAM3_1_leaf,Eucalyptus baxteri,2008-03-31T13:00:00Z,HAM3,GHAM3,142.5001,-37.2738,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.363636364,23.68,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_HAM5_1_2_1_leaf,BAX_HAM5_1_leaf,Eucalyptus baxteri,2008-03-31T13:00:00Z,HAM5,GHAM5,142.498,-37.2739,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.837956204,26.29,0.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_HAM5_1_1_1_leaf,BAX_HAM5_1_leaf,Eucalyptus baxteri,2008-03-31T13:00:00Z,HAM5,GHAM5,142.498,-37.2739,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.901694915,23.02,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_HAM5_1_3_1_leaf,BAX_HAM5_1_leaf,Eucalyptus baxteri,2008-03-31T13:00:00Z,HAM5,GHAM5,142.498,-37.2739,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.060324826,17.5,0.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_HAM5_1_4_1_leaf,BAX_HAM5_1_leaf,Eucalyptus baxteri,2008-03-31T13:00:00Z,HAM5,GHAM5,142.498,-37.2739,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.112380952,21.59,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MOR1_1_2_1_leaf,BAX_MOR1_1_leaf,Eucalyptus baxteri,2008-03-31T13:00:00Z,MOR1,GMOR1,142.4145,-37.1846,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.526041667,34.76,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MOR1_1_1_1_leaf,BAX_MOR1_1_leaf,Eucalyptus baxteri,2008-03-31T13:00:00Z,MOR1,GMOR1,142.4145,-37.1846,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.808027923,27.55,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
CAM_VV1_1_5_1_leaf,CAM_VV1_1_leaf,Eucalyptus camaldulensis subsp. camaldulensis,2008-03-31T13:00:00Z,VV1,VV1,142.4223,-37.2581,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.796460177,16.26,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
CAM_VV1_1_4_1_leaf,CAM_VV1_1_leaf,Eucalyptus camaldulensis subsp. camaldulensis,2008-03-31T13:00:00Z,VV1,VV1,142.4223,-37.2581,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.808641975,15.58,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
CAM_VV1_1_3_1_leaf,CAM_VV1_1_leaf,Eucalyptus camaldulensis subsp. camaldulensis,2008-03-31T13:00:00Z,VV1,VV1,142.4223,-37.2581,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.050209205,12.07,0.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
CAM_VV1_1_2_1_leaf,CAM_VV1_1_leaf,Eucalyptus camaldulensis subsp. camaldulensis,2008-03-31T13:00:00Z,VV1,VV1,142.4223,-37.2581,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.531818182,12.17,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
CAM_VV1_1_1_1_leaf,CAM_VV1_1_leaf,Eucalyptus camaldulensis subsp. camaldulensis,2008-03-31T13:00:00Z,VV1,VV1,142.4223,-37.2581,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.533112583,16.71,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
GON_MT HOL1_1_1_1_leaf,GON_MT HOL1_1_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2008-03-31T13:00:00Z,MT HOL1,MT HOL1,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.527924131,33.48,0.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
