sample,tree,taxon,date_time,locality,locality_edited,longitude_gda94_edited,latitude_gda94_edited,collector,longitude_gda94,latitude_gda94,altitude_m,height_m,stem_density_g_per_ml,stem_mass_g,stem_volume_ml,bark_mass_g,sla_mm2_per_mg,leaf_area_cm2,leaf_mass_g,fruit_mass_mg,fruit_wall_width_mm,fruit_diameter_mm,fruit_height_mm,seed_mass_mg,seed_mass_total_mg,number_of_seeds,leaf_notes,seed_notes
ARE_BLK12-14_1_height,ARE_BLK12-14_1_height,Eucalyptus arenacea,NA,BLK12-14,BLK12-14,142.4895,-37.1851,L.J. Pollock,142.4895,-37.1851,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_BLK15_1_height,ARE_BLK15_1_height,Eucalyptus arenacea,NA,BLK15,BLK15,142.4895,-37.1851,L.J. Pollock,142.4895,-37.1851,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_Z1_1_height,WIL_Z1_1_height,Eucalyptus falciformis,2009-02-25T02:03:46Z,Z1,Z1,142.4419,-37.1446,L.J. Pollock,142.4419,-37.1446,638,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_Z2_1_height,WIL_Z2_1_height,Eucalyptus falciformis,2009-02-25T02:19:16Z,Z2,Z2,142.4156,-37.1119,L.J. Pollock,142.4156,-37.1119,648,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_Z3_1_height,BAX_Z3_1_height,Eucalyptus baxteri,2009-02-25T02:41:13Z,Z3,Z3,142.4166,-37.1265,L.J. Pollock,142.4166,-37.1265,462,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OBL_Z4_1_height,OBL_Z4_1_height,Eucalyptus obliqua,2009-02-25T03:11:40Z,Z4,Z4,142.3666,-37.1275,L.J. Pollock,142.3666,-37.1275,378,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEL_Z5_1_height,MEL_Z5_1_height,Eucalyptus melliodora,2009-02-25T03:33:50Z,Z5,Z5,142.3819,-37.1524,L.J. Pollock,142.3819,-37.1524,257,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVA_Z5a_1_height,OVA_Z5a_1_height,Eucalyptus ovata var. ovata,NA,Z5a,Z5a,142.3819,-37.1524,L.J. Pollock,142.3819,-37.1524,250,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_Z6_1_height,SAB_Z6_1_height,Eucalyptus sabulosa,2009-02-25T04:59:12Z,Z6,Z6,142.3869,-37.1545,L.J. Pollock,142.3869,-37.1545,259,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OBL_Z7_1_height,OBL_Z7_1_height,Eucalyptus obliqua,2009-02-25T05:22:17Z,Z7,Z7,142.3895,-37.1575,L.J. Pollock,142.3895,-37.1575,258,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAM_Z8_1_height,CAM_Z8_1_height,Eucalyptus camaldulensis subsp. camaldulensis,2009-02-25T05:49:06Z,Z8,Z8,142.4167,-37.172,L.J. Pollock,142.4167,-37.172,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVA_Z9_1_height,OVA_Z9_1_height,Eucalyptus ovata var. ovata,2009-02-25T06:10:39Z,Z9,Z9,142.4183,-37.1737,L.J. Pollock,142.4183,-37.1737,264,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_Z10_1_height,SAB_Z10_1_height,Eucalyptus sabulosa,2009-02-25T22:53:29Z,Z10,Z10,142.4737,-37.3468,L.J. Pollock,142.4737,-37.3468,283,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIMcyg_Z11_1_height,VIMcyg_Z11_1_height,Eucalyptus viminalis subsp. cygnetensis,2009-02-25T23:25:27Z,Z11,Z11,142.4715,-37.3421,L.J. Pollock,142.4715,-37.3421,283,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIMcyg_Z11_2_height,VIMcyg_Z11_2_height,Eucalyptus viminalis subsp. cygnetensis,2009-02-25T23:25:27Z,Z11,Z11,142.4715,-37.3421,L.J. Pollock,142.4715,-37.3421,283,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIMcyg_Z11_3_height,VIMcyg_Z11_3_height,Eucalyptus viminalis subsp. cygnetensis,2009-02-25T23:25:27Z,Z11,Z11,142.4715,-37.3421,L.J. Pollock,142.4715,-37.3421,283,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIMcyg_Z11_4_height,VIMcyg_Z11_4_height,Eucalyptus viminalis subsp. cygnetensis,2009-02-25T23:25:27Z,Z11,Z11,142.4715,-37.3421,L.J. Pollock,142.4715,-37.3421,283,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_Z12_1_height,SAB_Z12_1_height,Eucalyptus sabulosa,2009-02-25T23:52:56Z,Z12,Z12,142.453,-37.3201,L.J. Pollock,142.453,-37.3201,258,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_Z13_1_height,WIL_Z13_1_height,Eucalyptus falciformis,2009-02-25T23:57:36Z,Z13,Z13,142.45,-37.3178,L.J. Pollock,142.45,-37.3178,258,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAM_Z14_1_height,CAM_Z14_1_height,Eucalyptus camaldulensis subsp. camaldulensis,2009-02-26T00:19:53Z,Z14,Z14,142.4109,-37.2817,L.J. Pollock,142.4109,-37.2817,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_Z15_1_height,SAB_Z15_1_height,Eucalyptus sabulosa,2009-02-26T00:51:42Z,Z15,Z15,142.4269,-37.2731,L.J. Pollock,142.4269,-37.2731,235,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAM_Z16_1_height,CAM_Z16_1_height,Eucalyptus camaldulensis subsp. camaldulensis,NA,Z16,Z16,142.4269,-37.2731,L.J. Pollock,142.4269,-37.2731,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAM_Z17_1_height,CAM_Z17_1_height,Eucalyptus camaldulensis subsp. camaldulensis,2009-02-26T01:43:54Z,Z17,Z17,142.4594,-37.2638,L.J. Pollock,142.4594,-37.2638,237,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OBL_Z18_1_height,OBL_Z18_1_height,Eucalyptus obliqua,2009-02-26T01:53:44Z,Z18,Z18,142.4557,-37.2588,L.J. Pollock,142.4557,-37.2588,236,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEL_Z19_1_height,MEL_Z19_1_height,Eucalyptus melliodora,2009-02-26T02:07:11Z,Z19,Z19,142.4559,-37.2498,L.J. Pollock,142.4559,-37.2498,244,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_Z20a_1_height,WIL_Z20a_1_height,Eucalyptus falciformis,2009-02-26T02:22:47Z,Z20a,Z20a,142.4507,-37.2414,L.J. Pollock,142.4507,-37.2414,237,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_Z20_1_height,BAX_Z20_1_height,Eucalyptus baxteri,2009-02-26T02:23:44Z,Z20,Z20,142.4507,-37.2414,L.J. Pollock,142.4507,-37.2414,237,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_Z21_1_height,BAX_Z21_1_height,Eucalyptus baxteri,2009-02-26T02:40:53Z,Z21,Z21,142.4304,-37.2138,L.J. Pollock,142.4304,-37.2138,232,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVA_Z22_1_height,OVA_Z22_1_height,Eucalyptus ovata var. ovata,2009-02-26T03:12:09Z,Z22,Z22,142.3731,-37.1826,L.J. Pollock,142.3731,-37.1826,234,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAM_Z23_1_height,CAM_Z23_1_height,Eucalyptus camaldulensis subsp. camaldulensis,2009-02-26T03:19:47Z,Z23,Z23,142.3661,-37.1832,L.J. Pollock,142.3661,-37.1832,230,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEL_Z24_1_height,MEL_Z24_1_height,Eucalyptus melliodora,2009-02-26T03:27:03Z,Z24,Z24,142.3457,-37.1948,L.J. Pollock,142.3457,-37.1948,222,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEL_Z25_1_height,MEL_Z25_1_height,Eucalyptus melliodora,2009-02-26T03:37:45Z,Z25,Z25,142.3398,-37.1733,L.J. Pollock,142.3398,-37.1733,226,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAM_Z26_1_height,CAM_Z26_1_height,Eucalyptus camaldulensis subsp. camaldulensis,2009-02-26T03:39:44Z,Z26,Z26,142.3433,-37.1714,L.J. Pollock,142.3433,-37.1714,229,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVA_Z27_1_height,OVA_Z27_1_height,Eucalyptus ovata var. ovata,2009-02-26T03:41:42Z,Z27,Z27,142.3517,-37.1706,L.J. Pollock,142.3517,-37.1706,234,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_Z28_1_height,SAB_Z28_1_height,Eucalyptus sabulosa,2009-02-26T03:43:43Z,Z28,Z28,142.3609,-37.1748,L.J. Pollock,142.3609,-37.1748,237,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAM_Z29_1_height,CAM_Z29_1_height,Eucalyptus camaldulensis subsp. camaldulensis,2009-02-26T03:45:52Z,Z29,Z29,142.3683,-37.1783,L.J. Pollock,142.3683,-37.1783,235,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_Z30_1_height,BAX_Z30_1_height,Eucalyptus baxteri,2009-02-26T22:25:44Z,Z30,Z30,142.5086,-37.3735,L.J. Pollock,142.5086,-37.3735,331,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_Z31_1_height,SAB_Z31_1_height,Eucalyptus sabulosa,2009-02-26T22:39:11Z,Z31,Z31,142.5164,-37.3726,L.J. Pollock,142.5164,-37.3726,331,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_Z32_1_height,WIL_Z32_1_height,Eucalyptus falciformis,2009-02-26T23:00:47Z,Z32,Z32,142.5282,-37.3729,L.J. Pollock,142.5282,-37.3729,343,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_Z33_1_height,BAX_Z33_1_height,Eucalyptus baxteri,2009-02-26T23:05:32Z,Z33,Z33,142.5472,-37.3802,L.J. Pollock,142.5472,-37.3802,363,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_Z34_1_height,BAX_Z34_1_height,Eucalyptus baxteri,2009-02-26T23:25:07Z,Z34,Z34,142.5731,-37.3644,L.J. Pollock,142.5731,-37.3644,541,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALA_Z35_1_height,ALA_Z35_1_height,Eucalyptus alaticaulis,2009-02-27T00:39:22Z,Z35,Z35,142.6009,-37.3576,L.J. Pollock,142.6009,-37.3576,599,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVA_Z36_1_height,OVA_Z36_1_height,Eucalyptus ovata var. ovata,2009-02-27T00:41:53Z,Z36,Z36,142.6048,-37.3578,L.J. Pollock,142.6048,-37.3578,601,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_Z37_1_height,WIL_Z37_1_height,Eucalyptus falciformis,2009-02-27T00:44:42Z,Z37,Z37,142.6084,-37.3578,L.J. Pollock,142.6084,-37.3578,580,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALA_Z38_1_height,ALA_Z38_1_height,Eucalyptus alaticaulis,2009-02-27T00:48:44Z,Z38,Z38,142.6086,-37.3528,L.J. Pollock,142.6086,-37.3528,495,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_Z39_1_height,WIL_Z39_1_height,Eucalyptus falciformis,2009-02-27T01:02:21Z,Z39,Z39,142.6295,-37.3457,L.J. Pollock,142.6295,-37.3457,430,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIMcyg_Z40_1_height,VIMcyg_Z40_1_height,Eucalyptus viminalis subsp. cygnetensis,2009-02-27T01:07:16Z,Z40,Z40,142.6335,-37.346,L.J. Pollock,142.6335,-37.346,331,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIMcyg_Z40_2_height,VIMcyg_Z40_2_height,Eucalyptus viminalis subsp. cygnetensis,2009-02-27T01:07:16Z,Z40,Z40,142.6335,-37.346,L.J. Pollock,142.6335,-37.346,331,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_Z41_1_height,WIL_Z41_1_height,Eucalyptus falciformis,2009-02-27T01:10:25Z,Z41,Z41,142.6451,-37.34,L.J. Pollock,142.6451,-37.34,327,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIC_GVICA_1_height,VIC_GVICA_1_height,Eucalyptus victoriana,2008-06-18T23:09:15Z,GVICA,GVICA,142.344792,-37.276878,L.J. Pollock,142.344792,-37.276878,858,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_Q1_1_height,BAX_Q1_1_height,Eucalyptus baxteri,2009-03-18T01:13:39Z,Q1,Q1,142.44925,-37.42537,L.J. Pollock,142.44925,-37.42537,567,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OBL_Q2_1_height,OBL_Q2_1_height,Eucalyptus obliqua,2009-03-18T01:16:50Z,Q2,Q2,142.43985,-37.42483,L.J. Pollock,142.43985,-37.42483,368,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OBL_Q3_1_height,OBL_Q3_1_height,Eucalyptus obliqua,2009-03-18T01:26:12Z,Q3,Q3,142.42605,-37.42813,L.J. Pollock,142.42605,-37.42813,271,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_Q4_1_height,SAB_Q4_1_height,Eucalyptus sabulosa,2009-03-18T01:31:16Z,Q4,Q4,142.42545,-37.43055,L.J. Pollock,142.42545,-37.43055,267,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_Q5_1_height,BAX_Q5_1_height,Eucalyptus baxteri,2009-03-18T01:37:27Z,Q5,Q5,142.42523,-37.4378,L.J. Pollock,142.42523,-37.4378,308,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_Q6_1_height,BAX_Q6_1_height,Eucalyptus baxteri,2009-03-18T01:43:12Z,Q6,Q6,142.42518,-37.44115,L.J. Pollock,142.42518,-37.44115,339,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_Q7_1_height,BAX_Q7_1_height,Eucalyptus baxteri,2009-03-18T01:47:43Z,Q7,Q7,142.42393,-37.44278,L.J. Pollock,142.42393,-37.44278,335,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVA_Q8_1_height,OVA_Q8_1_height,Eucalyptus ovata var. ovata,2009-03-18T02:05:23Z,Q8,Q8,142.42203,-37.44583,L.J. Pollock,142.42203,-37.44583,320,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OBL_Q9_1_height,OBL_Q9_1_height,Eucalyptus obliqua,2009-03-18T02:25:38Z,Q9,Q9,142.42147,-37.44802,L.J. Pollock,142.42147,-37.44802,334,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_Q10_1_height,BAX_Q10_1_height,Eucalyptus baxteri,2009-03-18T02:41:06Z,Q10,Q10,142.4,-37.47222,L.J. Pollock,142.4,-37.47222,306,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_Q11_1_height,SAB_Q11_1_height,Eucalyptus sabulosa,2009-03-18T02:48:02Z,Q11,Q11,142.39085,-37.47837,L.J. Pollock,142.39085,-37.47837,284,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OBL_Q12_1_height,OBL_Q12_1_height,Eucalyptus obliqua,2009-03-18T02:52:39Z,Q12,Q12,142.3858,-37.47935,L.J. Pollock,142.3858,-37.47935,248,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SER_MTL1_1_height,SER_MTL1_1_height,Eucalyptus serraensis,2007-12-10T23:07:31Z,MTL1,MTL1,142.515423,-37.258482,L.J. Pollock,142.515423,-37.258482,899,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_GRS1_1_height,WIL_GRS1_1_height,Eucalyptus falciformis,2007-09-28T03:38:16Z,GRS1,GRS1,142.532772,-37.296628,L.J. Pollock,142.532772,-37.296628,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_GRS3_1_height,BAX_GRS3_1_height,Eucalyptus baxteri,2007-09-28T04:44:22Z,GRS3,GRS3,142.449653,-37.424216,L.J. Pollock,142.449653,-37.424216,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_GRS4_1_height,SAB_GRS4_1_height,Eucalyptus sabulosa,2007-09-28T04:55:27Z,GRS4,GRS4,142.424668,-37.426254,L.J. Pollock,142.424668,-37.426254,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAM_GRS5_1_height,CAM_GRS5_1_height,Eucalyptus camaldulensis subsp. camaldulensis,2007-09-28T05:03:43Z,GRS5,GRS5,142.407425,-37.424744,L.J. Pollock,142.407425,-37.424744,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OBL_GRS12_1_height,OBL_GRS12_1_height,Eucalyptus obliqua,2007-09-29T00:47:08Z,GRS12,GRS12,142.444018,-37.151093,L.J. Pollock,142.444018,-37.151093,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OBL_GRS13_1_height,OBL_GRS13_1_height,Eucalyptus obliqua,2007-09-29T01:01:32Z,GRS13,GRS13,142.436665,-37.168252,L.J. Pollock,142.436665,-37.168252,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_GRS19_1_height,SAB_GRS19_1_height,Eucalyptus sabulosa,2007-09-29T05:23:01Z,GRS19,GRS19,142.524666,-37.09009,L.J. Pollock,142.524666,-37.09009,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_GRS20_1_height,BAX_GRS20_1_height,Eucalyptus baxteri,2007-09-29T05:37:29Z,GRS20,GRS20,142.477059,-36.986016,L.J. Pollock,142.477059,-36.986016,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_GRS21_1_height,BAX_GRS21_1_height,Eucalyptus baxteri,2007-09-29T05:47:33Z,GRS21,GRS21,142.462485,-36.956814,L.J. Pollock,142.462485,-36.956814,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_GRS22_1_height,ARE_GRS22_1_height,Eucalyptus arenacea,2007-09-29T06:09:37Z,GRS22,GRS22,142.410995,-36.891487,L.J. Pollock,142.410995,-36.891487,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_GRS23_1_height,ARE_GRS23_1_height,Eucalyptus arenacea,2007-09-29T06:21:30Z,GRS23,GRS23,142.384993,-36.87936,L.J. Pollock,142.384993,-36.87936,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GON_GRS24_1_height,GON_GRS24_1_height,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2007-09-29T06:27:06Z,GRS24,GRS24,142.383137,-36.889096,L.J. Pollock,142.383137,-36.889096,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GON_GRS25_1_height,GON_GRS25_1_height,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2007-09-29T06:56:05Z,GRS25,GRS25,142.37405,-36.901251,L.J. Pollock,142.37405,-36.901251,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SER_GPS11_1_height,SER_GPS11_1_height,Eucalyptus serraensis,2007-09-28T23:51:40Z,GPS11,GPS11,142.503388,-37.151657,L.J. Pollock,142.503388,-37.151657,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVA_GPS14_1_height,OVA_GPS14_1_height,Eucalyptus ovata var. ovata,2007-09-29T01:38:10Z,GPS14,GPS14,142.42479,-37.173719,L.J. Pollock,142.42479,-37.173719,255,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_GPS16_1_height,BAX_GPS16_1_height,Eucalyptus baxteri,2007-09-29T02:25:31Z,GPS16,GPS16,142.394528,-37.176142,L.J. Pollock,142.394528,-37.176142,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAM_GPS17_1_height,CAM_GPS17_1_height,Eucalyptus camaldulensis subsp. camaldulensis,2007-09-29T02:48:54Z,GPS17,GPS17,142.41637,-37.245219,L.J. Pollock,142.41637,-37.245219,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALA_GPS6_1_height,ALA_GPS6_1_height,Eucalyptus alaticaulis,2007-09-28T06:51:23Z,GPS6,GPS6,142.561584,-37.261133,L.J. Pollock,142.561584,-37.261133,692,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VER_gftop_1_height,VER_gftop_1_height,Eucalyptus verrucata,2007-12-10T04:44:16Z,gftop,gftop,142.400292,-37.490724,L.J. Pollock,142.400292,-37.490724,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALA_TBGN2_1_stem,NA,Eucalyptus alaticaulis,NA,TBGN2,TBGN2,142.4965,-37.3559,L.J. Pollock,NA,NA,NA,NA,0.83075,3.323,4,1.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_BLK1_1_stem,NA,Eucalyptus arenacea,NA,BLK1,BLK1,142.4895,-37.1851,L.J. Pollock,NA,NA,NA,NA,0.714909091,3.932,5.5,1.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_BLK1_2_stem,NA,Eucalyptus arenacea,NA,BLK1,BLK1,142.4895,-37.1851,L.J. Pollock,NA,NA,NA,NA,0.558,1.674,3,0.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_MGN2_1_stem,NA,Eucalyptus baxteri,NA,MGN2,MGN2,142.4587,-37.4224,L.J. Pollock,NA,NA,NA,NA,0.574347826,5.284,9.2,2.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_MGN2_2_stem,NA,Eucalyptus baxteri,NA,MGN2,MGN2,142.4587,-37.4224,L.J. Pollock,NA,NA,NA,NA,0.633,2.532,4,0.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VER_CGS1_1_stem,NA,Eucalyptus verrucata,NA,CGS1,CGS1,142.3645,-37.572,L.J. Pollock,NA,NA,NA,NA,0.866140351,4.937,5.7,2.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_MGS5_1_stem,NA,Eucalyptus baxteri,NA,MGS5,MGS5,142.4574,-37.4269,L.J. Pollock,NA,NA,NA,NA,0.743714286,7.809,10.5,2.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_CGS7_1_stem,NA,Eucalyptus baxteri,NA,CGS7,CGS7,142.3673,-37.5679,L.J. Pollock,NA,NA,NA,NA,0.757714286,2.652,3.5,1.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_MGS3_1_stem,NA,Eucalyptus baxteri,NA,MGS3,MGS3,142.4574,-37.4621,L.J. Pollock,NA,NA,NA,NA,0.708857143,4.962,7,1.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_MGS4_1_stem,NA,Eucalyptus baxteri,NA,MGS4,MGS4,142.4577,-37.4263,L.J. Pollock,NA,NA,NA,NA,0.667,6.67,10,3.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_MGN5_1_stem,NA,Eucalyptus baxteri,NA,MGN5,MGN5,142.4577,-37.4244,L.J. Pollock,NA,NA,NA,NA,0.623428571,2.182,3.5,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_MGN5 SM_1_stem,NA,Eucalyptus baxteri,NA,MGN5 SM,MGN5,142.4577,-37.4244,L.J. Pollock,NA,NA,NA,NA,0.73611465,11.557,15.7,0.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_Site M_1_stem,NA,Eucalyptus baxteri,NA,Site M,Site M,NA,NA,L.J. Pollock,NA,NA,NA,NA,0.5966,2.983,5,0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_Site M_2_stem,NA,Eucalyptus baxteri,NA,Site M,Site M,NA,NA,L.J. Pollock,NA,NA,NA,NA,0.6232,1.558,2.5,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
