taxon_name,ParGenTax,ParTribeTax,ParSubfamTax,ParFamTax,ParOrdTax,ParCladeTax,reference,url,pollination,wind_water_animal_pollination,wind_pollination_explicitly_tested,pollination_text,pollination_data_source,syndrome_or_system,confidence_score,pollination_reward,nectar,scent,pollination_reward_text,pollination_reward_data_source,rank_scored_at,entered_by,entry_date
Pollia thyrsiflora,Pollia,NA,NA,Commelinaceae,Commelinales,Commelinidae,iNaturalist. (2022). Pollia thyrsiflora. iNaturalist. https://www.inaturalist.org/taxa/636089-Pollia-thyrsiflora,https://www.inaturalist.org/taxa/636089-Pollia-thyrsiflora,insect,animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,no,,"""Flowers lack nectar and are open for only a few hours during the day."" Kubitzki Commelinaceae",explicit from the text (described as such),species,Ruby Stephens,24/11/2022
Tradescantia spathacea,Tradescantia,NA,NA,Commelinaceae,Commelinales,Commelinidae,"Kew Science. (2022). Tradescantia spathacea Sw. Plants of the World Online. Retrieved 25 January 2022, from https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:173471-1",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:173471-1,insect,animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,no,,"""Flowers lack nectar and are open for only a few hours during the day."" Kubitzki Commelinaceae",explicit from the text (described as such),species,Ruby Stephens,25/1/2022
Xiphidium caeruleum,Xiphidium,NA,Haemodoroideae,Haemodoraceae,Commelinales,Commelinidae,"Buchmann, S. L. (1980). Preliminary Anthecological Observations on Xiphidium caeruleum Aubl. (Monocotyledoneae: Haemodoraceae) in Panama. Journal of the Kansas Entomological Society, 53(4), 685–699.",http://www.jstor.org/stable/25084098,bee,animal,no,"""evidence for buzz polli nation in Xiphidium caeruleum Aubl...Hymenopteran visitors were females of Paratetrapedia calcarata (Cr.), an exomalopsine bee, and both sexes of Euglossa imperialis Ckll. (Apidae: Euglossini). Female E. imperialis upon landing on the flowers, shivered their indirect flight muscles producing an audible ""buzz"", thus vibrating the stamens and entire flower. This buzzing behavior resulted in rapid pollen release from the androecial apical slits and was an efficient means of pollen collection used by these ""orchid bees."" Males of this species also visited the nectarless flowers of Xiphidium apparently to collect the components making up the floral odor""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",pollen,no,yes,"""When the flowers were first encountered I considered them to have no floral odor. If many flowers were placed in a clean, closed jar and set in a warm place, in a few minutes the floral scent was easily detectable. The floral odor is not very strong yet was certainly powerful enough to attract many bees. The areas of scent production on the perianth have been termed osmophores (Vogel, 1963). These regions of osmophore tissue (visualized by soaking the flowers in an aqueous solution of neutral red) were highly scattered over all the tepals in Xiphidium (Fig. 2C) but were most numerous toward the tepal apices...Xiphidium, the flowers of which produce no nectar.""",explicit from the text (described as such),species,Ruby Stephens,25/1/2022
Anigozanthos flavidus,Anigozanthos,NA,NA,Haemodoraceae,Commelinales,Commelinidae,"Western Australian Herbarium, B. and C. S. (2022). Florabase—The Western Australian Flora (State of Western Australia). Western Australian Herbarium, Biodiversity and Conservation Science, Department of Biodiversity, Conservation and Attractions. Retrieved 25 January 2022, from https://florabase.dpaw.wa.gov.au/browse/profile/21227",https://florabase.dpaw.wa.gov.au/browse/profile/21227,bird and insect,animal,no,"""Fertile flowers hermaphrodite. Unisexual flowers absent. Plants hermaphrodite. Floral nectaries present. Nectar secretion from the gynoecium (via septal nectaries). Entomophilous, or ornithophilous, or pollinated by unusual means.""",explicit from the text (described as such),syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",nectar,yes,,"""Floral nectaries present""",explicit from the text (described as such),genus,Ruby Stephens,24/11/2022
Hanguana malayana,Hanguana,NA,NA,Hanguanaceae,Commelinales,Commelinidae,"Bayer, C., Appel, O., & Rudall, P. J. (1998). Hanguanaceae. In K. Kubitzki (Ed.), Flowering Plants · Monocotyledons: Alismatanae and Commelinanae (except Gramineae) (pp. 223–225). Springer. https://doi.org/10.1007/978-3-662-03531-3_21",https://doi.org/10.1007/978-3-662-03531-3_21,insect,animal,no,"""Nectar secretion, which occurs in both male and female flowers, indicates insect pol- lination. According to Maury (1888), insects might be attracted by the more conspicuous yellowish nectaries of male flowers and by the pink ovary of female flowers.""",explicit from the text (described as such),syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",nectar,yes,,"""Floral nectaries absent (nectaries lacking). Autogamous or entomophilous (but without nectar)""",explicit from the text (described as such),genus,Ruby Stephens,25/1/2022
Hanguana podzolica,Hanguana,NA,NA,Hanguanaceae,Commelinales,Commelinidae,,,,,,,,,,,,,,,,Ruby Stephens,25/1/2022
Philydrella pygmaea,Philydrella,NA,NA,Philydraceae,Commelinales,Commelinidae,iNaturalist. (2022). Philydrella pygmaea. iNaturalist. https://www.inaturalist.org/taxa/568504-Philydrella-pygmaea,https://www.inaturalist.org/taxa/568504-Philydrella-pygmaea,insect,animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,25/1/2022
Philydrum lanuginosum,Philydrum,NA,NA,Philydraceae,Commelinales,Commelinidae,"Kew Science. (2022). Philydrum lanuginosum Banks & Sol. ex Gaertn. Plants of the World Online. Retrieved 25 January 2022, from https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:676146-1",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:676146-1,insect,animal,no,"""No field observations on the pollination of the nectarless and scentless pollen flow- ers of the Philydraceae are known. Cultivated plants of Philydrum lanuginosum, which regularly set seeds, are autogamous. The pale yellow flowers last only 1 day, and the few flowers of the whole inflorescence bloom simultaneously. After anthe- sis the tepals and bract close around the pistil and stamen. The twisted anther comes into contact with the stigma, and the pollen tetrads germinate partly inside the dehiscent anther. It is unknown whether entomogamy occurs in nature."" Text from Kubitzki",guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,25/1/2022
Heteranthera limosa,Heteranthera,NA,NA,Pontederiaceae,Commelinales,Commelinidae,"Barrett, S. C. (2021). Heteranthery. Current Biology, 31(12), R774–R776.",https://pdf-sciencedirectassets-com.simsrad.net.ocs.mq.edu.au/272099/1-s2.0-S0960982220X00133/1-s2.0-S0960982221003791/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEFwaCXVzLWVhc3QtMSJIMEYCIQC%2Fk%2Fqjrncm%2BhO3Um5crubv8OaJ2oXDaMYx%2Fc9e%2FAJOiQIhALLeh%2Fq7%2B0P%2FiY3phXsD1A6%2F7HQXf%2FTIyCPRJxqLcDVgKoMECIX%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQBBoMMDU5MDAzNTQ2ODY1Igx5%2BUQjtq8TNlZMbY0q1wMhBqU9njgSlekHDhSI2aT9ZwCa6VoYkhfYx8Nfbe6shhQHi76oyBZC1HZixFr7CLLmMlVmE7IOwI8i5HoEOlTlsFY1ffH02o4soW5o5AVbkzjPYNh0MoXBXxQe3%2FP869GQnsISJZVyRtH7Lk23hTXMM2pCJrIJVGHYVqkBWn7cEXNxNee%2BWM9IzoHsAwhGBA0MCR6e%2Bn8ro5Vvds7VK0fiVPGGfRkXfan8v2go9C70wlxQ7aOrUw5nXoGWxfGUzZD3m%2FcZlQA6rZrGhVJ%2Ff53k4odVGXxYRBGKgHXtEzbr6MZHhXJbPhm6za6BOW3iEoANYEj9HIigU0PplFGv4rs1iH1L%2FA7s6BKZM418FrlyrkPdGT9BREdX5csgq15ALiW%2B9lK8xJLHd90id1TrI6KkODIIgMRfzal6%2FgpOyX033RGGzZ8rxBbv2zT%2Fvq15AGz6QOGOTSaNfH5Vfq%2FIeFUSFfhhPxsao6c9hmeR8lxzxXrWicciummbGc0cj2QiBRQ3ffgorh4n1mNzAmATJT51h5Z17BVFVmG4%2FA3RBynyJj9HYNziHA6WTuxLiQUNQD2ExlUENfisE2ICJiuZNIcGXX47DnQ11%2F8jQSxQiKgx%2Fk0g5woJLgAwveW9jwY6pAHsQmVKWcKeiQDlwL9SYBfifECDeetxaUg6jRsFt7YhQyCvjkRHGimK6oczwas6RVRKAftopqqoLmgb2drXiP%2FWr0llVoQA8g5ApZMbzTlvHZUI2sdJw0Z2KvbGHbRpZHoQhE2n9qGVm5v1cDzDmm0q75HklvQtKO3h8JFrgSoTQBZ9BB8yIRapmLFmVTUBCEQUY9IhieMKPZHqBiD%2Fzh350qBhQw%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220125T040627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYSBSQ7P7Z%2F20220125%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=4824db41a46416c79b61e5f1cfd1128c067298efc34393c4cb56b8036cd402d6&hash=a451b97ba615d536dec6e3d61ac83460991b8c848483f9dc4d07fc3d6d42ed4f&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0960982221003791&tid=spdf-077185b3-610f-4776-b0ea-6751df605a60&sid=f9f991d49ba9b74bd08a5150b9496ca3d271gxrqa&type=client,insect,animal,no,"""(E) Enantiostylous Heteranthera limosa (Pontederiaceae), with conspicuous yellow feeding anthers in front of the yellow nectar guides and a single blue pollinating anther deflected to the side of the flower.""",interpreted from the text,syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",,,,,,species,Ruby Stephens,25/1/2022
Pontederia cordata,Pontederia,NA,NA,Pontederiaceae,Commelinales,Commelinidae,"Harder, L. D., & Barrett, S. C. H. (1992). The Energy Cost of Bee Pollination for Pontederia cordata (Pontederiaceae). Functional Ecology, 6(2), 226–233. https://doi.org/10.2307/2389759",http://www.jstor.org/stable/2389759,bee,animal,no,"""Pontederia cordata L. (Pontederiaceae) appears to pay an inordinately large cost of animal pollination...this species requires pollinators only for the first few hours of flowering, because: (1) a diverse pollinator fauna actively visits its flowers (Wolfe & Barrett 1988); (2) pollen tubes reach the ovary within 2h of pollination (Wolfe 1985; Anderson & Barrett 1986); and (3) each flower contains only one ovule. Sur- prisingly, even though fertilization occurs quickly, Pontederia cordata flowers produce nectar until they wilt (Wolfe & Barrett 1987)...During the study period, P. cordata primarily received visits from Melissodes apicata Lovell and Cockerell (Hymenoptera, Anthophoridae) and workers of several bumble-bee species...Less common visitors included an unidentified skipper (Lepidoptera, Hesperiidae), Hemaris diffinus (Boisduval) (Lepidoptera, Sphingidae), Dufourea novae-angliae (Robertson) (Hymenoptera, Halictidae) and an unidentified leaf- cutter bee (Hymenoptera, Megachilidae, Megachile sp.)...pollen dispersal was essentially complete by midday, when Melissoides apicata stopped foraging.""",interpreted from the text,system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar and pollen,yes,,"""Pontederia cordata L. (Pontederiaceae) appears to pay an inordinately large cost of animal pollination...this species requires pollinators only for the first few hours of flowering, because: (1) a diverse pollinator fauna actively visits its flowers (Wolfe & Barrett 1988); (2) pollen tubes reach the ovary within 2h of pollination (Wolfe 1985; Anderson & Barrett 1986); and (3) each flower contains only one ovule. Sur- prisingly, even though fertilization occurs quickly, Pontederia cordata flowers produce nectar until they wilt (Wolfe & Barrett 1987)...During the study period, P. cordata primarily received visits from Melissodes apicata Lovell and Cockerell (Hymenoptera, Anthophoridae) and workers of several bumble-bee species...Less common visitors included an unidentified skipper (Lepidoptera, Hesperiidae), Hemaris diffinus (Boisduval) (Lepidoptera, Sphingidae), Dufourea novae-angliae (Robertson) (Hymenoptera, Halictidae) and an unidentified leaf- cutter bee (Hymenoptera, Megachilidae, Megachile sp.)...pollen dispersal was essentially complete by midday, when Melissoides apicata stopped foraging.""",explicit from the text (described as such),species,Ruby Stephens,25/1/2022
