genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,created_by
Cyanothamnus,Cyanothamnus anemonifolius subsp. anemonifolius,shrub to 1.5 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Duretto, M.F. (1999). Rutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 153 - 197. Inkata Press, Melbourne."
Cyanothamnus,Cyanothamnus anemonifolius subsp. aurifodinus,shrub to 1.2 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Duretto, M.F. (1999). Rutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 153 - 197. Inkata Press, Melbourne."
Cyanothamnus,Cyanothamnus nanus,prostrate or procumbent subshrub with branches to circa 30 cm long;,NA,NA,NA,NA,subshrub,subshrub,NA,NA,NA,NA,prostrate,prostrate procumbent,NA,NA,"Duretto, M.F. (1999). Rutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 153 - 197. Inkata Press, Melbourne."
Cyanothamnus,Cyanothamnus polygalifolius,"glabrous, decumbent subshrub, often several-branched from near base,",NA,NA,NA,NA,subshrub,subshrub,NA,NA,NA,NA,decumbent,decumbent,NA,NA,"Neville Walsh, 26 May 2016"
Cyanothamnus,Cyanothamnus anemonifolius subsp. variabilis,shrub to circa 1.2 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Duretto, M.F. (1999). Rutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 153 - 197. Inkata Press, Melbourne."
Cyanothamnus,Cyanothamnus coerulescens subsp. coerulescens,"usually a spindly shrub to circa 60 cm high (rarely more), glabrous to puberulous throughout;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spindly,spindly,woody,NA,"Duretto, M.F. (1999). Rutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 153 - 197. Inkata Press, Melbourne."
Cyanothamnus,Cyanothamnus nanus var. pubescens,NA,NA,NA,NA,NA,subshrub,inferred_from_species,NA,NA,NA,NA,NA,NA,NA,NA,"Duretto, M.F. (1999). Rutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 153 - 197. Inkata Press, Melbourne."
Cyanothamnus,Cyanothamnus nanus var. nanus,NA,NA,NA,NA,NA,subshrub,inferred_from_species,NA,NA,NA,NA,NA,NA,NA,NA,"Duretto, M.F. (1999). Rutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 153 - 197. Inkata Press, Melbourne."
Cyanothamnus,Cyanothamnus nanus var. hyssopifolius,NA,NA,NA,NA,NA,subshrub,inferred_from_species,NA,NA,NA,NA,NA,NA,NA,NA,"Duretto, M.F. (1999). Rutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 153 - 197. Inkata Press, Melbourne."
Cyanthillium,Cyanthillium,"annual or perennial herbs or subshrubs,",annual perennial,annual perennial,NA,NA,herb subshrub,herbs subshrubs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1999). Asteraceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 652 - 666. Inkata Press, Melbourne."
Cyanthillium,Cyanthillium cinereum var. cinereum,"erect herb mostly 20-120 cm high, branched above;",NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Neville Walsh, 15 Feb. 2018"
Cyathea,Cyathea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Entwisle, T.J. (1994). Ferns and allied plants (Psilophyta, Lycopodiophyta, Polypodiophyta). In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 13 - 111. Inkata Press, Melbourne."
Cyathea,Cyathea australis subsp. australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neville Walsh, 11 Feb. 2021"
Cyathea,Cyathea cooperi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andre Messina, 16 Jun. 2014"
Cyathea,Cyathea cunninghamii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Entwisle, T.J. (1994). Ferns and allied plants (Psilophyta, Lycopodiophyta, Polypodiophyta). In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 13 - 111. Inkata Press, Melbourne."
Cyathea,Cyathea leichhardtiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Entwisle, T.J. (1994). Ferns and allied plants (Psilophyta, Lycopodiophyta, Polypodiophyta). In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 13 - 111. Inkata Press, Melbourne."
Cyathea,Cyathea xmarcescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyatheaceae,Cyatheaceae,treeferns.,NA,NA,NA,NA,fern palmoid,treeferns,NA,NA,NA,NA,NA,NA,NA,NA,"Entwisle, T.J. (1994). Ferns and allied plants (Psilophyta, Lycopodiophyta, Polypodiophyta). In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 13 - 111. Inkata Press, Melbourne."
Cyathochaeta,Cyathochaeta,rhizomatous perennials.,perennial,perennials,NA,NA,herb graminoid,inferred_from_family,NA,NA,NA,NA,rhizomatous,rhizomatous,herbaceous,NA,"Wilson, K.L. (1994). Cyperaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 238 - 356. Inkata Press, Melbourne."
Cyathochaeta,Cyathochaeta diandra,tuft-forming perennial.,perennial,perennial,NA,NA,herb graminoid,inferred_from_family,NA,NA,NA,NA,tufted,tuft,herbaceous,NA,"Wilson, K.L. (1994). Cyperaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 238 - 356. Inkata Press, Melbourne."
Cycloloma,Cycloloma,erect or spreading annual or biennial herb.,annual biennial,annual biennial,NA,NA,herb,herb,NA,NA,NA,NA,erect spreading,erect spreading,herbaceous,NA,"Walsh, N.G. (1996). Chenopodiaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 129 - 199. Inkata Press, Melbourne."
Cycloloma,Cycloloma atriplicifolium,"Plants to circa 60 cm high, 80 cm wide, somewhatwoodybase.",NA,NA,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1996). Chenopodiaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 129 - 199. Inkata Press, Melbourne."
Cyclosorus,Cyclosorus,NA,NA,NA,NA,NA,fern,inferred_from_family,terrestrial,inferred_from_family,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Andre Messina, 17 Jun. 2014"
Cyclosorus,Cyclosorus interruptus,NA,NA,NA,NA,NA,fern,inferred_from_family,terrestrial,inferred_from_family,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Andre Messina, 17 Jun. 2014"
Cyclospermum,Cyclospermum,glabrous annual herbs with small taproots.,annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Neville Walsh, 13 Jan. 2016"
Cyclospermum,Cyclospermum leptophyllum,slender herb to 70 cm high.,annual,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Neville Walsh, 13 Jan. 2016"
Cycnogeton,Cycnogeton,"perennial aquatic herbs, emergent, rarely submerged;",perennial,perennial,NA,NA,herb,herbs,aquatic,submerged aquatic,NA,NA,submerged,submerged,herbaceous,NA,"Andre Messina, 28 Jul. 2014"
Cycnogeton,Cycnogeton procerum,"robust, rhizomatous, emergent, perennial, aquatic herb.",perennial,perennial,NA,NA,herb,herb,aquatic,aquatic,NA,NA,rhizomatous,rhizomatous,herbaceous,NA,"Andre Messina, 22 Jul. 2014"
Cycnogeton,Cycnogeton dubium,similar to cycnogeton procerum but plants more slender;,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,aquatic,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Andre Messina, 22 Jul. 2014"
Cycnogeton,Cycnogeton alcockiae,similar to cycnogeton procerum but plants never robust;,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,aquatic,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Conn, B.J.; Aston, H.I. (1994). Juncaginaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 137 - 146. Inkata Press, Melbourne."
Cycnogeton,Cycnogeton microtuberosum,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,aquatic,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Andre Messina, 22 Jul. 2014"
Cycnogeton,Cycnogeton rheophilum,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,aquatic,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Andre Messina, 22 Jul. 2014"
Cycnogeton,Cycnogeton multifructum,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,aquatic,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Andre Messina, 22 Jul. 2014"
Cylindropuntia,Cylindropuntia,"erect or spreading multi-branched shrubs or small trees, growth indefinite.",perennial,inferred_from_family,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Val Stajsic, 24 Jul. 2017"
Cylindropuntia,Cylindropuntia tunicata,"low, spreading shrub, 30-60 cm high, trunk .",perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Stajsic, V.; Carr, G. W. (1996). Cactaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 119 - 129. Inkata Press, Melbourne."
Cylindropuntia,Cylindropuntia spinosior,"erect spreading shrub to 1-2 m high, 1-3 m across, muchbranched above the cylindric (to circa 15cm diam.), woody trunk.",perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Val Stajsic, 24 Jul. 2017"
Cylindropuntia,Cylindropuntia imbricata,"arborescent shrub to circa 3 m high, muchbranched above the cylindric (to circa 23 cm diam.), woody trunk.",perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,arborescent,arborescent,woody,NA,"Neville Walsh, 4 Apr. 2017"
Cylindropuntia,Cylindropuntia pallida,"low rounded or erect spreading shrub to 0.5-1(-2) m high, muchbranched above the cylindric (to circa 10 cm diam.), woody trunk.",perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Val Stajsic, 24 Jul. 2017"
Cylindropuntia,Cylindropuntia kleiniae,"erect open shrub to 0.5-2.5 m high and to 4 m across, muchbranched above the cylindric (3-7 cm diam.), woody trunk.",perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect open,erect open,woody,NA,"Val Stajsic, 24 Jul. 2017"
Cymbalaria,Cymbalaria,perennial herbs.,perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Barker, W.R. (1999). Scrophulariaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 483 - 528. Inkata Press, Melbourne."
Cymbalaria,Cymbalaria muralis subsp. muralis,"procumbent herb,",perennial,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,prostrate,procumbent,herbaceous,NA,"Barker, W.R. (1999). Scrophulariaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 483 - 528. Inkata Press, Melbourne."
Cymbonotus,Cymbonotus,rosetted perennial or annual herbs;,annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1999). Asteraceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 652 - 666. Inkata Press, Melbourne."
Cymbonotus,Cymbonotus lawsonianus,NA,NA,NA,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1999). Asteraceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 652 - 666. Inkata Press, Melbourne."
Cymbonotus,Cymbonotus preissianus,NA,NA,NA,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1999). Asteraceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 652 - 666. Inkata Press, Melbourne."
Cymbopogon,Cymbopogon,"tufted, usually aromatic perennials, rarely annuals.",annual perennial,annuals perennials,NA,NA,herb graminoid,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1994). Poaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 356 - 627. Inkata Press, Melbourne."
Cymbopogon,Cymbopogon refractus,"tufted, slightly lemon-scented perennial, culms to circa 1.2 m high.",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1994). Poaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 356 - 627. Inkata Press, Melbourne."
Cymbopogon,Cymbopogon obtectus,"tufted, lemon-scented perennial, culms to circa 1 m high.",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1994). Poaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 356 - 627. Inkata Press, Melbourne."
Cymodoceaceae,Cymodoceaceae,"marine, perennial, submerged herbs, dioecious;",perennial,perennial,NA,NA,herb,herbs,aquatic,submerged marine,dioecious,dioecious,submerged,submerged,herbaceous,NA,"Conn, B.J. (1994). Cymodoceaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 161 - 162. Inkata Press, Melbourne."
Cynara,Cynara,"perennial herbs, spiny;",perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1999). Asteraceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 652 - 666. Inkata Press, Melbourne."
Cynara,Cynara cardunculus subsp. flavescens,stout herb to 2 m high;,perennial,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Andre Messina, 15 Nov. 2016"
Cynodon,Cynodon,stoloniferous perennials.,perennial,perennials,NA,NA,herb graminoid,inferred_from_life_history,NA,NA,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,"Walsh, N.G. (1994). Poaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 356 - 627. Inkata Press, Melbourne."
Cynodon,Cynodon dactylon,"perennial spreading by tough,",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,spreading,spreading,herbaceous,NA,"Walsh, N.G. (1994). Poaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 356 - 627. Inkata Press, Melbourne."
Cynodon,Cynodon dactylon var. dactylon,NA,perennial,inferred_from_genus,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1994). Poaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 356 - 627. Inkata Press, Melbourne."
Cynodon,Cynodon transvaalensis,"stoloniferous perennial, culms ascending, to circa 15 cm high,  exceeding leaves.",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,decumbent stoloniferous,ascending stoloniferous,herbaceous,NA,"Walsh, N.G. (1994). Poaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 356 - 627. Inkata Press, Melbourne."
Cynodon,Cynodon dactylon var. pulchellus,NA,perennial,inferred_from_genus,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1994). Poaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 356 - 627. Inkata Press, Melbourne."
Cynoglossum,Cynoglossum,"perennial (in victoria) or annual rosetted herbs,",annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1999). Boraginaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 387 - 411. Inkata Press, Melbourne."
Cynoglossum,Cynoglossum australe,herb mostly to circa 75 cm (rarely to 1.2 m) high.,NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1999). Boraginaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 387 - 411. Inkata Press, Melbourne."
Cynosurus,Cynosurus cristatus,"tufted perennial, culms erect, to 80 cm high.",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Walsh, N.G. (1994). Poaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 356 - 627. Inkata Press, Melbourne."
Cynosurus,Cynosurus,tufted annuals or perennials.,annual perennial,annuals perennials,NA,NA,herb graminoid,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1994). Poaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 356 - 627. Inkata Press, Melbourne."
Cynosurus,Cynosurus echinatus,"slender tufted annual, culms erect, to 80 cm high.",annual,annual,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Walsh, N.G. (1994). Poaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 356 - 627. Inkata Press, Melbourne."
Cyperaceae,Cyperaceae,"perennial or annual, monoecious or (very rarely) dioecious herbs, often with a g or  habit, tufted or rhizomatous, sometimes stoloniferous, rarely tuber-producing.",annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,dioecious monoecious,dioecious monoecious,rhizomatous stoloniferous,rhizomatous stoloniferous,herbaceous,NA,"Wilson, K.L. (1994). Cyperaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 238 - 356. Inkata Press, Melbourne."
Cyperus,Cyperus squarrosus,"dwarf tufted annual, curry-scented when dried.",annual,annual,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Wilson, K.L. (1994). Cyperaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 238 - 356. Inkata Press, Melbourne."
Cyperus,Cyperus reflexus,slender perennial with short thick rhizome.,perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,rhizomatous,rhizome,herbaceous,NA,"Wilson, K.L. (1994). Cyperaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 238 - 356. Inkata Press, Melbourne."
Cyperus,Cyperus gracilis,"small, densely tufted perennial, often proliferating.",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Wilson, K.L. (1994). Cyperaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 238 - 356. Inkata Press, Melbourne."
Cyperus,Cyperus hamulosus,"dwarf tufted annual, curry-scented when dry.",annual,annual,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Wilson, K.L. (1994). Cyperaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 238 - 356. Inkata Press, Melbourne."
Cyperus,Cyperus vaginatus,"tussock-forming perennial, occasionally proliferating.",perennial,perennial,NA,NA,tussock graminoid,tussock,NA,NA,NA,NA,caespitose,tussock,herbaceous,inferred_from_growth_form,"Wilson, K.L. (1994). Cyperaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 238 - 356. Inkata Press, Melbourne."
Cyperus,Cyperus brevifolius,slender perennial with long slender rhizome.,perennial,perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,rhizomatous,rhizome,herbaceous,NA,"Wilson, K.L. (1994). Cyperaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 238 - 356. Inkata Press, Melbourne."
Cyperus,Cyperus gymnocaulos,"tussock-forming perennial, occasionally proliferating.",perennial,perennial,NA,NA,tussock graminoid,tussock,NA,NA,NA,NA,caespitose,tussock,herbaceous,inferred_from_growth_form,"Wilson, K.L. (1994). Cyperaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 238 - 356. Inkata Press, Melbourne."
Cyperus,Cyperus rigidellus,"slender annual or tufted perennial, occasionally viscid.",annual perennial,annual perennial,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Wilson, K.L. (1994). Cyperaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 238 - 356. Inkata Press, Melbourne."
Cyperus,Cyperus lucidus,robust tussock-forming perennial with short thick rhizome.,perennial,perennial,NA,NA,tussock graminoid,tussock,NA,NA,NA,NA,caespitose rhizomatous,tussock rhizome,herbaceous,inferred_from_growth_form,"Wilson, K.L. (1994). Cyperaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 238 - 356. Inkata Press, Melbourne."
