Genus_Species,family,Photosynthetic.pathway (confirmed using data from literature or TERN stable isotope analysis),Photosyntehtic.pathway (inferred from lineage),Photosynthetic pathway (combined),Source,Justification for inference based on lineage,Notes 
Eremophila_duttonii,Scrophulariaceae,C3,,C3,TRY,,
Eremophila_forrestii,Scrophulariaceae,C3,,C3,TERN SIA,,
Eremophila_freelingii,Scrophulariaceae,C3,,C3,TERN SIA,,
Eremophila_glabra,Scrophulariaceae,C3,,C3,TRY,,
Eremophila_goodwinii,Scrophulariaceae,C3,,C3,TERN SIA,,
Eremophila_granitica,Scrophulariaceae,U,C3,C3,Photosynthesis of other species in this genus;Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,Photosynthesis of other species in this genus,
Eremophila_hygrophana,Scrophulariaceae,C3,,C3,TERN SIA,,
Eremophila_interstans,Scrophulariaceae,U,C3,C3,Photosynthesis of other species in this genus;Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,Photosynthesis of other species in this genus,
Eremophila_ionantha,Scrophulariaceae,U,C3,C3,Photosynthesis of other species in this genus;Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,Photosynthesis of other species in this genus,
Eremophila_jucunda,Scrophulariaceae,U,C3,C3,Photosynthesis of other species in this genus;Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,Photosynthesis of other species in this genus,
Eremophila_lanceolata,Scrophulariaceae,C3,,C3,TERN SIA,,
Eremophila_latrobei,Scrophulariaceae,C3,,C3,TRY,,Pate et al 1998
Eremophila_longifolia,Scrophulariaceae,C3,,C3,TRY,,Pate et al 1998
Eremophila_macdonnellii,Scrophulariaceae,C3,,C3,TERN SIA,,
Eremophila_maculata,Scrophulariaceae,C3,,C3,TRY,,
Eremophila_margarethae,Scrophulariaceae,C3,,C3,Pate et al 1998;TERN SIA,,
Eremophila_mitchellii,Scrophulariaceae,C3,,C3,TRY,,
Eremophila_obovata,Scrophulariaceae,C3,,C3,TERN SIA,,
Eremophila_oppositifolia,Scrophulariaceae,C3,,C3,TRY,,
Eremophila_platythamnos,Scrophulariaceae,U,C3,C3,Photosynthesis of other species in this genus;Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,Photosynthesis of other species in this genus,
Eremophila_saligna,Scrophulariaceae,C3,,C3,TERN SIA,,
Eremophila_scoparia,Scrophulariaceae,C3,,C3,TERN SIA,,
Eremophila_serrulata,Scrophulariaceae,C3,,C3,TERN SIA,,
Eremophila_spuria,Scrophulariaceae,U,C3,C3,Photosynthesis of other species in this genus;Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,Photosynthesis of other species in this genus,
Eremophila_sturtii,Scrophulariaceae,C3,,C3,TRY,Pate et al 1998,
Eremophila_willsii,Scrophulariaceae,C3,,C3,TERN SIA,,
Eremophila_youngii,Scrophulariaceae,U,C3,C3,Photosynthesis of other species in this genus;Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,Photosynthesis of other species in this genus,
Eriachne_agrostidea,Poaceae,C4,,C4,TRY,,
Eriachne_aristidea,Poaceae,C4,,C4,TRY,,
Eriachne_armittii,Poaceae,C4,,C4,TRY,,
Eriachne_avenacea,Poaceae,C4,,C4,TRY,,
Eriachne_basedowii,Poaceae,C4,,C4,TRY,,
Eriachne_benthamii,Poaceae,C4,,C4,TRY,,
Eriachne_ciliata,Poaceae,C4,,C4,TRY,,
Eriachne_festucacea,Poaceae,C4,,C4,TRY,,
Eriachne_flaccida,Poaceae,C4,,C4,TRY,,
Eriachne_glauca,Poaceae,C4,,C4,TRY,,
Eriachne_helmsii,Poaceae,C4,,C4,TRY,,
Eriachne_lanata,Poaceae,C4,,C4,TERN SIA,,
Eriachne_major,Poaceae,C4,,C4,TERN SIA,,
Eriachne_melicacea,Poaceae,C4,,C4,TRY,,
Eriachne_mucronata,Poaceae,C4,,C4,TRY,,
Eriachne_nervosa,Poaceae,C4,,C4,TRY,,
Eriachne_obtusa,Poaceae,C4,,C4,TRY,,
Eriachne_ovata,Poaceae,C4,,C4,TRY,,
Eriachne_pulchella,Poaceae,C4,,C4,TRY,,
Eriachne_triodioides,Poaceae,C4,,C4,TRY,,
Eriachne_triseta,Poaceae,C4,,C4,TRY,,
Ericomyrtus_drummondii,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Ericomyrtus_serpyllifolia,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Erigeron_bonariense,Asteraceae,C3,,C3,TERN SIA,,
Eriochiton_sclerolaenoides,Chenopodiaceae,C3,,C3,TERN SIA,,
Eriochloa_australiensis,Poaceae,C4,,C4,TRY,,
Eriochloa_procera,Poaceae,C4,,C4,TRY,,
Erodium_aureum,Geraniaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Erodium_brachycarpum,Geraniaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Erodium_carolinianum,Geraniaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Erodium_cicutarium,Geraniaceae,C3,,C3,TRY,,
Erodium_crinitum,Geraniaceae,C3,,C3,TERN SIA,,
Erodium_cygnorum,Geraniaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Erythrina_vespertilio,Fabaceae,C3,,C3,TRY,,
Erythrophleum_chlorostachys,Fabaceae,C3,,C3,TRY,,
Erythroxylum_ellipticum,Erythroxylaceae,U,C3,C3,TRY,Tree; No evidence of a C4 species in this lineage,
Eucalyptus_accedens,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_accendens,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Eucalyptus_adesmophloia,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Eucalyptus_albens,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_albida,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Eucalyptus_baxteri,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_blaxlandii,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_brachycalyx,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_brachycorys,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Eucalyptus_burracoppinensis,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_camaldulenis,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Eucalyptus_camaldulensis,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_celastroides,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_ceratocorys,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_chlorophylla,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Eucalyptus_cladocalyx,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_clelandii,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_comitae-vallis,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Eucalyptus_confluens,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_consideniana,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_coolabah,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_cosmophylla,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_costata,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_crebra,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_cyanophylla,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_cylindrocarpa,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_cypellocarpa,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_dawsonii,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_dives,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_drummondii,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_dumosa,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_eremicola,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_fasciculosa,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_flindersii,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_gamophylla,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_gillii,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_gittinsii,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_globoidea,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_gongylocarpa,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_goniocalyx,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_gracilis,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_haemastoma,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_horistes,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Eucalyptus_incrassata,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_intertexta,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_kingsmillii,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_largiflorens,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_leptophylla,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_leptopoda,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_leucophloia,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_leucoxylon,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_longicornis,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_longissima,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_loxophleba,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_macrorhyncha,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_mannifera,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_marginata,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_melanophloia,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_microcarpa,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_microneura,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_microtheca,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_miniata,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_moderata,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Eucalyptus_obliqua,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_odorata,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_oldfieldii,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_oleosa,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_pachyphylla,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_patellaris,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_pauciflora,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_petraea,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_phoenicea,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_piperita,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_platycorys,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_polybractea,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_populnea,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_porosa,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_pruinosa,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_punctata,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_rigidula,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_rossii,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_rudis,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_salicola,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_salmonophloia,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_salubris,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_sclerophylla,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_sieberi,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_similis,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_socialis,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_sparsifolia,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_stricta,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_tectifica,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_tenera,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_tetrodonta,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_tintinnans,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Eucalyptus_todtiana,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_transcontinentalis,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_trivalva,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_urna,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_victrix,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_wandoo,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_xerothermica,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Eucalyptus_yalatensis,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_yilgarnensis,Myrtaceae,C3,,C3,TRY,,
Eucalyptus_youngiana,Myrtaceae,C3,,C3,TRY,,
Eulalia_aurea,Poaceae,C4,,C4,TRY,,
Eulalia_mackinlayi,Poaceae,C4,,C4,TRY,,
Euphorbia_alsiniflora,Euphorbiaceae,C4,,C4,TERN SIA,,
Euphorbia_australis,Euphorbiaceae,C4,,C4,TRY,,
Euphorbia_biconvexa,Euphorbiaceae,C4,,C4,TERN SIA,,
Euphorbia_boophthona,Euphorbiaceae,C3,,C3,TRY,,
Euphorbia_centralis,Euphorbiaceae,C4,,C4,TERN SIA,,
Euphorbia_dallachyana,Euphorbiaceae,C4,,C4,TERN SIA,,
Euphorbia_drummondii,Euphorbiaceae,C4,,C4,TRY,,Also found in Pate et al 1998
Euphorbia_ferdinandi,Euphorbiaceae,C4,,C4,TERN SIA,,
Euphorbia_mitchelliana,Euphorbiaceae,C4,,C4,TERN SIA,,
Euphorbia_porcata,Euphorbiaceae,C4,,C4,TERN SIA,,
Euphorbia_schultzii,Euphorbiaceae,C4,,C4,TRY,,
Euphorbia_stevenii,Euphorbiaceae,C3,,C3,TRY,,
Euphorbia_tannensis,Euphorbiaceae,C3,,C3,TERN SIA,,
Euphorbia_terracina,Euphorbiaceae,C3,,C3,TERN SIA,,
Euphorbia_trigonosperma,Euphorbiaceae,C3,,C3,TERN SIA,,
Euphorbia_wheeleri,Euphorbiaceae,C4,,C4,TRY,,
Euryomyrtus_leptospermoides,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Euryomyrtus_maidenii,Myrtaceae,C3,,C3,TERN SIA,,
Eutaxia_microphylla,Fabaceae,C3,,C3,TRY,,
Eutaxia_neurocalyx,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Evolvulus_alsinoides,Convolvulaceae,C3-C4,,C3-C4,TRY,,
Excoecaria_parvifolia,Euphorbiaceae,C3,,C3,TRY,,
Exocarpos_aphyllus,Santalaceae,C3,,C3,TRY,,
Exocarpos_cupressiformis,Santalaceae,C3,,C3,TRY,,
Exocarpos_latifolius,Santalaceae,C3,,C3,TRY,,
Exocarpos_sparteus,Santalaceae,C3,,C3,TRY,,
Ficus_aculeata,Moraceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Ficus_opposita,Moraceae,C3,,C3,TRY,,
Fimbristylis_bisumbellata,Cyperaceae,C4,,C4,TRY,,
Fimbristylis_caespitosa,Cyperaceae,C4,,C4,TRY,,
Fimbristylis_cinnamometorum,Cyperaceae,C4,,C4,TERN SIA,,
Fimbristylis_depauperata,Cyperaceae,C4,,C4,TRY,,
Fimbristylis_dichotoma,Cyperaceae,C4,,C4,TRY,,
Fimbristylis_leucocolea,Cyperaceae,C4,,C4,TRY,,
Fimbristylis_littoralis,Cyperaceae,C4,,C4,TRY,,
Fimbristylis_macrantha,Cyperaceae,C4,,C4,TRY,,
Fimbristylis_microcarya,Cyperaceae,C4,,C4,TRY,,
Fimbristylis_odontocarpa,Cyperaceae,C4,,C4,TERN SIA,,
Fimbristylis_oxystachya,Cyperaceae,C4,,C4,TRY,,
Fimbristylis_pachyptera,Cyperaceae,C4,,C4,TERN SIA,,
Fimbristylis_pterigosperma,Cyperaceae,C4,,C4,TRY,,
Fimbristylis_simplex,Cyperaceae,C4,,C4,TERN SIA,,
Fimbristylis_squarrulosa,Cyperaceae,C4,,C4,TRY,,
Fimbristylis_squarrulosa,Cyperaceae,C4,,C4,TRY; Bruhl and Wilson 2007,,
Fimbristylis_subaristata,Cyperaceae,C4,,C4,TERN SIA,,
Fimbristylis_tetragona,Cyperaceae,C4,,C4,TRY,,
Fimbristylis_xyridis,Cyperaceae,C4,,C4,TRY,,
Flaveria_trinervia,Asteraceae,C4,,C4,TRY,,
Flemingia_parviflora,Fabaceae,C3,,C3,TRY,,
Flemingia_pauciflora,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Flindersia_maculosa,Rutaceae,C3,,C3,TRY,,
Flueggea_virosa,Phyllanthaceae,C3,,C3,TERN SIA,,
Frankenia_cinerea,Frankeniaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Frankenia_desertorum,Frankeniaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Frankenia_eremophila,Frankeniaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Frankenia_gracilis,Frankeniaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Frankenia_serpyllifolia,Frankeniaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Frankenia_sessilis,Frankeniaceae,C3,,C3,TERN SIA,,
Fuirena_ciliaris,Cyperaceae,C3,,C3,TRY,,
Fuirena_incrassata,Cyperaceae,C3,,C3,TRY,,
Fuirena_umbellata,Cyperaceae,C3,,C3,TRY,,
Gahnia_microstachya,Cyperaceae,C3,,C3,TERN SIA,,
Gahnia_sieberiana,Cyperaceae,C3,,C3,TRY,,
Galactia_megalophylla,Fabaceae,C3,,C3,TRY,,
Galactia_tenuiflora,Fabaceae,C3,,C3,TRY,,
Galium_leptogonium,Rubiaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,,
Galium_murale,Rubiaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,,
Gardenia_dacryoides,Rubiaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,Tree; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,
Gardenia_ewartii,Rubiaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,Tree; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,
Gardenia_megasperma,Rubiaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,Tree; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,
Gardenia_vilhelmii,Rubiaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,Tree; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,
Gastrolobium_parviflorum,Fabaceae,C3,,C3,TRY,,
Geijera_linearifolia,Rutaceae,C3,,C3,TERN SIA,,
Geijera_parviflora,Rutaceae,C3,,C3,TRY,,
Genista_monspessulana,Fabaceae,C3,,C3,TRY,,
Geococcus_pusillus,Brassicaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,"No evidence of a C4 species in this lineage; Most other known species in this lineage (genus) are C3, C3_C4 intermediacy only found in Moricandia ",
Geranium_solanderi,Geraniaceae,C3,,C3,TRY,,
Germainia_truncatiglumis,Poaceae,U,C4,C4,Sage 2016 (and references therein); Osborne et al 2014,Photosynthetic Pathway of other species in genus ,
Gilruthia_osbornei,Asteraceae,C3,,C3,TERN SIA,,
Gleichenia_dicarpa,Gleicheniaceae,C3,,C3,TRY,,
Glinus_lotoides,Molluginaceae,C4,,C4,TRY,,
Glischrocaryon_aureum,Haloragaceae,U,C3,C3,Photosynthetic Pathway of other species in genus; Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Glischrocaryon_behrii,Haloragaceae,C3,,C3,TERN SIA,,
Glycine_canescens,Fabaceae,C3,,C3,TRY,,
Glycine_falcata,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Glycine_latrobeana,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Glycine_rubiginosa,Fabaceae,C3,,C3,TERN SIA,,
Glycine_tabacina,Fabaceae,C3,,C3,TRY,,
Glycine_tomentella,Fabaceae,C3,,C3,TRY,,
Gnephosis_arachnoidea,Asteraceae,C3,,C3,TERN SIA,,
Gnephosis_eriocarpa,Asteraceae,C3,,C3,TERN SIA,,
Gnephosis_tenuissima,Asteraceae,C3,,C3,TERN SIA,,
Gompholobium_grandiflorum,Fabaceae,C3,,C3,TRY,,
Gompholobium_huegelii,Fabaceae,C3,,C3,TRY,,
Gompholobium_latifolium,Fabaceae,C3,,C3,TRY,,
Gompholobium_oreophilum,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Gompholobium_tomentosum,Fabaceae,C3,,C3,TRY,,
