Current Scientific Name,Species Code,Legal Status,Exotic,2010 Update,Notes on Name / Synonym as used in source reference,Family,Group,Life form,Fireresponse,Comments on regeneration,Resprout location,Seed storage,Seed dispersal mechanism,Seed dispersal distance,Seed weight / size,Seed viability,Dormancy,Germination cue,Fecundity,Seed predation,Post-fire recruitment,Establishment,Post-fire flowering,Flowering time,flowering_time_edited,fruiting_time_edited,Primary juvenile period,Secondary juvenile period,Seed set,Seed-bank developed,Fire tolerance,Life span,Seed-bank longevity,"""Maturity"" (from source)","""Extinction"" (from source)","""Rec. min fire interval"" (from source)","""Rec. max fire interval"" (from source)",NC,CC,SC,NT,CT,ST,NWS,CWS,SWS,NWP,SWP,NFWP,SFWP,Distribution: extra NSW,Vegetation,Rainforest,Wet Sclerophyll Forest (Shrubby),Wet Sclerophyll Forest (Grassy),Grassy Woodland,Grassland,Dry Sclerophyll Forest (Shrub/Grass),Dry Sclerophyll Forest (Shrubby),Heathland,Alpine Complex,Freshwater Wetland,Forested Wetlands,Saline Wetland,Semi-arid Woodland,Arid & Semi-arid Shrubland,NFRR data,Additional fire response data,Other data,VA group,Sensitivity: frequent,Sensitivity: infrequent,Minimum maturity,Maximum maturity,Lifespan > than,Lifespan < than,Lifespan + seed-bank,VA Data,Establishment Data,Maturity Data,Lifespan Data,Lifespan 2 Data,Seedbank Data,time_to_flowering_min,time_to_flowering_max,time_to_flowering_mean,peak_flowering_min,peak_flowering_max,peak_flowering_mean,time_to_fruiting_min,time_to_fruiting_max,time_to_fruiting_mean
Babingtonia odontocalyx,9817,NA,NA,NA,NA,Myrtaceae,D,S,S,NA,NA,persistent soil,wind?,NA,NA,NA,no dormancy,NA,NA,NA,prolific (69) / >1 seedling per adult (100),NA,NA,summer,Dec-Feb,NA,NA,NA,NA,NA,NA,>10?,NA,NA,NA,10,20,-,-,-,1,-,-,1,-,-,-,-,-,-,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,II-69; II-100,69; 100,C,1,4,NA,10,10,NA,20,3,4,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Backhousia myrtifolia,3984,NA,NA,NA,NA,Myrtaceae,D,S or T,R,NA,basal,transient,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,Dec-Jan,Dec-Jan,NA,NA,NA,NA,NA,NA,>100,NA,NA,NA,NA,NA,1,1,1,-,1,1,-,1,-,-,-,-,-,Q,RF WSF OF,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,V&VId-1; IX-39,1,VCI,2,1,NA,NA,100,NA,>100,1,1,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baeckea brevifolia,3986,NA,NA,NA,NA,Myrtaceae,D,S,Sr,Variable fire response (1),basal,persistent soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,spring-summer,Sep-Feb,NA,NA,NA,NA,NA,NA,25-60,NA,NA,NA,NA,NA,-,1,1,-,1,1,-,-,-,-,-,-,-,-,H,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2K 8KE,VIII-1; V&IV-1; II-2; II-4,1; 9,GI,1,1,NA,NA,25,60,70,3,1,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baeckea crassifolia,3989,NA,NA,NA,NA,Myrtaceae,D,S,S,NA,NA,persistent soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring-summer,Sep-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,1,-,-,1,-,1,V SA,Mallee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8C 2E 9CH,VIII-78,NA,G,1,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baeckea diosmifolia,3993,NA,NA,NA,NA,Myrtaceae,D,S,R,NA,basal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,facultative,spring,Sep-Nov,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,-,1,-,-,-,-,-,Q,LOW H,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,9BN,V-8; V-105,1; 9,UI,2,1,1,NA,NA,NA,NA,1,1,1,4,5,4,NA,NA,1,NA,NA,NA,NA,NA,NA
Baeckea frutescens,9835,NA,NA,NA,Baeckea stenophylla,Myrtaceae,D,S,R,NA,root suckers,persistent soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,summer,Dec-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,-,-,-,-,-,-,-,-,-,-,-,Q,H,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4BW,IVb-6,9,VGT,3,3,NA,NA,NA,NA,NA,1,1,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baeckea gunniana,3994,NA,NA,NA,NA,Myrtaceae,D,S,R,NA,basal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,summer,Dec-Feb,NA,5?,NA,NA,NA,NA,50?,NA,NA,NA,NA,NA,-,-,-,1,-,1,-,-,-,-,-,-,-,V T,H Bog,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,9KP,V-58,9; 58,VT,3,3,5,NA,50,NA,>50,1,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baeckea imbricata,3995,NA,NA,NA,NA,Myrtaceae,D,S,R,May be killed by high intensity fire (1),basal,persistent soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,spring-late summer,Sep-Feb,NA,8-Jul,2,NA,NA,NA,40-70,NA,NA,NA,NA,NA,1,1,1,-,1,1,-,-,-,-,-,-,-,Q,S H,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5S 9B 9I 9BW 9KE,VIII-1; V-1; IXb-2; IXb-4; IX-39; V-105,1; 9,VGI,2,1,2,8,40,70,80,1,1,1,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA
Baeckea imbricata,3995,NA,NA,nR,NA,Myrtaceae,D,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4-Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,-,1,1,-,-,-,-,-,-,-,Q,H,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,138,GI,1,1,4,NA,NA,NA,NA,2,2,1,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baeckea linifolia,3997,P,NA,NA,NA,Myrtaceae,D,S,R,NA,basal / root suckers,persistent soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,summer,Dec-Feb,NA,>7 (1b) / 10 (9),c. 3.5,NA,NA,NA,40-70,NA,NA,NA,NA,NA,1,1,1,-,1,1,-,-,-,-,-,-,-,Q V,S H,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,9I 9KE,V-1; IXb-2; IV-89,1; 9,VGI,2,1,4,10,40,70,80,1,1,2,2,1,2,NA,NA,3.5,NA,NA,NA,NA,NA,NA
Baeckea omissa,9836,NA,NA,c,NA,Myrtaceae,D,S,R,NA,basal buds,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes (74) / <1 seedling per adult (100),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,1,-,-,-,-,-,-,-,-,-,Q,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,VIII-74?; IX-100; V-134,74; 100,V,4,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baeckea utilis,4000,NA,NA,c,NA,Myrtaceae,D,S,R,NA,NA,persistent soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,I (9) T (136),NA,summer,Dec-Feb,NA,NA,1,NA,NA,NA,common at 22 yo site,NA,NA,NA,NA,NA,-,-,-,1,1,1,-,-,1,-,-,-,-,V,H SF Swamp,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,IXb-3,9; 105,VGT,2,1,NA,NA,22,NA,>32,1,1,4,3,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA
Baloghia inophylla,8400,NA,NA,NA,NA,Euphorbiaceae,D,T,R,NA,NA,NA,explosive capsule,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,-,-,-,1,-,-,-,-,-,Q,RF,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IX-1,1,V,4,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baloghia marmorata,8325,V,NA,NA,NA,Euphorbiaceae,D,S,S,NA,NA,transient,explosive capsule,NA,NA,seed viable for 2-3 wk,NA,NA,NA,NA,NA,NA,NA,"Jul-Sep, fruit Jul-Aug",Jul-Sep,Jul-Aug,5,NA,NA,NA,NA,NA,2-3 wk,NA,NA,NA,NA,1,-,-,-,-,-,-,-,-,-,-,-,-,Q,RF (ST),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,III-89,89,C,1,4,5,NA,NA,NA,NA,1,4,1,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baloskion australe,10605,NA,NA,NA,Restio australis,Restionaceae,M,H,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,1,NA,NA,NA,NA,15?,NA,NA,NA,NA,NA,-,-,-,-,1,1,-,-,-,-,-,-,-,V T,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,IX-58,9; 58,VT,3,3,1,NA,15,NA,>15,1,1,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baloskion fimbriatum,10606,NA,NA,NA,Restio fimbriatus,Restionaceae,M,H,R,NA,rhizome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,spring-summer,Sep-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,1,1,1,1,-,-,-,-,-,-,-,Q,Wetlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,IV-5,9,VT,3,3,NA,NA,NA,NA,NA,1,1,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baloskion gracile,10607,NA,NA,NA,Restio gracilis,Restionaceae,M,H,S/R,NA,rhizome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,spring-summer,Sep-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,1,-,1,-,-,-,-,-,-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,9KE,IV-2; VIII-94,9,GT,1,3,NA,NA,NA,NA,NA,3,1,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baloskion longipes,10608,V,NA,NA,NA,Restionaceae,M,H,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer,Dec-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,1,1,-,-,-,-,-,-,-,-,Wetland,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,IX-94,NA,V,4,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baloskion pallens,10609,NA,NA,NA,Restio pallens,Restionaceae,M,H,R,NA,rhizome,persistent soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,spring-summer,Sep-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-,-,-,-,-,-,-,-,-,-,-,Q,H W Wetland,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,4BW 9BN,IVb-6; IX-94,9,VGT,3,3,NA,NA,NA,NA,NA,1,1,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baloskion stenocoleum,10610,NA,NA,NA,Restio stenocoleus,Restionaceae,M,H,R,NA,rhizome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,spring-summer,Sep-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,-,1,-,-,-,-,-,-,-,-,-,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,IV-5; IX-94,9,VT,3,3,NA,NA,NA,NA,NA,2,1,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baloskion tenuiculme,10611,NA,NA,NA,NA,Restionaceae,M,H,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring-summer,Sep-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,-,-,-,-,-,-,-,-,-,-,-,Q,H,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,VIII-94,NA,G,1,4,NA,NA,NA,NA,NA,2,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baloskion tetraphyllum subsp. meiostachyum,10614,NA,NA,NA,Restio tetraphyllus subsp. meiostachyus,Restionaceae,M,H,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,-,-,-,-,-,-,-,-,-,-,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,IX-39,NA,V,4,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baloskion tetraphyllum subsp. meiostachyum,10614,NA,NA,NA,NA,Restionaceae,M,H,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer,Dec-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,-,-,-,-,-,-,-,-,-,-,Q,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,VIII-94,NA,G,1,4,NA,NA,NA,NA,NA,2,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baloskion tetraphyllum subsp. tetraphyllum,10613,NA,NA,NA,Restio tetraphyllus ssp. tetraphyllus,Restionaceae,M,H,R,NA,root suckers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,1,-,-,-,-,-,-,-,-,-,-,V T SA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,IV-59,NA,V,4,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baloskion tetraphyllum subsp. tetraphyllum,10613,NA,NA,NA,NA,Restionaceae,M,H,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer,Dec-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,1,-,-,-,-,-,-,-,-,-,-,V T SA,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,VIII-94,NA,G,1,4,NA,NA,NA,NA,NA,2,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banksia aemula,5339,NA,NA,NA,Banksia serratifolia,Proteaceae,D,S or T,R,NA,epicormic,serotinous canopy,gravity / wind,local,40-47mm winged seed (1); 10-13 sd/g (93),57-100%,no dormancy,NA,NA,NA,yes,I,NA,Mar-Jun,Mar-Jun,NA,5,NA,NA,NA,NA,>100,NA,NA,NA,NA,NA,1,1,-,-,-,-,-,-,-,-,-,-,-,Q,LSW Wallum-S,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,9B 9BW 9BN,IXa-6; VIa-8; VIa-23; IX-39; VI-96,"1; 9; 93a,b; 96; BN",VCI,2,1,5,NA,100,NA,>100,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banksia canei,5340,NA,NA,NA,NA,Proteaceae,D,S,S,NA,NA,canopy,NA,NA,117-131 sd/g,NA,NA,stratification,NA,NA,NA,I,NA,Jan-Jun,Jan-Jun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,1,-,-,-,-,-,-,-,V,subalpine-LW subalpine-H,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,I-3,9; 93b,CI,1,1,NA,NA,NA,NA,NA,1,1,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banksia collina,7509,P,NA,n,Banksia spinulosa subsp. collina,Proteaceae,D,S,R,NA,basal buds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apr-Aug,Apr-Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-,1,1,-,-,-,-,-,-,-,-,Q,heath and dry sclerophyll forest and woodland,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,V-134,NA,VI,2,1,NA,NA,NA,NA,NA,1,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banksia cunninghamii,8595,NA,NA,NA,Banksia spinulosa var. cunninghamii,Proteaceae,D,S or T,S,Lacks lignotuber (23),NA,serotinous canopy,gravity / wind,local,NA,NA,NA,NA,NA,NA,NA,I,NA,Apr-Aug,Apr-Aug,NA,6-May,NA,NA,NA,NA,30-50?,NA,NA,NA,NA,NA,-,1,1,-,1,-,-,-,-,-,-,-,-,V,DSF H,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,8CE,I-23; I-38b; I-R35,23; 38,CI,1,1,6,NA,30,50,50,1,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banksia ericifolia subsp. ericifolia,11049,NA,NA,NA,Banksia ericifolia,Proteaceae,D,S,S,"Resprouting population in Jervis Bay; Mortality generally >85%, 1 site mortality 60-85%, some resprouters at Jervis Bay (105)",NA,serotinous canopy (4% follicles open without fire; 73),gravity / wind,local (7m),17-20mm winged seed,NA,NA,NA,51% of infloresences set seed,pre-dispersal 22%,vigorous,I,NA,Apr-Aug,Apr-Aug,NA,"5, 8 on shallow soil (30) / 6 (9) / 7-8 (BE) / 4-5 (1) / 4-6 (104)",NA,"6 (30), cones develop up to 1 year after flowering (1), >85% fruiting at 15 yo (105)",16-Aug,NA,40-50 (9) / 30-50 (30),NA,NA,NA,intervals of 13 years could occur regardless of season or intensity without risk of population decline; intervals of 8-10 years with optimal season and intensity unlikely to result in persistent population decline; intervals of 6-8 years would be hazardou,NA,1,1,1,-,1,1,-,-,-,-,-,-,-,-,H W DSF OW,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1S 9I 8I 8BE 8BW 1K 8KE 9BG,I-2; I-4; I-23; I-30; VIII-35; I-52; I-66; I-73; I-91; I-104; 1-105,1; 9; 23; 30; 35; 73; 104; 105,CI,1,1,4,13,30,50,50,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banksia ericifolia subsp. macrantha,11050,NA,NA,NA,NA,Proteaceae,D,S,S,NA,NA,canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,Apr-Aug,Apr-Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,-,-,-,-,-,-,-,-,-,-,-,-,H DSF W,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,I-6; I-23; VIII-70,9,CI,1,1,NA,NA,NA,NA,NA,1,1,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banksia integrifolia,5343,NA,NA,NA,subsp. unspecified,Proteaceae,D,T,R,NA,basal,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,Jan-Jun,Jan-Jun,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,1,1,1,1,1,-,-,-,-,1,-,-,-,Q V T,W,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,V-35b,35,V,4,4,7,NA,NA,NA,NA,1,4,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banksia integrifolia subsp. integrifolia,6603,NA,NA,NA,NA,Proteaceae,D,T,Sr,"Variable (39), Resprouting may depend on plant age and fire intensity, Root suckering after fire not reported (1)",epicormic,canopy / released regularly without fire (1),gravity,NA,10-12mm winged seed,NA,NA,NA,max germination 98%,NA,NA,I,NA,Jan-Jun,Jan-Jun,NA,4,NA,6-May,NA,NA,">30 (96), 100-150? (1), present at 20 yo site (105)",NA,10,150,NA,NA,1,1,1,-,1,-,-,-,-,1,-,-,-,Q V T,W LW S,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1F,I&IX-1b; VI-23; I-38b; IX&VIII-39,1; 35; 38; 105,CI,1,1,4,10,30,150,150,3,1,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banksia integrifolia subsp. monticola,10817,NA,NA,NA,NA,Proteaceae,D,T,Sr,"Generally killed but occasionally resprouts (1), Unknown, probably epicormic shoots (23)",basal,canopy / released at maturity (1),gravity / wind,local,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mar-Apr, Sep-Nov","Mar-Apr, Sep-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,-,1,1,-,-,-,-,-,-,-,-,-,OF RF WSF,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,I-1b; VI?-23; IX-100; V-108; I-134,1,C,1,4,NA,NA,NA,NA,NA,3,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banksia marginata,5344,NA,NA,NA,NA,Proteaceae,D,S or T,R,Fire tolerant variant,lignotuber / sometimes suckers,canopy,gravity / wind,local,9-15mm / 10mg winged seed,98.80%,none,stratification,NA,pre-dispersal 20%,NA,I (9) / T (38),NA,Feb-Jul,Feb-Jul,NA,15,7-Feb,NA,NA,NA,">50 (9) / parent plants die out about 25yo, leaving vigorous suckers (33)",NA,NA,75,NA,NA,1,1,1,1,1,1,1,1,1,1,1,-,-,V T SA,H W,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,9VE 9W0 9C 9W 9CL 9MO 9E 9KP 9CH,V&IV-23; IVa-33; IX-37; V&IVa-38b&c; IX-67; IX-78; IX-83,"1; 9; 10; 33; 38; 93a,b",VCT,3,3,2,15,25,75,75,3,3,1,1,1,3,2,7,NA,NA,NA,NA,NA,NA,NA
Banksia marginata,5344,NA,NA,NA,NA,Proteaceae,D,S or T,S,Fire sensitive variant; Lack lignotuber (23),NA,canopy,gravity / wind,local,9-15mm / 10mg winged seed,98.80%,none,stratification,NA,pre-dispersal 20%,NA,I,NA,Feb-Jul,Feb-Jul,NA,7-May,NA,2,10,NA,30,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,-,-,V T SA,H W,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1S 1KP,I-3; I-4; I-5; I-23; I-59; I-100; I-134,"1; 9; 35; 93a,b",CI,1,1,5,9,30,NA,>30,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banksia neoanglica,14554,NA,NA,NA,Banksia cunninghamii subsp. A sensu Harden (1991),Proteaceae,D,S,R,NA,lignotuber,serotinous canopy,NA,NA,NA,NA,NA,NA,NA,NA,>1 seedling per adult,I,NA,Apr-Aug,Apr-Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,-,1,-,-,1,-,-,-,-,-,-,Q,H W,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,IXa-5; Va-23; IX-100,9; 56; 100,VCI,2,1,NA,NA,NA,NA,NA,1,1,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banksia neoanglica,14554,NA,NA,n,Banksia spinulosa subsp. neoanglica,Proteaceae,D,S,R,NA,basal buds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,-,1,-,-,1,-,-,-,-,-,-,Q,"open forest, woodland and heath",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,V-135,NA,VI,2,1,2,6,NA,NA,NA,1,2,4,4,5,4,NA,NA,2,NA,NA,NA,NA,NA,NA
Banksia oblongifolia,5345,NA,NA,NA,Banksia aspleniifolia,Proteaceae,D,S,R,NA,lignotuber,serotinous canopy (11% follicles open without fire; 73),gravity / wind,local,7-12mm / 12-24mg winged seed,NA,NA,none required,flower/seed production best in stand <10yr since fire; 28% of infloresences set seed,pre-dispersal 28%,yes,I (9) / T (73),NA,Apr-Jun,Apr-Jun,NA,23-May,5-Feb,7,NA,2,40-80,NA,NA,NA,NA,NA,1,1,-,-,1,-,-,1,-,-,-,-,-,Q,H S W,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,9B 9BE 9BW 5K 9KE 1F 5S 8BN 9BN,IXa-2; IXa-7; Va-8; V-23; IX-39; V-52; V-73,1; 7; 9; 23; 35; 52; 7393b; BN,VCT,3,3,2,7,40,80,80,1,3,1,2,1,2,2,5,NA,NA,NA,NA,NA,NA,NA
Banksia paludosa,5346,NA,NA,NA,subsp. unspecified,Proteaceae,D,S,R,Mortality <10% (105),basal,canopy,NA,NA,NA,NA,NA,NA,NA,NA,some,I,NA,May-Jul,May-Jul,NA,20,1,NA,NA,NA,40-80,NA,NA,NA,NA,NA,-,1,1,-,1,1,-,-,-,-,-,-,-,-,W H,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,9I 9KE 9BG,IXa-2; V-105,9,VCI,2,1,1,20,40,80,80,1,1,1,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA
Banksia paludosa subsp. astrolux,10873,NA,NA,NA,NA,Proteaceae,D,S,S,NA,NA,canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-Jul,May-Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,1,-,-,-,-,-,-,-,-,-,W,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I-23,NA,C,1,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banksia paludosa subsp. paludosa,10874,NA,NA,NA,NA,Proteaceae,D,S,R,NA,lignotuber,canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,1,-,1,1,-,-,-,-,-,-,-,-,W H,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,Va-23,23,VC,4,4,NA,10,NA,NA,NA,1,4,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
