species,herbarium voucher,native to,voucher location,lat,long,alt,leaf type,stomatal distribution,habitat,woodiness,habit,Guard cell length,Total vein density (mm/mm2),leaf mass per unit area gm-2,total stomatal density (mm-2),adaxial stomatal density (mm-2),abaxial stomatal density (mm-2),dense hairs covering the stomata,tightly revolute leaves (1=linear leaves with revolute margins appressed to either midrib or other margin,deep longitudinal grooves etc (n=none;g=grooves;(g) grooves but stomata not restricted to grooves),Banksia-type pits,hakea-type pits,telopea-type papillae,lamina thickness (microns),epidermal width (microns),palisade width (microns),epidermal cell density,stomatal index,leaf area (cm2),adult leaf type,juvenile leaf type,leaf form,adaxial hypodermis,adaxial cuticle thickness (microns),ad papillae5,ad trichomes,ab hypo,ab cut thick,bundle sheath extensions,lignified margins,sclereids at vein endings,sclereids protruding from bundle sheaths,bundle sheaths 1= large parenchyma-like cells; 3=bundles sheaths surrounded by sclereids; 4= bundles embedded in a lignified core,crystals in mesophyll,hypodermal structures (0=no specialised structure; 1 = lignified adaxial hypodermis; 2 = lignified abaxial hypodermis; 3 = hypodermis of extension of bundle sheath extensions; 4=Orites milliganii upper type; 5 = Orites milliganii lower type; 6 = ideosclereids extending under adaxial hypodermis),compound midribs,ideosclereids (0=absent; 1=ordinary; 2= branched; 3=asterosclereids; 4=osteosclereids;5=dense clusters of sclereids),clade,group,veg type,"stomatal distribution (amphistomatic, hypostomatic or unevenly amphistomatic [=""functionally hypostomatic"")",site_name,leaf_lamina_division,leaf_compoundness,leaf_margin,leaf_shape
Grevillea eryngioides,NA,swWA,NA,NA,NA,NA,"simple, pinnatipartite",amphistomatic,heathlands,woody,perennial,31.03,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple, pinnatipartite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,amphi,heathlands in swWA,pinnatipartite,simple,lobed,NA
Banksia bella,NA,swWA,NA,NA,NA,NA,"simple, pinnatisect",hypostomatic,"shrublands, 350-400mm",woody,perennial,27.4,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,"simple, pinnatisect",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 350-400mm in swWA",pinnatisect,simple,lobed,NA
Banksia fraseri,NA,swWA,NA,NA,NA,NA,"simple, pinnatisect",hypostomatic,"shrublands, 350-600mm",woody,perennial,33,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,"simple, pinnatisect",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 350-600mm in swWA",pinnatisect,simple,lobed,NA
Banksia polycephala,NA,swWA,NA,NA,NA,NA,"simple, pinnatisect",hypostomatic,"shrublands, 500-600mm",woody,perennial,28.2,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,"simple, pinnatisect",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 500-600mm in swWA",pinnatisect,simple,lobed,NA
Banksia attenuata,NA,swWA,NA,NA,NA,NA,"simple, toothed",hypostomatic,"heathland, woodland, 300-900mm",woody,perennial,38.5,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,"simple, toothed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"heathland, woodland, 300-900mm in swWA",toothed,simple,toothed,NA
Banksia burdettii,NA,swWA,NA,NA,NA,NA,"simple, toothed",hypostomatic,"heathlands, 550-600mm",woody,perennial,NA,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,"simple, toothed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"heathlands, 550-600mm in swWA",toothed,simple,toothed,NA
Banksia carlinoides,NA,swWA,NA,NA,NA,NA,"simple, toothed",hypostomatic,"shrublands, 500mm",woody,perennial,31.5,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,"simple, toothed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 500mm in swWA",toothed,simple,toothed,NA
Banksia coccinea,NA,swWA,NA,NA,NA,NA,"simple, toothed",hypostomatic,"heathland, woodland, 400-800mm",woody,perennial,31,NA,NA,NA,NA,NA,y,n,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple, toothed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"heathland, woodland, 400-800mm in swWA",toothed,simple,toothed,NA
Banksia comosa,NA,swWA,NA,NA,NA,NA,"simple, toothed",hypostomatic,"shrublands, 350-400mm",woody,perennial,30,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,"simple, toothed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 350-400mm in swWA",toothed,simple,toothed,NA
Banksia lindleyana,NA,swWA,NA,NA,NA,NA,"simple, toothed",hypostomatic,"shrublands, 300-350mm",woody,perennial,31.5,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,"simple, toothed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 300-350mm in swWA",toothed,simple,toothed,NA
Banksia menziesii,NA,swWA,NA,NA,NA,NA,"simple, toothed",hypostomatic,"woodland, shrubland, 350-900mm",woody,perennial,31.1,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,"simple, toothed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"woodland, shrubland, 350-900mm in swWA",toothed,simple,toothed,NA
Banksia mimica,NA,swWA,NA,NA,NA,NA,"simple, toothed",hypostomatic,"shrublands, 500-600mm",woody,perennial,28.9,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,"simple, toothed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 500-600mm in swWA",toothed,simple,toothed,NA
Banksia sceptrum,NA,swWA,NA,NA,NA,NA,"simple, toothed",hypostomatic,"shrublands, 300-400mm",woody,perennial,NA,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,"simple, toothed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 300-400mm in swWA",toothed,simple,toothed,NA
Grevillea insignis,NA,swWA,NA,NA,NA,NA,"simple, toothed to pinnatifid",hypostomatic,"woodlands, heathlands",woody,perennial,24.02,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple, toothed to pinnatifid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"woodlands, heathlands in swWA",toothed pinnatifid,simple,toothed,NA
Grevillea hookeriana,NA,swWA,NA,NA,NA,NA,"simple, variably partite",hypostomatic,heathlands,woody,perennial,36.53,NA,NA,NA,NA,NA,y,y,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple, variably partite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,heathlands in swWA,lobed,simple,lobed,NA
Strangea cynanchicarpa,NA,swWA,NA,NA,NA,NA,"simple,entire",amphistomatic,heathlands,woody,perennial,41.3,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple,entire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,amphi,heathlands in swWA,entire,simple,entire,NA
Xylomelum angustifolium,NA,swWA,NA,NA,NA,NA,"simple,entire",amphistomatic,heath,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple,entire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,amphi,heath in swWA,entire,simple,entire,NA
Hakea undulata,NA,swWA,NA,NA,NA,NA,spinulose to dentate,amphistomatic,open woodland,woody,perennial,31.71,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,spinulose to dentate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2,undulata,open,amphi,open woodland in swWA,dentate,NA,NA,NA
Hakea sulcata,NA,swWA,NA,NA,NA,NA,usually subterete,amphistomatic,swampy heathlands,woody,perennial,44.83,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,usually subterete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2,ulicina,open,terete,swampy heathlands in swWA,,NA,NA,subulate
Banksia aculeata,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 600mm",woody,perennial,27.8,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 600mm in swWA",NA,NA,NA,NA
Banksia acuminata,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,shrublands,woody,perennial,28.9,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,shrublands in swWA,NA,NA,NA,NA
Banksia anatona,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 500-600mm",woody,perennial,NA,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 500-600mm in swWA",NA,NA,NA,NA
Banksia arborea,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 250-300mm",woody,perennial,NA,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 250-300mm in swWA",NA,NA,NA,NA
Banksia armata,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, most 400-600mm, up to 800mm",woody,perennial,NA,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, most 400-600mm, up to 800mm in swWA",NA,NA,NA,NA
Banksia audax,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 250-300mm",woody,perennial,33,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 250-300mm in swWA",NA,NA,NA,NA
Banksia baueri,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 350-650mm",woody,perennial,28.9,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 350-650mm in swWA",NA,NA,NA,NA
Banksia benthamiana,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 300mm",woody,perennial,30.1,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 300mm in swWA",NA,NA,NA,NA
Banksia blechnifolia,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 400mm",woody,perennial,43.3,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 400mm in swWA",NA,NA,NA,NA
Banksia brownii,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"woodlands, 600-800mm",woody,perennial,32.8,NA,NA,NA,NA,NA,y,n,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"woodlands, 600-800mm in swWA",NA,NA,NA,NA
Banksia caleyi,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 550-600mm",woody,perennial,28.8,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 550-600mm in swWA",NA,NA,NA,NA
Banksia calophylla,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 600-1000mm",woody,perennial,32,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 600-1000mm in swWA",NA,NA,NA,NA
Banksia dryandroides,HO528960,swWA,"Cultivated.  University of Tasmania Latitude: 42� 54� 20� S, longitude: 147� 19� 55� E.","42� 54' 20"" S","147� 19' 55"" E.",NA,NA,hypostomatic,"woodland, shrubland, 700-800mm",woody,perennial,32,NA,308.3487909,NA,NA,NA,y,n,n,0,0,0,243,26.4,14.2,NA,NA,8.548112,NA,NA,hypostomatic,1,7,0,0,0,2,0,0,0,0,0,0,13,1,0,NA,NA,open,hypo,"woodland, shrubland, 700-800mm in swWA",NA,NA,NA,NA
Banksia elderiana,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 200-350mm",woody,perennial,33.1,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 200-350mm in swWA",NA,NA,NA,NA
Banksia falcata,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 400-600mm",woody,perennial,29.2,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 400-600mm in swWA",NA,NA,NA,NA
Banksia foliolata,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 400-500mm",woody,perennial,30.9,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 400-500mm in swWA",NA,NA,NA,NA
Banksia goodii,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"woodlands, 800mm",woody,perennial,29.1,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"woodlands, 800mm in swWA",NA,NA,NA,NA
Banksia grandis,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"woodland, shrubland",woody,perennial,31.9,11.9362794,220.3,170.0295,NA,170.0295,y,n,n,0,0,0,345,22.0168198,18.18,NA,NA,72.64,NA,NA,hypostomatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"woodland, shrubland in swWA",NA,NA,NA,NA
Banksia grossa,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 550-600mm",woody,perennial,36,NA,NA,NA,NA,NA,y,y,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,hypostomatic,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 550-600mm in swWA",NA,NA,NA,NA
Banksia heliantha,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,shrublands,woody,perennial,30.4,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,shrublands in swWA,NA,NA,NA,NA
Banksia incana,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"woodland, shrubland, 600-900mm",woody,perennial,36.2,NA,NA,NA,NA,NA,y,y,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"woodland, shrubland, 600-900mm in swWA",NA,NA,NA,NA
Banksia laevigata,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 300-600mm",woody,perennial,36.6,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 300-600mm in swWA",NA,NA,NA,NA
Banksia lanata,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 500-600mm",woody,perennial,32,NA,NA,NA,NA,NA,y,y,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 500-600mm in swWA",NA,NA,NA,NA
Banksia laricina,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"woodlands, 700mm",woody,perennial,28.3,NA,NA,NA,NA,NA,y,y,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"woodlands, 700mm in swWA",NA,NA,NA,NA
Banksia lemanniana,HO528953,swWA,"Cultivated.  University of Tasmania Latitude: 42� 54� 20� S, longitude: 147� 19� 55� E.","42� 54' 20"" S","147� 19' 55"" E.",NA,NA,hypostomatic,"woodland, shrubland, 500-600mm",woody,perennial,34.6,14.44299,293.6609778,NA,NA,NA,y,n,n,1,0,0,595,NA,NA,NA,NA,25.1889102,NA,NA,hypostomatic,1,14,0,0,1,10,1,0,0,0,3,0,123,2,0,NA,NA,open,hypo,"woodland, shrubland, 500-600mm in swWA",NA,NA,NA,NA
Banksia leptophylla,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"heathlands, 350-700mm",woody,perennial,29.6,NA,NA,NA,NA,NA,y,y,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"heathlands, 350-700mm in swWA",NA,NA,NA,NA
Banksia lullfitzii,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"heathlands, 250-350mm",woody,perennial,31.4,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"heathlands, 250-350mm in swWA",NA,NA,NA,NA
Banksia media,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"woodland, shrubland, 300-600mm",woody,perennial,30.7,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"woodland, shrubland, 300-600mm in swWA",NA,NA,NA,NA
Banksia meisneri,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"woodland, shrubland, 500-900mm",woody,perennial,27.8,NA,NA,NA,NA,NA,y,y,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"woodland, shrubland, 500-900mm in swWA",NA,NA,NA,NA
Banksia micrantha,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"heathlands, 550-600mm",woody,perennial,31.7,NA,NA,NA,NA,NA,y,y,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"heathlands, 550-600mm in swWA",NA,NA,NA,NA
Banksia nana,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 500-600mm",woody,perennial,28.1,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 500-600mm in swWA",NA,NA,NA,NA
Banksia nutans,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"woodland, shrubland, 350-800mm",woody,perennial,34.4,NA,NA,NA,NA,NA,y,y,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,hypostomatic,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"woodland, shrubland, 350-800mm in swWA",NA,NA,NA,NA
Banksia occidentalis,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"swampy woodland, heaths, 350-800mm",woody,perennial,32.7,NA,NA,NA,NA,NA,y,n,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"swampy woodland, heaths, 350-800mm in swWA",NA,NA,NA,NA
Banksia oreophila,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 500-600mm",woody,perennial,26,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 500-600mm in swWA",NA,NA,NA,NA
Banksia petiolaris,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"heathlands, 350-400mm",woody,perennial,38.1,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"heathlands, 350-400mm in swWA",NA,NA,NA,NA
Banksia pilostylis,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"woodland, shrubland, 300-400mm",woody,perennial,27.7,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"woodland, shrubland, 300-400mm in swWA",NA,NA,NA,NA
Banksia praemorsa,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"heathlands, 800mm",woody,perennial,34.3,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,hypostomatic,1,10,0,0,1,8,1,0,0,0,3,0,123,2,0,NA,NA,open,hypo,"heathlands, 800mm in swWA",NA,NA,NA,NA
Banksia pulchella,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 350-500mm",woody,perennial,34,NA,NA,NA,NA,NA,y,y,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 350-500mm in swWA",NA,NA,NA,NA
Banksia scabrella,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"heathlands, 450mm",woody,perennial,31.1,NA,NA,NA,NA,NA,y,y,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"heathlands, 450mm in swWA",NA,NA,NA,NA
Banksia seminuda,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"woodlands, 900-1300mm",woody,perennial,33.1,NA,NA,NA,NA,NA,y,n,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"woodlands, 900-1300mm in swWA",NA,NA,NA,NA
Banksia seneciifolia,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 400-500mm",woody,perennial,33.5,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 400-500mm in swWA",NA,NA,NA,NA
Banksia serratuloides,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 500-600mm",woody,perennial,25.7,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 500-600mm in swWA",NA,NA,NA,NA
Banksia sessilis,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 600-1200mm",woody,perennial,26.6,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 600-1200mm in swWA",NA,NA,NA,NA
Banksia shuttleworthiana,NA,swWA,NA,NA,NA,NA,NA,hypostomatic,"shrublands, 400-500mm",woody,perennial,30.7,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"shrublands, 400-500mm in swWA",NA,NA,NA,NA
