item_ID,ITEM_ACTION_ID,TRIALID,trait,STARTDATE,DURATION,detailed_description,trait_2,value_numeric,units,value_2,units_2,treatment_3,value_3,unts_3,unts_2,value_categorical,value,species_name,gathering_date,site_name,site_name_shorter,locality,collector,latitude (deg),longitude (deg)
1279106,1418171,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 11, Wt of sample: 0.0338, Total wt: 0.0338",TSW,3.0727,gm,,NA,,,,,NA,3.0727,Coopernookia barbata  ,9/30/1990,site_at_-36.7333_degS_and_149.9667_degE,site_at_-36.7333_degS_and_149.9667_degE,"Snowy Mountains Highway, Evans Hill, 2.2 km W of Tathra Pub.","Donaldson, S.",-36.7333,149.9667
1279333,1418172,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 136, Wt of sample: 1.3142, Total wt: 1.3142",TSW,9.6632,gm,,NA,,,,,NA,9.6632,Acacia bulgaensis  ,9/17/1990,site_at_-32.7_degS_and_151.55_degE,site_at_-32.7_degS_and_151.55_degE,"35 km S of Singleton, Putty Road.","D'Aubert 625, G.",-32.7,151.55
1321318,1418536,NA,Seed Sample,21-JUL-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 92, Wt of sample: 0.6889, Total wt: 0.6889",TSW,7.488,gm,,NA,,,,,NA,7.488,Melicytus angustifolius subsp. divaricatus,4/9/2009,site_at_-36.3411_degS_and_148.5078_degE,site_at_-36.3411_degS_and_148.5078_degE,Kosciuszko National Park 2.20 km north from Rennix Walk signpost Kosciuszko Road (straight line GPS). Along main track at knoll - hill top. Ca 9.3 km ~NE of Smiggin Holes.,"Fethers, S.",-36.3411,148.5078
1321627,1418556,NA,Seed Sample,27-JAN-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 73, Wt of sample: 0.1509, Total wt: 0.1509",TSW,2.0671,gm,,NA,,,,,NA,2.0671,Pultenaea procumbens  ,12/16/2008,site_at_-35.3181_degS_and_149.01_degE,site_at_-35.3181_degS_and_149.01_degE,200 m north-east of Mount Stromlo Observatory Visitors Centre.,"Fethers, S.",-35.3181,149.01
1321657,1418557,NA,Seed Sample,27-JAN-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1256, Total wt: 0.9421",TSW,1.256,gm,,NA,,,,,NA,1.256,Dillwynia sericea  ,12/16/2008,site_at_-35.3406_degS_and_148.9097_degE,site_at_-35.3406_degS_and_148.9097_degE,"Vanitys Crossing Road, 1.5 km from turn-off from Pierces Creek - Paddys River Road.","Fethers, S.",-35.3406,148.9097
1322003,1418565,NA,Seed Sample,22-SEP-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0388, Total wt: 0.1814",TSW,0.388,gm,,NA,,,,,NA,0.388,Trisetum spicatum subsp. australiense,3/12/2009,site_at_-36.3875_degS_and_148.4617_degE,site_at_-36.3875_degS_and_148.4617_degE,Kosciuszko National Park 834 m south-east from Wragges Creek carpark towards Thompson Plain (Waypoint 008 - straight line GPS). Ca 3 km ~ east of Smiggin Holes.,"Fethers, S.",-36.3875,148.4617
1322117,1418569,NA,Seed Sample,09-JUL-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1106, Total wt: 0.8191",TSW,1.106,gm,,NA,,,,,NA,1.106,Scleranthus singuliflorus  ,3/25/2009,site_at_-36.4086_degS_and_148.2856_degE,site_at_-36.4086_degS_and_148.2856_degE,Kosciuszko National Park (Waypoint 011) 1.87 km west of Blue Lake Lookout (straight line GPS). Carruthers Peak - west - Grandstand area.,"Fethers, S.",-36.4086,148.2856
1322258,1418577,NA,Seed Sample,07-AUG-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.2905, Total wt: 2.2586",TSW,2.905,gm,,NA,,,,,NA,2.905,Australopyrum velutinum  ,4/7/2009,site_at_-36.4603_degS_and_148.2972_degE,site_at_-36.4603_degS_and_148.2972_degE,"Kosciuszko National Park 203 m south of Merritts Creek bridge (straight line GPS, waypoint 019). Ca 4 km SW of Charlottes Pass.","Fethers, S.",-36.4603,148.2972
1322610,1418590,NA,Seed Sample,22-SEP-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.012, Total wt: 0.1202",TSW,0.12,gm,,NA,,,,,NA,0.12,Leptorhynchos squamatus subsp. alpinus,4/9/2009,site_at_-36.3583_degS_and_148.5061_degE,site_at_-36.3583_degS_and_148.5061_degE,Kosciuszko National Park 234 m north from Rennix Walk signpost Kosciuszko Road (straight line GPS). Waypoint 26. Ca 8 km ~ENE of Smiggin Holes.,"Fethers, S.",-36.3583,148.5061
1322842,1418597,NA,Seed Sample,21-JUL-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0194, Total wt: 0.4271",TSW,0.194,gm,,NA,,,,,NA,0.194,Veronica derwentiana subsp. maideniana,4/9/2009,site_at_-36.3433_degS_and_148.5108_degE,site_at_-36.3433_degS_and_148.5108_degE,Kosciuszko National Park 1.93 km north-north-east from Rennix Walk signpost Kosciuszko Road (straight line GPS). Along pathway. Ca 9.3 km ENE of Smiggin Holes.,"Fethers, S.",-36.3433,148.5108
1323946,1418617,NA,Seed Sample,21-APR-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0397, Total wt: 2.0243",TSW,0.397,gm,,NA,,,,,NA,0.397,Carex canescens  ,2/4/2009,site_at_-36.4056_degS_and_148.3058_degE,site_at_-36.4056_degS_and_148.3058_degE,Kosciuszko National Park; c. 250 m W from the junction of the Blue Lake and Main Range walking tracks.,"Clarke, B.G.",-36.4056,148.3058
1324594,1418643,NA,Seed Sample,21-APR-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.3003, Total wt: 2.323",TSW,3.003,gm,,NA,,,,,NA,3.003,Chaerophyllum eriopodum  ,2/5/2009,site_at_-36.4339_degS_and_148.3067_degE,site_at_-36.4339_degS_and_148.3067_degE,"Kosciuszko National Park, IBRA region AA; 1.4 km SW from where the Main Range walking track to Blue Lake crosses the Snowy River.","Clarke, B.G.",-36.4339,148.3067
1324878,1418647,NA,Seed Sample,29-SEP-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.2683, Total wt: 31.9935",TSW,2.683,gm,,NA,,,,,NA,2.683,Ranunculus anemoneus  ,2/25/2009,site_at_-36.3606_degS_and_148.3564_degE,site_at_-36.3606_degS_and_148.3564_degE,"Kosciuszko National Park, IBRA region AA; Tate Ridge East, c. 3.7 km NW of Guthega.","Clarke, B.G.",-36.3606,148.3564
1325308,1418655,NA,Seed Sample,22-SEP-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.2997, Total wt: 7.961",TSW,2.997,gm,,NA,,,,,NA,2.997,Australopyrum velutinum  ,2/3/2009,site_at_-35.88_degS_and_148.5017_degE,site_at_-35.88_degS_and_148.5017_degE,"Kosciuszko National Park, IBRA region AA; 79.1 km W NW from the Snowy Mountains Highway and Kosciuszko Road junction; 369 m (straight line GPS) N of the Kiandra cemetery.","McAuliffe, J.",-35.88,148.5017
1325373,1418657,NA,Seed Sample,13-MAY-05,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 30, Wt of sample: 0.0201, Total wt: 0.02",TSW,0.67,gm,,NA,,,,,NA,0.67,Eremaea asterocarpa subsp. brachyclada,10/20/1983,site_at_-32.5_degS_and_115.8_degE,site_at_-32.5_degS_and_115.8_degE,"12.6 km W of Dandalup, on Nambellup Road.","Hnatiuk, R.",-32.5,115.8
1325422,1418659,NA,Seed Sample,07-JUL-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0677, Total wt: 3.453",TSW,0.677,gm,,NA,,,,,NA,0.677,Carex appressa  ,2/24/2009,site_at_-36.3767_degS_and_148.3736_degE,site_at_-36.3767_degS_and_148.3736_degE,"Kosciuszko National Park, IBRA region AA; c. 380 m NE of Guthega Pondage Dam; high on the southern banks of the Snowy River.","McAuliffe, J.",-36.3767,148.3736
1326080,1418664,NA,Seed Sample,01-SEP-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 50, Wt of sample: 0.0173, Total wt: 0.0173",TSW,0.346,gm,,NA,,,,,NA,0.346,Luzula alpestris  ,4/7/2009,site_at_-36.4669_degS_and_148.2978_degE,site_at_-36.4669_degS_and_148.2978_degE,"Kosciuszko National Park 948 m south of Merritts Creek bridge (straight line GPS, waypoint 020). Ca 5 km ~SW of Charlottes Pass.","Fethers, S.",-36.4669,148.2978
1326810,1418666,NA,Seed Sample,24-NOV-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1523, Total wt: 0.9614",TSW,1.523,gm,,NA,,,,,NA,1.523,Ranunculus anemoneus  ,1/21/2001,site_at_-36.4267_degS_and_148.3344_degE,site_at_-36.4267_degS_and_148.3344_degE,"Kosciuszko National Park; under the ski tow bar at Mount Guthrie, near Charlottes Pass.","Rath, H.",-36.4267,148.3344
1326822,1418667,NA,Seed Sample,24-NOV-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.2215, Total wt: 0.3136",TSW,2.215,gm,,NA,,,,,NA,2.215,Ranunculus anemoneus  ,1/21/2001,site_at_-36.4267_degS_and_148.3344_degE,site_at_-36.4267_degS_and_148.3344_degE,"Kosciuszko National Park; under the ski tow bar at Mount Guthrie, near Charlottes Pass.","Rath, H.",-36.4267,148.3344
1333894,1418678,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 82, Wt of sample: 0.7208, Total wt: 0.7208",TSW,8.7902,gm,,NA,,,,,NA,8.7902,Rhodamnia dumicola  ,3/12/1982,site_at_-27.5333_degS_and_152.7333_degE,site_at_-27.5333_degS_and_152.7333_degE,"Pine Mountain, 12 km NW of Ipswich.","Bird, L.",-27.5333,152.7333
1335776,1418685,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.3585, Total wt: 0.5186",TSW,3.585,gm,,NA,,,,,NA,3.585,Isopogon   ,1/28/2000,site_at_-29.5103_degS_and_153.3594_degE,site_at_-29.5103_degS_and_153.3594_degE,"Angourie, along walking track to Shelleys Beach at edge of Bold Knob, 150 m from Shelleys Beach.","Taylor, D.A.",-29.5103,153.3594
1339551,1418716,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.6902, Total wt: 8.5319",TSW,6.902,gm,,NA,,,,,NA,6.902,Brunonia australis  ,12/24/1999,site_at_-35.225_degS_and_147.85_degE,site_at_-35.225_degS_and_147.85_degE,5 km due S of Snowy Mountains Highway turnoff Hume Highway. Mt Yaven - property of Gary and Louise Orr.,"Nightingale, J.",-35.225,147.85
1340004,1418721,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.2899, Total wt: 0.4036",TSW,2.899,gm,,NA,,,,,NA,2.899,Sida petrophila  ,10/8/1981,site_at_-31.8_degS_and_141.4333_degE,site_at_-31.8_degS_and_141.4333_degE,"15.8 km from the outskirts of Broken Hill on road to Mt Robe, roadside.","Hadlow, R.B.",-31.8,141.4333
1343239,1418728,NA,Seed Sample,11-SEP-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.208, Total wt: 1.456",TSW,2.08,gm,,NA,,,,,NA,2.08,Eriachne aristidea  ,10/6/1981,site_at_-28.8_degS_and_141.9167_degE,site_at_-28.8_degS_and_141.9167_degE,"Ca. 22.7 km N of Warri Gate, Tibooburra-Innamincka road.","Hadlow, R.B.",-28.8,141.9167
1345344,1418731,NA,Seed Sample,10-NOV-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1911, Total wt: 15.6409",TSW,1.911,gm,,NA,,,,,NA,1.911,Eucalyptus pilularis  ,11/1/1984,site_at_-29.4833_degS_and_152.3167_degE,site_at_-29.4833_degS_and_152.3167_degE,"Gibraltar Range National Park, The Granites picnic area, 2.0 km ENE of Waratah Trig.","Crisp, M.D.",-29.4833,152.3167
1345843,1418732,NA,Seed Sample,13-MAY-05,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1597, Total wt: 14.2076",TSW,1.597,gm,,NA,,,,,NA,1.597,Eucalyptus boliviana  ,6/19/2000,site_at_-29.355_degS_and_151.9_degE,site_at_-29.355_degS_and_151.9_degE,"Bolivia Hill Nature Reserve, 2 km SE of Bolivia Hill.","Fethers, S.",-29.355,151.9
1308865,1418385,NA,Seed Sample,24-JUN-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 67, Wt of sample: 0.0754, Total wt: 0.0754",TSW,1.1254,gm,,NA,,,,,NA,1.1254,Chaerophyllum pulvinificum  ,3/18/2008,site_at_-36.4603_degS_and_148.2678_degE,site_at_-36.4603_degS_and_148.2678_degE,Kosciuszko National Park 0.5 km SW of Rawsons Pass towards Lake Cootapatamba.,"Fethers, S.",-36.4603,148.2678
1308895,1418388,NA,Seed Sample,08-JUL-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0443, Total wt: 1.2727",TSW,0.443,gm,,NA,,,,,NA,0.443,Brachyscome scapigera  ,3/18/2008,site_at_-36.4644_degS_and_148.2678_degE,site_at_-36.4644_degS_and_148.2678_degE,Kosciuszko National Park 300 m west of Kosciuszko Walk and 200 m east of Lake Cootapatamba.,"Fethers, S.",-36.4644,148.2678
1308980,1418392,NA,Seed Sample,17-JUN-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0023, Total wt: 0.1161",TSW,0.023,gm,,NA,,,,,NA,0.023,Epacris petrophila  ,3/19/2008,site_at_-36.4311_degS_and_148.3583_degE,site_at_-36.4311_degS_and_148.3583_degE,Kosciuszko National Park 100 m N of Spencers Creek bridge on edge of Spencers Creek c. 3 km ~ E of Charlottes Pass.,"Fethers, S.",-36.4311,148.3583
1309216,1418408,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 45, Wt of sample: 0.7447, Total wt: 0.7447",TSW,16.5489,gm,,NA,,,,,NA,16.5489,Acacia pravifolia  ,9/24/1982,site_at_-32.2_degS_and_138.0333_degE,site_at_-32.2_degS_and_138.0333_degE,c. 18 km N of Quorn toward Warren Gorge.,"Hadlow, R.B.",-32.2,138.0333
1309224,1418409,NA,Seed Sample,15-JUL-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0305, Total wt: 0.0373",TSW,0.305,gm,,NA,,,,,NA,0.305,Rytidosperma nivicola  ,3/14/2008,site_at_-36.4756_degS_and_148.2736_degE,site_at_-36.4756_degS_and_148.2736_degE,"Kosciuszko National Park, IBRA region AA; boardwalk between Rawson Pass and Thredbo as it crosses Snowy River (straight line GPS measurement).","McAuliffe, J.",-36.4756,148.2736
1310123,1418415,NA,Seed Sample,08-JUL-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 76, Wt of sample: 0.1737, Total wt: 0.1737",TSW,2.2855,gm,,NA,,,,,NA,2.2855,Ranunculus clivicola  ,4/1/2008,site_at_-36.4203_degS_and_148.3511_degE,site_at_-36.4203_degS_and_148.3511_degE,"Kosciuszko National Park, IBRA region AA; on western banks of Spencers Creek, downstream 1.23 km (straight line GPS measurement) from Spencers Creek bridge on Kosciuszko Road.","McAuliffe, J.",-36.4203,148.3511
1310148,1418417,NA,Seed Sample,15-JUL-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.196, Total wt: 5.5729",TSW,1.96,gm,,NA,,,,,NA,1.96,Ranunculus anemoneus  ,3/14/2008,site_at_-36.4756_degS_and_148.2717_degE,site_at_-36.4756_degS_and_148.2717_degE,"Kosciuszko National Park, IBRA region AA; headwaters of the Snowy River, eastern slopes of North Ramshead, 452 m W of Snowy River junction with Thredbo to Rawson Pass track.","McAuliffe, J.",-36.4756,148.2717
1310260,1418428,NA,Seed Sample,01-JUL-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0052, Total wt: 0.0154",TSW,0.052,gm,,NA,,,,,NA,0.052,Colobanthus nivicola  ,1/31/2008,site_at_-36.4469_degS_and_148.2678_degE,site_at_-36.4469_degS_and_148.2678_degE,"Kosciuszko National Park, IBRA region AA; along the Main Range walking track, 2.73 km N from Rawson Pass (straight line GPS measurement).","McAuliffe, J.",-36.4469,148.2678
1310586,1418444,NA,Seed Sample,24-JUN-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.4425, Total wt: 6.2441",TSW,4.425,gm,,NA,,,,,NA,4.425,Chaerophyllum eriopodum  ,3/5/2008,site_at_-36.4522_degS_and_148.2747_degE,site_at_-36.4522_degS_and_148.2747_degE,Kosciuszko National Park Kosciuszko summit road c. 1 km WSW from Seamans Hut. Small stream running nearby.,"Perring, A.",-36.4522,148.2747
1310599,1418445,NA,Seed Sample,24-JUN-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0252, Total wt: 0.3757",TSW,0.252,gm,,NA,,,,,NA,0.252,Plantago euryphylla  ,3/7/2008,site_at_-36.4303_degS_and_148.3206_degE,site_at_-36.4303_degS_and_148.3206_degE,"Kosciuszko National Park bottom of Heartbreak Hill, Main Range Walking Track, c. 30 m off track on river flats between Snowy River and Merritts Creek.","Perring, A.",-36.4303,148.3206
1310661,1418447,NA,Seed Sample,17-JUN-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 39, Wt of sample: 0.0198, Total wt: 0.0198",TSW,0.5077,gm,,NA,,,,,NA,0.5077,Nertera granadensis  ,2/27/2008,site_at_-36.4583_degS_and_148.2989_degE,site_at_-36.4583_degS_and_148.2989_degE,"Kosciuszko National Park, IBRA region AA; banks of Merritts Creek 40 m east / upstream from Merritts Creek bridge on the main walking track to Rawson Pass.","McAuliffe, J.",-36.4583,148.2989
1310818,1418451,NA,Seed Sample,10-JUN-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1289, Total wt: 0.5977",TSW,1.289,gm,,NA,,,,,NA,1.289,Erigeron bellidioides  ,4/1/2008,site_at_-36.4197_degS_and_148.3469_degE,site_at_-36.4197_degS_and_148.3469_degE,"Kosciuszko National Park, IBRA region AA; just below Guthrie Ridge, E side, at the base of large rock outcrop.","McAuliffe, J.",-36.4197,148.3469
1311153,1418460,NA,Seed Sample,12-JUN-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.118, Total wt: 13.4",TSW,1.18,gm,,NA,,,,,NA,1.18,Celmisia costiniana  ,2/13/2008,site_at_-36.4586_degS_and_148.2681_degE,site_at_-36.4586_degS_and_148.2681_degE,Kosciuszko National Park 150 m SW of Rawson Pass towards Lake Cootapatamba.,"Flowers, G.H.",-36.4586,148.2681
1311307,1418462,NA,Seed Sample,12-JUN-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.072, Total wt: 6.6",TSW,0.72,gm,,NA,,,,,NA,0.72,Erigeron nitidus  ,1/30/2008,site_at_-36.4589_degS_and_148.2972_degE,site_at_-36.4589_degS_and_148.2972_degE,"Kosciuszko National Park, IBRA region AA; 3.5 km N of Rawson Pass towards Charlottes Pass on The Summit walk, near the Merritts Creek bridge on the Charlottes Pass side.","McAuliffe, J.",-36.4589,148.2972
1311733,1418479,NA,Seed Sample,08-JUL-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.046, Total wt: 0.0674",TSW,0.46,gm,,NA,,,,,NA,0.46,Luzula novae-cambriae  ,1/31/2008,site_at_-36.4372_degS_and_148.2719_degE,site_at_-36.4372_degS_and_148.2719_degE,"Kosciuszko National Park, IBRA region AA; along the Main Range walking track, 3.11 km NW from Rawson Pass (straight line GPS measurement).","McAuliffe, J.",-36.4372,148.2719
1311783,1418481,NA,Seed Sample,12-JUN-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0536, Total wt: 0.88",TSW,0.536,gm,,NA,,,,,NA,0.536,Luzula acutifolia subsp. nana,2/21/2008,site_at_-36.4158_degS_and_148.2872_degE,site_at_-36.4158_degS_and_148.2872_degE,"Kosciuszko National Park, IBRA region AA; on the eastern slope of Mt Lee, 4.9 km N from Rawson Pass (straight line GPS measurement). E of the Main Range walking track.","McAuliffe, J.",-36.4158,148.2872
1311863,1418485,NA,Seed Sample,29-JUL-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.2421, Total wt: 2.0354",TSW,2.421,gm,,NA,,,,,NA,2.421,Carex parvispica  ,3/13/2008,site_at_-36.4114_degS_and_148.2875_degE,site_at_-36.4114_degS_and_148.2875_degE,"Kosciuszko National Park, IBRA region AA; Main Range walkng track, between Mt Lee and Carruthers Peak.","McAuliffe, J.",-36.4114,148.2875
1312179,1418498,NA,Seed Sample,24-JUN-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0671, Total wt: 3.2166",TSW,0.671,gm,,NA,,,,,NA,0.671,Carex hebes  ,2/21/2008,site_at_-36.4153_degS_and_148.2883_degE,site_at_-36.4153_degS_and_148.2883_degE,"Kosciuszko National Park, IBRA region AA; on the eastern slope of Mt Lee, 4.99 km N from Rawson Pass (straight line GPS measurement). E of the Main Range walking track.","McAuliffe, J.",-36.4153,148.2883
