Family,taxa,percentgerm,presowtreat,germmedium,germcond,germnotes,refdesc
LEGUMINOSAE-MIMOSOIDEAE,Acacia assimilis,100 % germination (seeds sown: 50),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia assimilis,100 % germination (seeds sown: 50),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia assimilis subsp. atroviridis,100 % germination (seeds sown: 130),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia aulacocarpa,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia aulacocarpa,80 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia aureocrinita,92 % germination (seeds sown: 25),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia baeuerlenii,90 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia baeuerlenii,95 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia bancroftiorum,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia bancroftiorum,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia beckleri subsp. beckleri,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia beckleri subsp. beckleri,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia blakelyi,84 % germination (seeds sown: 45),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 49 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia blakelyi,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia blakelyi,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia blakelyi,96 % germination (seeds sown: 50),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 6 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia blakelyi,98 % germination (seeds sown: 50),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 23 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia blakelyi,98 % germination (seeds sown: 50),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 6 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia boormanii,96 % germination (seeds sown: 25),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia botrydion,90 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia brassii,90 % germination (seeds sown: 20),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia brassii,90 % germination (seeds sown: 20),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia browniana var. browniana,90 % germination (seeds sown: 20),"pre-sowing: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia browniana var. browniana,95 % germination (seeds sown: 20),"pre-sowing: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia brumalis,96 % germination (seeds sown: 50),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia brumalis,98 % germination (seeds sown: 50),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia brunioides subsp. brunioides,100 % germination (seeds sown: 25),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia brunioides subsp. brunioides,85 % germination (seeds sown: 20),"pre-sowing: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia brunioides subsp. brunioides,90 % germination (seeds sown: 20),"pre-sowing: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia burrana,100 % germination (seeds sown: 17),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia burrana,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia buxifolia,89 % germination (seeds sown: 19),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia buxifolia,95 % germination (seeds sown: 20),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia caesiella,100 % germination (seeds sown: 19),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia caesiella,100 % germination (seeds sown: 19),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia calamifolia,75 % germination (seeds sown: 20),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia calamifolia,90 % germination (seeds sown: 20),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 10°C; 35 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia calamifolia,90 % germination (seeds sown: 20),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia calyculata,100 % germination (seeds sown: 19),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia calyculata,100 % germination (seeds sown: 20),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia cambagei,100 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 13 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia campylophylla,96 % germination (seeds sown: 25),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 43 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia cardiophylla,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 11 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia carens,50 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 105 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia celastrifolia,100 % germination (seeds sown: 20),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 10°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia celastrifolia,100 % germination (seeds sown: 20),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 15°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia chinchillensis,100 % germination (seeds sown: 19),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia chinchillensis,95 % germination (seeds sown: 19),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia chisholmii,100 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia chisholmii,89 % germination (seeds sown: 19),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia cincinnata,100 % germination (seeds sown: 17),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia cincinnata,80 % germination (seeds sown: 15),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,,"RBG Kew, Wakehurst Place."
