species,herbarium voucher,native to,voucher location,lat,long,alt,leaf type,stomatal distribution,habitat,woodiness,habit,Guard cell length,Total vein density (mm/mm2),leaf mass per unit area gm-2,total stomatal density (mm-2),adaxial stomatal density (mm-2),adaxial stomatal density (mm-2),dense hairs covering the stomata,tightly revolute leaves (1=linear leaves with revolute margins appressed to either midrib or other margin,deep longitudinal grooves etc (n=none;g=grooves;(g) grooves but stomata not restricted to grooves),Banksia-type pits,hakea-type pits,telopea-type papillae,lamina thickness (microns),epidermal width (microns),palisade width (microns),epidermal cell density,stomatal index,leaf area (cm2),adult leaf type,juvenile leaf type,leaf form,adaxial hypodermis,adaxial cuticle thickness (microns),ad papillae5,ad trichomes,ab hypo,ab cut thick,bundle sheath extensions,lignified margins,sclereids at vein endings,sclereids protruding from bundle sheaths,bundle sheaths 1= large parenchyma-like cells; 3=bundles sheaths surrounded by sclereids; 4= bundles embedded in a lignified core,crystals in mesophyll,hypodermal structures (0=no specialised structure; 1 = lignified adaxial hypodermis; 2 = lignified abaxial hypodermis; 3 = hypodermis of extension of bundle sheath extensions; 4=Orites milliganii upper type; 5 = Orites milliganii lower type; 6 = ideosclereids extending under adaxial hypodermis),compound midribs,ideosclereids (0=absent; 1=ordinary; 2= branched; 3=asterosclereids; 4=osteosclereids;5=dense clusters of sclereids),clade,group,veg type,"stomatal distribution (amphistomatic, hypostomatic or unevenly amphistomatic [=""functionally hypostomatic"")"
Grevillea incrassata,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grevillea incurva,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grevillea infecunda,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea infundibularis,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea intricata,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea involucrata,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea irrasa,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea jephcottii,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea johnsonii,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea juncifolia,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea juniperina,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea kedumbensis,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea kenneallyi,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea kennedyana,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea lanigera,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea latifolia,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea laurifolia,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,hypo
Grevillea leiophylla,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea leptobotrys,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea leptopoda,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea leucoclada,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea leucopteris,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea levis,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea linsmithii,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea lissopleura,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea longicuspis,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea longifolia,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea longistyla,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea luffitzii,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grevillea macleayana,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea maherae,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea makinsonii,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grevillea manglesii,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea manglesioides,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea marriottii,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea masonii,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea maxwellii,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea mccutcheonii,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea metamorpha,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea micrantha,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea microstegia,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea microstyla,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grevillea mimosoides,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,amphi
Grevillea miniata,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grevillea minutiflora,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea miqueliana,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea mollis,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea molyneuxii,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea monslacana,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea montana,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea monticola,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea montis-cole,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea mucronulata,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,hypo
Grevillea muelleri,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea murex,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea muricata,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea myosodes,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grevillea nana,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea nematophylla,,,,,,,,,"open, arid",woody,perennial,25.11111111,,,,,,n,n,n,0,0,0,1250,,,,,,"simple,entire",,terete,0,12,1,0,0,12,0,0,0,0,4,0,0,0,0,,,open,terete
Grevillea neurophylla,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea newbeyi,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea nudiflora,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea obliquistigma,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea obtecta,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea obtusiflora,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea obtusifolia,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea occidentalis,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,hypo
Grevillea oldei,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea oleoides,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea oligantha,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea oligomera,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grevillea olivacea,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea oncogyne,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea oxyantha,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea pachylostyla,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea paniculata,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,hypo
Grevillea papillosa,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea paradoxa,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grevillea parallela,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea parallelinervis,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea parviflora,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea parvula,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea patentiloba,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,hypo
Grevillea patulifolia,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea pauciflora,,,,,,,,,,woody,perennial,,,,,,,n/y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,hypo
Grevillea pectinata,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea petrophiloides,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grevillea phanerophlebia,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea phillipsiana,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea phylicoides,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea pilosa,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea pilulifera,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea pimeleoides,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea pinaster,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea pinifolia,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea pityophylla,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea pluricaulis,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea plurijuga,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea polyacida,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea polybotrya,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,amphi
Grevillea polybractea,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea prasina,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grevillea preissii,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea prominens,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea prostrata,,,,,,,,,,woody,perennial,,,,,,,n/y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea psilantha,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grevillea pteridifolia,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,hypo
Grevillea pterosperma,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea pulchella,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,hypo
Grevillea punctata,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea pungens,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea pyramidalis,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,amphi
Grevillea pythara,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea quadricauda,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea quercifolia,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea quinquinervis,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea ramosissima,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,hypo
Grevillea rara,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea raybrownii,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea refracta,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea renwickiana,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea repens,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,hypo
Grevillea reptans,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea rhizomatosa,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea rhyolitica,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea rigida,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea ripicola,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea rivularis,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea rogersoniana,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grevillea rosieri,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea rosmarinifolia,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea roycei,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea rubicunda,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea rudis,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea saccata,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,hypo
Grevillea sarissa,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea scabra,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea scabrida,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea scapigera,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea scortechinii,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea secunda,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea sericea,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,hypo
Grevillea sessilis,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea shiressii,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea shuttleworthiana,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea singuliflora,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea sparsiflora,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,hypo
Grevillea speciosa,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,hypo
Grevillea sphacelata,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea spinosa,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea spinosissima,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea steiglitziana,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea stenobotrya,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea stenogyne,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grevillea stenomera,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea stenostachya,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea subterlineata,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea subtiliflora,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea sulcata,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea tenuiflora,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea tenuiloba,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea teretifolia,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea tetragonoloba,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea tetrapleura,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea thelemanniana,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea thyrsoides,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea trachytheca,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea treueriana,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea trifida,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,hypo
Grevillea triloba,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea tripartita,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea triternata,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea umbellulata,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea uncinulata,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea uniformis,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea variifolia,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea velutinella,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grevillea venusta,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea versicolor,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea vestita,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,hypo
Grevillea victoriae,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,hypo
Grevillea virgata,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea viridiflava,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea whiteana,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea wickhamii,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grevillea wilkinsonii,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea williamsonii,,,,,,,,,,woody,perennial,,,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea willisii,,,,,,,,,,woody,perennial,,,,,,,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
Grevillea wilsonii,,,,,,,,,,woody,perennial,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,
