speciesName,genus,speciesEpithet,family,speciesNameComments,photosyntheticPathway_confirmed,photosyntheticPathway_inferred,photosyntheticPathway_combined,source,justification,notes,d13C_perMil,d13CReplicate_perMil,ternVegetationBarcode,ternPrimaryGeneticBarcode,plantMaterialType,ternPlot,latitude,longitude,dateSurveyed,d13CAdditionalSample_perMil,ternPlotAdditionalSample,ternPrimaryGeneticBarcodeAdditionalSample,plantMaterialTypeAdditionalSample,latitudeAdditionalSample,longitudeOfAdditionalSample,dateSurveyedAdditionalSample,facilityYear,species_name,taxon_name,old_pathway,photosyntheticPathway_combined2
Bonamia_rosea,Bonamia,rosea,Convolvulaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bonamia rosea,Bonamia rosea,NA,C3
Boronia_alulata,Boronia,alulata,Rutaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boronia alulata,Boronia alulata,NA,C3
Boronia_bowmanii,Boronia,bowmanii,Rutaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boronia bowmanii,Boronia bowmanii,NA,C3
Boronia_coerulescens,Boronia,coerulescens,Rutaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boronia coerulescens,Boronia coerulescens,c3,NA
Boronia_decumbens,Boronia,decumbens,Rutaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boronia decumbens,Boronia decumbens,c3,NA
Boronia_edwardsii,Boronia,edwardsii,Rutaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boronia edwardsii,Boronia edwardsii,NA,C3
Boronia_filifolia,Boronia,filifolia,Rutaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boronia filifolia,Boronia filifolia,NA,C3
Boronia_lanceolata,Boronia,lanceolata,Rutaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boronia lanceolata,Boronia lanceolata,c3,NA
Boronia_ledifolia,Boronia,ledifolia,Rutaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boronia ledifolia,Boronia ledifolia,c3,NA
Boronia_microphylla,Boronia,microphylla,Rutaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boronia microphylla,Boronia microphylla,c3,NA
Boronia_ramosa,Boronia,ramosa,Rutaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boronia ramosa,Boronia ramosa,c3,NA
Boronia_rigens,Boronia,rigens,Rutaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boronia rigens,Boronia rigens,NA,C3
Boronia_scabra,Boronia,scabra,Rutaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boronia scabra,Boronia scabra,NA,C3
Boronia_ternata,Boronia,ternata,Rutaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boronia ternata,Boronia ternata,c3,NA
Borya_constricta,Borya,constricta,Boryaceae,NA,C3,NA,C3,TERN SIA,NA,NA,-30.48,NA,NA,WAA022481,"leaves, stem, & roots",WAAAVW0007,-29.67205,116.9664,28/08/2019,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2023,Borya constricta,Borya constricta,NA,C3
Borya_laciniata,Borya,laciniata,Boryaceae,NA,U,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Borya laciniata,Borya laciniata,NA,U
Borya_scirpoidea,Borya,scirpoidea,Boryaceae,NA,U,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Borya scirpoidea,Borya scirpoidea,NA,U
Borya_sphaerocephala,Borya,sphaerocephala,Boryaceae,NA,C3,NA,C3,TERN SIA,NA,NA,-28.5,NA,NA,WAA022335,"leaves, stem, & roots",WAAAVW0006,-29.60355,116.9675,28/08/2019,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2023,Borya sphaerocephala,Borya sphaerocephala,NA,C3
Bossiaea_bossiaeoides,Bossiaea,bossiaeoides,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bossiaea bossiaeoides,Bossiaea bossiaeoides,c3,NA
Bossiaea_buxifolia,Bossiaea,buxifolia,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bossiaea buxifolia,Bossiaea buxifolia,NA,C3
Bossiaea_calcicola,Bossiaea,calcicola,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bossiaea calcicola,Bossiaea calcicola,NA,C3
Bossiaea_ensata,Bossiaea,ensata,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bossiaea ensata,Bossiaea ensata,c3,NA
Bossiaea_eremaea,Bossiaea,eremaea,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bossiaea eremaea,Bossiaea eremaea,NA,C3
Bossiaea_eriocarpa,Bossiaea,eriocarpa,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bossiaea eriocarpa,Bossiaea eriocarpa,c3,NA
Bossiaea_heterophylla,Bossiaea,heterophylla,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bossiaea heterophylla,Bossiaea heterophylla,c3,NA
Bossiaea_linophylla,Bossiaea,linophylla,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bossiaea linophylla,Bossiaea linophylla,c3,NA
Bossiaea_obcordata,Bossiaea,obcordata,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bossiaea obcordata,Bossiaea obcordata,c3,NA
Bossiaea_ornata,Bossiaea,ornata,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bossiaea ornata,Bossiaea ornata,c3,NA
Bossiaea_praetermissa,Bossiaea,praetermissa,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bossiaea praetermissa,Bossiaea praetermissa,c3,NA
Bossiaea_prostrata,Bossiaea,prostrata,Fabaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bossiaea prostrata,Bossiaea prostrata,c3,NA
Bossiaea_rhombifolia,Bossiaea,rhombifolia,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bossiaea rhombifolia,Bossiaea rhombifolia,c3,NA
Bossiaea_scolopendria,Bossiaea,scolopendria,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bossiaea scolopendria,Bossiaea scolopendria,c3,NA
Bossiaea_sericea,Bossiaea,sericea,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bossiaea sericea,Bossiaea sericea,c3,NA
Bossiaea_walkeri,Bossiaea,walkeri,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bossiaea walkeri,Bossiaea walkeri,c3,NA
Bothriochloa_bladhii,Bothriochloa,bladhii,Poaceae,NA,C4,NA,C4,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bothriochloa bladhii,Bothriochloa bladhii,c4,NA
Bothriochloa_decipiens,Bothriochloa,decipiens,Poaceae,NA,U,C4,C4,"Osborne et al., 2014",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bothriochloa decipiens,Bothriochloa decipiens,NA,C4
Bothriochloa_ewartiana,Bothriochloa,ewartiana,Poaceae,NA,C4,NA,C4,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bothriochloa ewartiana,Bothriochloa ewartiana,c4,NA
Bothriochloa_macra,Bothriochloa,macra,Poaceae,NA,C4,NA,C4,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bothriochloa macra,Bothriochloa macra,c4,NA
Bothriochloa_pertusa,Bothriochloa,pertusa,Poaceae,NA,C4,NA,C4,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bothriochloa pertusa,Bothriochloa pertusa,c4,NA
Brachiaria_holosericea,Brachiaria,holosericea,Poaceae,NA,U,C4,C4,"Osborne et al., 2014",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachiaria holosericea,Urochloa holosericea,c4,NA
Brachiaria_occidentalis,Brachiaria,occidentalis,Poaceae,NA,U,C4,C4,"Osborne et al., 2014",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachiaria occidentalis,Urochloa occidentalis,NA,C4
Brachiaria_piligera,Brachiaria,piligera,Poaceae,NA,U,C4,C4,"Osborne et al., 2014",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachiaria piligera,Urochloa piligera,c4,NA
Brachiaria_pubigera,Brachiaria,pubigera,Poaceae,NA,U,C4,C4,"Osborne et al., 2014",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachiaria pubigera,Urochloa pubigera,NA,C4
Brachiaria_ramosa,Brachiaria,ramosa,Poaceae,NA,U,C4,C4,"Osborne et al., 2014",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachiaria ramosa,Urochloa ramosa,c4,NA
Brachiaria_subquadripara,Brachiaria,subquadripara,Poaceae,NA,U,C4,C4,"Osborne et al., 2014",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachiaria subquadripara,Urochloa subquadripara,c4,NA
Brachyachne_ciliaris,Brachyachne,ciliaris,Poaceae,NA,U,C4,C4,"Osborne et al., 2014",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyachne ciliaris,Cynodon simonii,NA,C4
Brachyachne_convergens,Brachyachne,convergens,Poaceae,NA,C4,NA,C4,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyachne convergens,Cynodon convergens,c4,NA
Brachyachne_prostrata,Brachyachne,prostrata,Poaceae,NA,U,C4,C4,"Osborne et al., 2014",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyachne prostrata,Cynodon prostratus,NA,C4
Brachyachne_tenella,Brachyachne,tenella,Poaceae,NA,C4,NA,C4,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyachne tenella,Cynodon tenellus,c4,NA
Brachychiton_acerifolius,Brachychiton,acerifolius,Malvaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachychiton acerifolius,Brachychiton acerifolius,NA,C3
Brachychiton_australis,Brachychiton,australis,Malvaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachychiton australis,Brachychiton australis,NA,C3
Brachychiton_diversifolius,Brachychiton,diversifolius,Malvaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachychiton diversifolius,Brachychiton diversifolius,c3,NA
Brachychiton_gregorii,Brachychiton,gregorii,Malvaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachychiton gregorii,Brachychiton gregorii,NA,C3
Brachychiton_megaphyllus,Brachychiton,megaphyllus,Malvaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachychiton megaphyllus,Brachychiton megaphyllus,c3,NA
Brachychiton_muellerianus,Brachychiton,muellerianus,Malvaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachychiton muellerianus,Brachychiton muellerianus,NA,C3
Brachychiton_paradoxus,Brachychiton,paradoxus,Malvaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachychiton paradoxus,Brachychiton paradoxus,c3,NA
Brachychiton_populneus,Brachychiton,populneus,Malvaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachychiton populneus,Brachychiton populneus,c3,NA
Brachychiton_rupestris,Brachychiton,rupestris,Malvaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachychiton rupestris,Brachychiton rupestris,NA,C3
Brachychiton_vitifolius,Brachychiton,vitifolius,Malvaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachychiton vitifolius,Brachychiton vitifolius,NA,C3
Brachyloma_ericoides,Brachyloma,ericoides,Ericaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyloma ericoides,Brachyloma ericoides,NA,C3
Brachyloma_preissii,Brachyloma,preissii,Ericaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyloma preissii,Brachyloma preissii,NA,C3
Brachypodium_distachyon,Brachypodium,distachyon,Poaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachypodium distachyon,Brachypodium distachyon,c3,NA
Brachyscome_aculeata,Brachyscome,aculeata,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyscome aculeata,Brachyscome aculeata,NA,C3
Brachyscome_basaltica,Brachyscome,basaltica,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyscome basaltica,Brachyscome basaltica,NA,C3
Brachyscome_ciliaris,Brachyscome,ciliaris,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyscome ciliaris,Brachyscome ciliaris,c3,NA
Brachyscome_curvicarpa,Brachyscome,curvicarpa,Asteraceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyscome curvicarpa,Brachyscome curvicarpa,NA,C3
Brachyscome_decipiens,Brachyscome,decipiens,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-33.86,NA,NA,VCA007882,leaves,VCAAUA0015-58539,-37.38884722,146.7645694,3/2/2018,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2020,Brachyscome decipiens,Brachyscome decipiens,c3,NA
Brachyscome_dentata,Brachyscome,dentata,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-29.09,NA,NA,NSA013278,leaves,NSABHC0009-58026,-31.08023472,141.6973686,13/09/2016,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Brachyscome dentata,Brachyscome dentata,c3,NA
Brachyscome_dichromosomatica,Brachyscome,dichromosomatica,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyscome dichromosomatica,Brachyscome dichromosomatica,NA,C3
Brachyscome_foliosa,Brachyscome,foliosa,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-30.94,NA,NA,VCA005716,leaves,VCAAUA0007-58543,-36.90786111,147.2555833,27/01/2018,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2020,Brachyscome foliosa,Brachyscome foliosa,c3,NA
Brachyscome_formosa,Brachyscome,formosa,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyscome formosa,Brachyscome formosa,NA,C3
Brachyscome_iberidifolia,Brachyscome,iberidifolia,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyscome iberidifolia,Brachyscome iberidifolia,c3,NA
Brachyscome_lineariloba,Brachyscome,lineariloba,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-28.88,NA,NA,SAS 000730,flower parts & stem,SASMDD0012-56974,-34.05913889,140.7543472,19/11/2013,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Brachyscome lineariloba,Brachyscome lineariloba,c3,NA
Brachyscome_microcarpa,Brachyscome,microcarpa,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyscome microcarpa,Brachyscome microcarpa,NA,C3
Brachyscome_multifida,Brachyscome,multifida,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-28.43,NA,NA,NSA 011896,leaves & stem,NSAMDD0018-56976,-33.56723333,145.7840083,6/8/2014,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2020,Brachyscome multifida,Brachyscome multifida,c3,NA
Brachyscome_perpusilla,Brachyscome,perpusilla,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyscome perpusilla,Brachyscome perpusilla,NA,C3
Brachyscome_pusilla,Brachyscome,pusilla,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyscome pusilla,Brachyscome pusilla,NA,C3
Brachyscome_rigidula,Brachyscome,rigidula,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyscome rigidula,Brachyscome rigidula,NA,C3
Brachyscome_scapigera,Brachyscome,scapigera,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-31.56,NA,NA,VCA007860,leaves,VCAAUA0015-58539,-37.38884722,146.7645694,3/2/2018,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2020,Brachyscome scapigera,Brachyscome scapigera,c3,NA
Brachyscome_spathulata,Brachyscome,spathulata,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-34.23,-34.2,NA,VCA008016,leaves,VCAAUA0015-58539,-37.38884722,146.7645694,3/2/2018,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2020,Brachyscome spathulata,Brachyscome spathulata,c3,NA
Brachyscome_tadgelii,Brachyscome,tadgelii,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-30.11,-30.09,NA,VCA007454,leaves,VCAAUA0011-58540,-37.11071944,147.1643167,30/01/2018,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2020,Brachyscome tadgelii,Brachyscome tadgellii,c3,NA
Brachyscome_tadgellii,Brachyscome,tadgellii,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyscome tadgellii,Brachyscome tadgellii,c3,NA
