taxon_name,trait_name,value_type,value,unit,notes,,observation_id,original_name,value_original,leaf,form,original_text
Ehrharta calycina,leaf_length,maximum,150,mm,good,,863,Ehrharta calycina,150,"leaf blades usually flat, variable in size;","perennial, with often a creeping branched rhizome;","Description: Perennial, with often a creeping branched rhizome; culms 30-70 cm high; leaf blades usually flat, variable in size; panicle lax, narrow, often less than 15 cm long; spikelets 4-8 mm long; glumes a little shorter than the spikelet, about equal, turning purple; sterile lemmas slightly longer, the first shorter and narrower, not corrugated, both softly hairy and the first bearded at the base, the second shortly awned and with 2 small scales at the base; fertile lemma slightly shorter than the sterile lemmas, obtuse; palea hyaline; stamens 6."
Ehrharta calycina,plant_height,maximum,0.7,m,good,,863,Ehrharta calycina,0.7,"leaf blades usually flat, variable in size;","perennial, with often a creeping branched rhizome;","Description: Perennial, with often a creeping branched rhizome; culms 30-70 cm high; leaf blades usually flat, variable in size; panicle lax, narrow, often less than 15 cm long; spikelets 4-8 mm long; glumes a little shorter than the spikelet, about equal, turning purple; sterile lemmas slightly longer, the first shorter and narrower, not corrugated, both softly hairy and the first bearded at the base, the second shortly awned and with 2 small scales at the base; fertile lemma slightly shorter than the sterile lemmas, obtuse; palea hyaline; stamens 6."
Ehrharta erecta,plant_height,maximum,0.9,m,good,,864,Ehrharta erecta,0.9,"leaf blades flat, 1.5-13 mm broad.","perennial, with a creeping rhizome;","Description: Perennial, with a creeping rhizome; culms to 90 cm high; leaf blades flat, 1.5-13 mm broad.Panicle open or contracted (rarely a raceme), usually less than 15 cm long; spikelets 3-5 mm long; glumes much shorter than the spikelet (the second longer and just over half the length of the spikelet), green; sterile lemmas awnless, nearly as long as the spikelet, at least the second corrugated, glabrous, the second with 2 small scales at the base; fertile lemma almost as long as the second sterile lemma, obtuse."
Ehrharta longiflora,leaf_width,maximum,11,mm,good,,865,Ehrharta longiflora,11,"leaf blades flat, to 11 mm broad.","annual, with leaves in tufts;","Description: Annual, with leaves in tufts; culms to 90cm high; leaf blades flat, to 11 mm broad.Panicle open but often narrow, to 20 cm long; spikelets usually 10-18 mm long; glumes less than half the length of the spikelet, the first shorter, purplish; first sterile lemma slightly shorter, both often corrugated towards the base, scabrid, bearded at the base, both awned; fertile lemma shorter than the sterile lemmas; stamens usually 6."
Ehrharta longiflora,plant_height,maximum,0.9,m,good,,865,Ehrharta longiflora,0.9,"leaf blades flat, to 11 mm broad.","annual, with leaves in tufts;","Description: Annual, with leaves in tufts; culms to 90cm high; leaf blades flat, to 11 mm broad.Panicle open but often narrow, to 20 cm long; spikelets usually 10-18 mm long; glumes less than half the length of the spikelet, the first shorter, purplish; first sterile lemma slightly shorter, both often corrugated towards the base, scabrid, bearded at the base, both awned; fertile lemma shorter than the sterile lemmas; stamens usually 6."
Ehrharta villosa,leaf_width,maximum,4,mm,good,,866,Ehrharta villosa,4,"leaf blades flat or rolled, to 4 mm broad.","perennial, often with a robust creeping rhizome;","Description: Perennial, often with a robust creeping rhizome; culms to 120 cm high; leaf blades flat or rolled, to 4 mm broad.Inflorescence a narrow panicle or a raceme 4-20 cm long, often 1-sided; spikelets 12-15 mm long; glumes more than half to almost as long as the spikelet, about equal, glabrous or slightly hairy, straw-coloured; sterile lemmas about equal, both long and softly hairy and bearded at the base, both awned; fertile lemma slightly shorter than the sterile lemmas; palea hyaline; stamens 6."
Ehrharta villosa,plant_height,maximum,1.2,m,good,,866,Ehrharta villosa,1.2,"leaf blades flat or rolled, to 4 mm broad.","perennial, often with a robust creeping rhizome;","Description: Perennial, often with a robust creeping rhizome; culms to 120 cm high; leaf blades flat or rolled, to 4 mm broad.Inflorescence a narrow panicle or a raceme 4-20 cm long, often 1-sided; spikelets 12-15 mm long; glumes more than half to almost as long as the spikelet, about equal, glabrous or slightly hairy, straw-coloured; sterile lemmas about equal, both long and softly hairy and bearded at the base, both awned; fertile lemma slightly shorter than the sterile lemmas; palea hyaline; stamens 6."
Pontederia crassipes,plant_height,maximum,0.08,m,remove-scape,,867,Eichhornia crassipes,0.08,,,
Eleocharis acuta,plant_height,maximum,0.9,m,good,,875,Eleocharis acuta,0.9,NA,,"Description: Rhizome slender, woody, bearing tufts of stems at intervals; stems to 90 cm high, usually 1-2 mm wide or sometimes slightly more; mouth of uppermost sheath dark-brown, somewhat thickened, truncate or nearly so, prominently mucronate.Spikelet linear, more or less acute, usually darkbrown or variegated with brown, 15-30 mm long; glumes ovate-lanceolate, subobtuse to very acute at the triangular apex, 3.5-4 mm long, 1-nerved; stamens 3.Nut broadly obovate, 1.5-1.8 x 1.1-1.3 mm, plano-convex to biconvex, often turgid, margins obtuse, sides smooth or somewhat rough, yellow to brown, shiny; style base ovate to triangular, laterally compressed, 0.4-0.8 x 0.5-0.7 mm, whitish or discoloured, cellular; hypogynous bristles usually 7, longer than the nut, strongly retrorsely toothed."
Eleocharis atricha,plant_height,maximum,0.4,m,good,,876,Eleocharis atricha,0.4,"leaf sheaths membranous, oblique and somewhat scarious at the apex.",,"Description: Stolons slender, bearing ovoid tunicated tubers c. 4 mm long; stems tufted, 3-40 cm high, 0.5-0.7 mm wide; leaf sheaths membranous, oblique and somewhat scarious at the apex.Spikelet lanceolate to linear, acute, chestnut-brown, often proliferous, 10-20 mm long, 2-3 mm wide; glumes oblong or ovate-oblong, obtuse, membranous, narrowly keeled, sides stained reddish-brown and streaked with numerous linear red-brown glands, 3.5-5 mm long; stamens 3.Nut narrowly obovate or oblong-obovate, 1.3-1.5 x c. 0.7 mm, trigonous, sides convex, prominently vertically ribbed and transversely tuberculate, white to pallidly straw-coloured, shiny, constricted immediately below the apex to a short neck about two-thirds as wide; style base pyramidal-deltoid, or somewhat depressed at the base, with a rather prominent annulus, three-quarters to four-fifths as wide as the nut and one-third to half as long as wide; hypogynous bristles 0."
Eleocharis geniculata,plant_height,maximum,0.4,m,good,,877,Eleocharis geniculata,0.4,"leaf sheaths rather rigid, strongly oblique and acute at the apex.",,"Description: Stolons absent; stems tufted, to 40 cm high and c. 0.7 mm wide; leaf sheaths rather rigid, strongly oblique and acute at the apex.Spikelet ovoid to globose, subacute, usually reddish-brown, 4-5 mm long, 3.5-4 mm wide; glumes broadly ovate to broadly obovate, obtuse, membranous, keeled, more or less stained with brown with a pale or green keel, 1.8-2 mm long; stamens 2 or 3.nut obovate with a rounded apex, 0.9-1 x 0.7-0.8 mm, biconvex, faintly ribbed on the margins, smooth, black, shiny; style base conical to ovate but usually depressed, to one-fifth as high as the nut and to one-third as wide; hypogynous bristles 6-8, somewhat coarse and scabrous, more or less as long as the nut."
Eleocharis gracilis,plant_height,maximum,0.2,m,good,,878,Eleocharis gracilis,0.2,"uppermost leaf sheath dilated, thickened and discoloured at the prominently oblique mouth, which is sometimes also mucronate.",,"Description: Rhizomes creeping; stems tufted or approximate, erect or curved, very slender, to c. 20 cm high; uppermost leaf sheath dilated, thickened and discoloured at the prominently oblique mouth, which is sometimes also mucronate.Spikelet ovoid to cylindrical, mostly 5-9 mm long; glumes ovate-oblong, rounded at the apex, c. 3.5 mm long, keeled; stamens 3.Nut obovoid, 1.2-1.3 x 0.8-0.9 mm, trigonous sides convex, minutely reticulate-punctulate to somewhat granular, tawny or brown; style base usually rather stout, narrowly pyramidal, one-third to half as long as the nut and half to two-thirds as wide, sessile, the annulus very slightly prominent; hypogynous bristles 5 or 6, usually much overtopping the style base."
Eleocharis pallens,plant_height,maximum,0.5,m,good,,879,Eleocharis pallens,0.5,"mouth of uppermost leaf sheath thickened, discoloured, truncate and mucronate.",,"Description: Rhizome very short or absent; stems densely tufted, slender, to 50 cm high; mouth of uppermost leaf sheath thickened, discoloured, truncate and mucronate.Spikelet linear-cylindrical, more or less acute, usually pale-coloured, 1-2 cm long, glumes ovate or oblong-ovate with an acutely triangular apex, faintly keeled, c. 3-3.5 mm long; stamens 3.Nut broadly obovoid or suborbicular, sometimes cuneate, 1.1-1.4 x 0.9-1 mm, biconvex or nearly planoconvex, often turgid, tawny or brown or rarely dark-brown, the margins thickened and rib-like, the sides smooth or slightly wrinkled; style base variable in shape and size, but always prominent, more or less deltoid or ovate-triangular, usually compressed, pallid or tawny, in the lower part more or less spongy and fimbriolate, up to a third of the length of the nut and a third to a quarter of its width; hypogynous bristles 7-10, usually stout, about as long as the nut."
Eleocharis plana,plant_height,maximum,0.8,m,good,,880,Eleocharis plana,0.8,"uppermost leaf sheath discoloured, thickened or truncate or subtruncate at the mouth, with a mucro 1.5-3 mm long.",,"Description: Rhizomes creeping; stems tufted, erect or oblique, flat or slightly concave to slightly convex on one side, to 80 cm high, striate; uppermost leaf sheath discoloured, thickened or truncate or subtruncate at the mouth, with a mucro 1.5-3 mm long.Spikelet narrowly cylindrical, mostly 10-15 mm long; glumes ovate, acute, c. 3.5 mm long, faintly keeled, with broad hyaline margins; stamens 3.Nut obovoid, 1.2-1.6 x c. 1 mm, biconvex, swollen, margins slightly ribbed, minutely punctulate or wrinkled, at length shiny and brown; style base triangular or ovate, compressed, pallid, cellular, often hispidulous at the base, about half as long and wide as the nut; hypogynous bristles 6-8, reaching approximately to the top of the style base."
