taxon_name,growth_form_icons,plant_growth_form,growth_habit,parasitic,life_history,regen_strategy,growth_medium,sex_type
Uvaria glabra,climber_vine,tree climber_vine,,,,,,
Uvaria holtzei,climber_vine_herbaceous,tree climber_vine,,,,,,
Uvaria leichhardtii,shrub climber_vine,tree climber_vine,,,,,,
Uvaria micrantha,climber_vine,tree climber_vine,,,,,,
Uvaria rufa,shrub climber_vine,tree climber_vine,,,,,,
Uvaria rupestre,shrub climber_vine,climber_shrub shrub climber_vine,,,,,,
Uvaria sankowskyi,shrub climber_vine,tree climber_vine,,,,,,
Uvaria scabridula,climber_vine,tree climber_vine,,,,,,
Uvaria topazensis,climber_vine,tree climber_vine,,,,,,
Uvaria uhrii,climber_vine,tree climber_vine,,,,,,
Uvaria unguiculata,climber_vine,tree climber_vine,,,,,,
Vandasina retusa,shrub climber_vine,shrub climber_vine,,,,,,
Vanroyena castanosperma,shrub tree,,,,,,,
Vavaea amicorum,shrub tree,,,,,,,
Ventilago ecorollata,climber_vine,climber_vine,,,,,,
Ventilago pubiflora,climber_vine,climber_vine,,,,,,
Ventilago viminalis,shrub tree climber_vine,tree,,,,,,
Verbena bonariensis,herb shrub,,,,,,,
Verbena litoralis,herb shrub,,,,,,,
Veronica plebeia,herb,herb,,,perennial,,,
Vigna marina,climber_vine_herbaceous,climber_vine,,,,,,
Vigna sp  station creek r j.lawn cq3284,climber_vine_herbaceous,climber_vine,,,,,,
Viola perreniformis,herb,herb,,,,,,
Viscum articulatum,,,,,,,,
Viscum ovalifolium,,,,,,,,
Vitex acuminata,shrub tree,,,,,,,
Vitex glabrata,tree,,,,,,,
Vitex helogiton,shrub tree,,,,,,,
Vitex lignumvitae,shrub tree,,,,,,,
Vitex melicopea,tree,,,,,,,
Vitex queenslandica,tree,tree,,,,,,
Vitex rotundifolia,herb shrub,climber_vine,trailing,,,,,
Vitex trifolia var. trifolia,shrub tree,tree,,,,,,
Vittadinia bicolor,herb,herb,erect,,annual,,,
Vittadinia scabra,herb shrub,herb,erect,,annual,,,
Voacanga grandifolia,shrub tree,tree,,,,,,
Waltheria indica,herb shrub,,,,,,,
Welchiodendron longivalve,tree,,,,,,,
Wendlandia basistaminea,herb shrub,,,,,,,
Wendlandia connata,shrub tree,,,,,,,
Wendlandia inclusa,shrub,,,,,,,
Wendlandia urceolata,shrub tree,tree,,,,,,
Wetria australiensis,shrub tree,tree,,,,,,
Whyanbeelia terraereginae,tree,,,,,,,
Wikstroemia indica,herb shrub,,,,,,,
Wilkiea angustifolia,herb shrub tree,,,,,,,
Wilkiea cordata,herb shrub,,,,,,,
Wilkiea hylandii,herb shrub,,,,,,,
Wilkiea kaarruana,shrub tree,tree shrub,,,,,,dioecious monoecious androdioecious
Wilkiea longipes,shrub tree,,,,,,,
Wilkiea macrophylla,shrub tree,tree shrub,,,,,,
Wilkiea pubescens,shrub tree,tree,,,,,,
Wilkiea rigidifolia,shrub tree,,,,,,,
Wilkiea smithii,shrub tree,,,,,,,
Wilkiea sp  mcdowall range j g.tracey 14552,herb shrub,,,,,,,
Wodyetia bifurcata,tree,palm,,,,,,
Wollastonia biflora var. biflora,herb shrub,shrub herb,scrambling,,,,,
Wrightia laevis,shrub tree,,,,,,,
Wrightia pubescens subsp. penicillata,shrub tree,tree,,,,,,
Wrightia pubescens subsp. pubescens,shrub tree,,,,,,,
Wrightia saligna,shrub,tree,,,,,,
Wrightia versicolor,tree,tree,,,,,,
Xanthophyllum fragrans,tree,,,,,,,
Xanthophyllum octandrum,tree,,,,,,,
Xanthostemon arenarius,shrub tree,tree,,,,,,
Xanthostemon chrysanthus,tree,tree,,,,,,
Xanthostemon crenulatus,tree,,,,,,,
Xanthostemon eucalyptoides,tree,,,,,,,
Xanthostemon formosus,tree,,,,,,,
Xanthostemon graniticus,shrub tree,tree,,,,,,
Xanthostemon paradoxus,tree,,,,,,,
Xanthostemon umbrosus,tree,,,,,,,
Xanthostemon verticillatus,herb shrub tree,,,,,,,
Xanthostemon whitei,tree,tree,,,,,,
Xanthostemon xerophilus,tree,,,,,,,
Xanthostemon youngii,shrub tree,tree,,,,,,
Xenostegia tridentata,herb climber_vine_herbaceous,climber_vine,,,,,,
Ximenia americana,herb shrub climber_vine,shrub climber_vine,,,,,,
Xylopia monosperma,shrub tree,,,,,,,
Xylosma ovata,shrub tree,tree shrub,,,,,,
Xylosma sp  mt lewis g.sankowsky 1108,shrub tree,tree,,,,,,
Xylosma sp  temple bay p i.forster pif8980,shrub,,,,,,,
Youngia japonica,herb,herb,,,annual,,,
Zanthoxylum brachyacanthum,tree,,,,,,,
Zanthoxylum nitidum,climber_vine,climber_vine,,,,,,
Zanthoxylum ovalifolium,shrub tree,,,,,,,
Zanthoxylum rhetsa,tree,,,,,,,
Zehneria cunninghamii,climber_vine_herbaceous,climber_vine,,,,,,
Zieria alata,herb shrub,shrub,,,,,,
Zieria eungellaensis,herb shrub,shrub,open compact,,,,,
Zieria insularis,herb shrub,shrub,open,,,,,
Zieria madida,herb shrub,shrub,open compact,,,,,
Zieria robertsiorum,herb shrub,shrub,open compact,,,,,
Zieria smithii,herb shrub,,,,,,,
Zingiber zerumbet,herb shrub,,,,,,,
Ziziphus mauritiana,shrub tree,tree,,,,,,
Ziziphus oenopolia,shrub climber_vine,climber_vine,,,,,,
Ziziphus quadrilocularis,tree,tree,,,,,,
Ziziphus timoriensis,tree,,,,,,,
